step,run_id,dead_frac,dup_frac,sat_frac,eff_rank,stable_rank,wcos_mean,sign_match_mean,sign_clone_frac,drift_sq_W,trC_W,snr_drift,eff_rank_W,top1_frac,stable_rank_W,stable_rank_W_alive,neg_gate_frac,eval_loss,b_mean_alive,b_mean_dead,b_std,b_min,beta_mean,beta_p10,beta_min,p_min,p_mean,dead_b_dominant_frac,dead_persist_frac,p_zero_frac,p_zero_persist_frac
500000,B_w20_K100_c0.0_lr0.01_s0_posonly,0,0,0.95,17.1336,12.5113,0.184673,0.490476,0,0.0177102,0.706458,0.0250691,15.8399,0.161862,6.17809,6.17809,0,0.566759,0.0541982,nan,0.236244,0,0.0696524,0,0,0.4865,0.518275,nan,nan,0,nan
500000,B_w20_K100_c0.0_lr0.01_s1_posonly,0,0,0.95,17.1249,12.7156,0.173045,0.498246,0,1.0801e-10,3.03287e-08,0.00356131,16.2196,0.154655,6.46601,6.46601,0,0.547992,-0.0619772,nan,0.270153,-1.23954,-0.0674635,0,-1.34927,0.0975,0.475425,nan,nan,0,nan
500000,B_w20_K100_c0.0_lr0.01_s2_posonly,0,0,1,17.6437,13.6709,0.165155,0.496241,0,0,0,0,16.7298,0.161668,6.18553,6.18553,0,0.760305,0,nan,0,0,0,0,0,0.4805,0.5006,nan,nan,0,nan
500000,B_w20_K100_c0.0_lr0.01_s3_posonly,0,0,0.9,17.1756,13.722,0.154011,0.500251,0,0.00207394,0.071309,0.0290838,16.6948,0.137453,7.2752,7.2752,0,0.664765,-0.0078581,nan,0.330276,-1.12034,-0.014726,0,-1.47502,0.0715,0.49675,nan,nan,0,nan
500000,B_w20_K100_c0.0_lr0.01_s4_posonly,0,0,0.95,17.0538,12.8023,0.177289,0.503759,0,0.00032512,0.0693599,0.00468743,16.0237,0.160098,6.24617,6.24617,0,0.699367,-0.0558409,nan,0.243405,-1.11682,-0.0658183,0,-1.31637,0.096,0.48005,nan,nan,0,nan
500000,B_w20_K100_c0.0_lr0.01_s5_posonly,0,0,0.95,17.1128,12.8764,0.177035,0.492982,0,7.90128e-05,0.0243871,0.00323994,16.4524,0.166353,6.0113,6.0113,0,0.480227,-0.0701079,nan,0.305593,-1.40216,-0.0805169,0,-1.61034,0.0585,0.478175,nan,nan,0,nan
500000,B_w20_K100_c0.0_lr0.01_s6_posonly,0,0,0.95,17.0466,13.0663,0.166831,0.505764,0,0.000103404,0.0515018,0.00200777,16.1414,0.15355,6.51256,6.51256,0,0.547502,-0.060843,nan,0.265208,-1.21686,-0.0801161,0,-1.60232,0.0575,0.479825,nan,nan,0,nan
500000,B_w20_K100_c0.0_lr0.01_s7_posonly,0,0,0.9,16.5427,12.0446,0.183812,0.492231,0,0.000263144,0.0892673,0.00294782,15.8321,0.167539,5.96876,5.96876,0,0.708665,-0.130429,nan,0.391356,-1.32738,-0.146461,-0.134532,-1.5839,0.062,0.4579,nan,nan,0,nan
500000,B_w20_K100_c0.0_lr0.01_s8_posonly,0,0,0.95,17.1923,12.7485,0.175128,0.514787,0,0.0678935,3.69171,0.0183908,16.0861,0.16149,6.19232,6.19232,0,0.531056,0.0142822,nan,0.0622546,0,0.0138178,0,0,0.485,0.5078,nan,nan,0,nan
500000,B_w20_K100_c0.0_lr0.01_s9_posonly,0,0,0.95,17.2033,12.6506,0.169452,0.488722,0,0.000709144,0.221244,0.00320526,16.4396,0.179701,5.56479,5.56479,0,0.868965,-0.063398,nan,0.276346,-1.26796,-0.0703336,0,-1.40667,0.0905,0.480925,nan,nan,0,nan
501000,B_w20_K100_c0.0_lr0.01_s0_posonly,0,0,0,17.4368,13.1549,0.178463,0.487719,0,0.0837034,6.66183,0.0125646,16.0705,0.162337,6.16002,6.16002,0,0.443724,-0.012486,nan,0.22225,-0.164615,0.0320302,-0.072928,-0.117763,0.4465,0.502,nan,nan,0,nan
501000,B_w20_K100_c0.0_lr0.01_s1_posonly,0,0,0,17.3482,13.2538,0.163169,0.497243,0,0.215211,16.8566,0.0127672,16.4529,0.148037,6.75506,6.75506,0,0.638683,-0.111824,nan,0.259246,-1.23423,-0.104973,-0.0813066,-1.33222,0.0985,0.461275,nan,nan,0,nan
501000,B_w20_K100_c0.0_lr0.01_s2_posonly,0,0,0,17.7468,13.8877,0.159373,0.489474,0,0.821503,60.9207,0.0134848,16.7762,0.154619,6.4675,6.4675,0,0.915355,-0.0130391,nan,0.041791,-0.0624775,-0.00983031,-0.0447676,-0.0470681,0.467,0.4968,nan,nan,0,nan
501000,B_w20_K100_c0.0_lr0.01_s3_posonly,0,0,0,17.3381,13.9146,0.151994,0.494988,0,0.0575504,5.00228,0.0115048,16.8173,0.14353,6.9672,6.9672,0,0.383059,-0.0688158,nan,0.313431,-1.12589,-0.0609826,-0.0681308,-1.50498,0.0685,0.47925,nan,nan,0,nan
501000,B_w20_K100_c0.0_lr0.01_s4_posonly,0,0,0,17.3085,13.2744,0.174536,0.500752,0,0.121963,9.00676,0.0135413,16.2775,0.161725,6.18332,6.18332,0,0.590223,-0.0964233,nan,0.240219,-1.12983,-0.0991047,-0.0746196,-1.36925,0.0885,0.46745,nan,nan,0,nan
501000,B_w20_K100_c0.0_lr0.01_s5_posonly,0,0,0,17.2857,13.1524,0.175269,0.48797,0,0.180818,14.8196,0.0122013,16.518,0.161624,6.18721,6.18721,0,0.741007,-0.13429,nan,0.294935,-1.41314,-0.131796,-0.0788678,-1.67738,0.053,0.4599,nan,nan,0,nan
501000,B_w20_K100_c0.0_lr0.01_s6_posonly,0.05,0,0,17.2213,13.3042,0.165023,0.496992,0,0.093149,6.38165,0.0145964,16.3204,0.152309,6.56559,6.52899,0.05,0.522356,-0.0624102,-1.22893,0.256512,-1.22893,-0.0488612,-0.0778398,-1.68708,0.047,0.458375,1,nan,0,nan
501000,B_w20_K100_c0.0_lr0.01_s7_posonly,0,0,0,16.7008,12.2859,0.1821,0.490476,0,0.0538433,5.64215,0.00954305,15.983,0.162187,6.16571,6.16571,0,0.41473,-0.181982,nan,0.377555,-1.32878,-0.187428,-0.208049,-1.59019,0.063,0.443725,nan,nan,0,nan
501000,B_w20_K100_c0.0_lr0.01_s8_posonly,0,0,0,17.3454,12.9382,0.174131,0.509774,0,0.057691,4.80064,0.0120174,16.2948,0.158082,6.32583,6.32583,0,0.465893,-0.0450555,nan,0.0659546,-0.125359,-0.0308743,-0.0785529,-0.112502,0.4455,0.49075,nan,nan,0,nan
501000,B_w20_K100_c0.0_lr0.01_s9_posonly,0,0,0,17.3997,13.1758,0.163671,0.490226,0,0.0640543,6.98226,0.00917386,16.6974,0.171367,5.83543,5.83543,0,0.428545,-0.115035,nan,0.262937,-1.24745,-0.105228,-0.0896789,-1.34223,0.1,0.468175,nan,nan,0,nan
502000,B_w20_K100_c0.0_lr0.01_s0_posonly,0,0,0,17.5924,13.5356,0.186929,0.481704,0,0.195614,14.1499,0.0138244,15.9192,0.153517,6.51396,6.51396,0,0.457539,-0.0617102,nan,0.236182,-0.194636,-0.0117521,-0.124583,-0.133823,0.438,0.486125,nan,nan,0,nan
502000,B_w20_K100_c0.0_lr0.01_s1_posonly,0,0,0,17.5661,13.7728,0.159539,0.490476,0,0.113959,7.62126,0.0149528,16.5506,0.147648,6.77286,6.77286,0,0.594505,-0.161725,nan,0.253392,-1.24994,-0.149915,-0.143799,-1.38488,0.0905,0.446075,nan,nan,0,nan
502000,B_w20_K100_c0.0_lr0.01_s2_posonly,0,0,0,17.93,14.1994,0.160805,0.492732,0,0.151546,11.3356,0.0133691,16.7481,0.148535,6.73241,6.73241,0,0.630988,-0.0997198,nan,0.0414258,-0.210341,-0.0791572,-0.108886,-0.158971,0.43,0.470525,nan,nan,0,nan
502000,B_w20_K100_c0.0_lr0.01_s3_posonly,0,0,0,17.4825,14.0644,0.15328,0.496241,0,0.124064,7.56408,0.0164018,16.5035,0.140789,7.10281,7.10281,0,0.497157,-0.120173,nan,0.304465,-1.1303,-0.106887,-0.127382,-1.52233,0.0665,0.462825,nan,nan,0,nan
502000,B_w20_K100_c0.0_lr0.01_s4_posonly,0,0,0,17.5332,13.8617,0.165007,0.501754,0,0.10123,9.5023,0.0106532,16.7107,0.152172,6.57151,6.57151,0,0.461348,-0.149381,nan,0.233969,-1.14213,-0.145404,-0.126552,-1.42405,0.081,0.45025,nan,nan,0,nan
502000,B_w20_K100_c0.0_lr0.01_s5_posonly,0.05,0,0,17.4214,13.6202,0.166093,0.484211,0,0.0538349,6.58027,0.00818126,16.8182,0.154207,6.48479,6.37958,0.05,0.350395,-0.100883,-1.41847,0.289648,-1.41847,-0.0793916,-0.119361,-1.70495,0.049,0.44945,1,nan,0,nan
502000,B_w20_K100_c0.0_lr0.01_s6_posonly,0.05,0,0,17.3608,13.3939,0.172939,0.489724,0,0.18092,12.7497,0.0141902,16.2022,0.162408,6.15732,6.10779,0.05,0.757029,-0.109676,-1.23675,0.248846,-1.23675,-0.0895087,-0.130622,-1.73186,0.045,0.442975,1,1,0,nan
502000,B_w20_K100_c0.0_lr0.01_s7_posonly,0,0,0,16.9343,12.7043,0.177809,0.489223,0,0.189956,16.8566,0.0112689,16.279,0.153425,6.51784,6.51784,0,0.585186,-0.236509,nan,0.365848,-1.32807,-0.232352,-0.311439,-1.57949,0.062,0.42405,nan,nan,0,nan
502000,B_w20_K100_c0.0_lr0.01_s8_posonly,0,0,0,17.6536,13.5019,0.168124,0.492982,0,0.0571406,5.11022,0.0111816,16.4774,0.153151,6.52951,6.52951,0,0.437425,-0.0876935,nan,0.066822,-0.168731,-0.065322,-0.121038,-0.130736,0.4385,0.475575,nan,nan,0,nan
502000,B_w20_K100_c0.0_lr0.01_s9_posonly,0,0,0,17.617,13.6969,0.163103,0.488471,0,0.0805086,6.25499,0.0128711,16.8536,0.163712,6.10827,6.10827,0,0.578652,-0.173116,nan,0.252386,-1.25126,-0.15247,-0.133608,-1.36248,0.095,0.44645,nan,nan,0,nan
503000,B_w20_K100_c0.0_lr0.01_s0_posonly,0,0,0,17.7472,13.847,0.180282,0.486967,0,0.114392,9.11694,0.0125472,15.8847,0.150875,6.62802,6.62802,0,0.509507,-0.116127,nan,0.210193,-0.240766,-0.0632403,-0.161728,-0.217494,0.408,0.466975,nan,nan,0,nan
503000,B_w20_K100_c0.0_lr0.01_s1_posonly,0,0,0,17.6614,14.1254,0.152148,0.487469,0,0.0808,5.985,0.0135004,16.4059,0.134176,7.4529,7.4529,0,0.452734,-0.185247,nan,0.255425,-1.27056,-0.176772,-0.174997,-1.47057,0.0755,0.436125,nan,nan,0,nan
503000,B_w20_K100_c0.0_lr0.01_s2_posonly,0,0,0,18.0693,14.5653,0.154311,0.492231,0,0.0812303,6.55901,0.0123845,16.9122,0.141302,7.07706,7.07706,0,0.389619,-0.133642,nan,0.0448541,-0.219507,-0.11275,-0.1557,-0.172588,0.428,0.456275,nan,nan,0,nan
503000,B_w20_K100_c0.0_lr0.01_s3_posonly,0,0,0,17.572,14.1465,0.149304,0.500752,0,0.11114,8.21971,0.0135212,16.9188,0.140648,7.10994,7.10994,0,0.711047,-0.159084,nan,0.284449,-1.13349,-0.145889,-0.170272,-1.54466,0.0625,0.44495,nan,nan,0,nan
503000,B_w20_K100_c0.0_lr0.01_s4_posonly,0,0,0,17.5993,14.0096,0.162182,0.502506,0,0.198184,12.8039,0.0154784,16.7602,0.153134,6.53021,6.53021,0,0.660709,-0.192888,nan,0.227597,-1.15026,-0.1878,-0.181933,-1.45479,0.075,0.43425,nan,nan,0,nan
503000,B_w20_K100_c0.0_lr0.01_s5_posonly,0.05,0,0,17.5927,14.0659,0.162641,0.49599,0,0.0587473,5.35301,0.0109746,17.0518,0.150132,6.6608,6.5573,0.05,0.338165,-0.149583,-1.42235,0.281153,-1.42235,-0.123902,-0.163693,-1.72645,0.0475,0.432675,1,1,0,nan
503000,B_w20_K100_c0.0_lr0.01_s6_posonly,0.05,0,0,17.5746,13.6835,0.171812,0.49198,0,0.120826,8.33694,0.0144929,16.5826,0.151673,6.59314,6.5387,0.05,0.601504,-0.167805,-1.2275,0.23665,-1.2275,-0.144502,-0.193497,-1.67065,0.048,0.4246,1,1,0,nan
503000,B_w20_K100_c0.0_lr0.01_s7_posonly,0,0,0,17.2016,13.0378,0.177522,0.493484,0,0.062132,6.51133,0.00954214,16.3236,0.154111,6.48882,6.48882,0,0.409691,-0.288168,nan,0.345943,-1.31972,-0.277666,-0.356329,-1.49532,0.0665,0.4047,nan,nan,0,nan
503000,B_w20_K100_c0.0_lr0.01_s8_posonly,0,0,0,17.8895,14.0747,0.16241,0.497243,0,0.22036,18.9684,0.0116172,16.5899,0.143045,6.99082,6.99082,0,0.7058,-0.129129,nan,0.0651231,-0.234621,-0.106027,-0.15237,-0.194224,0.4175,0.457075,nan,nan,0,nan
503000,B_w20_K100_c0.0_lr0.01_s9_posonly,0,0,0,17.7017,13.9673,0.160466,0.488722,0,0.0775341,6.99651,0.0110818,17.2154,0.157159,6.363,6.363,0,0.512281,-0.214527,nan,0.247569,-1.26598,-0.192279,-0.176317,-1.42183,0.082,0.429575,nan,nan,0,nan
504000,B_w20_K100_c0.0_lr0.01_s0_posonly,0,0,0,17.9552,14.2405,0.176692,0.484712,0,0.0886868,8.39464,0.0105647,16.3093,0.157582,6.3459,6.3459,0,0.481552,-0.158279,nan,0.188722,-0.298066,-0.115648,-0.219911,-0.236144,0.405,0.44835,nan,nan,0,nan
