step,run_id,dead_frac,dup_frac,sat_frac,eff_rank,stable_rank,wcos_mean,sign_match_mean,sign_clone_frac,drift_sq_W,trC_W,snr_drift,eff_rank_W,top1_frac,stable_rank_W,stable_rank_W_alive,neg_gate_frac,eval_loss,b_mean_alive,b_mean_dead,b_std,b_min,beta_mean,beta_p10,beta_min,p_min,p_mean,dead_b_dominant_frac,dead_persist_frac,p_zero_frac,p_zero_persist_frac
500000,A_w100_T10000_std_lr0.01_s0_posonly,0.77,0.0020202,0.85,14.8598,4.14401,0.259554,0.591232,0.0020202,0.994449,27.7212,0.0358732,15.9029,0.280888,3.56014,2.56468,0.77,0.175204,-0.241147,0,0.208035,-1.10979,-1.11822,-1.63893,-4.79364,0,0.04477,0,nan,0.59,nan
500000,A_w100_T10000_std_lr0.01_s1_posonly,0.96,0.000606061,0.98,1.52764,1.03331,0.264827,0.591939,0.000808081,0.106393,10.0529,0.0105834,16.6665,0.194739,5.13507,2.05109,0.96,0.383756,-0.037346,0,0.0213739,-0.206506,-0.66825,-1.624,-9.27456,0,0.014345,0,nan,0.92,nan
500000,A_w100_T10000_std_lr0.01_s2_posonly,0.92,0.00262626,0.97,5.35846,1.50519,0.250686,0.589354,0.00040404,1.7281,29.2958,0.0589882,17.1167,0.18425,5.42741,2.30674,0.92,0.440399,-0.100368,0,0.0554186,-0.438197,-1.02237,-1.57206,-11.4034,0,0.0244,0,nan,0.65,nan
500000,A_w100_T10000_std_lr0.01_s3_posonly,0.91,0.00464646,0.96,6.72759,2.16535,0.261369,0.589818,0.000808081,0.370116,9.11358,0.0406115,16.7931,0.18706,5.34589,2.08439,0.91,0.354983,-0.181083,0,0.0830026,-0.55105,-1.09775,-1.53545,-8.19457,0,0.022535,0,nan,0.65,nan
500000,A_w100_T10000_std_lr0.01_s4_posonly,0.95,0.00020202,0.97,3.03662,1.85556,0.253941,0.584162,0.00040404,0.492726,9.22436,0.0534157,16.6474,0.212912,4.69679,1.99535,0.95,0.745591,-0.0959169,0,0.0355178,-0.343733,-1.02203,-1.69436,-10.9576,0,0.012715,0,nan,0.9,nan
500000,A_w100_T10000_std_lr0.01_s5_posonly,0.89,0,0.92,6.923,2.87052,0.242824,0.561374,0.00040404,0.772072,7.51998,0.102669,16.9797,0.236061,4.23619,2.62655,0.89,0.066336,-0.106268,0,0.0984125,-0.841325,-0.84525,-1.60084,-5.51267,0,0.03141,0,nan,0.75,nan
500000,A_w100_T10000_std_lr0.01_s6_posonly,0.63,0.00707071,0.81,15.4517,3.46045,0.273513,0.602354,0.00222222,0.363765,36.608,0.00993676,16.0399,0.235526,4.24582,3.43653,0.63,0.220039,-0.204068,0,0.216069,-1.23182,-1.10772,-1.60236,-5.99569,0,0.06717,0,nan,0.39,nan
500000,A_w100_T10000_std_lr0.01_s7_posonly,0.89,0.0020202,0.95,6.78982,2.54056,0.257176,0.589848,0.000606061,0.446406,17.6851,0.025242,17.1973,0.186283,5.36816,2.6847,0.89,0.218841,-0.0777253,0,0.0487187,-0.420931,-0.958143,-1.62763,-8.11047,0,0.029745,0,nan,0.7,nan
500000,A_w100_T10000_std_lr0.01_s8_posonly,0.45,0.00727273,0.76,20.0959,7.29019,0.266982,0.58403,0.000808081,0.436085,15.0421,0.028991,16.3813,0.215865,4.63253,3.9523,0.45,0.120396,-0.239073,0,0.294851,-1.22894,-1.15535,-1.61456,-5.27724,0,0.091225,0,nan,0.19,nan
500000,A_w100_T10000_std_lr0.01_s9_posonly,0.97,0.00020202,0.98,1.76564,1.04351,0.267894,0.587788,0.000606061,0.528527,38.7501,0.0136394,16.679,0.213819,4.67684,1.72701,0.97,1.18753,-0.00275147,0,0.135202,-0.96014,-0.490926,-1.47405,-7.55749,0,0.01347,0,nan,0.88,nan
501000,A_w100_T10000_std_lr0.01_s0_posonly,0.81,0.00121212,0.71,11.6247,2.90682,0.260067,0.58896,0.0020202,0.810983,57.0038,0.0142268,15.9107,0.261795,3.81979,3.09481,0.81,1.15079,-0.0400429,-0.0652313,0.227771,-1.2299,-1.05612,-1.4561,-5.43796,0,0.03799,0,0.883117,0.71,0.966102
501000,A_w100_T10000_std_lr0.01_s1_posonly,0.89,0.00020202,0.82,6.0704,1.67373,0.264787,0.589071,0.000606061,1.88259,19.7726,0.0952121,16.6505,0.185025,5.40467,2.24391,0.89,0.463054,0.0243695,-0.00315963,0.0330131,-0.312736,-0.739322,-1.43081,-7.47479,0,0.03333,0,0.916667,0.82,0.880435
501000,A_w100_T10000_std_lr0.01_s2_posonly,0.63,0.00323232,0.45,13.0963,2.73457,0.250235,0.586909,0.00040404,5.52624,43.1567,0.128051,17.0569,0.182708,5.4732,4.71747,0.63,0.565056,0.00456804,-0.00806982,0.0720269,-0.575688,-1.04343,-1.6131,-9.633,0,0.07421,0,0.673913,0.45,0.676923
501000,A_w100_T10000_std_lr0.01_s3_posonly,0.85,0.0030303,0.65,9.25786,1.59262,0.261557,0.590939,0.000808081,0.0388219,2.80611,0.0138348,16.7978,0.1806,5.53709,2.27414,0.85,0.21795,-0.0396821,-0.0130898,0.0984023,-0.657255,-1.12677,-1.68758,-8.11001,0,0.031385,0,0.912088,0.65,0.876923
501000,A_w100_T10000_std_lr0.01_s4_posonly,0.9,0.00040404,0.81,5.72878,2.18186,0.253428,0.579727,0.00040404,0.829502,19.04,0.0435663,16.657,0.21412,4.67027,2.11346,0.9,0.378312,0.00506544,0.000498427,0.0474618,-0.418403,-0.441879,-1.46309,-11.3599,0,0.04066,0,0.947368,0.81,0.9
501000,A_w100_T10000_std_lr0.01_s5_posonly,0.89,0,0.8,7.29399,3.24184,0.243278,0.557374,0.00040404,3.68313,56.1688,0.0655725,16.9642,0.221568,4.51329,3.39415,0.89,0.752936,0.024813,-0.01461,0.110553,-0.883633,-0.640082,-1.60087,-5.85575,0,0.03469,0,0.955056,0.8,0.92
501000,A_w100_T10000_std_lr0.01_s6_posonly,0.85,0.00242424,0.69,8.51822,2.5376,0.272806,0.602697,0.0020202,0.294164,10.2531,0.0286902,16.0315,0.241997,4.13229,2.6231,0.85,0.15178,-0.213677,-0.0468316,0.212908,-1.22658,-0.857993,-1.63835,-6.72399,0,0.04332,0,0.968254,0.69,1
501000,A_w100_T10000_std_lr0.01_s7_posonly,0.74,0.00161616,0.59,10.0564,2.60219,0.256558,0.586303,0.000808081,0.25752,10.0213,0.0256972,17.225,0.182582,5.477,3.36561,0.74,0.186785,-0.0250586,0.000569338,0.0611058,-0.459993,-1.09441,-1.51109,-6.30342,0,0.050165,0,0.831461,0.59,0.828571
501000,A_w100_T10000_std_lr0.01_s8_posonly,0.66,0.00464646,0.39,18.641,5.85273,0.267541,0.585616,0.000808081,0.368473,6.17827,0.0596401,16.3681,0.216042,4.62873,3.92716,0.66,0.0758911,-0.207586,-0.0992739,0.307533,-1.1725,-1.07465,-1.60988,-7.02676,0,0.06937,0,0.911111,0.39,0.947368
501000,A_w100_T10000_std_lr0.01_s9_posonly,0.96,0.00020202,0.92,1.49973,1.01645,0.267978,0.587909,0.000606061,1.01542,32.4507,0.0312912,16.7587,0.220207,4.54119,1.38053,0.96,1.09271,0.236587,-0.0105057,0.138162,-1.02537,-0.638514,-1.51727,-8.47096,0,0.01326,0,0.979381,0.92,0.977273
502000,A_w100_T10000_std_lr0.01_s0_posonly,0.8,0.00141414,0.72,10.2103,3.34641,0.259917,0.590394,0.0020202,1.11947,47.6933,0.0234722,15.8806,0.255678,3.91116,2.78409,0.8,0.6635,-0.0204867,-0.0717286,0.23167,-1.28069,-1.02911,-1.45029,-5.43796,0,0.039365,0,0.975309,0.72,1
502000,A_w100_T10000_std_lr0.01_s1_posonly,0.85,0.000606061,0.82,6.87449,1.8107,0.264857,0.588717,0.000606061,0.0696731,17.4908,0.00398342,16.6166,0.182817,5.46994,2.54804,0.85,0.262399,0.0272159,-0.0034058,0.0341603,-0.312736,-0.793077,-1.48357,-7.47479,0,0.03995,0,0.955056,0.82,1
502000,A_w100_T10000_std_lr0.01_s2_posonly,0.63,0.00323232,0.45,16.3624,3.50353,0.250352,0.585303,0.000606061,2.92115,25.1297,0.116243,16.9758,0.181123,5.52112,4.56537,0.63,0.322689,0.00530081,-0.00886363,0.0721908,-0.585707,-1.01564,-1.5151,-9.633,0,0.06937,0,0.920635,0.45,1
502000,A_w100_T10000_std_lr0.01_s3_posonly,0.87,0.0040404,0.65,12.7747,2.50916,0.261492,0.587424,0.00040404,0.0406541,3.01086,0.0135025,16.7789,0.177748,5.62594,2.24046,0.87,0.129192,-0.0487969,-0.0115807,0.101264,-0.65801,-0.974761,-1.41561,-8.11001,0,0.032395,0,1,0.65,1
502000,A_w100_T10000_std_lr0.01_s4_posonly,0.88,0.000606061,0.81,6.35529,2.35997,0.253349,0.579727,0.00040404,9.03644,20.2488,0.446271,16.6533,0.212323,4.7098,2.24495,0.88,0.606837,0.00731503,0.000512806,0.0472998,-0.412948,-0.601629,-1.60444,-11.3599,0,0.041725,0,0.966667,0.81,1
502000,A_w100_T10000_std_lr0.01_s5_posonly,0.85,0,0.8,8.25807,3.6067,0.244053,0.556717,0.00040404,7.15529,53.6381,0.133399,16.9279,0.222504,4.49431,3.45316,0.85,0.542717,0.0315341,-0.0159167,0.110011,-0.900895,-0.761723,-1.40304,-5.85575,0,0.041605,0,0.955056,0.8,1
502000,A_w100_T10000_std_lr0.01_s6_posonly,0.83,0.00242424,0.69,9.08359,2.69977,0.273124,0.60198,0.0020202,1.12362,7.44755,0.15087,16.0141,0.246852,4.05101,2.56087,0.83,0.0927166,-0.211566,-0.0425776,0.212164,-1.22454,-0.922297,-1.65276,-6.72399,0,0.042555,0,0.964706,0.69,1
502000,A_w100_T10000_std_lr0.01_s7_posonly,0.7,0.0010101,0.59,10.8981,2.77105,0.256334,0.585798,0.000808081,1.7204,9.46186,0.181825,17.2032,0.187208,5.34164,3.31622,0.7,0.134601,-0.0166726,0.00036014,0.0612098,-0.453495,-1.08426,-1.56098,-6.30342,0,0.057965,0,0.945946,0.59,1
502000,A_w100_T10000_std_lr0.01_s8_posonly,0.64,0.00383838,0.41,18.5635,5.48394,0.267312,0.584677,0.000808081,0.276401,2.75386,0.100369,16.3615,0.215312,4.64442,4.03486,0.64,0.0307068,-0.192016,-0.102251,0.307966,-1.1725,-1.06827,-1.61059,-7.02676,0,0.07111,0,0.969697,0.41,1
502000,A_w100_T10000_std_lr0.01_s9_posonly,0.94,0,0.92,2.02065,1.04811,0.267417,0.587717,0.000606061,0.197217,23.0932,0.00854004,16.7628,0.220952,4.52588,1.67891,0.94,0.966164,0.156589,-0.0107378,0.132979,-1.02537,-0.912036,-1.45931,-8.47096,0,0.01407,0,0.979167,0.92,1
503000,A_w100_T10000_std_lr0.01_s0_posonly,0.81,0.00121212,0.73,11.4875,3.36497,0.259338,0.592525,0.00222222,2.41812,34.8381,0.0694102,15.8391,0.250571,3.99088,2.73815,0.81,0.401167,-0.0160639,-0.0739671,0.230155,-1.28069,-0.936601,-1.51331,-5.43796,0,0.04079,0,0.975,0.73,1
503000,A_w100_T10000_std_lr0.01_s1_posonly,0.86,0.00040404,0.82,6.82434,1.75758,0.264916,0.587758,0.000606061,1.02636,16.0275,0.0640377,16.5898,0.183163,5.45961,2.46556,0.86,0.264408,0.0303057,-0.00360227,0.0345817,-0.312736,-0.7316,-1.33611,-7.47479,0,0.037705,0,1,0.82,1
503000,A_w100_T10000_std_lr0.01_s2_posonly,0.61,0.00343434,0.45,17.1117,4.07505,0.250598,0.583687,0.000606061,2.58709,25.5884,0.101104,16.9044,0.182323,5.48478,4.29961,0.61,0.183792,0.00709973,-0.00857006,0.0688289,-0.550611,-0.976082,-1.548,-9.633,0,0.08488,0,0.936508,0.45,1
503000,A_w100_T10000_std_lr0.01_s3_posonly,0.86,0.00424242,0.65,13.544,2.4287,0.261303,0.587232,0.000606061,0.0600475,2.41883,0.024825,16.7617,0.177506,5.63363,2.41091,0.86,0.0881366,-0.0459921,-0.0112083,0.10058,-0.650837,-0.98652,-1.34141,-8.11001,0,0.03182,0,0.977012,0.65,1
503000,A_w100_T10000_std_lr0.01_s4_posonly,0.87,0.000606061,0.81,6.38418,2.48947,0.253465,0.57997,0.00040404,0.726155,15.1813,0.0478324,16.6411,0.210984,4.7397,2.31435,0.87,0.263164,0.00887501,0.000777443,0.0487434,-0.414927,-0.656615,-1.65901,-11.3599,0,0.042385,0,0.977273,0.81,1
503000,A_w100_T10000_std_lr0.01_s5_posonly,0.85,0,0.8,8.85264,3.50704,0.244784,0.556535,0.00040404,0.905516,32.3199,0.0280173,16.861,0.225443,4.43571,3.40012,0.85,0.245615,0.0232508,-0.0153365,0.108695,-0.88859,-0.773427,-1.41247,-5.85575,0,0.040115,0,0.976471,0.8,1
503000,A_w100_T10000_std_lr0.01_s6_posonly,0.81,0.00242424,0.69,9.00465,2.56565,0.273521,0.601263,0.0020202,0.768837,4.18993,0.183497,15.9966,0.249289,4.01141,2.59103,0.81,0.0421569,-0.188555,-0.0438652,0.215028,-1.24822,-0.971823,-1.55814,-6.72399,0,0.0449,0,0.963855,0.69,1
503000,A_w100_T10000_std_lr0.01_s7_posonly,0.68,0.0010101,0.59,11.536,2.74184,0.256326,0.584263,0.000606061,0.451945,5.06152,0.0892904,17.1853,0.190602,5.24654,3.36975,0.68,0.0721939,-0.0138251,0.000364312,0.0610597,-0.44987,-1.04422,-1.53867,-6.30342,0,0.059495,0,0.957143,0.59,1
503000,A_w100_T10000_std_lr0.01_s8_posonly,0.63,0.00363636,0.41,18.7216,5.40427,0.267066,0.584677,0.000808081,0.049132,0.964356,0.050948,16.3566,0.214523,4.66151,4.0926,0.63,0.0106834,-0.183297,-0.104057,0.308269,-1.1725,-1.04779,-1.57697,-7.02676,0,0.07369,0,0.984375,0.41,1
503000,A_w100_T10000_std_lr0.01_s9_posonly,0.94,0,0.92,2.54106,1.12833,0.267177,0.586253,0.000606061,0.381337,20.7749,0.0183557,16.7666,0.222441,4.49557,1.82166,0.94,0.947504,0.171294,-0.010594,0.134643,-1.02537,-0.62409,-1.24132,-8.47096,0,0.01769,0,1,0.92,1
504000,A_w100_T10000_std_lr0.01_s0_posonly,0.78,0.00121212,0.73,11.8929,3.39909,0.259144,0.591949,0.00222222,3.52413,28.3369,0.124365,15.8098,0.247692,4.03727,2.93181,0.78,0.18484,-0.0178024,-0.0742961,0.229816,-1.28069,-0.91038,-1.3759,-5.43796,0,0.04727,0,0.962963,0.73,1
504000,A_w100_T10000_std_lr0.01_s1_posonly,0.84,0.00040404,0.82,6.508,1.80765,0.265091,0.588515,0.000606061,0.370304,14.8331,0.0249646,16.561,0.182332,5.4845,2.70977,0.84,0.215414,0.0243434,-0.00347692,0.0350396,-0.312736,-0.843434,-1.48403,-7.47479,0,0.037545,0,0.976744,0.82,1
504000,A_w100_T10000_std_lr0.01_s2_posonly,0.62,0.00323232,0.45,18.2395,4.48167,0.250803,0.583394,0.000606061,1.59043,19.3452,0.0822128,16.8533,0.183116,5.46101,4.37704,0.62,0.127102,0.00457818,-0.00816836,0.0673616,-0.547419,-0.957695,-1.50753,-9.633,0,0.08335,0,0.95082,0.45,1
504000,A_w100_T10000_std_lr0.01_s3_posonly,0.8,0.00323232,0.65,15.2201,2.84521,0.26114,0.588142,0.000606061,0.0459762,2.15284,0.021356,16.7422,0.177224,5.64257,2.80111,0.8,0.0533682,-0.028057,-0.0127012,0.102039,-0.651808,-1.10625,-1.46946,-8.11001,0,0.03761,0,0.930233,0.65,1
504000,A_w100_T10000_std_lr0.01_s4_posonly,0.88,0.000606061,0.81,6.54441,2.4869,0.253838,0.579535,0.00040404,0.196347,12.2319,0.0160521,16.6272,0.209207,4.77996,2.36425,0.88,0.201731,0.0154342,0.000146645,0.0486835,-0.410432,-0.471275,-1.40244,-11.3599,0,0.04461,0,0.977012,0.81,1
504000,A_w100_T10000_std_lr0.01_s5_posonly,0.84,0,0.81,8.96456,3.73714,0.245349,0.556919,0.00040404,1.51455,23.1185,0.0655124,16.8046,0.225534,4.43391,3.48535,0.84,0.148373,0.0248174,-0.0162164,0.111834,-0.914984,-0.754363,-1.35565,-5.85575,0,0.041715,0,0.976471,0.81,1
504000,A_w100_T10000_std_lr0.01_s6_posonly,0.82,0.00242424,0.69,9.41168,2.59131,0.273809,0.600566,0.0020202,0.0635648,1.15509,0.0550301,15.9793,0.250216,3.99654,2.54741,0.82,0.014531,-0.203111,-0.043228,0.215285,-1.24821,-0.932414,-1.44795,-6.72399,0,0.04288,0,1,0.69,1
504000,A_w100_T10000_std_lr0.01_s7_posonly,0.69,0.000808081,0.59,11.8162,2.87164,0.256323,0.583596,0.000808081,0.548471,2.45164,0.223716,17.1751,0.191991,5.20857,3.27078,0.69,0.0396413,-0.0119062,0.000655614,0.0624761,-0.441843,-0.962001,-1.33292,-6.30342,0,0.06595,0,1,0.59,1
504000,A_w100_T10000_std_lr0.01_s8_posonly,0.62,0.00363636,0.41,18.7703,5.41196,0.26702,0.585273,0.000808081,0.03512,0.472977,0.074253,16.3522,0.214252,4.6674,4.10264,0.62,0.00425022,-0.178512,-0.105792,0.309044,-1.1725,-1.05791,-1.59276,-7.02676,0,0.07495,0,0.984127,0.41,1
504000,A_w100_T10000_std_lr0.01_s9_posonly,0.94,0,0.92,3.37935,1.32159,0.267607,0.586859,0.000606061,1.03235,29.9658,0.0344508,16.7266,0.222686,4.49064,1.93198,0.94,0.792305,0.17278,-0.0104896,0.133106,-1.02537,-0.492247,-1.17789,-8.47096,0,0.02023,0,1,0.92,1
