arm,seed,lr,task,iv,online_acc,memo_acc,acc,dead_frac_c1,zeroout_c1,zbar_c1,zsd_c1,zbar_min_c1,mob_c1,mob_pool_c1,eff_rank_c1,dead_frac_c2,zeroout_c2,zbar_c2,zsd_c2,zbar_min_c2,mob_c2,mob_pool_c2,eff_rank_c2,dead_frac_f1,zeroout_f1,zbar_f1,zsd_f1,zbar_min_f1,mob_f1,eff_rank_f1,dead_frac_f2,zeroout_f2,zbar_f2,zsd_f2,zbar_min_f2,mob_f2,eff_rank_f2,w_norm_c1,w_norm_c2,w_norm_f1,w_norm_f2,w_norm_f3
SW3,5,0.001,1,none,0.96885625,1,1,0,0,-0.001583004021,0.6698873043,-2.497260332,0.5124244094,0.6164175272,8.661957617,0,0,-1.291905403,1.70834434,-2.04977107,0.1778218895,0.3853366077,14.61133951,0,0,-2.051594734,4.665734768,-7.289804935,0.314838022,81.59494708,0,0,2.890344381,3.384410381,-0.9896840453,0.8225815892,49.44014849,1.017391205,2.073056698,2.889390945,1.25885427,1.61658299
SW3,5,0.001,2,none,0.9628604167,1,1,0,0,-0.8750853539,0.9625427127,-2.012192726,0.112163797,0.187605992,4.935164674,0,0,-24.65557098,11.05468655,-32.45729065,0.0001349222148,0.0005844330299,3.37040323,0,0,-8.592377663,7.842004776,-18.79859924,0.07114882022,63.81406856,0,0,0.7821276188,3.813293934,-2.652130604,0.5796206594,63.67895115,1.579385877,2.742887735,3.579560995,2.115004778,3.275475025
SW3,5,0.001,3,none,0.7768375,1,1,0,0,-1.701971531,0.9694809914,-5.499214649,0.03138459474,0.08245103061,8.963480459,0,0,-6.173381329,2.442017078,-10.44072914,-0.0004877308093,0.006658867933,12.32493234,0,0,-0.1504552811,1.440908313,-0.6829417348,0.5422868133,81.99880382,0,0,0.9135984778,3.187060356,-0.7270336151,0.7397632003,52.95917146,1.592796206,3.93894434,8.878085136,3.566833258,5.001633167
SW3,5,0.001,4,none,0.6406958333,0.956666708,0.956666708,0,0,-2.316187143,1.099514723,-11.29573631,0.001107440447,0.02219756879,7.044827893,0,0,-5.168544292,1.939151645,-9.873818398,-0.005556320306,-0.001704508904,13.4116795,0,0,0.06137155741,0.313297838,-0.1312587559,0.5908091664,68.15843601,0,0,0.7661359906,1.507499814,-0.3419497907,0.8901615739,42.25262424,1.970168829,5.055420399,11.78639317,5.182468414,7.037038803
SW3,5,0.001,5,none,0.5853166667,0.9058333635,0.9058333635,0,0,-2.573227644,1.292877197,-15.81842041,-1.800815335e-05,0.001117462758,5.838770562,0,0,-3.218930244,1.285063148,-8.47335434,-0.01785283163,-0.009363702498,12.09455154,0,0,0.07432165742,0.2054988295,-0.06402529776,0.6040059328,61.68132477,0,0,0.507972002,1.16443789,-1.821433187,0.7300276756,46.97922521,2.052299738,6.035752296,14.28788185,6.209914684,8.244365692
SW3,5,0.001,6,none,0.6467395833,0.9800000191,0.9800000191,0,0,-2.677360058,1.28964448,-20.21520615,-0.001860451302,0.001592206652,5.190984016,0,0,-4.495560646,1.576339126,-8.008192062,-0.01233155001,-0.005505938549,10.95125586,0,0,0.174467057,0.3480432034,-0.07379154116,0.7198938131,55.10205143,0,0,-0.9887620211,2.172352076,-4.981231213,0.2156740874,54.11234556,2.054507971,6.871581554,16.53526497,7.191034794,10.38672924
SW3,5,0.001,7,none,0.6683791667,0.9800000191,0.9800000191,0,0,-3.621455908,1.741784811,-17.49394989,-0.002514365828,0.001295910683,4.818516016,0,0,-3.613272429,1.534699917,-7.878218651,-0.01214366127,-0.00518294936,11.03821936,0,0,0.2632956505,0.35161677,-0.02650930919,0.7950521111,54.0120916,0,0,-2.947041273,2.639435768,-9.491998672,0.03732758388,48.02730311,2.241800308,7.243234634,18.43545151,7.677007675,13.59518623
SW3,5,0.001,8,none,0.580825,0.9541667104,0.9541667104,0,0,-3.2953794,1.683210135,-15.95252037,-0.001143612782,0.001065860037,4.311939689,0,0,-3.088035345,1.434008479,-8.280191422,-0.01689684205,-0.007895094343,11.43138621,0,0,0.2642523348,0.3027819097,-0.0490693152,0.789960444,54.894492,0,0,-3.156154394,2.644241333,-8.647444725,0.0106001664,43.82137899,2.298229456,7.839303493,20.55475807,7.443985939,17.85233498
SW3,5,0.001,9,none,0.6790854167,0.9908333421,0.9908333421,0,0,-4.150418758,1.814813614,-18.96770477,-0.001326930127,0.001836952404,4.738113973,0,0,-2.756808519,1.044341087,-6.281363964,-0.02037847601,-0.009952366352,11.46746498,0,0,0.2011974454,0.297275275,-0.1013846993,0.7383772731,56.33569211,0,0,-2.838068008,2.306904316,-6.475349426,0.005344615318,35.12692396,2.462111235,8.924949646,22.37004852,7.425877094,22.1739769
SW3,5,0.001,10,none,0.6738333333,0.9983333349,0.9983333349,0,0,-3.254897118,1.595612526,-24.36876106,-0.004344106186,0.0003343537974,3.985185399,0,0,-2.393654823,0.9626649022,-5.973079681,-0.02091820724,-0.0106619522,11.5598475,0,0,0.1127095073,0.2921481431,-0.1822356731,0.6552618742,59.29073464,0,0,-2.482111931,1.960781693,-6.846341133,-0.002317997394,28.33787908,2.515694857,9.70595932,23.89878654,7.373188019,26.10146523
