arm,cond,seed,slot,lr,task,iv,online_acc,memo_acc,acc,dead_frac_l1,zeroout_l1,zbar_l1,zsd_l1,zbar_min_l1,mob_l1,eff_rank_l1,dead_frac_l2,zeroout_l2,zbar_l2,zsd_l2,zbar_min_l2,mob_l2,eff_rank_l2,w_norm_l1,w_norm_l2,w_norm_l3,steps,stop_step,tc,hit99,hit999,acc_at_hit_plus_500,min_correct_after_hit
LR,std,3,0,0.001,1,none,0.8116346154,1,1,0,0,-1.043966651,12.94441986,-5.436458111,0.5095000863,72.76165621,0,0,-2.76616168,8.424185753,-9.941488266,0.418000102,73.54495425,2.797203064,0.8503113389,1.038404584,2600,2600,2600,1900,2100,1200,1200
LR,std,3,0,0.001,2,none,0.7663068182,1,1,0,0,-1.676073194,17.66281509,-7.262593746,0.5095001459,72.45446172,0,0,-10.22970676,12.15886021,-20.76098442,0.2620000243,80.53989651,3.665029764,0.9900233746,1.137220263,2200,2200,4800,1600,1700,1200,1197
LR,std,3,0,0.001,3,none,0.8763602941,1,1,0,0,-2.007395029,17.00938225,-9.320259094,0.5035000443,74.77004488,0,0,-10.65677643,13.31091118,-23.95880508,0.2852500081,78.50876053,4.108069897,1.041294932,1.117119908,1700,1700,6500,900,1200,1200,1200
LR,std,3,0,0.001,4,none,0.8662946429,1,1,0,0,-2.348024607,18.56331444,-7.667040348,0.4967500865,74.36340673,0,0,-13.90489006,14.53852558,-27.10980606,0.2485000193,79.6142076,4.469912052,1.081747651,1.051451325,1400,1400,7900,600,900,1200,1200
LR,std,3,0,0.001,5,none,0.8708125,1,1,0,0,-2.685869217,19.23738861,-10.30545044,0.4930000901,75.47886996,0,0,-15.10782623,15.52185249,-24.38048935,0.2432499975,78.48244998,4.73547554,1.101510763,1.001683354,1000,1000,8900,500,500,1200,1199
LR,std,3,0,0.001,6,none,0.8867045455,1,1,0,0,-2.915156841,20.42459679,-10.44658184,0.4870001376,75.25839966,0,0,-16.10260391,15.97777081,-29.3502636,0.2334999889,80.44486561,4.969311714,1.122040749,0.9741619229,1100,1100,10000,500,600,1200,1200
LR,std,3,0,0.001,7,none,0.8958125,1,1,0,0,-2.703479767,19.77903175,-10.28952217,0.4937501252,76.09134706,0,0,-16.46104622,16.69655418,-30.60668755,0.236499995,78.53167865,5.148270607,1.147372961,0.9497859478,1000,1000,11000,400,500,1200,1200
LR,std,3,0,0.001,8,none,0.8902777778,1,1,0,0,-3.035798788,20.38194084,-10.49764824,0.4892500937,75.88046377,0,0,-17.41130829,16.64879036,-29.9200592,0.2290000021,80.67043427,5.350521088,1.16564846,0.9084210992,900,900,11900,400,400,1200,1199
LR,std,3,0,0.001,9,none,0.9031944444,1,1,0,0,-2.698814631,20.73281288,-10.76846504,0.4937501252,76.27068113,0,0,-18.56599617,18.03516769,-29.25220108,0.2274999768,80.26044761,5.465190411,1.188669086,0.8991372585,900,900,12800,300,400,1200,1200
LR,std,3,0,0.001,10,none,0.9221022727,1,1,0,0,-3.693174839,21.34942245,-11.00004196,0.4825001061,76.54004675,0,0,-18.36405563,18.14976883,-32.85522079,0.2222499698,80.45999077,5.688459873,1.206820488,0.898188591,1100,1100,13900,400,600,1200,1200
LR,std,3,0,0.001,11,none,0.9088194444,1,1,0,0,-3.606547594,21.00298309,-11.79499626,0.490750134,77.03173204,0,0,-19.07634735,19.05518532,-34.94845963,0.2177499682,80.33963871,5.846308708,1.221729159,0.8574800491,900,900,14800,300,400,1200,1200
LR,std,3,0,0.001,12,none,0.907421875,1,1,0,0,-3.26823926,22.37543297,-11.71059132,0.4855000973,76.64007206,0,0,-20.84635735,19.58350182,-32.17339706,0.217749998,80.68673833,5.994825363,1.238332033,0.8340893984,800,800,15600,300,300,1200,1200
LR,std,3,0,0.001,13,none,0.9053125,1,1,0,0,-3.211276054,21.87556076,-10.84225655,0.4900000989,77.53831355,0,0,-21.41776657,19.67528534,-32.75259781,0.2117499858,80.34075796,6.127521992,1.248576045,0.8220871091,800,800,16400,300,300,1200,1200
LR,std,3,0,0.001,14,none,0.9191666667,1,1,0,0,-3.77415204,22.57261467,-10.63409042,0.4870001376,76.92509923,0,0,-21.04557419,19.48433685,-31.68042374,0.22299999,81.65684058,6.249571323,1.259268641,0.8050472736,900,900,17300,300,400,1200,1200
LR,std,3,0,0.001,15,none,0.9214583333,1,1,0,0,-3.466217518,22.64545441,-11.88632584,0.4877501428,77.40853163,0,0,-21.01640511,20.60374832,-35.39319611,0.2117499858,79.73279215,6.372799397,1.272448421,0.7984699607,900,900,18200,300,400,1200,1200
LR,std,3,0,0.001,16,none,0.9189583333,1,1,0,0,-3.676944256,23.41475296,-11.04763889,0.484000057,77.32063503,0,0,-21.44864273,21.01906395,-37.50003433,0.2184999883,81.85800187,6.56785202,1.288288951,0.7933598757,900,900,19100,300,400,1200,1200
LR,std,3,0,0.001,17,none,0.916796875,1,1,0,0,-3.671535254,23.48532104,-12.54750156,0.4885000587,77.57426079,0,0,-22.95424652,21.39056778,-35.76316833,0.2079999894,80.69599162,6.667804241,1.294879436,0.770650506,800,800,19900,300,300,1200,1200
LR,std,3,0,0.001,18,none,0.91875,1,1,0,0,-4.163528442,23.58352852,-10.92495346,0.4825001061,77.53629153,0,0,-23.21047401,21.70059013,-41.0289917,0.2154999822,81.09384898,6.820845127,1.31126225,0.7618769407,900,900,20800,300,400,1200,1200
LR,std,3,0,0.001,19,none,0.920625,1,1,0,0,-3.848975182,23.69566727,-12.25115967,0.4840001464,77.65447186,0,0,-23.68167877,22.55852127,-39.17868805,0.2139999717,81.6193148,6.926989555,1.323144078,0.7417371273,900,900,21700,300,400,1200,1200
LR,std,3,0,0.001,20,none,0.918203125,1,1,0,0,-3.881417036,24.78138161,-11.89713001,0.4832501411,77.84041765,0,0,-23.93152428,21.56077957,-39.30094147,0.2012499869,81.04592062,7.041434288,1.323814273,0.7352135777,800,800,22500,300,300,1200,1200
LR,std,3,0,0.001,21,none,0.9175,1,1,0,0,-3.847988367,24.73992348,-11.82581615,0.4862501025,77.82241988,0,0,-24.70623589,22.79261971,-38.84170532,0.2124999613,81.59746306,7.13361311,1.33365798,0.7217624187,800,800,23300,300,300,1200,1200
LR,std,3,0,0.001,22,none,0.919375,1,1,0,0,-4.145724773,24.68918991,-11.66100788,0.4787501097,77.86606375,0,0,-23.47904587,22.27708054,-36.45417404,0.2079999745,81.8923773,7.246598244,1.342858076,0.7168210745,800,800,24100,300,300,1200,1200
LR,std,3,0,0.001,23,none,0.925078125,1,1,0,0,-4.096756458,24.60852242,-12.37736034,0.4855000973,77.87749345,0,0,-24.75959015,23.73073387,-39.09305573,0.2057499737,81.17013401,7.372288704,1.354450583,0.6975544095,800,800,24900,300,300,1200,1200
LR,std,3,0,0.001,24,none,0.9281944444,1,1,0,0,-4.256760597,24.74406052,-12.45900917,0.477250129,77.31795234,0,0,-25.117136,23.29330826,-41.7694931,0.2094999701,81.74434235,7.476658344,1.359058499,0.7155950665,900,900,25800,300,400,1200,1200
LR,std,3,0,0.001,25,none,0.9203125,1,1,0,0,-4.624814987,25.37129021,-12.41267967,0.4855000973,78.26946553,0,0,-25.11905289,24.08964157,-41.87148666,0.2027499676,81.41956691,7.589323521,1.377630711,0.6817700863,800,800,26600,300,300,1200,1200
LR,std,3,0,0.001,26,none,0.914609375,1,1,0,0,-4.376728535,25.50763512,-12.09736156,0.4810001254,78.09274593,0,0,-24.84464836,23.99835396,-40.07583618,0.2072499692,82.22527067,7.69431591,1.385272264,0.691707015,800,800,27400,300,300,1200,1189
LR,std,3,0,0.001,27,none,0.9295138889,1,1,0,0,-4.542380333,25.41030884,-11.85887432,0.4817501009,78.46400618,0,0,-26.49146271,24.74993515,-41.31855392,0.206499964,80.76997071,7.79790926,1.387954712,0.662779212,900,900,28300,200,400,1200,1200
LR,std,3,0,0.001,28,none,0.91671875,1,1,0,0,-5.05608654,25.11704254,-13.24348545,0.4810001254,78.1590975,0,0,-27.06806374,24.78565598,-40.97849655,0.2087499648,82.08518912,7.902552128,1.402643919,0.6691933274,800,800,29100,300,300,1200,1200
LR,std,3,0,0.001,29,none,0.922734375,1,1,0,0,-4.611825466,25.86373329,-12.31450367,0.4787501097,78.32099989,0,0,-27.70336342,25.28704262,-43.73801041,0.2042499632,81.14496108,8.031544685,1.399163842,0.6578868032,800,800,29900,300,300,1200,1200
LR,std,3,0,0.001,30,none,0.926640625,1,1,0,0,-5.138507843,26.11001778,-14.06108093,0.4765000939,78.51083514,0,0,-26.68919945,25.24556923,-41.1137619,0.2094999701,82.37352824,8.11801815,1.413670659,0.6587944627,800,800,30700,300,300,1200,1200
