step,run_id,dead_frac,dup_frac,sat_frac,eff_rank,stable_rank,wcos_mean,sign_match_mean,sign_clone_frac,drift_sq_W,trC_W,snr_drift,eff_rank_W,top1_frac,stable_rank_W,stable_rank_W_alive,neg_gate_frac,eval_loss,b_mean_alive,b_mean_dead,b_std,b_min,beta_mean,beta_p10,beta_min,p_min,p_mean,dead_b_dominant_frac,dead_persist_frac,p_zero_frac,p_zero_persist_frac
500000,A_w100_T10000_std_lr0.01_s0_dirkeep,0.17,0.0117172,0.85,10.3097,5.14176,0.181382,0.499677,0.00020202,0.994449,27.7212,0.0358732,18.9386,0.149659,6.68185,5.72379,0.17,0.175204,-0.066824,0,0.208035,-1.10979,0.824362,-1.25619,-8.92152,0,0.500725,0,nan,0.16,nan
500000,A_w100_T10000_std_lr0.01_s1_dirkeep,0.26,0.0323232,0.98,6.33185,4.75739,0.177381,0.500364,0,0.106393,10.0529,0.0105834,19.2252,0.108139,9.24736,8.00129,0.26,0.383756,-0.0020187,0,0.0213739,-0.206506,1.73391,-1.35144,-8.74465,0,0.54998,0,nan,0.23,nan
500000,A_w100_T10000_std_lr0.01_s2_dirkeep,0.25,0.0151515,0.97,8.45975,5.1167,0.182245,0.500152,0,1.7281,29.2958,0.0589882,19.1248,0.126298,7.91781,7.26762,0.25,0.440399,-0.0107059,0,0.0554186,-0.438197,1.2308,-1.3083,-7.9249,0,0.49692,0,nan,0.19,nan
500000,A_w100_T10000_std_lr0.01_s3_dirkeep,0.2,0.0189899,0.96,7.17277,4.9503,0.179704,0.499949,0.00020202,0.370116,9.11358,0.0406115,19.3583,0.101135,9.88778,9.2841,0.2,0.354983,-0.0203719,0,0.0830026,-0.55105,1.37689,-1.26391,-5.89662,0,0.553515,0,nan,0.17,nan
500000,A_w100_T10000_std_lr0.01_s4_dirkeep,0.37,0.020404,0.97,7.47356,4.66002,0.180297,0.497929,0,0.492726,9.22436,0.0534157,19.0895,0.117701,8.49609,7.0145,0.37,0.745591,-0.00761246,0,0.0355178,-0.343733,1.73513,-0.878298,-8.57579,0,0.44061,0,nan,0.33,nan
500000,A_w100_T10000_std_lr0.01_s5_dirkeep,0.23,0.0107071,0.92,9.83371,5.38363,0.184463,0.500202,0,0.772072,7.51998,0.102669,19.1378,0.117496,8.51091,7.5124,0.23,0.066336,-0.0151811,0,0.0984125,-0.841325,0.842894,-1.29828,-9.80533,0,0.45314,0,nan,0.2,nan
500000,A_w100_T10000_std_lr0.01_s6_dirkeep,0.26,0.0107071,0.81,8.97376,4.83264,0.184411,0.503121,0,0.363765,36.608,0.00993676,19.1811,0.12378,8.07885,6.98982,0.26,0.220039,-0.102034,0,0.216069,-1.23182,0.817874,-1.31897,-7.62585,0,0.442995,0,nan,0.26,nan
500000,A_w100_T10000_std_lr0.01_s7_dirkeep,0.26,0.0175758,0.95,7.11702,5.03558,0.182413,0.50003,0,0.446406,17.6851,0.025242,19.1234,0.113366,8.82096,7.78643,0.26,0.218841,-0.0115538,0,0.0487187,-0.420931,1.20922,-1.07833,-13.4945,0,0.485905,0,nan,0.23,nan
500000,A_w100_T10000_std_lr0.01_s8_dirkeep,0.24,0.00444444,0.76,12.0588,5.48506,0.184664,0.509384,0.00020202,0.436085,15.0421,0.028991,19.003,0.143645,6.96159,6.55005,0.24,0.120396,-0.173013,0,0.294851,-1.22894,0.334339,-1.37973,-5.68638,0,0.405555,0,nan,0.23,nan
500000,A_w100_T10000_std_lr0.01_s9_dirkeep,0.26,0.0149495,0.98,7.08937,4.79397,0.179755,0.499838,0,0.528527,38.7501,0.0136394,19.2922,0.105946,9.4388,8.44052,0.26,1.18753,-0.000111546,0,0.135202,-0.96014,1.31761,-0.908758,-8.22998,0,0.51229,0,nan,0.24,nan
501000,A_w100_T10000_std_lr0.01_s0_dirkeep,0.56,0.000606061,0.49,16.2637,5.14692,0.181207,0.50702,0.00020202,1.24058,62.5882,0.0198212,18.9955,0.15396,6.49521,5.80385,0.56,0.661266,-0.083761,-0.290209,0.284294,-1.40829,-0.556055,-1.5517,-9.68002,0,0.149955,0,0.764706,0.49,0.75
