H0_1_registered,H0,H0_testability_D_N2,H0_testability_met,H0_strict_conjunction,H0_parts,H1,H1_D_Gm2,H1_D_N2,H4_drift_Gm2,H4_drift_N2,H4_drift_N0,H4,H3,H3_d,H2,H2_d,H5_N2,H5_N2_d,H5_LRq,H5_LRq_d,H5_Gm2,H5_Gm2_d,H5_Gm2c,H5_Gm2c_d,H5_LRx,H5_LRx_d
FAIL(min/max band),MANIPULATION_OK,"[0.5, 0.495, 1.095]",False,NOT_TESTABLE,"mean=True registered_band=False zero=True energy=True shape=True D_N2=[0.5, 0.495, 1.095]",H1_PARTIAL,"[0.18, 0.66, 0.88]","[0.5, 0.5, 1.09]",3.0442823417933864,3.176481282616516,13.304478733498156,H4_PARTIAL,MULT_DIFFERS_FROM_LR,"[1.07, 1.39, 1.03]",INCOHERENCE_HURTS,"[1.37, 0.91, 1.15]",not,"[-1.54, -1.48, -1.48]",not,"[-0.35, -0.33, -0.22]",not,"[-1.45, -1.68, -1.27]",not,"[-2.16, -1.97, -1.78]",not,"[-0.29, -0.2, -0.21]"
