act,reg,lam,lr,seed,task,online_acc,memo_acc,acc,dead_frac_l1,zeroout_l1,zbar_l1,zsd_l1,zbar_min_l1,mob_l1,eff_rank_l1,dead_frac_l2,zeroout_l2,zbar_l2,zsd_l2,zbar_min_l2,mob_l2,eff_rank_l2,w_norm_l1,w_norm_l2,w_norm_l3,reg_loss,pen_l2_total,pen_l2init_total,pen_shell_total
R,l2init,0.001,0.001,3,1,0.9522354167,0.9991666675,0.9991666675,0.07999999821,0.07999999821,-0.2789775729,0.8304727674,-1.834146976,0.3650000095,59.41772947,0,0,0.6653187871,0.4330825806,-0.5133682489,0.948333323,36.32167224,1.477707744,1.112819552,2.829134941,0.281938791,0.3995170862,0.281938791,0.1462503708
R,l2init,0.001,0.001,3,2,0.9619729167,0.9341666698,0.9341666698,0.150000006,0.150000006,-0.6406474113,0.8745835423,-2.45694232,0.1916666627,59.09304381,0,0,0.3785504997,0.364738673,-0.106194891,0.8550000191,43.01949349,1.42792666,1.133665919,2.938172102,0.2900364705,0.4049242175,0.2900364705,0.1502923765
R,l2init,0.001,0.001,3,3,0.9623979167,1,1,0.02999999933,0.02999999933,-0.3335471749,0.6898140311,-0.7648960352,0.3000000119,51.40214646,0,0,0.6877865195,0.360109657,0.2991349399,0.9825000167,29.94179044,1.211383939,1.069990396,2.904258013,0.2399866252,0.3520727231,0.2399866252,0.1214865948
R,l2init,0.001,0.001,3,4,0.9611854167,1,1,0.05999999866,0.05999999866,-0.3388334513,0.7816984057,-1.571066022,0.2891666591,48.2380688,0.009999999776,0.009999999776,0.7050875425,0.3850720227,-0.6766539216,0.978333354,29.11789978,1.336925864,1.080714226,2.910100222,0.2554720947,0.364245048,0.2554720947,0.1278382443
R,l2init,0.001,0.001,3,5,0.9591458333,1,1,0.01999999955,0.01999999955,-0.2881415188,0.7389789224,-0.6421198249,0.323333323,49.52604862,0,0,0.7512899041,0.3718352318,-0.3213903904,0.9825000167,29.12495412,1.247806907,1.012186766,2.888594627,0.2399804228,0.3495614194,0.2399804228,0.1198492169
R,l2init,0.001,0.001,3,6,0.9574520833,0.9975000024,0.9975000024,0.1299999952,0.1299999952,-0.4831368029,0.8445910215,-2.237270594,0.2675000131,53.18665333,0,0,0.5977967978,0.4016502202,-0.3385917842,0.9416666627,34.53135724,1.444127679,1.07474792,2.956446648,0.2962568144,0.4060645889,0.2962568144,0.1509614364
R,l2init,0.001,0.001,3,7,0.9595354167,1,1,0.03999999911,0.03999999911,-0.3811586797,0.8157220483,-2.295230627,0.301666677,50.91456849,0,0,0.6840062737,0.4072593749,-0.3051139712,0.9674999714,32.02057636,1.364878058,1.073139668,2.915604353,0.2798121892,0.3903244825,0.2798121892,0.1420014173
R,l2init,0.001,0.001,3,8,0.9545125,1,1,0.009999999776,0.009999999776,-0.2605495751,0.7174685597,-1.261450648,0.3266666532,51.40034858,0,0,0.7148622274,0.3724425733,-0.514895618,0.9816666842,30.68298107,1.274166822,1.045580864,2.863626242,0.2494208293,0.3583046427,0.2494208293,0.1241148284
R,l2init,0.001,0.001,3,9,0.96018125,0.9983333349,0.9983333349,0.150000006,0.150000006,-0.4869168997,0.8359612226,-2.693555117,0.2733333409,51.92390635,0,0,0.5843635798,0.391410768,-0.575833559,0.9341666698,35.23352211,1.502161741,1.087457061,2.952788591,0.2991591346,0.4107293331,0.2991591346,0.1535282938
R,l2init,0.001,0.001,3,10,0.9554416667,1,1,0.02999999933,0.02999999933,-0.2910447419,0.7258946896,-0.7802580595,0.3100000024,52.33877206,0,0,0.7229933739,0.3714038432,-0.3597072363,0.9841666818,30.07072956,1.212922812,1.024756551,2.869383812,0.2390953826,0.3479514437,0.2390953826,0.1186234838
