step,run_id,dead_frac,dup_frac,sat_frac,eff_rank,stable_rank,wcos_mean,sign_match_mean,sign_clone_frac,drift_sq_W,trC_W,snr_drift,eff_rank_W,top1_frac,stable_rank_W,stable_rank_W_alive,neg_gate_frac,eval_loss
0,A_w100_T10000_std_lr0.01_s0,0.32,0.0159596,0.31,7.58753,5.15693,0.180458,0.502869,0,1.03062,7.57913,0.135982,19.4207,0.102179,9.78678,8.86445,0.32,0.211623
0,A_w100_T10000_std_lr0.01_s1,0.17,0.0157576,0.15,8.32947,4.95241,0.182011,0.499111,0.00020202,69.89,54.3731,1.28538,19.4862,0.101517,9.85061,9.48246,0.17,5.21367
0,A_w100_T10000_std_lr0.01_s2,0.22,0.00545455,0.2,9.65363,5.11095,0.177067,0.50095,0,90.7354,117.506,0.772178,19.481,0.0900707,11.1024,10.2491,0.22,13.51
0,A_w100_T10000_std_lr0.01_s3,0.22,0.0252525,0.2,7.00419,4.97434,0.180194,0.499232,0,4.36055,174.154,0.0250385,19.4484,0.0927204,10.7851,9.80122,0.22,4.44004
0,A_w100_T10000_std_lr0.01_s4,0.32,0.0238384,0.26,6.75844,5.07977,0.180129,0.49903,0,10.9982,8.30153,1.32484,19.4687,0.0927571,10.7808,9.65833,0.32,0.391883
0,A_w100_T10000_std_lr0.01_s5,0.19,0.00545455,0.17,10.2113,5.21567,0.181422,0.500061,0,89.2579,41.756,2.1376,19.4693,0.106255,9.41135,8.72499,0.19,7.08755
0,A_w100_T10000_std_lr0.01_s6,0.25,0.019798,0.24,7.59833,4.77517,0.183786,0.498253,0,193.502,239.341,0.808478,19.3496,0.0994103,10.0593,9.83028,0.25,8.73588
0,A_w100_T10000_std_lr0.01_s7,0.32,0.0173737,0.3,7.4527,4.70363,0.177794,0.500333,0,16.11,17.8643,0.9018,19.5168,0.0882877,11.3266,10.0314,0.32,0.940896
0,A_w100_T10000_std_lr0.01_s8,0.21,0.0254545,0.21,6.61166,4.94273,0.18497,0.501727,0,133,48.0459,2.76819,19.3995,0.114529,8.73144,7.36149,0.21,3.11207
0,A_w100_T10000_std_lr0.01_s9,0.24,0.00727273,0.2,9.69083,5.38406,0.177171,0.498818,0,43.22,54.9613,0.786371,19.5762,0.0932968,10.7185,9.77563,0.24,3.20693
1000,A_w100_T10000_std_lr0.01_s0,0.31,0.0159596,0.31,7.71648,5.15367,0.180453,0.503212,0,0.0151014,0.0336463,0.448828,19.4215,0.102019,9.80214,8.94588,0.31,0.001253
1000,A_w100_T10000_std_lr0.01_s1,0.21,0.00282828,0.16,13.0564,5.87101,0.183212,0.499222,0.00020202,8.01863,66.9246,0.119816,19.4708,0.105258,9.50045,8.60656,0.21,0.812729
1000,A_w100_T10000_std_lr0.01_s2,0.26,0.00626263,0.24,15.2614,3.20245,0.181362,0.500727,0,30.2127,104.741,0.28845,19.2862,0.122948,8.13351,6.67347,0.26,1.72298
1000,A_w100_T10000_std_lr0.01_s3,0.23,0.00525253,0.22,12.1009,5.37783,0.180784,0.499657,0,13.4977,119.595,0.112862,19.3382,0.131118,7.62673,6.67968,0.23,1.04429
1000,A_w100_T10000_std_lr0.01_s4,0.33,0.0218182,0.26,6.85661,5.05737,0.180122,0.499101,0,0.000105027,0.0401837,0.00261366,19.4676,0.0927,10.7875,9.62414,0.33,0.00102212
1000,A_w100_T10000_std_lr0.01_s5,0.18,0.00585859,0.17,9.98542,5.1797,0.181232,0.500606,0,0.0323916,0.0538666,0.60133,19.4707,0.105914,9.44159,8.88724,0.18,0.00248914
1000,A_w100_T10000_std_lr0.01_s6,0.28,0.00525253,0.28,12.8222,3.95085,0.185116,0.498434,0,11.204,115.161,0.0972905,19.2408,0.112133,8.91796,8.16554,0.28,1.09779
1000,A_w100_T10000_std_lr0.01_s7,0.33,0.0165657,0.3,7.47897,4.71898,0.17787,0.500313,0,0.00466538,0.0256404,0.181955,19.5172,0.0883152,11.3231,10.0433,0.33,0.000785748
1000,A_w100_T10000_std_lr0.01_s8,0.21,0.0193939,0.21,7.01155,4.92411,0.184992,0.501525,0.00020202,0.0180175,0.0322956,0.557895,19.3964,0.114729,8.71622,7.34002,0.21,0.00122368
1000,A_w100_T10000_std_lr0.01_s9,0.26,0.00242424,0.22,12.1601,6.23878,0.176979,0.500061,0,0.236446,32.4017,0.00729733,19.5556,0.0921267,10.8546,10.0777,0.26,0.411999
2000,A_w100_T10000_std_lr0.01_s0,0.31,0.0159596,0.31,7.72091,5.15665,0.180451,0.503212,0,0.00111889,0.010725,0.104325,19.4216,0.102066,9.79762,8.94037,0.31,0.000319616
2000,A_w100_T10000_std_lr0.01_s1,0.22,0.00323232,0.19,13.5504,5.65447,0.184975,0.498566,0.00020202,10.7368,47.7633,0.224793,19.4159,0.116079,8.6148,7.37255,0.22,0.412986
2000,A_w100_T10000_std_lr0.01_s2,0.25,0.00828283,0.24,15.223,3.10128,0.182518,0.501707,0,22.3155,85.5013,0.260996,19.199,0.141686,7.05787,5.85607,0.25,0.857161
2000,A_w100_T10000_std_lr0.01_s3,0.27,0.00606061,0.23,12.6165,4.41118,0.181916,0.500505,0,21.216,80.2843,0.264261,19.2309,0.157393,6.35352,5.23949,0.27,0.654976
2000,A_w100_T10000_std_lr0.01_s4,0.33,0.0214141,0.27,6.81282,5.0434,0.180091,0.499101,0,0.0301308,0.0247821,1.21583,19.4681,0.0926802,10.7898,9.62949,0.33,0.00140161
2000,A_w100_T10000_std_lr0.01_s5,0.18,0.00585859,0.17,9.96925,5.18275,0.181226,0.500343,0,0.005378,0.0135793,0.396043,19.4704,0.105907,9.44222,8.89031,0.18,0.000554016
2000,A_w100_T10000_std_lr0.01_s6,0.29,0.00444444,0.28,14.8171,4.61483,0.18729,0.498727,0,5.49739,78.1949,0.0703037,19.1394,0.131329,7.61447,6.57594,0.29,0.563072
2000,A_w100_T10000_std_lr0.01_s7,0.33,0.0165657,0.31,7.45849,4.71248,0.177887,0.500404,0,0.0139554,0.0187804,0.743087,19.5168,0.0883301,11.3212,10.0436,0.33,0.000876573
2000,A_w100_T10000_std_lr0.01_s8,0.21,0.0191919,0.21,7.01059,4.91803,0.184978,0.501606,0.00020202,0.00475692,0.00946384,0.502642,19.3963,0.114731,8.71603,7.33969,0.21,0.000341893
2000,A_w100_T10000_std_lr0.01_s9,0.26,0.00181818,0.22,12.7333,6.22291,0.17742,0.500121,0,4.54249,34.7305,0.130792,19.5355,0.0914091,10.9398,10.2136,0.26,0.298248
3000,A_w100_T10000_std_lr0.01_s0,0.31,0.0157576,0.31,7.72577,5.15821,0.180448,0.503141,0,0.0410793,0.0142419,2.8844,19.4216,0.102086,9.79566,8.93832,0.31,0.00153192
3000,A_w100_T10000_std_lr0.01_s1,0.24,0.0030303,0.19,14.5034,5.79969,0.185715,0.498677,0.00020202,5.84275,17.0789,0.342104,19.3802,0.120473,8.30062,7.39636,0.24,0.122621
3000,A_w100_T10000_std_lr0.01_s2,0.26,0.00949495,0.24,15.7584,3.10901,0.184286,0.502081,0,27.2415,75.7361,0.359689,19.1287,0.153376,6.51992,5.36912,0.26,0.532314
3000,A_w100_T10000_std_lr0.01_s3,0.24,0.00646465,0.23,14.1646,5.08339,0.18298,0.50095,0,8.80465,69.8183,0.126108,19.1884,0.162751,6.14436,5.2511,0.24,0.653457
3000,A_w100_T10000_std_lr0.01_s4,0.33,0.0214141,0.28,6.78314,5.03908,0.180075,0.499101,0,0.0236601,0.0141807,1.66847,19.4683,0.0926712,10.7908,9.6317,0.33,0.000979751
