task,unit,pos0,e_0_0,eS_0_0,n_0_0,e_0_1,eS_0_1,n_0_1,e_0_2,eS_0_2,n_0_2,e_1_0,eS_1_0,n_1_0,e_1_1,eS_1_1,n_1_1,e_1_2,eS_1_2,n_1_2
21,0,0.0,-0.6965806231364695,-47.330949523922335,318.0,0.3849997765842801,38.69136114101326,1280.0,0.15449189845670475,-43.232081528178725,8392.0,0.03251622710376978,2.962995680891965,2.0,0.0,0.0,0.0,0.08839570426107457,5.892844066152239,8.0
21,1,0.115234375,-0.20038177906826604,-3.6787547410288886,234.0,0.41311007643329845,42.95037003641515,922.0,-0.18785219525728047,-2.7961460385154266,6380.0,0.08143373134953436,10.0257647510271,86.0,-0.14192642051534676,-8.122424264362367,358.0,0.6538675597672032,16.3654843195331,2020.0
21,2,0.0,-0.5469976625026902,-28.272315195489522,318.0,0.17064801806566265,23.69757733735761,1280.0,0.3503598042896138,-28.57793069865704,8385.0,0.0027611488476395607,-0.07064018535626604,2.0,0.0,0.0,0.0,0.08581253514091713,5.984892111131418,15.0
21,3,0.0,-0.1852471883103135,8.161405435572973,320.0,0.09525626474099091,12.79778117587996,1279.0,0.28131158592834504,-29.41283611955084,8025.0,0.0,0.0,0.0,0.014903305098414421,0.970935731567592,1.0,0.023547557838469402,2.617501695177336,375.0
21,4,0.107421875,-0.1383280177578854,12.240819619961481,220.0,0.2505887795948638,28.919749658139988,195.0,0.19739483567036942,-5.309240984292875,1476.0,-0.12397523185700265,-12.583630724091918,100.0,-0.20865392206746947,-28.51739444406909,1085.0,0.6257529323366725,25.866099094737518,6924.0
21,5,0.001953125,-0.4563629503536504,-20.798961210356218,319.0,0.299645147029878,38.71834298996899,1164.0,0.5656751995728362,49.22204202674516,7068.0,-0.003729162272065878,-0.3338697078738993,1.0,-0.07339881352891098,-4.582925031696497,116.0,0.21523239100230285,2.9562936344502084,1332.0
21,6,0.0,-1.0922934380359948,-73.5450821733704,320.0,0.2378415533667635,35.86502544435963,1278.0,0.834957018685039,29.341752461147287,8400.0,0.0,0.0,0.0,0.09347525611519814,5.688026099895538,2.0,0.0,0.0,0.0
21,7,0.724609375,-0.7734346468896547,-92.48519792980919,236.0,-0.27449822325976925,-23.305113520846326,1263.0,-0.215521979224439,11.466091372503751,8355.0,0.6639353876562382,68.82206685091953,84.0,0.05965476114943158,4.208093027111177,17.0,0.031630834667680574,2.7733945297314317,45.0
21,8,0.083984375,-0.699130089731625,-61.44401540500824,278.0,0.4024196112338245,25.93883499713919,1234.0,-0.36507153830815153,-51.283674030750234,8235.0,0.002262143389089033,0.42299113690792356,42.0,0.010870776655792724,6.784325781988854,46.0,0.17960520525058765,18.226503175201756,165.0
21,9,0.498046875,-0.29550903622293845,-15.310775222395014,257.0,-0.5359287122884382,-32.349931046287786,1110.0,0.21955896851049495,26.812777023689506,7883.0,0.09513539250838221,19.724224411058024,63.0,0.140389880631119,16.489820711068894,170.0,0.06717340024943041,9.56837974147247,517.0
21,10,0.12109375,0.43996156289358623,24.617660117243563,308.0,0.05244142360402293,-3.2775406911597855,603.0,0.5362566627883263,26.458766373687777,2201.0,-0.005589349131696508,-0.04983038613752799,12.0,-0.29047788395041607,-22.14055582523462,677.0,-0.16645243672394244,15.947657675814039,6199.0
21,11,0.06640625,0.10163365266271285,-7.285568565386081,309.0,0.05172380890826389,12.361012767916257,1274.0,-0.3696998845841888,-2.1003424509373128,8392.0,0.07467923848889768,7.097191232317908,11.0,0.06518491776660085,4.814001368198614,6.0,0.013956489401607541,0.9024218864036886,8.0
21,12,0.001953125,-0.7899475727244862,-61.466834826576886,312.0,0.23180043575878173,26.94655306357266,1140.0,0.2380109677053417,3.5287206396457744,7640.0,0.0030632030684500933,0.15424360486301447,8.0,-0.02824778836884434,-0.34485446206917447,140.0,-0.01843169721438187,1.1363976010825683,760.0
21,13,0.111328125,-0.39341412475914694,-13.338495795863588,252.0,0.17779490117072783,16.109017764468398,683.0,0.5616240723937569,19.319154849994963,5771.0,-0.18144439964089543,-12.233362963869226,68.0,0.06509202543418269,12.164929846345538,597.0,0.261192085893164,14.681162701451271,2629.0
21,14,0.001953125,-1.4351138039819489,-114.04943670030069,311.0,0.4220388093258496,44.351349357220535,1171.0,0.4667548266377073,15.188583932314174,7629.0,0.013817213475704193,0.9692441961916658,9.0,-0.02734924977744413,0.343900178099909,109.0,-0.0829788464452581,-10.448618527086586,771.0
21,15,0.00390625,-0.11500684599377564,-15.532943918376926,319.0,0.09849005250475784,21.831499052079014,1279.0,-0.2632138907755246,-21.294603306867412,8392.0,0.009280106984078884,0.48191050129547114,1.0,0.01964542083442211,1.105228277605767,1.0,-0.001974355463971733,-0.14035634651739376,8.0
21,16,0.076171875,-0.6298413147296742,-42.957541397621476,277.0,0.33364287969908446,34.3946676656189,1212.0,0.2997376356814203,-10.973352011253532,7663.0,0.038908236833776755,8.028052055216984,43.0,-0.0053987120645615505,1.5364970846384092,68.0,-0.24565208215406176,-17.121739097402543,737.0
21,17,0.28125,0.22911099140219449,27.172160083261595,227.0,0.38398732369785193,31.051099989415054,382.0,0.02618339941271719,-10.912912050844657,3460.0,-0.23254633299075067,-17.452842598674355,93.0,-0.01324837644366994,-5.413747851901354,898.0,0.48889182627807637,29.750586775996485,4940.0
21,18,0.265625,-0.2338817901436414,-21.206913453399256,290.0,-0.5435236668135417,-48.33559523007763,1271.0,0.04510977544473216,25.291594888533517,8372.0,0.33923259246512316,30.125159722499685,30.0,-8.179496944649145e-05,-0.12062148271727956,9.0,0.03819141065969234,2.134440511266397,28.0
