arm,iv,seed,task,mean,q10,q50,q90,within,between,star,star_W,bias
SNA,l2,2,20,-0.2557562451145986,-0.7135153396366192,-0.12232278444445299,0.29989163171407446,0.80546407564617,0.878734189944409,-0.15169076122082736,-0.18406276002963973,0.03237199880881235
SNA,l2,2,21,-0.28473546322843407,-0.9349050160665829,-0.25512626991740694,0.46496277067069525,0.785641351544561,0.7419478175537045,-0.1498238847230481,-0.18197224520223468,0.032148360479186525
SNA,l2,2,22,-0.2450965774137861,-0.7321153343493161,-0.11057557624116911,0.3466645734924187,0.8177337935980629,0.8584255164198327,-0.1658444124505429,-0.1973420968627131,0.0314976844121702
SNA,l2,2,23,-0.28085190680529826,-0.7487998910867956,-0.22001968507256534,0.4096238132237434,0.8411131617325515,0.8182219680714359,-0.19823256829136038,-0.22945600344531225,0.03122343515395187
SNA,l2,2,24,-0.3070906046093322,-0.7576384859586718,-0.2304978762001198,0.2082747409960978,0.8024131837992026,0.8388104084382306,-0.19744995838178914,-0.22847636814318725,0.0310264097613981
SNA,l2,2,25,-0.22921861193053433,-0.6498830767569175,-0.15994278858366506,0.295537398335992,0.7948696903540556,0.8685312573346385,-0.1842311807519994,-0.21610737955303677,0.03187619880103739
SNA,l2,2,26,-0.28855454624227916,-0.9677538935932344,-0.15312481799232464,0.5074190936427315,0.8831530478520588,1.1455982547574342,-0.16655779840167245,-0.19827682830747084,0.03171902990579838
SNA,l2,2,27,-0.29565755636036267,-0.8825692818729707,-0.26487580938253785,0.4497306549737035,0.8137894841585651,1.0056091666921518,-0.19512594480424034,-0.22515595108074216,0.03003000627650181
SNA,l2,2,28,-0.263171991786414,-0.8767850559837168,-0.14971285385606303,0.34916358289410404,0.8442366699141982,0.9792260680081354,-0.189271426397816,-0.21965030157035292,0.030378875172536936
SNA,l2,2,29,-0.2310600372456444,-0.7030928609286548,-0.11687107650667486,0.34490653566488144,0.7789930351403048,0.9942562233494256,-0.1765910252922864,-0.2083074673858888,0.03171644209360238
SNA,l2,2,30,-0.22300575425304967,-0.8676703677206564,-0.10152912383976365,0.44674582220446535,0.7893740191141465,1.183386344588163,-0.1496439348924892,-0.18160791208455204,0.031963977192062884
SNA,l2,2,31,-0.2684273520599059,-1.017331839993359,-0.07348181238531026,0.544802131500338,0.8533631204335477,1.3596123340332944,-0.16521745915742467,-0.19604525178015575,0.030827792622731068
SNA,l2,2,32,-0.2514100964220135,-0.7791941591714318,-0.21328908635184723,0.40257077821718534,0.785515896995254,1.073011456400082,-0.1598998176874328,-0.19193850731567624,0.032038689628243446
SNA,l2,2,33,-0.2666253887373127,-0.7965091320991948,-0.2054356155300558,0.38884637633283314,0.7923392156024524,1.11947402073929,-0.17284838557432425,-0.20471412064813102,0.03186573507380672
SNA,l2,2,34,-0.27647369835696445,-0.82831709182739,-0.17687447876662218,0.43399485556345135,0.8392667516788369,1.1319090733781956,-0.16604392427663964,-0.19903460339035786,0.03299067911371822
SNA,l2,2,35,-0.2774121395371725,-0.8077904892704217,-0.13193755517601918,0.37120973045283123,0.8089610834137205,1.155621831471499,-0.15962629400952844,-0.19183081478465006,0.032204520775121634
SNA,l2,2,36,-0.293967116064851,-0.7779823936880197,-0.2540062922772791,0.4056783490790067,0.8289552673149925,1.0862687700430025,-0.1779920022997327,-0.21035478197373653,0.03236277967400383
SNA,l2,2,37,-0.20139780503690688,-0.6514468072427346,-0.11346571178142235,0.3952138888899106,0.7541088338563101,1.0758199086577023,-0.14685836330216837,-0.18149096844703883,0.03463260514487047
