arm,iv,seed,task,mean,q10,q50,q90,within,between,star,star_W,bias
LR,none,2,20,-1.8904627651684123,-3.3616343520989953,-1.9873886724000756,0.0990982103325992,2.849811649195447,2.0742635802635707,-1.7856207568517122,-1.7917849909984207,0.006164234146708623
LR,none,2,21,-1.7441969724885467,-3.4222707080369728,-2.230341269799209,1.2096470894058866,2.836498295729703,2.865353355077959,-1.816055031810048,-1.8190408672666865,0.0029858354566385968
LR,none,2,22,-1.946577921837175,-3.5550281816913327,-2.228293340362197,0.24348390937940548,2.9458494582380057,2.4854551487392955,-1.8977098952242195,-1.9001567225737055,0.0024468273494858295
LR,none,2,23,-1.888582169314845,-3.9536401980320592,-2.056515323881645,0.1877208570577598,3.0894532499107004,2.9054931464973754,-1.936164654895279,-1.940842425773467,0.004677770878188312
LR,none,2,24,-2.0473980350112733,-3.961184452047017,-2.1069778443132514,0.03495983451644289,3.1053042218450106,2.6985059728074856,-1.967060956463662,-1.9714712505694265,0.004410294105764478
LR,none,2,25,-2.1171612455288282,-4.052123827613621,-2.3751631122317214,0.005238848977571582,3.0501792760470385,2.497845555380172,-2.0310263677187623,-2.033613750979596,0.002587383260834031
LR,none,2,26,-2.2794013678710274,-3.985496263850742,-2.685964761665551,-0.04798116472454142,3.2849371767694198,2.8678283716486743,-2.165523350637862,-2.164848021090487,-0.0006753295473754406
LR,none,2,27,-2.1943432873610167,-4.076214279926793,-2.573519535734411,0.10567141575648012,3.217057388180854,2.9792876588269315,-2.264457782834507,-2.260037202331442,-0.004420580503065139
LR,none,2,28,-2.2951044048833817,-4.240975908865182,-2.621037368748844,0.03985244026204067,3.4631526122143192,3.0922895490576234,-2.2841246201585133,-2.281109129924848,-0.0030154902336653323
LR,none,2,29,-2.229734842490869,-4.180545342450874,-2.475549235966827,0.007916656738197,3.530218074113354,3.2919195599317113,-2.2863774158236616,-2.2859597599007238,-0.00041765592293813825
LR,none,2,30,-2.2951661309316465,-4.099253783312345,-2.4788246588705167,-0.1638137819770916,3.6360317858451414,2.7582196677697457,-2.2992127449709643,-2.297705980634009,-0.0015067643369548022
LR,none,2,31,-2.2899265564362037,-4.088844023297451,-2.6466519190360627,-0.29832867448368733,3.7617304780809375,3.3386137755302965,-2.3360352819931594,-2.3351399962755988,-0.0008952857175609097
LR,none,2,32,-2.317326562534138,-4.1518174159270265,-2.5434367640709223,-0.27063803815638854,3.7863115851262927,2.747445732882243,-2.3991282761075112,-2.39662557180054,-0.002502704306971282
LR,none,2,33,-2.356669823658396,-4.276325142878486,-2.710909367797077,-0.10590214810736977,3.752357904892542,3.3296201025891254,-2.436554993828527,-2.4346390276760808,-0.0019159661524463445
LR,none,2,34,-2.515332723078381,-4.422395324802595,-2.821218852814206,-0.08165840652704319,3.853993605471862,3.1049949751815524,-2.406495124178785,-2.405629692573878,-0.0008654316049069166
LR,none,2,35,-2.536879222613176,-4.370222402868655,-3.0022920018052237,0.19731567103135664,3.7763814540854295,3.2961865533870354,-2.3990336309469162,-2.401585105912792,0.0025514749658759684
LR,none,2,36,-2.5988017097235434,-5.158145787233525,-2.6886157128165866,-0.21634103220555384,4.098084217452995,3.9607900308462813,-2.4438053188469935,-2.4469910049030883,0.0031856860560947097
LR,none,2,37,-2.4040443597768877,-4.235988076882173,-2.8977948422284583,-0.15731269638598352,3.9016639669420448,3.3291864588461495,-2.424485700022572,-2.4291885405357725,0.004702840513200499
LR,none,2,38,-2.6546008758265627,-4.885345118006595,-2.904474455000238,0.24041276551137533,4.231458126306038,4.124234474879383,-2.5078321951599816,-2.5078914885200816,5.929336010012776e-05
LR,none,2,39,-2.6096457474228827,-4.739907506802134,-2.949747815124028,-0.11717082358220629,4.096981959281013,3.5498635905890943,-2.6084114216197336,-2.6023401552763823,-0.006071266343351454
LR,none,2,40,-2.609526323016778,-4.869202297879966,-2.8572438062205734,-0.22748269069714125,4.129130218966567,3.8106835897374354,-2.626494136980207,-2.617432269533335,-0.009061867446871475
LR,none,2,41,-2.80282816437896,-5.182429581423031,-3.0386317952904194,-0.11931178984682224,4.674565980801152,3.947534317082555,-2.613201206238195,-2.6000536521526048,-0.013147554085589945
LR,none,2,42,-3.0088749441140354,-5.115932915278798,-3.3451518736899915,-0.5087982086776769,4.695304927846722,3.5501640056743526,-2.7836796304112426,-2.7634045936813703,-0.02027503672987223
LR,none,2,43,-2.746148124516904,-4.651835284541695,-3.086926808151121,-0.47354383883581896,4.480934956891306,3.6431898640128857,-2.7424305177151997,-2.719061049367099,-0.02336946834810078
LR,none,2,44,-2.633735582828204,-5.160583179486893,-2.9247634428596747,-0.004739685822175011,4.634631705881796,4.144600124926387,-2.7751383351311567,-2.750145315130755,-0.024993020000401885
LR,none,2,45,-2.69767413039175,-5.077671501277365,-2.892709529260337,-0.06890796922034556,4.397516285589865,3.9601487313182595,-2.7485818023416577,-2.723677065932869,-0.024904736408789176
LR,none,2,46,-2.9077006413818323,-5.23076524080113,-3.2782767533237616,-0.08144917806897402,4.582301320858789,4.0507973487175555,-2.8046813831855935,-2.7794924782192494,-0.025188904966344124
LR,none,2,47,-3.0069080632264367,-5.538433933836639,-2.981839102730397,-0.8535608810342072,5.091057966540094,3.2031517874313926,-2.889349256762998,-2.8600513925133235,-0.029297864249674604
LR,none,2,48,-3.1392767727408053,-5.9329534555458,-3.082007993339509,-0.38932955120581275,5.021792659962096,5.003131898761053,-2.93449401722364,-2.9023048313016058,-0.03218918592203408
LR,none,2,49,-2.937769905164398,-5.022265010688871,-3.1889179495728985,-0.497991513058253,4.770852762548421,3.5568649014906,-2.9735529709969852,-2.940886333239192,-0.03266663775779307
LR,none,2,50,-3.164732930275524,-5.878682240041018,-3.4623524118363087,0.17212844594739354,5.026842282437908,5.00630181596154,-2.9760479988337987,-2.9434315933909763,-0.032616405442822724
LR,none,2,51,-3.124326012146396,-6.023514008634675,-3.358105730022415,-0.06994926838027751,4.973640229471409,5.311050006179795,-3.0661776245790096,-3.0316108901318652,-0.03456673444714397
LR,none,2,52,-3.1360470692365148,-5.67370372253381,-3.35833742399942,0.31219186018614686,5.329860403253062,5.318003411493058,-3.1499728400695837,-3.1111372575878864,-0.0388355824816972
LR,none,2,53,-3.051030359238409,-5.2688889825061365,-3.5550371020064135,0.05420767273261788,5.278398706144688,4.385614767742962,-3.1586774201438437,-3.119034829509086,-0.039642590634757655
LR,none,2,54,-3.255204391069352,-5.9509326029633245,-3.588750904678132,-0.6146006866491965,5.576349986373966,4.53839371066812,-3.1423598546933658,-3.102787631751578,-0.039572222941787916
LR,none,2,55,-3.1686872249442204,-6.0579373774786776,-3.199356655401542,0.21892086574013134,5.212908711261153,6.021779834266794,-3.1213172541029675,-3.0784983526386243,-0.04281890146434307
LR,none,2,56,-3.2940343045220253,-5.600473566863613,-3.60141217988971,-0.43233470119826645,5.597405818495557,4.701249272719343,-3.160285374290769,-3.1160329473841637,-0.044252426906605254
LR,none,2,57,-3.1702710593962244,-6.030888287873745,-3.0773022660717126,-0.12325529069365966,5.4708344689926,4.601769323660836,-3.244651345576098,-3.1942207587351406,-0.0504305868409574
LR,none,2,58,-3.27363706113972,-5.566205448271011,-3.5916049505844527,-0.0714777722923324,5.813402203258445,4.6569596099638435,-3.213798455321452,-3.1630184263784793,-0.05078002894297242
LR,none,2,59,-3.290835733426222,-5.8095719058288156,-3.4253948305099753,-0.5214946419361957,5.971131757650211,5.691588155299245,-3.255854253761197,-3.2007742297630353,-0.05508002399816178
LR,none,2,60,-3.37140299294763,-6.05042126722864,-3.7899352991959225,-0.17519113552151172,5.786738847120257,5.456214057359147,-3.2786263976042265,-3.2203064206376313,-0.05831997696659528
LR,none,2,61,-3.3940910695911715,-5.833593049358609,-3.703962383114672,0.29558205743135596,5.759466912074753,5.921306488176027,-3.241776616200887,-3.182599805607543,-0.05917681059334427
LR,none,2,62,-3.485241601023327,-6.765708862690044,-4.064803177322931,0.15949675050673315,6.153242862955383,7.16671199862128,-3.2140829752350686,-3.156390899230027,-0.0576920760050416
LR,none,2,63,-3.290943752118143,-6.081870795779844,-3.3385270504761677,-0.5017037635293451,5.754130842349155,5.134559510768107,-3.246232827617458,-3.1881970821178025,-0.0580357454996556
