arm,iv,seed,task,mean,q10,q50,q90,within,between,star,star_W,bias
SNA,l2,1,20,-0.31295162555817757,-0.8622447363317814,-0.21763325364223474,0.46909804574668656,0.8016227399315926,0.8385311859050704,-0.1792775773491252,-0.20834957521073588,0.029071997861610726
SNA,l2,1,21,-0.24834472011803232,-0.7575880858345592,-0.15204031710997085,0.3324238338410709,0.7872616716030286,0.6967995368905323,-0.1419663457008108,-0.1716697764167009,0.029703430715890135
SNA,l2,1,22,-0.23554919247515926,-0.8351487265186607,-0.1288193963229567,0.3519998360286397,0.8100251711819583,0.7951606271752089,-0.1371491759091833,-0.16856496942684593,0.03141579351766268
SNA,l2,1,23,-0.23490249227471158,-0.6915411214953605,-0.15516527601318536,0.4020589021668219,0.7989753253776736,0.912390969545486,-0.1341503846789225,-0.16633178439382268,0.03218139971490018
SNA,l2,1,24,-0.3030554825486692,-0.840387061122482,-0.2171608582632777,0.3459909898749503,0.789251461240672,0.9455099446869749,-0.14379211496112063,-0.17546458632948586,0.03167247136836522
SNA,l2,1,25,-0.2619536327427259,-0.7606621842435455,-0.26717549892812265,0.4396684536722567,0.7602950046840704,0.8076504985421145,-0.15707956967296946,-0.1886173294810945,0.031537759808124975
SNA,l2,1,26,-0.31187880092215864,-0.8866151414709406,-0.26883047305914837,0.3581507006083725,0.7304283730686708,0.8190273637192418,-0.17665771974843406,-0.20787765840311945,0.031219938654685392
SNA,l2,1,27,-0.13999836936601232,-0.5941810593409157,-0.0432984328481391,0.3688247470683561,0.7593764351777387,0.8247863480773288,-0.1372793766372352,-0.17054745890905998,0.033268082271824824
SNA,l2,1,28,-0.15356161193665874,-0.558830907645446,-0.1317619628199355,0.5380964848795481,0.7664319025962633,1.0017253195547384,-0.11808397982480612,-0.15151257156663717,0.03342859174183104
SNA,l2,1,29,-0.30178825850187574,-0.7702078343743828,-0.22233788224431197,0.4007769391320068,0.7709622312768609,0.9422550939350388,-0.15924802901444973,-0.19287988317653554,0.0336318541620858
SNA,l2,1,30,-0.2201073146016872,-0.8163778986628235,-0.1110148178732138,0.39954732582776337,0.7735219460466598,0.9710944559412497,-0.13820799211773951,-0.17143324015115316,0.03322524803341367
SNA,l2,1,31,-0.24186510189730467,-0.8087009370732083,-0.1528794678687307,0.4521958266197902,0.7910892145041377,1.0179025201395757,-0.12658558320973992,-0.15974370932984625,0.03315812612010632
SNA,l2,1,32,-0.32500718524014016,-0.9043274785111477,-0.1930046680847437,0.3601121623832428,0.8173521054306372,1.0954200843740336,-0.18572280686735682,-0.21764187761096326,0.03191907074360643
SNA,l2,1,33,-0.3066367787282331,-0.6903795425061602,-0.22342537109814717,0.3427152506966996,0.7971560307288716,1.106145134450176,-0.2015847203529994,-0.2337222336112028,0.032137513258203396
SNA,l2,1,34,-0.2623171556458135,-0.7212865658570105,-0.17468534216156933,0.3962689776424887,0.8046384558912795,1.0768237260432805,-0.18191567926686844,-0.21449984590309326,0.032584166636224834
SNA,l2,1,35,-0.19654382446701857,-0.681846688999635,-0.06794471925867576,0.446777017735716,0.7724344961377381,1.228476534862624,-0.1467491019626532,-0.17901309152528758,0.032263989562634376
SNA,l2,1,36,-0.2058111522120194,-0.640483657728528,-0.20494132463192924,0.4723307935237026,0.7606927653627921,1.063526864288756,-0.1348591405918533,-0.16916017610316067,0.03430103551130742
SNA,l2,1,37,-0.2068371101195648,-0.5665322917827853,-0.08181323345999203,0.45157958076155624,0.7860498028599393,1.0472876066003096,-0.10076336987952883,-0.1374101302510425,0.03664676037151367
SNA,l2,1,38,-0.26794463268036756,-0.9759185755733124,-0.1181759039787224,0.42404624813219854,0.799743989584798,1.0951727463254801,-0.16261898543579179,-0.19813144058813947,0.03551245515234768
SNA,l2,1,39,-0.23007748766832015,-0.6528143822266846,-0.11647488243195428,0.3573359823999636,0.7863832901810436,1.0278753019786937,-0.19157213697088035,-0.226807564770515,0.035235427799634636
SNA,l2,1,40,-0.1948317743976158,-0.6324639385418044,-0.07792764419656409,0.36180049206524834,0.79944716523516,0.9147016089453275,-0.17752067558098317,-0.213319840939168,0.03579916535818484
SNA,l2,1,41,-0.2627667203510819,-0.706782410631353,-0.19787690057617324,0.3134447956519723,0.7857440374296079,1.0464967404573833,-0.16153161854165418,-0.197552493283316,0.03602087474166183
SNA,l2,1,42,-0.27532647174005376,-0.6773486823086576,-0.22494596574463954,0.3473712479518348,0.8225358165165387,1.0249184943648992,-0.16995082618989643,-0.20476749147900505,0.03481666528910864
SNA,l2,1,43,-0.24066266952323553,-0.8494174833243743,-0.19153387526650134,0.507619338414331,0.800988868247109,1.1263600436921157,-0.18198362560954875,-0.21676222287945454,0.03477859726990573
SNA,l2,1,44,-0.30378096469688864,-0.754729795965189,-0.18477025283656878,0.29525082371801464,0.7776125505026262,0.9689199413794033,-0.1854238378652776,-0.21895251594051346,0.0335286780752358
SNA,l2,1,45,-0.3471697107534142,-0.9359031507471158,-0.2596161810226051,0.3422760187387768,0.8277905095195685,1.0308778510270118,-0.21213109662970114,-0.24422654492528698,0.03209544829558581
SNA,l2,1,46,-0.306864312379439,-0.7337026115662291,-0.21059123510297437,0.4341597190644121,0.782166873150951,1.1201279140061147,-0.22599502602745333,-0.25642761981180656,0.03043259378435323
SNA,l2,1,47,-0.23315382203526724,-0.8884034105782875,-0.04372620961525489,0.38152173843827897,0.8142078299287182,1.110446561344049,-0.20376660724709297,-0.23440786324980217,0.03064125600270927
SNA,l2,1,48,-0.19285693067233506,-0.4953902914651163,-0.10296264905928071,0.44925355284938934,0.7943811815003053,1.0679648227124323,-0.1676881160792248,-0.1994957823924772,0.03180766631325241
SNA,l2,1,49,-0.2694468369913922,-0.919694596968334,-0.18795875304606163,0.5274405620925458,0.7963955715427191,1.2778210398308956,-0.15144098660706826,-0.18344364013903125,0.03200265353196301
SNA,l2,1,50,-0.20275092636123038,-0.8679030410725899,-0.08691139407517945,0.5324339369557146,0.7885765015093616,1.075818605976782,-0.14197783701865035,-0.17451475889001075,0.03253692187136039
SNA,l2,1,51,-0.1516441557262821,-0.6649116243322257,-0.05350761994703049,0.3980348026959069,0.8011674947799926,1.0235013007460558,-0.12289173222127028,-0.15667918633882544,0.03378745411755517
SNA,l2,1,52,-0.2145508943103579,-0.7239789376048072,-0.12945853878031316,0.455101324825017,0.7616220621684966,1.0759174535478622,-0.14730138316502595,-0.18265783968191862,0.03535645651689265
SNA,l2,1,53,-0.27606107133209845,-0.8557258624652606,-0.15140287171874617,0.40316652912497847,0.8012671245670837,1.0958377089577802,-0.14158062752813616,-0.1762405325962469,0.034659905068110675
SNA,l2,1,54,-0.21635524826343244,-0.582538653449288,-0.15911395422435595,0.37872570906457614,0.7811955233223632,1.0058412552294227,-0.15954955488403658,-0.19192692975444817,0.032377374870411584
SNA,l2,1,55,-0.3329080936161318,-0.7634410602556997,-0.26574357480216515,0.2057415786146481,0.8040430438326552,1.020893382928613,-0.18599600297640095,-0.21840273525574264,0.03240673227934167
SNA,l2,1,56,-0.3060211720384003,-0.6585791635807945,-0.26539329829870545,0.24975784156766023,0.749494328605443,0.8008152728283422,-0.17165655559165124,-0.2046085698381993,0.03295201424654806
SNA,l2,1,57,-0.3605180233884466,-0.733236051192472,-0.2673539705178271,0.32127350222880313,0.7543034482051785,1.0095593313621951,-0.189104268276855,-0.22143928955839715,0.03233502128154214
SNA,l2,1,58,-0.2369523217297575,-0.693245906315175,-0.12525559788799803,0.43947789955785505,0.7567207364918499,1.1038806106843726,-0.1578126993638323,-0.1896625227576913,0.03184982339385897
SNA,l2,1,59,-0.31330861026099643,-0.7548894491930938,-0.2958318051050792,0.43970028463241306,0.7869790729730731,1.1655090039976197,-0.21561206417172116,-0.24504035257195259,0.029428288400231394
SNA,l2,1,60,-0.22006958211459923,-0.6261388723188639,-0.15694301898341168,0.3455001456947851,0.788083903674502,0.9684250838119923,-0.18043117636654316,-0.21067454306684918,0.03024336670030607
SNA,l2,1,61,-0.2567978273302893,-0.7041451608041418,-0.1554252634838812,0.3064038155288664,0.7785979304263845,1.041670172668652,-0.18395382990299594,-0.21418524092961203,0.030231411026616115
SNA,l2,1,62,-0.1919857448805331,-0.6598013220405968,-0.0757359547533932,0.3213761639475295,0.7579716607127592,0.9848755250072111,-0.15068647733012105,-0.18336391119871473,0.032677433868593654
SNA,l2,1,63,-0.2719636239094436,-0.7728794462615816,-0.21632921798305338,0.343196547697744,0.776754038464087,0.8838197779058841,-0.17360586923725316,-0.205098052662615,0.03149218342536187
SNA,l2,1,64,-0.2950446440480417,-0.8676808745031553,-0.16706670570515086,0.3387666071970638,0.7906895728171961,1.0004269894554605,-0.18048922323958888,-0.21187682758917273,0.031387604349583854
SNA,l2,1,65,-0.2006577793372667,-0.6302585698983827,-0.10064321267425991,0.38952531610630503,0.7598777078521928,0.9051223347875706,-0.15422649028966492,-0.18577440629081038,0.031547916001145496
SNA,l2,1,66,-0.22236251959129608,-0.702971831085857,-0.08694787371360947,0.392584172954796,0.732416584931407,1.0313298554608172,-0.15960337721106924,-0.19154442956035353,0.031941052349284293
SNA,l2,1,67,-0.2476016979199138,-0.8201254538201797,-0.16807911650021173,0.32934717444187905,0.7697786765254274,0.9988469838207172,-0.16320538784667157,-0.19616059515071105,0.0329552073040395
