arm,iv,seed,task,mean,q10,q50,q90,within,between,star,star_W,bias
SNA,none,2,20,-0.8052729546011821,-1.705336294725064,-0.6868290405261384,0.21272033500411022,1.6436473266076548,1.1695253228549718,-0.7206870686947981,-0.7338768748180623,0.013189806123264133
SNA,none,2,21,-0.76878671708504,-1.5653758846364736,-0.7294728512422517,0.16544449982976533,1.635907841810456,0.9421765667014499,-0.719209527514016,-0.7312811522233674,0.012071624709351454
SNA,none,2,22,-0.9109960913534654,-1.7663156211190418,-0.6499882611146344,-0.16398374684284314,1.6904846061332057,1.0665599390994742,-0.811388939440316,-0.8221951170014873,0.010806177561171353
SNA,none,2,23,-0.9044907076635279,-1.9556351233679279,-0.7767986713761803,-0.050718294174420905,1.7118204616650348,1.1926731200629161,-0.8436608530915047,-0.8546868484225062,0.011025995331001468
SNA,none,2,24,-0.8702166528200391,-1.745875212667715,-0.7362260776630596,0.14497772722034585,1.7295127026320896,1.425704219038795,-0.8109939733266422,-0.8241194610497972,0.013125487723154947
SNA,none,2,25,-0.9651683192760875,-1.809554720353996,-0.8529330142452498,-0.02138518132549638,1.799071178168773,1.4428821204207918,-0.8881855163197707,-0.8989844248418905,0.010798908522119746
SNA,none,2,26,-0.996855572844666,-1.8561265473706465,-0.8012485132638285,-0.08377475813594819,1.8514346070256105,1.40583921507763,-0.9202431107729453,-0.9324220323094877,0.012178921536542476
SNA,none,2,27,-0.884521749499864,-1.6513850025769223,-0.7323749306487601,0.2045384322719617,1.8443183999498192,1.8203155015617325,-0.9562892944920585,-0.9663737438944061,0.010084449402347673
SNA,none,2,28,-0.9669697241781213,-1.8656829116275253,-0.8167488011729094,-0.06691295795193529,1.952170346759599,1.8296782124260378,-0.9828631159927101,-0.9940885330790991,0.011225417086388917
SNA,none,2,29,-0.811347295201363,-1.684669961139851,-0.6911313901063739,0.22730249409938508,1.7860643969721637,1.6661162846429145,-0.9129379417348005,-0.9263288117970856,0.013390870062285103
SNA,none,2,30,-1.0196599762658205,-1.993596414557746,-0.836726517825562,0.04894742148758793,2.0002669650199625,2.0718491122273726,-0.9177330412984129,-0.9297455927480014,0.0120125514495885
SNA,none,2,31,-1.0250405385195065,-2.02998411409478,-0.7760327385616435,0.0152209656524157,2.0336911250497676,2.5747440016121357,-0.9379002539856373,-0.9500754292852724,0.012175175299635157
SNA,none,2,32,-1.0588091375251765,-2.0742557412219296,-0.7924061074189896,0.04258757098724632,1.997789033929574,2.4375427864720454,-1.0039407016670676,-1.0142200353330346,0.010279333665966988
SNA,none,2,33,-1.101131264461849,-2.0013314007170897,-0.9730994714327645,0.0030375691467950145,2.0287605143233876,2.523615786125402,-1.0798135146703196,-1.0874739164842384,0.007660401813918725
SNA,none,2,34,-1.0081776966637879,-1.8661526321040527,-0.7707567146794652,-0.08137716801876053,2.118739842598539,2.3714478935305667,-1.0181496154025316,-1.026194228789269,0.008044613386737183
SNA,none,2,35,-1.081975410874853,-2.0583358353909897,-0.8978906728207143,0.10177896683559226,2.1537768869034064,2.918161307420712,-1.0320851741330277,-1.0382068692128101,0.006121695079782512
SNA,none,2,36,-1.1387924586650433,-2.2935698636570714,-0.8905227376763534,0.009549880787947565,2.12899397767392,3.1488429392313795,-1.0760158429235416,-1.0824421183100166,0.006426275386475027
SNA,none,2,37,-1.015852705855256,-1.6112084629185488,-0.8277556501376069,-0.14232815067144258,2.146327584729126,2.760785045674226,-1.075236855669031,-1.0821973213727727,0.006960465703741647
