arm,iv,seed,task,mean,q10,q50,q90,within,between,star,star_W,bias
SNA,l2,0,20,-0.23268521067162756,-0.82447508054999,-0.1560545489946785,0.467023547113381,0.8072791597678082,0.8377242813651207,-0.15157688857648816,-0.18383121582340742,0.032254327246919276
SNA,l2,0,21,-0.2119390676366146,-0.6234622873311905,-0.20255364778273957,0.42829530360059,0.7523685069077568,0.7173267201315288,-0.145402697304969,-0.17778960443044295,0.03238690712547396
SNA,l2,0,22,-0.27021617671607834,-0.7542525953130018,-0.2450454790088366,0.3214523333055706,0.7894863126621603,0.8601307056569327,-0.1565166765635055,-0.18709646683072573,0.03057979026722023
SNA,l2,0,23,-0.16882506291730093,-0.6838323626539632,-0.1514485297062852,0.5199999459920688,0.7817188718785819,0.75174879363575,-0.1374600104322065,-0.16957189722228697,0.03211188679008046
SNA,l2,0,24,-0.3463274364972767,-1.1721779372752341,-0.19005774289199268,0.4369017282587298,0.7974989849837837,1.0179107785906452,-0.18944863489447988,-0.21800207428485982,0.028553439390379937
SNA,l2,0,25,-0.18902567129676984,-0.6006429748319466,-0.12568802639235618,0.4434810956332832,0.8328048519767397,0.99390209368171,-0.1622782498486977,-0.19063631201928913,0.028358062170591437
SNA,l2,0,26,-0.24610849164385062,-0.8552170949684279,-0.19451236417443646,0.5149677099149298,0.7878423792231237,1.0678867426512308,-0.16575165764307684,-0.19270234304708508,0.026950685404008256
SNA,l2,0,27,-0.30004050426065637,-0.7123668663673156,-0.22440526085142826,0.3223883165411849,0.7967534747903051,1.0843455022734885,-0.17452227223720512,-0.20054337167702727,0.026021099439822136
SNA,l2,0,28,-0.33093736292610637,-1.0354965832446732,-0.22369761636655855,0.45611429921359675,0.8290831548744351,1.1039057827781362,-0.2003886504531195,-0.22461541143262845,0.02422676097950898
SNA,l2,0,29,-0.2943219136040858,-0.9350162520703064,-0.13387947195420052,0.33879800553384987,0.7948603902961194,1.1102726774953258,-0.20367888617327398,-0.22755665253845936,0.02387776636518538
SNA,l2,0,30,-0.2948233437463571,-0.7469240248711677,-0.20607801555936928,0.318079250623241,0.8047245962031284,0.8726331435178116,-0.19138731749542034,-0.21651452690176642,0.025127209406346083
SNA,l2,0,31,-0.2976746505470808,-0.7621155562672576,-0.19446648865236468,0.3355393563797627,0.794493747430051,0.9641048293060738,-0.18974107156195086,-0.2152661567802016,0.02552508521825075
SNA,l2,0,32,-0.2435706297796466,-0.8261265371673606,-0.16405378495405604,0.47488291269742966,0.7847622783415845,0.9617990232834721,-0.17091729585927193,-0.19639707296011719,0.02547977710084524
SNA,l2,0,33,-0.22362353443645094,-0.6209523369282914,-0.18917518724153148,0.36349495027134127,0.8167668656187612,1.0337552218863995,-0.15680055982737792,-0.18391654493358914,0.027115985106211157
SNA,l2,0,34,-0.24956434215866757,-0.9705538210394692,-0.13953593486496035,0.4485808427662653,0.7808438357330962,0.9582957608312551,-0.14104603217967154,-0.1683215412793804,0.02727550909970887
SNA,l2,0,35,-0.17403753649861403,-0.6006931362991524,-0.13850999709837453,0.5076748507546626,0.7748190682192398,0.955247691009091,-0.10073827504008034,-0.1289045135144853,0.028166238474404963
