arm,seed,lr,task,iv,online_acc,memo_acc,acc,dead_frac_c1,zeroout_c1,zbar_c1,zsd_c1,zbar_min_c1,mob_c1,mob_pool_c1,eff_rank_c1,dead_frac_c2,zeroout_c2,zbar_c2,zsd_c2,zbar_min_c2,mob_c2,mob_pool_c2,eff_rank_c2,dead_frac_f1,zeroout_f1,zbar_f1,zsd_f1,zbar_min_f1,mob_f1,eff_rank_f1,dead_frac_f2,zeroout_f2,zbar_f2,zsd_f2,zbar_min_f2,mob_f2,eff_rank_f2,w_norm_c1,w_norm_c2,w_norm_f1,w_norm_f2,w_norm_f3,alpha_med_c1,alpha_min_c1,alpha_max_c1,alpha_clip_frac_c1,two_alpha_W_med_c1,alpha_med_c2,alpha_min_c2,alpha_max_c2,alpha_clip_frac_c2,two_alpha_W_med_c2,alpha_med_f1,alpha_min_f1,alpha_max_f1,alpha_clip_frac_f1,two_alpha_W_med_f1,alpha_med_f2,alpha_min_f2,alpha_max_f2,alpha_clip_frac_f2,two_alpha_W_med_f2
SNAc3,3,0.001,1,none,0.9660125,1,1,0,0,-0.1099890172,0.1553047001,-0.3203108013,0.5808725953,0.7634147406,12.96389166,0,0,-0.2815338969,0.2971166968,-0.3349049091,0.6704670787,0.7881563902,14.36246845,0,0,-0.09267439693,0.7328817248,-1.013262391,0.9815132618,77.63128125,0,0,0.1431640387,1.587983847,-1.097716451,0.993683219,42.56801905,0.6828450561,1.338519454,2.34261632,1.177740693,1.692553043,3,3,3,1,0.9272902012,3,3,3,1,1.778204918,3,3,3,1,4.228215218,1.95246172,1.39099884,2.725502968,0,6
SNAc3,3,0.001,2,none,0.97033125,1,1,0,0,-0.08109778911,0.1178670898,-0.2235815525,0.6533174515,0.844838202,12.94942821,0,0,-0.3123908043,0.2511940598,-0.4210835099,0.5816606283,0.5847383738,14.09464009,0,0,-0.1158498153,0.5169656873,-1.200904608,0.986941874,71.80366442,0,0,0.1177465618,1.171703458,-2.202989101,0.9914800525,38.10112117,0.6969591975,1.523325801,2.808380842,1.303063273,2.046461105,3,3,3,1,0.7048133612,3,3,3,1,1.504101038,3,3,3,1,3.002253532,2.605302334,1.796415329,3,0.1899999976,6
SNAc3,3,0.001,3,none,0.9697229167,1,1,0,0,-0.1049697548,0.1169488654,-0.2572824657,0.6007037759,0.8210084438,13.66616572,0,0,-0.3071058095,0.2595229745,-0.4711390734,0.5954030752,0.5873026848,14.14870532,0,0,-0.10762126,0.6425402164,-2.174200535,0.9668027759,71.23838643,0,0,0.1068280339,1.493402719,-3.822172165,0.9963722229,38.3510254,0.7516732812,1.740047336,3.321175814,1.421603322,2.01836729,3,3,3,1,0.6995238066,3,3,3,1,1.555470943,3,3,3,1,3.7281847,2.073638678,1.398968697,3,0.009999999776,6
SNAc3,3,0.001,4,none,0.9671604167,1,1,0,0,-0.1325206608,0.1291277111,-0.3629238605,0.5333129168,0.7253189683,13.08065696,0,0,-0.3396513462,0.2580830455,-0.4110706747,0.5974263549,0.5359224081,14.27993401,0,0,-0.1133904308,0.7139746547,-2.308454275,0.9812365174,74.098163,0,0,0.05191366374,1.725214124,-2.911944389,0.9979195595,41.44477539,0.7930545211,1.953417063,3.785063982,1.488412738,1.993485451,3,3,3,1,0.7729198933,3,3,3,1,1.542961121,3,2.940918446,3,0.9899999499,4.136270523,1.798374414,1.290471196,2.582306862,0,6
SNAc3,3,0.001,5,none,0.9634854167,1,1,0,0,-0.1464437395,0.1355831176,-0.3081026077,0.5363223553,0.6963431835,13.56530565,0,0,-0.3534172177,0.2791170776,-0.5240713358,0.6276043653,0.5779621601,14.17659178,0,0,-0.2189362645,0.8250666857,-2.26383543,0.9895449281,71.94597598,0,0,-0.2586560845,2.120700359,-4.952111244,0.9962764978,41.87299134,0.8324074149,2.146262646,4.194512844,1.59311831,1.915958166,3,3,3,1,0.8107597828,3,3,3,1,1.675546408,3,1.49344492,3,0.9300000072,4.773103714,1.460196972,0.9087592363,1.99665463,0,6
SNAc3,3,0.001,6,none,0.9698916667,1,1,0,0,-0.1432429105,0.145484224,-0.2686998546,0.5195142627,0.693253994,13.52544327,0,0,-0.4022052586,0.2958699465,-0.5026749372,0.7176235914,0.5424530506,14.29718133,0,0,-0.09535822272,0.9423605204,-2.71559763,0.9873691797,71.78621206,0,0,0.2924654782,2.493299484,-4.012891769,0.9978863597,44.94156568,0.843637228,2.341205359,4.541230202,1.667022705,1.866824269,3,3,3,1,0.8699691296,3,3,3,1,1.769683599,3,1.210655808,3,0.7899999619,5.466979027,1.238068938,0.8235362768,1.778960943,0,6
SNAc3,3,0.001,7,none,0.9679270833,1,1,0,0,-0.1725741327,0.1517696381,-0.3714665771,0.4748191833,0.6297648549,13.15424034,0,0,-0.3670520186,0.2810287774,-0.4541679621,0.6743900776,0.5890200734,14.53666752,0,0,-0.08966798335,1.048503876,-1.469474316,0.9862064719,78.47012586,0,0,-0.1738343984,2.654235601,-5.354081154,0.9961946607,49.04232497,0.8540995121,2.458393812,4.852063179,1.753145695,1.801867723,3,3,3,1,0.9062885642,3,3,3,1,1.681844711,2.958476782,1.218809009,3,0.4399999976,5.999999523,1.162239313,0.7321864367,1.597725868,0,6
SNAc3,3,0.001,8,none,0.9693854167,1,1,0,0,-0.1717373282,0.1558303386,-0.3008460701,0.4954294562,0.6666770577,13.29458976,0,0,-0.4200933874,0.28862831,-0.5536768436,0.7158705592,0.5664408207,14.25228508,0,0,-0.03969446197,1.084145188,-2.820292234,0.9854924679,69.71346416,0,0,-0.3886692524,3.015686274,-8.436300278,1.013255954,46.35901488,0.8796241283,2.602120638,5.138314724,1.829065681,1.764839053,3,3,3,1,0.9293384552,3,3,3,1,1.730222464,2.826000929,0.8557623625,3,0.2699999809,6,1.024241447,0.6779943705,1.667965651,0,6
SNAc3,3,0.001,9,none,0.95663125,1,1,0,0,-0.2026478946,0.1580425501,-0.3260852695,0.4801799655,0.6012679935,13.1772913,0,0,-0.4104351401,0.3132230341,-0.5612840056,0.7105965614,0.5865775943,14.32473657,0,0,-0.1846200824,1.347733021,-2.803352594,0.9967465401,74.98791947,0,0,0.5296366215,3.730236053,-5.26987505,1.002873302,48.34833243,0.9034907222,2.824309349,5.653056622,1.883950949,1.616067052,3,3,3,1,0.9466826916,3,3,3,1,1.872775197,2.299874783,0.8307492733,2.727914333,0,6,0.8289357424,0.5095638037,1.308359146,0,6
SNAc3,3,0.001,10,none,0.9595416667,1,1,0,0,-0.2257404625,0.1665680557,-0.2905271053,0.4281650782,0.5367714763,12.83397375,0,0,-0.4925923645,0.3494997621,-0.6453145742,0.7954095602,0.5982606411,13.96393809,0,0,-0.1439743489,1.424232006,-5.585250854,0.9961704612,75.31205606,0,0,-0.09109631181,3.926586866,-6.479398251,0.9994246364,51.13601699,0.9431841373,2.981061935,5.938224792,1.955432057,1.608820677,3,3,3,1,0.9989906549,3,3,3,1,2.08516407,2.171714783,1.01279676,2.554027319,0,6,0.7864211798,0.4908976257,1.07579565,0,6
