arm,cond,seed,slot,lr,task,iv,online_acc,memo_acc,acc,dead_frac_l1,zeroout_l1,zbar_l1,zsd_l1,zbar_min_l1,mob_l1,eff_rank_l1,gate_zero_frac_l1,sink_ratio_l1,p_pos_l1,fold_mean_l1,onesided_frac_l1,skew_l1,bias_over_sd_l1,bias_share_l1,abs_zbar_l1,dead_frac_l2,zeroout_l2,zbar_l2,zsd_l2,zbar_min_l2,mob_l2,eff_rank_l2,gate_zero_frac_l2,sink_ratio_l2,p_pos_l2,fold_mean_l2,onesided_frac_l2,skew_l2,bias_over_sd_l2,bias_share_l2,abs_zbar_l2,r_a1,w_norm_l1,w_norm_l2,w_norm_l3,m_l1,m_l2
H,raw,0,0,0.001,31,none,0.1037020833,0.1058333367,0.1058333367,0.9899999499,0.03999999911,-6.688925743,1.777873635,-313.7941589,0,1,0.9999916553,-3.719277859,0,8.333333426e-06,1,-0.3578425348,0.02716920897,2.675951206e+10,313.7941589,0.8399999738,0,-2.283512354,0.01899524406,-4.902047634,0,1.002924171,0.9099500179,-45.04429626,0,6.666666013e-05,1,-34.55440521,122.5497513,-2.001565647e+12,4.902047634,0.00500441622,0.6596003175,1.383475184,1.764231443,0.0004745057377,0.1668809801
H,raw,0,0,0.001,32,none,0.1154583333,0.1158333346,0.1158333346,0.9899999499,0.03999999911,-6.688925743,1.777873635,-314.1272583,0,1,0.9999916553,-3.719277859,0,8.333333426e-06,1,-0.3578425348,0.02791212499,2.808032666e+10,314.1272583,0.8499999642,0,-2.283131123,0.02685154043,-4.901830196,0,1.006047181,0.9099583626,-40.63167572,0,5.833333125e-05,1,-34.55439377,86.83487701,-2.009502712e+12,4.901830196,0.002679786878,0.6596003175,1.383475184,1.773946166,0.0005834003678,0.1649372876
H,raw,0,0,0.001,33,none,0.1174479167,0.1174999997,0.1174999997,0.9899999499,0.03999999911,-6.688925743,1.777873635,-337.6052551,0,1,0.9999916553,-3.719277859,0,8.333333426e-06,1,-0.3578425348,0.02829064988,2.875329331e+10,337.6052551,0.8499999642,0,-2.283760309,0.02799999528,-4.902188301,0,1.001931922,0.9099583626,-41.69991302,0,5.833333125e-05,1,-34.55441666,83.77432251,-2.001471799e+12,4.902188301,0.005403887946,0.6596003175,1.383475184,1.767107129,0.0005450999015,0.1753412783
H,raw,0,0,0.001,34,none,0.1134229167,0.1150000021,0.1150000021,0.9899999499,0.03999999911,-6.688925743,1.777873635,-358.0045776,0,1,0.9999916553,-3.719277859,0,8.333333426e-06,1,-0.3578425348,0.0286219269,2.934226125e+10,358.0045776,0.8499999642,0,-2.283474922,0.02936407551,-4.902026653,0,1.002615624,0.9099583626,-39.76154327,0,5.833333125e-05,1,-34.55439377,79.4604187,-2.010015072e+12,4.902026653,0.003923801705,0.6596003175,1.383475184,1.815693974,0.0006076976424,0.1664849967
H,raw,0,0,0.001,35,none,0.11361875,0.1141666695,0.1141666695,0.9899999499,0.03999999911,-6.688925743,1.777873635,-362.9906921,0,1,0.9999916553,-3.719277859,0,8.333333426e-06,1,-0.3578425348,0.02863816731,2.937113805e+10,362.9906921,0.8399999738,0,-2.283291101,0.03274295107,-4.901918888,0,1.004776349,0.9099500179,-39.46601105,0,6.666666013e-05,1,-34.55428314,71.22912598,-2.008833196e+12,4.901918888,0.003114284249,0.6596003175,1.383475184,1.794624329,0.0006320959656,0.1672760695
H,raw,0,0,0.001,36,none,0.1104395833,0.1116666719,0.1116666719,0.9899999499,0.03999999911,-6.688925743,1.777873635,-382.3823547,0,1,0.9999916553,-3.719277859,0,8.333333426e-06,1,-0.3578425348,0.0289826449,2.998357197e+10,382.3823547,0.8599999547,0,-2.2841115,0.0462134555,-4.902387619,0,1.007355637,0.9199749827,-38.68553925,0,7.500000356e-05,1,-34.5544281,50.94894409,-1.996262998e+12,4.902387619,0.006319587585,0.6596003175,1.383475184,1.796179891,0.0005788696581,0.1841236055
H,raw,0,0,0.001,37,none,0.1118229167,0.113333337,0.113333337,0.9899999499,0.03999999911,-6.688925743,1.777873635,-394.0408325,0,1,0.9999916553,-3.719277859,0,8.333333426e-06,1,-0.3578425348,0.02924120054,3.044325581e+10,394.0408325,0.8599999547,0,-2.281018019,0.03212343529,-4.941892147,0,1.002773753,0.919958353,-37.27430725,0,5.833333125e-05,1,-34.5544281,73.65428162,-1.988855333e+12,4.941892147,0.006052408833,0.6596003175,1.383475184,1.781852603,0.0009305616259,0.1949764639
H,raw,0,0,0.001,38,none,0.1231208333,0.1233333349,0.1233333349,0.9899999499,0.03999999911,-6.688925743,1.777873635,-376.6398926,0,1,0.9999916553,-3.719277859,0,8.333333426e-06,1,-0.3578425348,0.02935715765,3.064941158e+10,376.6398926,0.8599999547,0,-2.282004833,0.02817076817,-4.97165966,0,1.000307852,0.9199500084,-36.02188492,0,4.999999874e-05,1,-34.55441666,83.78305054,-1.994457874e+12,4.97165966,0.002105700783,0.6596003175,1.383475184,1.803701639,0.0008540346753,0.1895700544
H,raw,0,0,0.001,39,none,0.1123208333,0.1125000045,0.1125000045,0.9899999499,0.03999999911,-6.688925743,1.777873635,-381.4696045,0,1,0.9999916553,-3.719277859,0,8.333333426e-06,1,-0.3578425348,0.02941452712,3.075140813e+10,381.4696045,0.8599999547,0,-2.283262968,0.03149914742,-5.004757404,0,1.008401248,0.9199500084,-35.69893646,0,4.999999874e-05,1,-34.5544281,74.6317215,-2.002729697e+12,5.004757404,0.002641519299,0.6596003175,1.383475184,1.821273327,0.0007296352414,0.1789916903
H,raw,0,0,0.001,40,none,0.1093395833,0.1099999994,0.1099999994,0.9899999499,0.03999999911,-6.688925743,1.777873635,-381.0215759,0,1,0.9999916553,-3.719277859,0,8.333333426e-06,1,-0.3578425348,0.02962048352,3.11175721e+10,381.0215759,0.8599999547,0,-2.281053066,0.0346737802,-5.152224064,0,1.003295719,0.919958353,-37.09933472,0,5.833333125e-05,1,-34.5544281,67.82974243,-2.004373602e+12,5.152224064,0.005478106905,0.6596003175,1.383475184,1.815082192,0.000987927313,0.1800868213
H,raw,0,0,0.001,41,none,0.1131208333,0.113333337,0.113333337,0.9899999499,0.03999999911,-6.688925743,1.777873635,-407.4527283,0,1,0.9999916553,-3.719277859,0,8.333333426e-06,1,-0.3578425348,0.02969284728,3.124622336e+10,407.4527283,0.8599999547,0,-2.283801079,0.02925268374,-5.00349474,0,1.004522449,0.9199500084,-37.26176071,0,4.999999874e-05,1,-34.55441666,80.26208496,-1.997446054e+12,5.00349474,0.004534268286,0.6596003175,1.38667202,1.821166396,0.0006967908121,0.1806366295
H,raw,0,0,0.001,42,none,0.1157083333,0.1158333346,0.1158333346,0.9899999499,0.03999999911,-6.688925743,1.777873635,-398.3211365,0,1,0.9999916553,-3.719277859,0,8.333333426e-06,1,-0.3578425348,0.02997384407,3.174580224e+10,398.3211365,0.8599999547,0,-2.284235954,0.03097877279,-5.021138668,0,1.00507087,0.9199500084,-35.18409729,0,4.999999874e-05,1,-34.5544281,75.8915329,-1.997227426e+12,5.021138668,0.005777977407,0.6596003175,1.383475184,1.792850733,0.0007002082421,0.1817644984
H,raw,0,0,0.001,43,none,0.11674375,0.1200000048,0.1200000048,0.9899999499,0.03999999911,-6.688925743,1.777873635,-343.4421387,0,1,0.9999583364,-3.719277859,0,4.166666622e-05,1,-0.3578425348,0.03014720231,3.205401395e+10,343.4421387,0.8599999547,0,-2.283948183,0.04887777567,-4.960848331,0,1.088144307,0.9198083282,-31.94414139,0,0.0002749999985,1,-26.96045876,48.04748154,-1.998667645e+12,4.960848331,0.003960149828,0.6596003175,1.386514425,1.850692153,0.001599152689,0.1874880195
H,raw,0,0,0.001,44,none,0.1181916667,0.1183333397,0.1183333397,0.9899999499,0.03999999911,-6.688925743,1.777873635,-448.7239685,0,1,0.9999916553,-3.719277859,0,8.333333426e-06,1,-0.3578425348,0.029660156,3.118810522e+10,448.7239685,0.8599999547,0,-2.280822754,0.02916847542,-5.257520676,0,1.002663537,0.919958353,-41.00326157,0,5.833333125e-05,1,-34.55439377,80.52064514,-2.013030121e+12,5.257520676,0.006366384681,0.6596003175,1.386514425,1.838812947,0.001005876926,0.1742893755
H,raw,0,0,0.001,45,none,0.1163916667,0.1166666672,0.1166666672,0.9899999499,0.03999999911,-6.688925743,1.777873635,-446.563385,0,1,0.9999916553,-3.719277859,0,8.333333426e-06,1,-0.3578425348,0.0296719484,3.120906854e+10,446.563385,0.8599999547,0,-2.280543804,0.03453093022,-5.175356388,0,1.007078481,0.9199666977,-40.86546326,0,6.666666013e-05,1,-34.5544281,68.06764984,-2.006416753e+12,5.175356388,0.007363772951,0.6596003175,1.386514425,1.868759871,0.001037855749,0.1799636185
H,raw,0,0,0.001,46,none,0.1169145833,0.1174999997,0.1174999997,0.9899999499,0.03999999911,-6.688925743,1.777873635,-475.1553345,0,1,0.9999916553,-3.719277859,0,8.333333426e-06,1,-0.3578425348,0.02977383696,3.13902121e+10,475.1553345,0.8599999547,0,-2.281898737,0.03373667598,-4.961294174,0,1.003057872,0.9199666977,-41.82245255,0,6.666666013e-05,1,-34.5544281,69.51159668,-2.014522507e+12,4.961294174,0.002471496817,0.6596003175,1.383475184,1.851551175,0.0008771126741,0.1723881811
H,raw,0,0,0.001,47,none,0.1148604167,0.1150000021,0.1150000021,0.9899999499,0.03999999911,-6.688925743,1.777873635,-464.5227051,0,1,0.9999916553,-3.719277859,0,8.333333426e-06,1,-0.3578425348,0.02998064086,3.175788339e+10,464.5227051,0.8700000048,0,-2.282113791,0.05677335709,-5.191286564,0,1.002904494,0.9299750328,-40.03147125,0,7.499999629e-05,1,-34.55445099,40.87730789,-2.03693228e+12,5.191286564,0.001601496595,0.6596003175,1.386514425,1.863739491,0.0008909077733,0.1501098722
H,raw,0,0,0.001,48,none,0.1165416667,0.1166666672,0.1166666672,0.9899999499,0.03999999911,-6.688925743,1.777873635,-453.1616821,0,1,0.9999916553,-3.719277859,0,8.333333426e-06,1,-0.3578425348,0.02999643795,3.178596966e+10,453.1616821,0.8700000048,0,-2.282555103,0.03562663496,-5.107896328,0,1.003171056,0.9299666882,-39.60147858,0,6.666666013e-05,1,-34.55443954,65.45098877,-2.025555624e+12,5.107896328,1.784939195e-05,0.6596003175,1.386514425,1.874994755,0.0008537573158,0.161011219
H,raw,0,0,0.001,49,none,0.1084125,0.1091666669,0.1091666669,0.9899999499,0.03999999911,-6.688925743,1.777873635,-447.6319275,0,1,0.9999916553,-3.719277859,0,8.333333426e-06,1,-0.3578425348,0.03021570481,3.217580237e+10,447.6319275,0.8700000048,0,-2.282830954,0.02641530894,-5.037695408,0,1.007856836,0.9299499989,-38.84349823,0,4.999999874e-05,1,-34.55443954,88.05755615,-2.029336265e+12,5.037695408,0.0009383677971,0.6596003175,1.386514425,1.8810395,0.0008415937773,0.1562041193
