arm,seed,lr,task,iv,online_acc,memo_acc,acc,dead_frac_l1,zeroout_l1,zbar_l1,zsd_l1,zbar_min_l1,mob_l1,eff_rank_l1,dead_frac_l2,zeroout_l2,zbar_l2,zsd_l2,zbar_min_l2,mob_l2,eff_rank_l2,w_norm_l1,w_norm_l2,w_norm_l3,alpha_med_l1,alpha_min_l1,alpha_max_l1,alpha_clip_frac_l1,alpha_W_med_l1,alpha_med_l2,alpha_min_l2,alpha_max_l2,alpha_clip_frac_l2,alpha_W_med_l2
SWA3u,0,0.001,1,none,0.9747083333,1,1,0,0,-0.8346229792,1.600440621,-5.549005508,0.2915552258,76.8930871,0,0,1.593941927,1.308576941,0.5189145207,0.9261064529,37.42640242,3.311115265,2.149713993,3.41844511,1.928477168,1.075305462,3.902877331,0,3,2.358978271,1.934915781,2.837132215,0,3
SWA3u,0,0.001,2,none,0.9579458333,1,1,0,0,-4.054229736,2.410711765,-7.428359985,-0.002558302833,80.2803152,0,0,0.5800465941,0.8472201228,-0.6021050215,0.8815062642,45.03728192,5.609137535,4.5604496,7.862067223,1.26661253,0.8421315551,2.304189682,0,3,3.676143646,2.814047813,5.195858002,0,3
SWA3u,0,0.001,3,none,0.9634354167,1,1,0,0,-5.673530102,2.884918928,-12.37326145,-0.01586501673,75.66992133,0,0,0.8432424068,0.6196095943,-0.4861016273,0.9992936254,29.02304338,7.283807278,5.907784939,11.25344658,1.064001918,0.5508532524,2.215387344,0,3,4.998152733,3.902551889,6.390960217,0,3
SWA3u,0,0.001,4,none,0.9501916667,1,1,0,0,-8.084705353,3.646535635,-15.67834282,-0.01589110307,77.53283284,0,0,0.6333115697,0.5580223799,-0.1026108116,0.9857186079,35.22487807,8.650415421,6.319833279,11.90708256,0.8425369263,0.5013538599,1.369744539,0,3,5.575705051,3.977272987,7.164844036,0,3
SWA3u,0,0.001,5,none,0.9431979167,1,1,0,0,-10.05458355,4.311943531,-15.58200836,-0.01609987579,75.49910043,0,0,0.4379812479,0.5986022353,-0.6484692097,0.8650135398,46.22276541,9.841026306,6.817820549,14.05325127,0.7176322341,0.422897011,1.081269622,0,3,5.20895195,3.781497955,6.594950676,0,3
SWA3u,0,0.001,6,none,0.9314541667,1,1,0,0,-11.11276627,4.804984093,-19.0219574,-0.01691821776,76.51701777,0,0,-0.06647736579,0.7912451625,-1.171771049,0.4673187733,61.73052227,11.14905643,7.383019447,16.91589737,0.6393274665,0.3507541418,1.095829725,0,3,3.929541111,1.593417168,4.850427628,0,3
SWA3u,0,0.001,7,none,0.94426875,1,1,0,0,-9.77074337,4.814917564,-19.38894463,-0.01828304306,79.87067461,0,0,-0.7865774035,1.267705679,-1.309228539,0.2401024848,72.22308773,12.66341686,8.827712059,24.88939476,0.6304473877,0.3459707797,1.148931026,0,3,2.441215038,1.880355835,3.842878819,0,3
SWA3u,0,0.001,8,none,0.9464145833,1,1,0,0,-9.737251282,4.797098637,-22.54558563,-0.01582282782,82.29591754,0,0,-1.532407641,1.5691185,-2.535162687,0.0807339251,70.18271796,13.85206699,9.670226097,29.0787468,0.6449691653,0.3018086553,1.198809624,0,3,1.976863146,1.248206854,3.042838573,0,3
SWA3u,0,0.001,9,none,0.9398916667,1,1,0,0,-10.11558628,4.814629078,-20.73378372,-0.01634130813,81.32065591,0,0,-1.868321896,1.528716564,-3.564047098,0.0344825685,68.70153538,15.55922794,10.43010426,36.12201691,0.6425181031,0.3099588752,1.215162754,0,3,2.0030303,1.022318482,3.359967232,0,3
SWA3u,0,0.001,10,none,0.925,0.9991666675,0.9991666675,0,0,-10.06498337,5.135355473,-30.04817009,-0.01656585373,83.08707564,0,0,-2.433296204,1.713567138,-3.890030622,0.0008383417153,54.27336974,16.77752686,10.99785423,42.14638901,0.6002178192,0.2661584914,1.144333243,0,3,1.796207666,1.035978079,3.10204339,0,3
SWA3u,0,0.001,11,none,0.9215520833,1,1,0,0,-9.812360764,4.964194298,-29.03925705,-0.01563154906,82.99986234,0,0,-3.019156933,2.027174234,-4.986880302,-0.01146850549,46.95238854,17.4087944,11.74723911,45.9355545,0.6104923487,0.2305029929,1.071375608,0,3,1.504286289,0.9804048538,3.363869667,0,3
SWA3u,0,0.001,12,none,0.9168104167,1,1,0,0,-9.480165482,4.807486534,-30.71377563,-0.01510378532,83.85330472,0,0,-3.12315464,2.028692007,-4.869580269,-0.0121990284,41.98559195,18.49051094,12.29992485,48.504673,0.6407634616,0.2287134379,0.9915642738,0,3,1.517960429,0.8926990628,3.010724545,0,3
SWA3u,0,0.001,13,none,0.9129729167,1,1,0,0,-9.869547844,4.914211273,-34.68505859,-0.0141215343,83.78976293,0,0,-3.568184376,2.329625607,-5.973462582,-0.01417425275,32.52711923,19.13836098,12.91639614,50.41394806,0.6233619452,0.2161696404,0.9966766834,0,3,1.329067469,0.8075608015,2.760607243,0,3
SWA3u,0,0.001,14,none,0.8990104167,0.9966666698,0.9966666698,0,0,-10.34911251,4.894122601,-38.84527969,-0.01442776527,83.01487131,0,0,-4.071615219,2.425246477,-6.558598042,-0.01964907721,25.66460491,20.0825882,13.46628761,53.24363708,0.6292280555,0.1935088336,1.067358732,0,3,1.263458848,0.6347436309,2.217364311,0,3
SWA3u,0,0.001,15,none,0.913225,0.9908333421,0.9908333421,0,0,-10.81334209,4.924201965,-48.58256531,-0.01439496037,82.48759986,0,0,-4.238967896,2.418144703,-6.977893829,-0.02113485895,31.92189927,20.6938858,13.91353798,55.65907288,0.6130247712,0.1746612787,0.9671925306,0,3,1.266367197,0.6023195386,2.598755121,0,3
SWA3u,0,0.001,16,none,0.91058125,0.9958333373,0.9958333373,0,0,-10.59542465,5.278192043,-39.93000031,-0.01343739219,83.68810166,0,0,-4.865789413,2.759333134,-8.637742043,-0.02206740156,27.59694736,21.66008377,14.58687401,56.85022354,0.5871483684,0.1820262372,0.8940945268,0,3,1.09688437,0.5275517702,1.991428137,0,3
SWA3u,0,0.001,17,none,0.9032,0.9991666675,0.9991666675,0,0,-11.55785465,5.343887329,-40.81668854,-0.01355909836,82.53006067,0,0,-5.233514309,2.920507431,-8.291764259,-0.0224214457,19.18613869,22.5531826,14.91576862,57.71172333,0.5714555979,0.1799939871,0.9079397321,0,3,1.017124891,0.5060446262,1.869607329,0,3
SWA3u,0,0.001,18,none,0.89360625,0.9941666722,0.9941666722,0,0,-11.22593307,5.263020515,-60.42720032,-0.0133564854,82.40176622,0,0,-6.158811092,3.657810688,-10.52881908,-0.02457612567,15.50815531,23.35195541,15.52051926,58.0245285,0.583173573,0.141386956,0.8330136538,0,3,0.8373703957,0.4016441703,1.682698846,0,3
SWA3u,0,0.001,19,none,0.9056395833,0.9900000095,0.9900000095,0,0,-11.39431572,5.382324696,-70.18431854,-0.01367714908,82.35831653,0,0,-6.650319576,3.928253174,-11.55535603,-0.02555972338,13.60550583,23.65279961,16.19340324,58.35482788,0.5683413744,0.1157817096,0.7975062132,0,3,0.7776398063,0.3918405771,1.443213224,0,3
SWA3u,0,0.001,20,none,0.9077229167,0.9499999881,0.9499999881,0,0,-12.25536251,5.738435268,-60.28302002,-0.0136989709,83.25304667,0,0,-6.867630005,4.15609169,-10.37337112,-0.02665640973,14.93092996,24.44438553,16.57172203,58.22478485,0.5363019109,0.1296188533,0.7921636105,0,3,0.7310445309,0.4204001427,1.488041759,0,3
SWA3u,0,0.001,21,none,0.8898166667,0.9950000048,0.9950000048,0,0,-12.3619566,5.702750206,-72.93540955,-0.0120842848,84.82977289,0,0,-7.915581226,4.811480045,-13.29605484,-0.02511782013,16.10517476,25.03361893,17.29358864,58.64564133,0.532940805,0.1034226567,0.7841691971,0,3,0.6467882991,0.3022791743,1.263245583,0,3
SWA3u,0,0.001,22,none,0.8839291667,0.9900000095,0.9900000095,0,0,-11.80467224,5.64027071,-73.56039429,-0.01128312852,84.25432378,0,0,-9.071364403,5.726071358,-15.70175648,-0.02807233855,11.21240288,25.55105019,17.69116592,58.53623962,0.5474467874,0.1069760323,0.7345792651,0,3,0.5422244668,0.2757771313,1.033203125,0,3
SWA3u,0,0.001,23,none,0.8955854167,0.9991666675,0.9991666675,0,0,-11.80849743,5.779361725,-84.86856842,-0.01087070256,83.87333123,0,0,-9.530319214,6.742519855,-16.62761497,-0.02966735139,9.004507321,26.41350937,18.35086823,57.89315414,0.5342890024,0.09572502971,0.7382639647,0,3,0.4690273404,0.2488768399,0.9224660397,0,3
SWA3u,0,0.001,24,none,0.8849604167,0.9850000143,0.9850000143,0,0,-11.64853001,5.75782156,-84.06087494,-0.01157495473,79.55778919,0,0,-10.68749523,8.367074013,-20.90039444,-0.03543673828,6.108976711,26.76931572,19.41649818,57.90821838,0.5333418846,0.105228439,0.7230344415,0,3,0.3903508782,0.1879265308,0.8667599559,0,3
SWA3u,0,0.001,25,none,0.8785958333,0.9975000024,0.9975000024,0,0,-11.8280468,5.845639706,-98.56852722,-0.01090293098,79.4559579,0,0,-12.70048714,11.98772812,-19.85996819,-0.04133445024,5.905544264,27.18163109,19.99400902,55.19799423,0.5328967571,0.09076682478,0.7216548324,0,3,0.260518074,0.1641207188,0.46817559,0,3
