arm,seed,lr,task,iv,online_acc,memo_acc,acc,dead_frac_l1,zeroout_l1,zbar_l1,zsd_l1,zbar_min_l1,mob_l1,eff_rank_l1,dead_frac_l2,zeroout_l2,zbar_l2,zsd_l2,zbar_min_l2,mob_l2,eff_rank_l2,w_norm_l1,w_norm_l2,w_norm_l3,alpha_med_l1,alpha_min_l1,alpha_max_l1,alpha_clip_frac_l1,alpha_W_med_l1,alpha_med_l2,alpha_min_l2,alpha_max_l2,alpha_clip_frac_l2,alpha_W_med_l2
SWA3,4,0.001,1,none,0.9745604167,1,1,0,0,-0.8359665871,1.611861467,-6.551465511,0.2996554375,80.64849809,0,0,1.181076884,1.248889208,0.5185406208,0.8526070714,43.33050039,3.437893867,2.147587061,3.396145821,1.84580934,0.9975049496,3.224736929,0,3,2.477922916,2.183790207,2.960593462,0,3
SWA3,4,0.001,2,none,0.9607395833,0.9991666675,0.9991666675,0,0,-4.576442242,2.437165499,-10.23676777,-0.01102454308,73.43864688,0,0,0.766697526,0.8348687887,0.4910651743,0.9304224849,40.35780873,5.780440331,4.720907211,8.264206886,1.268318772,0.5121977329,2.245245457,0,3,3.747983456,2.979499817,5.218223095,0,3
SWA3,4,0.001,3,none,0.9423791667,1,1,0,0,-7.020927906,3.298588991,-14.4674139,-0.01790420525,78.37701662,0,0,0.6723778248,0.5504600406,0.3426989913,0.9934415817,31.87141062,7.826191902,5.731384277,9.242302895,0.9304670691,0.4957495332,1.88709259,0,3,5.612463951,4.550071716,7.299655437,0,3
SWA3,4,0.001,4,none,0.9444729167,1,1,0,0,-10.04405117,4.243667126,-22.45005226,-0.01633754,78.13658942,0,0,0.4975135326,0.5089544654,0.07399591058,0.9430667162,37.96681493,9.833465576,6.214067459,9.955628395,0.7229250073,0.4281731844,1.280527592,0,3,6.111581326,4.480939388,7.69275856,0,3
SWA3,4,0.001,5,none,0.9404958333,1,1,0,0,-10.27144146,4.690810204,-24.6716404,-0.01734280214,76.25769434,0,0,0.56137079,0.7513384223,-0.2292187065,0.868968904,48.64552375,11.12169552,7.015444279,13.11284637,0.6572362185,0.3505092859,1.060678959,0,3,4.158202171,2.988443375,5.303168297,0,3
SWA3,4,0.001,6,none,0.9412125,1,1,0,0,-10.62430382,5.126532555,-20.24165726,-0.01642307267,78.62367484,0,0,-0.1674217433,1.101181149,-1.292308092,0.4445751011,68.39304837,12.12184334,7.794576645,16.47853661,0.5969299078,0.3177843094,1.185988903,0,3,2.802144527,1.827032328,3.606644154,0,3
SWA3,4,0.001,7,none,0.9416083333,1,1,0,0,-10.33455181,5.129863262,-25.65794182,-0.01846384071,79.83841783,0,0,-1.225529313,1.483546257,-2.443479776,0.1459106505,73.69397391,14.22428989,9.010806084,23.80481148,0.6048212647,0.266612947,0.8804382086,0,3,2.070394039,1.219404697,2.844732761,0,3
SWA3,4,0.001,8,none,0.9445520833,1,1,0,0,-10.2150774,5.031908512,-24.84335518,-0.01476626378,83.25711124,0,0,-1.925229549,1.679890513,-3.402665377,0.05318280682,73.89283347,15.5494051,9.920053482,30.78837967,0.6126902699,0.2754378021,1.003274918,0,3,1.846164465,1.233539343,2.737196922,0,3
SWA3,4,0.001,9,none,0.93403125,0.989166677,0.989166677,0,0,-9.98769474,5.047837257,-30.26205635,-0.01623491943,83.10838347,0,0,-2.584683895,1.760952592,-4.118124962,0.00712689478,68.1541169,16.65746498,10.67386627,36.82805252,0.6087454557,0.2381216586,1.011347771,0,3,1.714869976,1.084662437,2.735669851,0,3
SWA3,4,0.001,10,none,0.9273416667,0.9983333349,0.9983333349,0,0,-9.468988419,5.017212391,-43.11365891,-0.0155035574,82.68197746,0,0,-2.745711803,1.860579133,-4.30962944,-0.004332629964,58.98078904,17.95034981,11.50646687,41.67163467,0.6116254926,0.1768096685,1.190415621,0,3,1.660035968,0.8537490964,2.838850975,0,3
