arm,seed,task,cap_on,major_frac,med_K_l1,med_K_l2,med_U_l1,med_U_l2,med_a1mean_l1,med_b1,med_b2,med_d_l1,med_d_l2,med_gate_mean_l1,med_gate_mean_l2,med_gate_rms_l1,med_gate_rms_l2,med_lowgate_l1,med_lowgate_l2,med_pplus_l1,med_pplus_l2,med_q_l1,med_q_l2,med_row_mean_l1,med_row_mean_l2,med_row_norm_l1,med_row_norm_l2,med_sigma_l1,med_sigma_l2,med_v_norm_l1,med_v_norm_l2,med_wt_norm_l1,med_wt_norm_l2,med_zbar_l1,med_zbar_l2,memo_acc,online_acc,rem_par,rem_perp,rows_par,rows_perp
cap_both,6,1,0,0.1225,2.8731633271537786,3.7197473399206595,2.5438344478607178,4.932436466217041,-0.19004976905757454,-0.00821874919347465,0.04339626245200634,-0.5159527983860397,0.26385403140301555,0.6125206988642458,0.8049488748509126,0.7045618608894502,0.8549917522638013,0.020833333333333332,0.00375,0.3191666666666667,0.5895833333333333,-0.08827690902214143,0.11974691783340217,-0.0018937482357327961,-0.003922284929431044,3.433205344368197,1.6007415157031515,1.099021078540107,1.2439920654544394,3.43228239296751,1.5972428496471636,3.42635811484807,1.599219517180864,-0.5482813207199797,0.32551325380646934,1.0,0.7883854166666666,0.0,0.0,0,0
cap_both,6,2,1,0.1125,2.9483741720811683,3.0994787448198817,3.8112049102783203,7.393346309661865,0.13038617615786885,-0.052749719470739365,-0.0572128240019083,-0.1649228063844556,-0.16813856610147093,0.6780980407850197,0.5848824635254762,0.7713562138958503,0.7154621838324785,0.027083333333333334,0.1425,0.45458333333333334,0.42874999999999996,-0.029382567591274337,-0.15508141855613175,-0.0032436496834917514,0.012114716455107553,3.432689872782905,2.081574336132809,1.3644685571342672,2.4687722307406705,3.432282478210445,2.055535945726728,3.420970954220564,2.078167186164303,-0.22409343055138986,-0.41606903742998835,1.0,0.8211666666666667,136.07524264976382,129.31468510627747,40121,465871
cap_both,6,3,1,0.11166666666666666,3.082030015252416,2.9058872525505004,3.9507960081100464,7.831234931945801,0.15386911001730671,-0.12524208799004555,-0.1491679698228836,-0.1091344857173179,-0.4694519930278733,0.6876812420614684,0.450700892328992,0.7769701898806534,0.6235744190694825,0.03333333333333333,0.3041666666666667,0.47041666666666665,0.32666666666666666,-0.007803131668003914,-0.44057299771609826,-0.0009755339167203164,0.00549723404168617,3.43241939972801,2.4087299842035463,1.436718474048675,3.169440572316274,3.4322824623903516,2.3568529705298964,3.4242278088110685,2.40008910658734,-0.13867599017918109,-1.4374772828848412,0.9991666674613953,0.8626458333333333,193.8163234423846,162.51778411865234,41918,490097
cap_both,6,4,1,0.11166666666666666,3.257879875191376,2.76253984388041,4.113618850708008,8.358240127563477,0.19967384671986413,-0.2164781540632248,-0.22173504531383514,-0.0848879988350228,-0.6143924871349229,0.7092282602757102,0.3767858617301595,0.7852287588633924,0.5744758299172112,0.02,0.42,0.48875,0.28875,0.0072082370904665224,-0.5737518498357094,0.00015107422281839347,0.002711142875778023,3.4325476581321577,2.7155996651393606,1.3937533369949653,3.7136215188196213,3.4322823854136795,2.60380290438828,3.4284279099997015,2.7041313917496224,-0.1089702868865182,-2.3723108436167237,1.0,0.8534583333333333,196.87573323771358,155.80525708198547,43526,489177
cap_both,6,5,1,0.11,3.330154573152981,2.934835377668267,4.393814563751221,9.167329788208008,0.2624818700171697,-0.22843248397111893,-0.2813054323196411,0.018297898983017615,-0.7367256473943891,0.7338603696258603,0.3265082397632365,0.8104132590919157,0.530668874492034,0.01625,0.4741666666666666,0.5129166666666667,0.24041666666666667,0.02485126801631881,-0.5905460602129122,0.00249197449535266,-0.0015329102749819868,3.432789982978221,3.0682560382173882,1.3571434663088002,4.173433699788219,3.43228251528463,2.9972563278580924,3.430538066314281,3.058002629875447,0.02398904464052369,-3.0521449457264196,1.0,0.8492916666666667,179.19386136438698,148.79780769348145,41642,499648
cap_both,6,6,1,0.11,3.406330523521711,3.11327609588508,4.646286487579346,10.301872253417969,0.2394072123345298,-0.22242893278598785,-0.31724126636981964,0.0023174423514654187,-0.8994382309203023,0.719831540514327,0.24605927675306632,0.7979059187213304,0.4518559209384893,0.019999999999999997,0.5970833333333333,0.49041666666666667,0.16458333333333333,0.016801696297106792,-0.760760027714706,0.0026410729013267146,-0.0007286499172914772,3.4325618086209877,3.452579994638848,1.4010971136715065,4.68072511496557,3.4321957216298538,3.3780867922543374,3.4241164256212366,3.4369060113090026,0.0027922934231658777,-4.332422310709953,1.0,0.8577395833333333,181.95542053040117,135.7417140007019,40200,482774
cap_both,6,7,1,0.11916666666666667,3.3181254279952217,3.2224625678822436,4.7518556118011475,11.462095737457275,0.22633105338232326,-0.24106930196285248,-0.3700059801340103,-0.011433861761064996,-0.9724902924385501,0.7233251001662575,0.2084599915894238,0.8020382010836847,0.4218125776806787,0.016666666666666666,0.65625,0.485,0.155,0.018521216203098344,-0.9031352675687699,0.0029714730686819443,-0.00433681761729531,3.432450134015142,3.8476277404219164,1.4180538697366416,5.202842445675868,3.4322824620953405,3.747469079410363,3.4216833435544762,3.8280891215979174,-0.01477460893491904,-5.162089324255163,1.0,0.83271875,190.85501272697002,139.30936193466187,45392,479208
cap_both,6,8,1,0.12166666666666667,3.3528215615960026,3.2769814988584365,4.754188537597656,12.456822872161865,0.28861766606688133,-0.23610369116067886,-0.40745018422603607,0.013995300513250136,-1.119885782012297,0.731203612005338,0.17063275935641825,0.803230893088102,0.37892258728869643,0.017083333333333332,0.71875,0.5154166666666666,0.12041666666666667,0.016846604787363013,-1.0322102538083937,0.004754412638272252,-0.005940923097004998,3.4326552982329215,4.221574068326841,1.4184252973194402,5.847907937759241,3.4322824706929222,4.108222213132266,3.426198668331324,4.201157392840875,0.02001812054930876,-6.3335809523922695,1.0,0.7993125,169.1250627366826,120.59326887130737,41494,420318
cap_both,6,9,1,0.12416666666666666,3.358958602344839,3.084715365527803,4.795017957687378,12.18345594406128,0.2319751723150451,-0.191548690199852,-0.41809575259685516,-0.033958642523105154,-1.1404418682059614,0.7035779841147208,0.15109755673227898,0.7830228943834182,0.3594299058108492,0.019166666666666665,0.7545833333333334,0.48083333333333333,0.11,0.005907913925894837,-1.2756696502848623,0.0037802502250126138,-0.01480842378223315,3.43274003170792,4.579835282135878,1.4652898913805399,6.291069827206338,3.4322823765701997,4.388704454960309,3.4294446223457657,4.563109805402667,-0.044976708916947244,-7.6516307515340545,0.996666669845581,0.7733229166666666,181.15098401159048,129.31501412391663,40173,388330
cap_both,6,10,1,0.12083333333333333,3.200967542949697,2.906589600456572,4.7877771854400635,10.441799640655518,0.261568916660993,-0.16565745323896408,-0.4576971232891083,-0.03793678081274554,-1.4561498884873711,0.7033885988849216,0.07690109983673224,0.7882576319319577,0.2557147667271429,0.02375,0.8658333333333333,0.4916666666666667,0.05541666666666667,0.006749478385684456,-1.3803561538180702,0.002932927114188158,-0.016248837007442486,3.432316233080411,4.861245757200293,1.4680926836130677,7.03638990783171,3.432282585250825,4.645979488590017,3.4213594411107335,4.854595597396052,-0.055081112308738134,-10.491734619239967,0.9358333349227905,0.6849270833333333,169.54153476841748,127.93819999694824,48040,356754
