task,arm,seed,online_acc,online_loss,train_acc,train_loss,val_acc,val_loss,samples,steps,online_global_acc,train_global_acc,val_global_acc,train_seconds,seconds,online_chunks
1,SL,0,0.5254719853401184,1.1480506862068176,0.6144,0.949200178527832,0.58,1.0857542114257812,62500,500,0.5251359939575195,0.6144,0.58,47.9820485850214,50.30486791598378,"[0.41119998693466187, 0.5037599802017212, 0.5403199791908264, 0.5694400072097778, 0.6026399731636047]"
2,SL,0,0.7599520087242126,0.6353464008636475,0.84,0.41327552604675294,0.736,0.7544658813476562,62500,500,0.7596960067749023,0.84,0.736,31.319451390998438,33.01727907801978,"[0.6310399770736694, 0.7612800002098083, 0.7911999821662903, 0.7997599840164185, 0.8164799809455872]"
3,SL,0,0.6780160069465637,0.7796265124797821,0.7796,0.5683164123535156,0.76,0.7599660034179687,62500,500,0.6776160001754761,0.7796,0.76,31.356069967034273,33.04369791602949,"[0.5492799878120422, 0.6627999544143677, 0.7025600075721741, 0.7315999865531921, 0.7438399791717529]"
4,SL,0,0.6533120274543762,0.9022915711708068,0.7524,0.6680386016845703,0.692,0.8497799682617188,62500,500,0.6528159976005554,0.7524,0.692,31.360320336010773,33.05900720698992,"[0.5469599962234497, 0.6301599740982056, 0.6804800033569336, 0.6899200081825256, 0.7190399765968323]"
5,SL,0,0.6589919924736023,0.8769031768131256,0.7616,0.6229225730895996,0.668,0.8793295288085937,62500,500,0.6585599780082703,0.7616,0.668,31.381541426002514,33.10022266797023,"[0.5539999604225159, 0.6344799995422363, 0.676639974117279, 0.7021600008010864, 0.727679967880249]"
6,SL,0,0.669439971446991,0.875826906917572,0.7384,0.6982546920776367,0.684,0.9144348449707032,62500,500,0.6690559983253479,0.7384,0.684,31.363890605978668,32.90663713403046,"[0.5713599920272827, 0.6539999842643738, 0.6927199959754944, 0.7069599628448486, 0.7221599817276001]"
7,SL,0,0.815392017364502,0.4825771927051544,0.9124,0.24041656150817872,0.892,0.35480006408691406,62500,500,0.8150240182876587,0.9124,0.892,31.36605063197203,32.915375698008575,"[0.7023199796676636, 0.8065599799156189, 0.8363199830055237, 0.8574399948120117, 0.8743199706077576]"
8,SL,0,0.7142239809036255,0.741996443435669,0.814,0.48520066261291506,0.736,0.6786337585449219,62500,500,0.7137759923934937,0.814,0.736,31.38283829705324,33.129521935014054,"[0.6043199896812439, 0.7012799978256226, 0.7315199971199036, 0.7540000081062317, 0.7799999713897705]"
9,SL,0,0.8092799782752991,0.5194297504653931,0.8948,0.2919866523742676,0.764,0.6755544128417968,62500,500,0.8089119791984558,0.8948,0.764,31.391404446971137,32.92908204597188,"[0.7106399536132812, 0.798799991607666, 0.8270399570465088, 0.8462399840354919, 0.8636800050735474]"
10,SL,0,0.6960160136222839,0.7745039103775024,0.7912,0.5431331115722656,0.596,1.0459292907714843,62500,500,0.6955360174179077,0.7912,0.596,31.400456841976847,32.93432291399222,"[0.5875999927520752, 0.6823199987411499, 0.7195999622344971, 0.7315199971199036, 0.7590399980545044]"
11,SL,0,0.7967199683189392,0.5581441439590454,0.8612,0.3911188653945923,0.768,0.6407653198242188,62500,500,0.796288013458252,0.8612,0.768,31.39038121397607,32.91892628901405,"[0.6868799924850464, 0.7879199981689453, 0.8189599514007568, 0.829039990901947, 0.8607999682426453]"
12,SL,0,0.816815972328186,0.4975099394216537,0.8996,0.28168376655578614,0.828,0.49514840698242185,62500,500,0.8165599703788757,0.8996,0.828,31.398598744999617,32.941986844991334,"[0.7152000069618225, 0.8044799566268921, 0.8383199572563171, 0.8507999777793884, 0.87527996301651]"
