arm,cond,seed,slot,lr,task,hard,n_classes,online_acc,train_acc,test_acc,acc,dead_frac_l1,zeroout_l1,zbar_l1,zsd_l1,zbar_min_l1,mob_l1,eff_rank_l1,dead_frac_l2,zeroout_l2,zbar_l2,zsd_l2,zbar_min_l2,mob_l2,eff_rank_l2,w_norm_l1,w_norm_l2,w_norm_l3
R,std,0,0,0.0001,1,1,5,0.7240384615,0.8551999927,0.7380000353,0.8551999927,0,0,0.515068531,5.152367115,-2.851085186,0.5367999673,35.54187907,0,0,1.700334311,2.752119303,-3.754865885,0.7727999687,23.93366661,0.7122679353,0.6028171182,0.6198714972
R,std,0,0,0.0001,2,0,1,0.9596554487,1,1,1,0,0,-1.849798322,3.147805691,-6.169391155,0.2440000176,29.32168004,0.04999999702,0.04999999702,-0.2963756323,1.738466144,-4.835492611,0.3860000074,14.99016855,0.7003403306,0.5993356705,0.6554012895
R,std,0,0,0.0001,3,1,5,0.6476362179,0.8059999943,0.6660000086,0.8059999943,0,0,-0.5803675652,3.937661648,-2.889356852,0.4343999922,39.64714666,0.009999999776,0.009999999776,0.3068240285,2.380442142,-5.55204916,0.534799993,27.32529485,0.7562266588,0.6119500399,0.7873594761
R,std,0,0,0.0001,4,0,1,0.9536057692,1,1,1,0,0,-0.4744878113,3.140897989,-5.120994568,0.40200001,32.49598107,0.009999999776,0.009999999776,-0.4825459421,2.265076399,-5.925577641,0.378000021,16.07899828,0.7608677149,0.61561656,0.858199358
R,std,0,0,0.0001,5,1,5,0.7075721154,0.8452000022,0.7480000257,0.8452000022,0,0,-0.8647032976,4.66153574,-4.900495052,0.3939999938,38.78921345,0.009999999776,0.009999999776,-1.004660368,2.952039003,-6.795906067,0.3531999886,26.09478744,0.8024280071,0.6191447973,0.9870678186
R,std,0,0,0.0001,6,0,1,0.9395432692,1,1,1,0,0,-2.48766923,4.022786617,-6.442340374,0.2180000097,25.28402232,0.01999999955,0.01999999955,-2.027801275,2.354030848,-5.24699831,0.08200000226,12.49490159,0.8065376878,0.6218959093,1.079648972
R,std,0,0,0.0001,7,1,5,0.6704326923,0.8271999955,0.7380000353,0.8271999955,0,0,-0.5434117913,6.736745834,-3.143941641,0.4759999812,39.87955967,0,0,-2.11042881,3.710752249,-8.491927147,0.2800000012,23.85995721,0.8579811454,0.6319254041,1.221909881
R,std,0,0,0.0001,8,0,1,0.9478766026,1,1,1,0,0,-3.455686092,4.749857426,-10.2495451,0.1800000072,26.99418115,0.1299999952,0.1299999952,-3.146631002,2.666817188,-9.790374756,0.04200000316,12.00014866,0.8720921278,0.63312608,1.276575208
R,std,0,0,0.0001,9,1,5,0.4669070513,0.6575999856,0.5720000267,0.6575999856,0,0,-0.09176795185,6.675027847,-5.104640484,0.4975999892,44.02198855,0,0,-2.472803116,3.245151997,-7.192924976,0.1547999978,22.28579317,0.8980505466,0.6399308443,1.449282289
R,std,0,0,0.0001,10,0,1,0.9132211538,1,1,1,0,0,-1.428566694,5.039852142,-5.662507057,0.3640000224,35.66482151,0.09999999404,0.09999999404,-3.867023706,3.158926487,-9.657103539,0.03600000218,12.08008264,0.8857933283,0.641690135,1.534913659
R,std,0,0,0.0001,11,1,5,0.5369791667,0.7211999893,0.6300000548,0.7211999893,0,0,-0.7767661214,6.349284172,-4.187003136,0.4535999894,40.57834931,0.04999999702,0.04999999702,-4.025027275,3.715147972,-8.910122871,0.07479999959,18.64716579,0.9254594445,0.6488289237,1.681266189
R,std,0,0,0.0001,12,0,1,0.9107772436,1,1,1,0,0,0.09003138542,4.335291862,-6.034603596,0.5220000148,36.98491847,0.05999999866,0.05999999866,-3.121137381,3.403484821,-8.163280487,0.06599999964,14.64255967,0.8801285625,0.6499282718,1.765549183
R,std,0,0,0.0001,13,1,5,0.5779246795,0.7667999864,0.6740000248,0.7667999864,0,0,-0.9072220325,7.134930611,-5.235794067,0.4287999868,38.09100896,0.03999999911,0.03999999911,-4.611889839,4.21314621,-11.56654072,0.06560000032,16.6131904,0.9830304384,0.6582854986,1.918971539
R,std,0,0,0.0001,14,0,1,0.9028846154,1,1,1,0,0,-3.167062759,5.549649239,-13.24351406,0.2380000055,25.41278095,0.2599999905,0.2599999905,-5.190336227,3.479583979,-18.7385273,0.00800000038,5.908591468,0.9437069893,0.6607964635,1.960341096
R,std,0,0,0.0001,15,1,5,0.4777644231,0.6523999572,0.6140000224,0.6523999572,0,0,-0.3502623439,7.561790943,-5.237298489,0.4855999947,32.79965533,0.08999999613,0.08999999613,-6.323117256,4.798517704,-13.53850269,0.01439999975,9.64813935,0.9831738472,0.663254559,2.045690536
R,std,0,0,0.0001,16,0,1,0.8915865385,1,1,1,0,0,-0.6335387826,5.829327583,-5.188046932,0.4680000246,33.79888698,0.2299999893,0.2299999893,-6.144134998,4.865532875,-12.28531075,0.01000000071,8.740067292,0.9561387897,0.6649294496,2.120230436
R,std,0,0,0.0001,17,1,5,0.5086137821,0.7379999757,0.6180000305,0.7379999757,0,0,-0.3985370994,6.43521452,-3.394486666,0.4791999757,42.23388517,0.1299999952,0.1299999952,-5.519206047,4.201621532,-13.09950256,0.03199999779,15.4649353,1.004145503,0.6714330912,2.078933954
R,std,0,0,0.0001,18,0,1,0.8323317308,1,1,1,0,0,-2.051053286,5.005497932,-13.60100079,0.2460000068,22.36193009,0.4199999869,0.4199999869,-7.972055435,4.939864159,-20.92292976,0.00400000019,3.843622971,0.9758345485,0.6751641631,2.134038925
