arm,d1,d2,d3,d4,d5,d6,d7,d8,d9
CB1f_a1_1216,6.653050279617309,7.217343187332153,7.597567725181579,7.931661701202392,8.235996961593628,8.587913036346436,9.028590297698974,9.553196144104003,10.443127536773682
CB1l_a1_1216,4.240670585632325,4.882379198074341,5.322068691253662,5.643938207626343,5.9601662158966064,6.2853515625,6.562888741493225,6.852803897857666,7.31510910987854
RB_dpi_1216,4.1389727115631105,4.780331993103028,5.297034049034119,5.685861110687256,5.994741439819336,6.294940853118897,6.718248796463012,7.1446233749389645,7.592192077636719
