arm,cond,seed,slot,lr,task,hard,n_classes,online_acc,train_acc,test_acc,acc,dead_frac_l1,zeroout_l1,zbar_l1,zsd_l1,zbar_min_l1,mob_l1,eff_rank_l1,dead_frac_l2,zeroout_l2,zbar_l2,zsd_l2,zbar_min_l2,mob_l2,eff_rank_l2,w_norm_l1,w_norm_l2,w_norm_l3,m_l1,m_l2
CH,std,0,0,0.0001,1,1,5,0.6693910256,0.804799974,0.7320000529,0.804799974,0,0,0.1618368179,7.587829113,-1.897324204,0.4955999851,26.92236992,0,0,-0.02022768557,5.621748447,-0.6745429635,0.4831999838,26.34142578,0.7803605199,0.6331373453,0.6469612122,3.980071306,3.312219858
CH,std,0,0,0.0001,2,0,1,0.8975160256,0.6980000138,0.6599999666,0.6980000138,0,0,-0.8578541875,0.8631290197,-2.381022692,0.09000000358,8.644332927,0,0,-0.8723931909,0.9135060906,-4.203650475,0.09000000358,7.178195077,0.6483365893,0.6256471872,0.7998699546,3.103782177,1.954540849
CH,std,0,0,0.0001,3,1,5,0.5872195513,0.6231999993,0.5279999971,0.6231999993,0,0,-0.1984682083,15.95701408,-7.300979614,0.4491999745,18.5437452,0,0,2.04931879,35.73643494,-5.939038277,0.5795999765,15.13112434,1.084195971,0.7907204032,0.7945022583,8.484923363,14.11871338
CH,std,0,0,0.0001,4,0,1,0.7429086538,0.80400002,0.6200000048,0.80400002,0,0,-1.27560699,1.405792713,-34.53782654,0.1120000035,7.547138685,0,0,-0.9075013399,7.818131447,-5.782509804,0.4320000112,8.839147495,0.7481956482,0.8691574335,0.8467729092,3.853411436,6.763519287
CH,std,0,0,0.0001,5,1,5,0.5851362179,0.7275999784,0.6480000019,0.7275999784,0,0,-0.2662893832,2.07215786,-14.81071186,0.3995999992,12.20465443,0,0,-0.214184463,24.96512985,-3.237449884,0.5867999792,12.93236144,0.7161205411,0.9091670513,0.8423731923,4.846684456,10.72661591
CH,std,0,0,0.0001,6,0,1,0.9365384615,0.9880000353,0.9099999666,0.9880000353,0,0,-0.6461174488,6.834080219,-14.83693981,0.4660000205,11.06413901,0,0,-1.131122112,23.38728523,-5.902709484,0.55400002,11.86102828,0.8254750371,0.9291500449,0.872492075,6.006085873,11.06942463
CH,std,0,0,0.0001,7,1,5,0.5897035256,0.6728000045,0.6200000048,0.6728000045,0,0,-0.2853659093,2.282242775,-13.97114372,0.4267999828,10.49461654,0,0,0.9338396192,38.27663422,-3.069161654,0.6179999709,12.5368504,0.7387201786,0.9979469776,0.8992759585,6.819264889,17.46708298
CH,std,0,0,0.0001,8,0,1,0.9050080128,0.9240000248,0.8599999547,0.9240000248,0,0,-2.554658651,10.76952457,-37.12443924,0.3360000253,15.02890305,0,0,-1.223423123,26.84955215,-9.408033371,0.5420000553,13.97829054,0.9658278823,1.0341295,0.8994129896,9.709428787,11.63974094
CH,std,0,0,0.0001,9,1,5,0.4309294872,0.5004000068,0.4420000315,0.5004000068,0,0,-0.2619926631,3.285235167,-8.475419998,0.4431999922,13.2374336,0,0,0.8897648454,46.95809174,-4.482020855,0.6272000074,13.14395067,0.8053326011,1.068561077,0.9258602858,7.293110847,19.33691406
CH,std,0,0,0.0001,10,0,1,0.9611378205,0.9820000529,0.8199999928,0.9820000529,0,0,-0.4203404188,17.67198753,-7.613900661,0.4920000136,14.07624602,0,0,-0.4123494923,45.68111038,-10.5055809,0.6160000563,13.12324483,1.067997456,1.100948453,0.9480485916,9.691651344,19.59780884
CH,std,0,0,0.0001,11,1,5,0.5635416667,0.6663999557,0.5980000496,0.6663999557,0,0,-0.1779861599,10.66840649,-3.987625599,0.480799973,13.90210621,0,0,0.7199862599,51.95160675,-4.853303909,0.6100000143,12.43121497,0.9623841643,1.140245914,0.9773872495,9.085697174,23.06071663
CH,std,0,0,0.0001,12,0,1,0.9746394231,0.9960000515,0.9300000072,0.9960000515,0,0,-1.502092123,14.06772709,-30.72387123,0.3220000267,12.47610254,0,0,1.131899476,45.71098709,-6.53090477,0.6200000048,12.02051192,1.026341319,1.206993818,0.9985904694,7.175151348,18.29358101
CH,std,0,0,0.0001,13,1,5,0.5770833333,0.6755999923,0.6300000548,0.6755999923,0,0,-0.5723474622,21.85667229,-13.79023552,0.4659999907,13.46865536,0,0,0.4615301192,69.02435303,-6.895770073,0.6340000033,13.14281767,1.172373891,1.223318696,1.012064815,11.72491169,29.67212868
CH,std,0,0,0.0001,14,0,1,0.9471955128,0.9440000653,0.9199999571,0.9440000653,0,0,-2.549739838,3.297374725,-116.4197388,0.09400000423,8.785897749,0.009999999776,0,3.688125372,29.14802933,-31.69381714,0.6260000467,12.67134691,0.8773584962,1.269406319,1.039957523,7.362380981,18.43008423
CH,std,0,0,0.0001,15,1,5,0.5033253205,0.5831999779,0.5340000391,0.5831999779,0,0,0.05659462884,24.30215263,-7.120745182,0.4443999827,12.20509334,0,0,-0.9928734899,53.95574951,-20.44348907,0.6391999722,12.68752382,1.184565902,1.311936378,1.067909598,12.39952755,26.93525887
CH,std,0,0,0.0001,16,0,1,0.9790064103,0.9980000257,0.7400000095,0.9980000257,0,0,-0.7278644443,10.77002335,-12.50901985,0.4700000286,12.05778214,0,0,2.05502367,50.82318878,-11.63814545,0.6600000262,13.05480167,0.9801307917,1.308781505,1.075000882,10.19511986,24.93254852
CH,std,0,0,0.0001,17,1,5,0.5673076923,0.6588000059,0.5600000024,0.6588000059,0,0,-0.2944432199,17.41123581,-4.343551159,0.4931999743,17.58325618,0,0,0.07559271157,54.39577866,-14.99699306,0.6231999993,16.03529071,1.191120863,1.317203045,1.091609955,10.10926628,24.03373528
CH,std,0,0,0.0001,18,0,1,0.9572516026,0.9820000529,0.8899999857,0.9820000529,0,0,-4.359746456,6.549630642,-62.18168259,0.1120000035,9.67754243,0.009999999776,0,2.322078466,43.02856827,-20.73105431,0.584000051,11.53039438,1.01924777,1.354402423,1.128138423,7.914443016,19.76076698
CH,std,0,0,0.0001,19,1,5,0.4438301282,0.5367999673,0.5040000081,0.5367999673,0,0,-0.1404929459,19.66706276,-1.591362238,0.4599999785,15.61312566,0,0,-1.700089455,62.56878281,-20.48995972,0.6007999778,14.6340072,1.245003104,1.397511005,1.137313366,10.8076458,25.85534859
CH,std,0,0,0.0001,20,0,1,0.9338541667,0.9760000706,0.9099999666,0.9760000706,0,0,-2.395604134,16.70622253,-16.30774307,0.4240000248,13.5470772,0,0,-0.3283686638,60.23384857,-7.635762215,0.6020000577,13.07213259,1.191331863,1.38291955,1.161606908,9.621887207,24.61729431
CH,std,0,0,0.0001,21,1,5,0.4193108974,0.521600008,0.4460000098,0.521600008,0,0,-0.4444232285,5.801364422,-4.674738884,0.4391999841,10.8588296,0,0,2.132470608,81.77628326,-4.702830315,0.611199975,11.37117322,1.000984669,1.492328763,1.189797163,9.640501022,33.2454071
CH,std,0,0,0.0001,22,0,1,0.9671073718,0.9880000353,0.9300000072,0.9880000353,0,0,-0.5574940443,32.36162567,-4.186132431,0.4960000217,6.955203979,0,0,-0.9131499529,116.4431992,-33.77731323,0.5700000525,8.43574692,1.240291357,1.531754851,1.202608228,18.18737221,50.704216
CH,std,0,0,0.0001,23,1,5,0.5944310897,0.6563999653,0.6600000262,0.6563999653,0,0,-1.657050967,20.47739983,-33.54613495,0.3491999805,14.48497657,0,0,1.296147227,68.70600891,-10.88930893,0.6055999994,15.07541003,1.276242375,1.503042579,1.226365805,11.90053844,28.20320511
