arm,seed,lr,task,iv,online_acc,memo_acc,acc,dead_frac_l1,zeroout_l1,zbar_l1,zsd_l1,zbar_min_l1,mob_l1,eff_rank_l1,dead_frac_l2,zeroout_l2,zbar_l2,zsd_l2,zbar_min_l2,mob_l2,eff_rank_l2,w_norm_l1,w_norm_l2,w_norm_l3,alpha_med_l1,alpha_min_l1,alpha_max_l1,alpha_clip_frac_l1,two_alpha_W_med_l1,alpha_med_l2,alpha_min_l2,alpha_max_l2,alpha_clip_frac_l2,two_alpha_W_med_l2
SNAc3,7,0.001,1,none,0.96200625,1,1,0,0,-0.217520088,0.7333260179,-3.279093742,0.9755792022,50.32852578,0,0,-0.07435393333,1.140240312,-4.345438957,0.99106282,36.34981571,2.604487658,1.436442137,2.926960707,3,1.855878353,3,0.9200000167,4.27025032,2.708459377,1.774452567,3,0.2300000042,6
SNAc3,7,0.001,2,none,0.9662875,1,1,0,0,-0.257458359,1.008287668,-14.55267715,0.9705147147,40.61784323,0,0,0.05050667003,1.866785645,-10.38162041,0.9842973948,27.09514243,3.288597584,1.647578835,2.930256844,3,0.6700773239,3,0.5400000215,5.861270428,1.66525197,0.4098956287,2.795297623,0,6
SNAc3,7,0.001,3,none,0.9714541667,1,1,0,0,-0.3030844331,1.347375631,-13.61978912,0.9742047191,40.85271045,0,0,-0.3363029063,2.845602512,-20.18383026,0.9873222709,29.96311535,4.024809361,1.788281441,2.769191265,2.296745062,0.457272023,3,0.200000003,6,1.08060348,0.345344007,2.181126118,0,6
SNAc3,7,0.001,4,none,0.9721375,1,1,0,0,-0.02935250849,1.726893067,-17.71504784,0.9784083962,37.5494365,0,0,0.1794816554,4.020241737,-55.6171608,0.98503232,29.2207447,4.577630043,1.898305774,2.566641331,1.789041042,0.3932745457,3,0.02999999933,6,0.7623254657,0.1774996519,1.823776722,0,6
SNAc3,7,0.001,5,none,0.9729166667,1,1,0,0,-0.3904673159,2.085897446,-20.38378334,0.9845747948,40.96463774,0,0,-0.6949136257,5.387117386,-43.85232925,0.9850020409,31.16827881,5.229213715,2.030402422,2.49586916,1.477888227,0.4341206551,2.908639431,0,6,0.5683701038,0.1439934522,1.338480949,0,6
SNAc3,7,0.001,6,none,0.9727333333,1,1,0,0,-0.4808797836,2.384026527,-41.84987259,0.98252666,36.08447761,0,0,-1.590982795,6.782567978,-47.25143814,0.9875836372,29.81862887,5.816131592,2.150876284,2.319292068,1.288447976,0.2422361672,2.647396088,0,6,0.4587662816,0.09571063519,0.9449509382,0,6
SNAc3,7,0.001,7,none,0.9708708333,1,1,0,0,-0.356469661,2.584319592,-45.22205734,0.9764460325,39.75040384,0,0,-0.8578911424,7.104559422,-48.69391251,0.9853342772,31.62220686,6.273671627,2.236611605,2.019689322,1.193243742,0.2216683477,2.087854862,0,6,0.4328452349,0.09531491995,0.8271174431,0,6
SNAc3,7,0.001,8,none,0.9778291667,1,1,0,0,-0.399995178,2.791913748,-37.07460785,0.9752798676,44.02556626,0,0,-1.404163718,8.091870308,-32.39171219,0.9827528596,40.05838573,6.734761238,2.411155462,2.285374165,1.10580802,0.2568131685,1.846476793,0,6,0.3774713278,0.1431782097,0.6879004836,0,6
SNAc3,7,0.001,9,none,0.9776958333,1,1,0,0,-0.4059317112,2.932927132,-32.31040955,0.9724146724,43.20028404,0,0,-2.210067511,10.07045078,-91.32540131,0.9795424342,32.44879031,7.151463032,2.532796144,2.135588884,1.055829883,0.2322698683,1.764211893,0,6,0.3079007268,0.09945009649,0.6158254743,0,6
SNAc3,7,0.001,10,none,0.9726020833,1,1,0,0,-0.5435429811,3.047409534,-33.76537323,0.9762682319,48.50628605,0,0,-0.813931942,10.26688099,-95.54193878,0.9767166972,38.28061149,7.526826859,2.595094919,2.007781029,1.010945559,0.2613202333,1.561747789,0,6,0.301140666,0.07162342221,0.6124803424,0,6
SNAc3,7,0.001,11,none,0.9764520833,1,1,0,0,-0.2646949291,3.142873287,-31.40118408,0.9777289629,49.90407599,0,0,-1.593156457,10.30979824,-71.05041504,0.9812026024,41.02438627,7.855335712,2.667166233,2.123438597,0.9784206748,0.2758747935,1.693700194,0,6,0.289942205,0.06101301312,0.5906918645,0,6
SNAc3,7,0.001,12,none,0.9796916667,1,1,0,0,-0.3504731655,3.231529474,-26.55565071,0.9845176339,54.41400301,0,0,-1.821470499,11.39380741,-29.63168526,0.9792510867,44.29373041,8.31627655,2.770730019,2.118407965,0.9573925138,0.2806636691,1.435261846,0,6,0.2706077993,0.0693391934,0.5804805756,0,6
