act,env,lo,hi,n,rP,rB,rV,net,rho,occP,occB,occV,updown,fRP,fRB,fRV,fIP,fIB,fIV
GELU,RL,1.0,3.0,2398,-0.13569499074312946,-0.3919053283269251,-0.09862788495347764,-0.6262282040235322,-3.6149692084727123,0.7114278826105087,0.17987932652210176,0.10869279086738949,0.8698419341165113,-12.692329615398812,-1.2206796636201784,0.19402563388922278,12.78235944699468,1.125604991421248,-0.23049004710938326
GELU,RL,0.0,1.0,6001,0.7614337700343315,-0.9052601899248285,-0.28012309087116566,-0.4239495107616626,1.5567779200843004,0.44457376895517414,0.25637956173971005,0.2990466693051158,0.9094014848554306,-9.390110313460768,-1.8254985739224692,0.6866018257744723,9.654832281483621,1.5502865853265528,-0.7736290317500536
GELU,RL,-1.0,0.0,1914,1.3433676259881846,-1.6876685236682973,-0.3284834832141418,-0.6727843808942545,1.5008192604011523,0.2041237264890282,0.1696248040752351,0.6262514694357367,0.8385941923064512,-7.047994390691501,-2.5119129409456415,2.6897599655689803,7.559394666949037,1.8860002633397928,-2.8873297628807806
GELU,RL,-2.0,-1.0,3643,1.0447612712981236,-1.866980768991782,0.3120561190351246,-0.5101633786585338,1.4883061735478116,0.06890775116662091,0.10109302086192698,0.8299992279714521,0.8543615785294412,-3.050317388909167,-1.7525903283695212,3.7024655064845047,3.2592493272562275,1.2530962160278445,-3.7970588122192344
GELU,RL,-3.0,-2.0,4914,0.34910744471768074,-1.6251176506595535,0.8587742869644408,-0.41723591897743195,2.1951504480657693,0.030884271978021977,0.05483357498982499,0.914282153032153,0.8789486900650592,-1.7942063043898677,-1.419839478550942,4.719594953629593,1.7621219040448868,0.9678984095164059,-4.663693124958965
GELU,RL,-6.0,-3.0,17912,-0.35757398050806966,-1.644732559217531,1.6247657782729827,-0.37754076145261795,-0.055839580151156115,0.005260141832090907,0.014699810844012619,0.9800400473238965,0.9050918022205658,-0.8604875628016878,-0.973218593014071,6.00560357638717,0.4802596199835938,0.5181180142642899,-5.806280469163242
GELU,RL,-12.0,-6.0,56817,-0.33622878432255043,-0.5494321735296672,0.6623340957222358,-0.22332686212998187,0.33578898493193754,0.0005926127977557743,0.0021713659622508725,0.9972360212399933,0.9185444539662957,-0.6435701880629412,-0.3477580030323495,2.4617973010566065,0.10817235237178736,0.310503367048916,-2.4359434553040527
GELU,RL,-inf,-12.0,206321,-0.18329458410145466,-0.15893829065098544,0.34253604766185486,0.00030317290941475616,1.001654020007743,0.0002805072142394357,0.0004951311471551232,0.9992243616386054,1.0002683365079637,-0.3054145961640953,-0.09332198423677517,0.357944385151765,0.05332803650828149,0.12135078635440809,-0.35160002152138853
GELU,PM,1.0,3.0,21955,-0.17567047320949628,-0.0005964359416663179,-0.015115997497454198,-0.1913829066486168,-0.08944265448856971,0.737441059057303,0.12764493564383023,0.13491400529886682,0.8303952382088284,-2.05904667031937,-0.1209983236065183,0.0783782644438269,1.9249561433921238,0.13278773627399373,-0.09027674044108486
GELU,PM,0.0,1.0,12630,-0.0692906654199503,-0.10162870336699162,-0.05698718107808736,-0.22790654986502928,-2.2891378439470147,0.41872694807773775,0.1868335462560898,0.3944395056661724,0.83142362894628,-2.0106943338713013,-0.2444533604167915,0.22370856989416893,1.7973291264503428,0.2742524624137278,-0.26929209961425526
GELU,PM,-1.0,0.0,11953,-0.28171122427888473,-0.13263383744537047,-0.03233136955866862,-0.44667643128292384,-0.5855826562335656,0.22088825111676832,0.1502661330995725,0.6288456157836592,0.6874260652128307,-1.720203424194239,-0.2784704840034713,0.40794480104834674,1.29440306015107,0.3373201307814032,-0.4850427745665368
GELU,PM,-2.0,-1.0,19419,-0.2538241440348081,-0.1869978702768539,0.06290754314835459,-0.3779144711633074,-0.488883071389309,0.09169042351453856,0.09093039664981037,0.8173791798356511,0.6628146670285255,-1.0942820895303198,-0.2029895858753256,0.4358042298392306,0.6832551368922981,0.26205026425293215,-0.5267810078005127
GELU,PM,-3.0,-2.0,24692,-0.2691332150405177,-0.2705972452668728,0.28341235762514777,-0.2563181026822427,0.04761624222541867,0.04599199628102747,0.05400512980367284,0.9000028739152997,0.7294711402828099,-0.6539806532999607,-0.16865723011214298,0.4625239160995033,0.36916941778446244,0.1866805961773691,-0.4982631366453483
GELU,PM,-6.0,-3.0,61451,-0.4668953902746483,-0.509938844452946,0.8407306278008185,-0.1361036069267758,0.708492288076107,0.020484514999627883,0.023458858411990642,0.9560566265883815,0.889093051759666,-0.6718901572120691,-0.3432524252029604,0.9630474995313352,0.2819022826379516,0.18828377794925352,-0.7161310862728496
GELU,PM,-12.0,-6.0,117704,-0.2287106425787332,-0.26792240101118514,0.5214723975193897,0.02483935392947134,1.108606025716186,0.003427725095645258,0.004439156301378763,0.9921331186029759,1.0307191445136656,-0.27508674247660103,-0.15279270564850217,0.4466106544201759,0.08808678062897798,0.08210166239692561,-0.3031103974078449
GELU,PM,-inf,-12.0,21502,-0.026764053753274373,-0.03252528458330535,0.09763928136669558,0.038349943030115866,2.4328899270509066,0.00016146525011066844,0.00023198269723040206,0.9996065520526589,1.2225551276833062,-0.021877065132590908,-0.006972808405130497,0.021388377716266182,0.00432745726732466,0.004261054948388355,-0.015705833563537445
GELU,K784,1.0,3.0,4849,-0.1507417542223539,-0.26526099228845124,-0.09670798010780207,-0.5127107266186072,-2.401252222806997,0.7012534766795037,0.1351783269148481,0.16356819640564826,0.888710378834069,-17.522222523677957,-1.1438858861206747,0.3707469666993282,17.49525397856138,1.0832990529640292,-0.4190695067209577
GELU,K784,0.0,1.0,9107,0.5804185868686632,-0.6641730186386313,-0.22527646566245985,-0.30903089743242795,1.5324276383008997,0.43414357008224813,0.21103136780328993,0.35482506211446196,0.9160326934881627,-9.026489221667514,-1.5928361079879079,0.6789299044422439,8.918612102419164,1.3757199295981304,-0.7546002126597549
GELU,K784,-1.0,0.0,9367,0.44462753435776303,-0.6542914657944442,-0.11223160574680197,-0.3218955371834831,1.7239667189042651,0.23867898957671652,0.1420239504533118,0.6192970599699718,0.8643313847838272,-4.794124071052508,-1.1435941004634318,1.159840333712668,4.489396098148201,0.9098702702218809,-1.2031412212042574
GELU,K784,-2.0,-1.0,17548,0.28759997773053736,-0.5342321404937099,0.08186217904423158,-0.16476998371894097,1.5729137568755998,0.12626493342500442,0.09518929286190794,0.7785457737130876,0.906757295923372,-2.1145877949103054,-0.6231172109761044,1.1268506657980086,1.9861803982333661,0.48408299281427225,-1.1178234537990992
GELU,K784,-3.0,-2.0,23996,0.07119451764458055,-0.2853584692493022,0.14630871810721952,-0.06785523349750212,1.9530963302013098,0.06625730414671221,0.05877387894117455,0.8749688169121133,0.9465866857607448,-1.0111153944655866,-0.29443830650596614,0.7304600878074448,0.8879713201267253,0.23403757382124707,-0.7069982549094223
GELU,K784,-6.0,-3.0,76957,-0.022028082073409855,-0.08040349919086788,0.08649079778336292,-0.01594078348091481,0.2763426508131198,0.020511987054875336,0.021660109278387074,0.9578279036667375,0.9730464034434131,-0.22245298868743996,-0.06706465153910653,0.2144998783684003,0.17376824932457444,0.05563158558287069,-0.2045723819135095
GELU,K784,-12.0,-6.0,112430,-0.004847837283299725,-0.007630140337791604,0.00807739062225629,-0.004400586998835039,0.09225769313780699,0.001710475322327032,0.0024780302032792307,0.9958114944743938,0.9752646283845373,-0.010938881688846974,-0.002959697429540432,0.011045912407523277,0.006954813398891945,0.00298933440450661,-0.011405664977141778
GELU,K784,-inf,-12.0,28582,-0.0002665075012072377,-0.0005513836313258679,-0.001139306984945456,-0.0019571981174785614,-6.343876283454526,3.5079966693749606e-05,6.18981969678635e-05,0.9999030218363384,0.95321752407402,-0.00012298986989650343,-1.593309917436774e-05,7.477610914102149e-05,0.00011272999946397416,0.00012153140047937571,-0.0002754506226426623
GELU,K107,1.0,3.0,2304,-0.48435562643829955,-0.33284829742663724,-0.08014814034253642,-0.8973520642074733,-0.8526719113518627,0.7244780815972223,0.16579779730902777,0.10972412109375,0.8333125849396293,-14.007594152090961,-1.2307965939050831,0.2595631200810336,13.958503703377371,1.1519779622218658,-0.29036946552186116
GELU,K107,0.0,1.0,6134,0.844231076359105,-0.925178576771102,-0.28172106115342044,-0.3626685615654175,1.429584472452127,0.4410302208999022,0.2575608799315292,0.3014088991685686,0.9260807290868185,-9.521759389390851,-1.8700799397359718,0.7166255276243174,9.809673929651467,1.5975374829298774,-0.8042994697330831
