act,env,lo,hi,n,rP,rB,rV,net,rho,occP,occB,occV,updown,fRP,fRB,fRV,fIP,fIB,fIV
GELU,K107,-1.0,0.0,2660,1.4523553477496385,-1.657333622163079,-0.6223359834886198,-0.8273142579020604,1.569636252714563,0.19151339285714286,0.16662488251879698,0.6418617246240601,0.8140225982747819,-7.787244045737994,-2.9889645858657286,3.7083572818691093,8.301312767639578,2.3343194296476963,-4.075177474742619
GELU,K107,-2.0,-1.0,4758,1.0045034347315067,-1.8091950037073503,0.30574940831699127,-0.49894216065885233,1.4967052808457686,0.06419753572929802,0.10317892234131988,0.832623541929382,0.8463107589113398,-2.6317186613493004,-1.842897379953254,4.354453282592742,2.8622803942816737,1.3247222365264097,-4.499578031793197
GELU,K107,-3.0,-2.0,4632,0.10920121147533796,-1.5817092119280731,0.9600270240893221,-0.512480976363413,5.69299716953371,0.02097117980561555,0.04746848002159827,0.9315603401727862,0.8533764623224354,-1.49248677201762,-1.3379452764483653,5.794567099836636,1.304670186136712,0.9124101516543708,-5.846964284484843
GELU,K107,-6.0,-3.0,27146,-0.44768451482131194,-1.364954644873991,1.3392277940337114,-0.47341136566159164,-0.057466474690437475,0.002460109059635126,0.01065896676974876,0.9868809241706161,0.884075470342041,-0.7886271038339332,-0.8769219031286755,6.461490031902486,0.2470047581583745,0.42844314826046276,-6.35373890427251
GELU,K107,-12.0,-6.0,65770,-0.3578868904816665,-0.4729489303442589,0.6402652492323863,-0.19057057159353913,0.4675117288116998,0.000457785470848161,0.0018485201665358606,0.997693694362616,0.9302927123380806,-0.7757725796765375,-0.34225118441580066,2.5771448862992736,0.09008145971369684,0.2784955970676264,-2.511812076684102
GELU,K107,-inf,-12.0,186558,-0.20168147218849888,-0.17824861706533482,0.39248277814454774,0.012552688890714037,1.0622401688886018,0.00034044474613293936,0.0005366589599467085,0.9991228962939204,1.009257165788503,-0.4065729314687294,-0.11347466391795719,0.5041866774833923,0.07694665083031879,0.16446717074212397,-0.48866546368886854
SILU,RL,1.0,3.0,9363,0.39967525070530796,-0.6657256217583106,-0.09212904983469891,-0.3581794208877016,1.8961761336375507,0.5934324185821549,0.23874409806992491,0.16782348334792022,0.9330455899968103,-13.7208663269479,-2.1173919401033694,0.3300952574526928,13.827658293774684,1.943346391043771,-0.3624597427140721
SILU,RL,0.0,1.0,5887,0.9942018708539361,-0.9361225621101734,-0.2972865465072794,-0.23920723776351677,1.240602280860785,0.3864169561243144,0.23840603290676418,0.37517701096892137,0.9477635759807632,-10.340899335996841,-2.2295339260437617,0.7979033909797083,10.62224732099111,1.95165249930333,-0.8918125448688559
SILU,RL,-1.0,0.0,5258,1.2269623043189963,-1.0492928091598999,-0.37424603435430975,-0.19657653919521328,1.1602140004654173,0.2596254295868156,0.17719548152776693,0.5631790888854175,0.9525256676217158,-7.504264432207436,-1.8907412251493652,1.378986167524209,7.7894367099493955,1.6185462858038815,-1.500248974013489
SILU,RL,-2.0,-1.0,8685,1.18269637163616,-1.0246821983523267,-0.3947306802261628,-0.23671650694232943,1.2001498547043417,0.16209913898387884,0.13905047020029312,0.698850390815828,0.9381922901834546,-4.982846862532166,-1.4904226177019664,1.7925343981679687,5.1922545275676235,1.2602356424950338,-1.9044434435483164
SILU,RL,-3.0,-2.0,8688,0.9219498613202431,-0.895568032332996,-0.22485386969405674,-0.19847204070680957,1.21527422372253,0.11254255876192693,0.09983520479404236,0.7876222364440307,0.9468991347384919,-3.742309429963122,-1.0414307542606351,1.8039964764509657,3.81210006792311,0.8860944123260645,-1.8836168045579453
SILU,RL,-6.0,-3.0,24243,0.42398024006547647,-0.6276150371617483,0.058631539717590726,-0.14500325737868108,1.3420047532316313,0.06549282115124361,0.05580604790497839,0.878701130943778,0.9591840923807189,-2.6208535621477758,-0.6533974354754232,2.0086054167138165,2.5148950241808254,0.5593457748266711,-2.0647681112664293
SILU,RL,-12.0,-6.0,36332,0.027958846964999336,-0.27303229905139914,0.07805390841746959,-0.1670195436689302,6.9737636490523345,0.021989104559012825,0.018278800125102745,0.9597320953158844,0.9413122572798905,-1.1350044433846591,-0.2640007751229414,1.9433922089620095,0.9229988002550832,0.24211203389050207,-2.0322286867818926
SILU,RL,-inf,-12.0,191738,-0.08864827972541654,-0.09770754638235578,0.15830108247095573,-0.028054743636816593,0.683527489493144,0.001294700725601933,0.001064310750962263,0.9976409885234359,0.9753564333272147,-0.17717419783587635,-0.043257174081832675,0.34895277937796326,0.05235938939308526,0.07304623413077384,-0.38849396537278896
SILU,PM,1.0,3.0,31434,-0.14749300892611175,-0.025834360659342002,-0.010819884001988222,-0.18414725358744197,-0.2485151325354856,0.6284516957100649,0.22180329253003148,0.1497450117599036,0.845712261535965,-2.0476045139396546,-0.18052637329614765,0.08354208294159107,1.539905994924186,0.18135328975298426,-0.08232576628756628
SILU,PM,0.0,1.0,13543,-0.23277976249896024,-0.07762875502116967,-0.04461389410061165,-0.35502241162074155,-0.5251429411623674,0.3334012352674524,0.2747069072982774,0.3918918574342702,0.7430181774677215,-2.174026277503978,-0.301133957653907,0.2336532234136306,1.3269811291802658,0.2963213422205688,-0.2358739604809212
SILU,PM,-1.0,0.0,13029,-0.28252542744113784,-0.11955314158668491,-0.05890123494713868,-0.4609798039749614,-0.631640055021254,0.18712063348879715,0.21876253623987646,0.5941168302713263,0.6998177142202838,-2.5258675931300294,-0.3854451927101708,0.45804826725077513,1.229607952896282,0.365953553580329,-0.43883944853118256
SILU,PM,-2.0,-1.0,14117,-0.3288041067122199,-0.11707202426912565,-0.04315855913137746,-0.489034690112723,-0.4873132060383363,0.09546674205818854,0.1463600030841986,0.7581732548576128,0.6879254658756653,-2.461937058201274,-0.3895272776837715,0.6661117153283144,1.1834118078790055,0.402452148236225,-0.6710249462711636
SILU,PM,-3.0,-2.0,19178,-0.3106752820244295,-0.17049796103171425,0.12053783992614163,-0.36063540313000214,-0.16081138087337143,0.04435164595348221,0.08924152097106498,0.8664068330754529,0.7306362398510897,-1.8576373374738835,-0.31111843324898397,0.7075053014407848,0.8617001580893985,0.2989886518229396,-0.6817053710426705
SILU,PM,-6.0,-3.0,57199,-0.42414475162665605,-0.3365190641530621,0.5678130717094387,-0.1928507440702794,0.5453185655824595,0.018429479995640336,0.04326927437940691,0.9383012456249528,0.8747500219305292,-1.4448737406728973,-0.3369861712967617,1.2217112315055876,0.7322877955328182,0.30609092190263393,-1.1489122027983856
SILU,PM,-12.0,-6.0,77796,-0.487990677838916,-0.41008845657882886,0.8838388666587517,-0.014240267758993175,0.9708185659979065,0.007282197418862499,0.014837673613856012,0.9778801289672815,0.9925719884683427,-1.0433622222495746,-0.3235403062626997,1.4695350533424085,0.4705993048230019,0.27830787254360734,-1.3545419485632217
SILU,PM,-inf,-12.0,55265,-0.23073870306212105,-0.299824101938012,0.6680033340816924,0.13744052908155938,1.5956544231964271,0.0016329059835616608,0.002897498001592589,0.9954695960148457,1.0728782012702212,-0.3579586718547668,-0.11810982330225961,0.5146121041884791,0.1378108342421661,0.14428887895786724,-0.5319502179774493
SILU,K784,1.0,3.0,11493,0.41188872587756853,-0.649847007296496,-0.1454844863899656,-0.3834427678088931,1.9309377599300184,0.596521256658118,0.2519462665219965,0.15153247681988558,0.9293664925027629,-15.59809219081455,-2.344882956125757,0.32241996124344063,15.310143731151499,2.1705908642761353,-0.36980259078620914
SILU,K784,0.0,1.0,7587,0.9193147581006985,-1.1540479392825274,-0.37833479658581204,-0.6130679777676409,1.6668749439356738,0.3311911409164172,0.27439705416762605,0.39441180491595673,0.873064094179663,-11.43493348719273,-3.0268747386776127,1.0792748250344966,10.290667153277083,2.5712031642770112,-1.1611155870034153
SILU,K784,-1.0,0.0,9411,0.8394732313183583,-1.158878317557022,-0.37098767816333134,-0.6903927644019952,1.8224118871756774,0.18357780793786344,0.2020088396161197,0.6144133524460168,0.848191821791372,-8.448307587937267,-2.609591748828725,2.094716031415566,7.179765011090854,2.1819130863895526,-2.133264079946867
SILU,K784,-2.0,-1.0,13862,0.5869279772685561,-0.8654805419071109,-0.16945653636342467,-0.4480091010019795,1.763311885534786,0.10334630944318127,0.1377904280150936,0.7588632625417251,0.8793411306365558,-4.773363006370697,-1.6129829349116522,2.360126746715499,3.8965370041881338,1.3461094411160257,-2.3577417080554777
SILU,K784,-3.0,-2.0,17647,0.2982861794626639,-0.5805014992112698,-0.009522519682945955,-0.29173783943155185,1.978046787005324,0.06462139046455946,0.09038245609101574,0.8449961534444248,0.9081183848965553,-3.3127078742352314,-1.0747692379072478,2.2663420525105225,2.5682663791688443,0.9029001151890272,-2.2426339446812094
SILU,K784,-6.0,-3.0,43130,0.011709433343693914,-0.25187817921880196,0.09282516905370967,-0.14734357682139837,13.583322565369901,0.03509839755865411,0.04753567169244654,0.9173659307488994,0.9400574049784371,-1.72599624613871,-0.517157239132259,1.5143905149914751,1.2623867582313908,0.45264029412281054,-1.5007745295621684
SILU,K784,-12.0,-6.0,52142,-0.045871849797616944,-0.06669935896975039,-0.028602038939391946,-0.1411732477067593,-2.077557332647468,0.011967265652728862,0.014203286893889753,0.9738294474533814,0.9322665741403323,-0.5349339319966331,-0.10779816360751997,0.38651206553919754,0.28900250596758936,0.11359022397151705,-0.42124863054604234
SILU,K784,-inf,-12.0,127216,-0.007910417543418336,-0.037803568018148284,0.013357354859978358,-0.032356630701588264,-3.090382147843736,0.0013241322593882006,0.0014770654755489302,0.9971988022650629,0.9798119840537391,-0.07716425479373497,-0.01185512245323486,0.05256819403014873,0.025881533215637055,0.02420050037185522,-0.09196205011182958
SILU,K107,1.0,3.0,6570,0.5805999173416889,-0.9221079772736817,-0.12258937258365044,-0.46409743251564317,1.799341196327655,0.5898642097776446,0.30049440368346186,0.10964138653889346,0.9183968111931383,-13.36530905150313,-2.815472295794057,0.2702441606479743,13.57569055381653,2.576554347313471,-0.3101879923090991
SILU,K107,0.0,1.0,3670,1.1532650276280425,-1.1560348159759353,-0.41990872345921076,-0.42267851180710353,1.3665059649614453,0.33595713809206135,0.3227116410940627,0.3413312208138759,0.9029034718084186,-9.25840264368037,-3.5199314078538224,1.1994199042328626,9.68021395498927,3.097581725236166,-1.3531374446830589
SILU,K107,-1.0,0.0,3228,1.7957512275195024,-1.433293047497138,-1.0872464436907165,-0.724788263668352,1.4036128460118122,0.1539098989520958,0.23364623877245508,0.6124438622754491,0.8143597452932511,-6.101908236767979,-4.485038149448955,3.9850028086821507,6.815585370358271,3.9062677422883834,-4.487665910234146
SILU,K107,-2.0,-1.0,5728,1.0780579579408256,-0.9802173819657243,-0.687607653105868,-0.5897670771307667,1.547064351027349,0.06360828957562194,0.1496671903245244,0.7867245200998536,0.8111764145874741,-2.30100165428973,-2.4402908286063427,4.5793567539809885,2.6203961538395966,2.145812170648309,-4.899189411522438
SILU,K107,-3.0,-2.0,6095,0.5911359391879555,-0.7731833347653764,-0.4424912971430012,-0.6245386927204222,2.0565060442414516,0.03492915831663326,0.08788917835671342,0.8771816633266533,0.805429650704285,-1.366534232460272,-1.6614919886237092,5.632628957826624,1.5129637648246312,1.4840743306286146,-5.9915559422037346
SILU,K107,-6.0,-3.0,21603,-0.08689457320328595,-0.9012002669224976,0.3088168383357051,-0.6792780017900784,-6.817266104765116,0.012792020511783605,0.031171929410707466,0.9560360500775089,0.8324614957028763,-0.707648222520798,-0.8262793231165019,7.864096993982051,0.5039513431826884,0.6699978897181791,-8.270144861765981
SILU,K107,-12.0,-6.0,52261,-0.3726751451150316,-0.5781374188188733,0.41458098053220355,-0.5362315834017013,-0.4388713345403962,0.005253245393144831,0.0067186249409077504,0.9880281296659474,0.8686637774955657,-0.810351191976735,-0.3875007142704478,6.527856914257511,0.18429810964985957,0.33841994286584837,-6.885134837554679
SILU,K107,-inf,-12.0,198785,-0.2545958250805258,-0.21182817709908647,0.47862006082261466,0.012196058643002383,1.0479036081567517,0.0015620643355346224,0.001663599054843925,0.9967743366096214,1.0062982783303838,-0.5278516936764893,-0.1337511573898989,1.0644930310400746,0.21026488967673965,0.2252236468266698,-1.1377527479086575
