arm,seed,task,a1_mean_norm,a1_rms_deviation,z1_exact_zero_count,z2_exact_zero_count,m1_mean,m2_mean
ref,0,1,0.510236382484436,2.3493542671203613,0,0,,
ref,1,1,0.6825017929077148,3.107205867767334,0,0,,
ref,2,1,0.0,0.0,0,0,,
ref,3,1,0.0,0.0,0,0,,
ref,4,1,0.8106859922409058,3.7235515117645264,0,0,,
ref,5,1,0.09555802494287491,1.787019968032837,0,0,,
ref,6,1,0.0,0.0,0,0,,
ref,7,1,0.0,0.0,0,0,,
ref,8,1,0.028188876807689667,0.543098509311676,0,0,,
ref,9,1,1.346126675605774,2.451333999633789,0,0,,
ref,0,50,0.0,0.0,0,0,,
ref,1,50,0.0,0.0,0,0,,
ref,2,50,0.0,0.0,0,0,,
ref,3,50,0.0,0.0,0,0,,
ref,4,50,0.0,0.0,0,0,,
ref,5,50,0.0,0.0,0,0,,
ref,6,50,0.0,0.0,0,0,,
ref,7,50,0.0,0.0,0,0,,
ref,8,50,0.0,0.0,0,0,,
ref,9,50,0.0,0.0,0,0,,
H,0,1,29.343704223632812,585.611328125,0,0,23.893321990966797,1.778663158416748
H,1,1,1.2731693983078003,70.86408996582031,0,0,3.726975917816162,1.19019615650177
H,2,1,1.0057679414749146,96.3834457397461,0,0,5.650259017944336,0.5429922342300415
H,3,1,6.204038143157959,113.81297302246094,0,0,4.834680557250977,1.7987459897994995
H,4,1,1.8408324718475342,147.90255737304688,0,0,9.88811206817627,2.782017469406128
H,5,1,0.002282207366079092,0.05397937446832657,0,0,4.325057307141833e-05,0.11110842972993851
H,6,1,1.0405006408691406,75.43496704101562,0,0,4.1498284339904785,1.2727196216583252
H,7,1,1.9091795682907104,164.41119384765625,0,0,8.05130672454834,1.7678093910217285
H,8,1,1.790276288986206,120.97178649902344,0,0,8.641061782836914,1.4958741664886475
H,9,1,10.000883102416992,257.47894287109375,0,0,13.78356647491455,2.4242749214172363
H,0,50,0.0020317777525633574,2.969348192214966,0,0,0.0008778523188084364,0.1514154076576233
H,1,50,0.0072150565683841705,7.621466159820557,0,0,0.0022787631023675203,0.012870891019701958
H,2,50,21.715496063232422,11335.353515625,0,0,456.5167236328125,7.006492321624085e-44
H,3,50,0.016071243211627007,18.441984176635742,0,0,0.006090530194342136,0.07661394774913788
H,4,50,236.88458251953125,63742.5390625,0,0,2491.421142578125,7.006492321624085e-44
H,5,50,0.0,0.0,0,0,6.726232628759122e-44,0.044411029666662216
H,6,50,0.0008107503526844084,3.0986123085021973,0,0,0.0009029731736518443,0.04764200374484062
H,7,50,0.0,0.0,0,0,6.866362475191604e-44,0.02356228418648243
H,8,50,0.0,0.0,0,0,6.866362475191604e-44,0.06471604108810425
H,9,50,53.125,22181.0546875,0,0,849.5189819335938,7.006492321624085e-44
