step,run_id,dead_frac,dup_frac,sat_frac,eff_rank,stable_rank,wcos_mean,sign_match_mean,sign_clone_frac,drift_sq_W,trC_W,snr_drift,eff_rank_W,top1_frac,stable_rank_W,stable_rank_W_alive,neg_gate_frac,eval_loss,b_mean_alive,b_mean_dead,b_std,b_min,beta_mean,beta_p10,beta_min,p_min,p_mean,dead_b_dominant_frac,dead_persist_frac
0,B_w20_K10000_c0.0_lr0.01_s0,0,0,0,17.4253,12.9387,0.174345,0.502005,0,1.36177,75.6667,0.017997,15.8822,0.16017,6.24337,6.24337,0,1.4576,-0.000832844,nan,0.00449733,-0.0108461,-0.000660201,-0.00490048,-0.00796891,0.4895,0.5011,nan,nan
0,B_w20_K10000_c0.0_lr0.01_s1,0,0,0,17.5844,13.4374,0.166087,0.49599,0,1.62926,93.2728,0.0174677,16.2645,0.164132,6.09266,6.09266,0,1.85244,-0.000783666,nan,0.00285555,-0.00739816,-0.000482123,-0.00314818,-0.00443271,0.485,0.498025,nan,nan
1000,B_w20_K10000_c0.0_lr0.01_s0,0,0,0,17.5293,13.1471,0.171677,0.498246,0,0.0281587,4.61088,0.00610701,16.0057,0.163833,6.10378,6.10378,0,0.248379,-0.0300395,nan,0.035868,-0.0909591,-0.0228572,-0.0538189,-0.0725362,0.4615,0.491825,nan,nan
1000,B_w20_K10000_c0.0_lr0.01_s1,0,0,0,17.6692,13.8141,0.15969,0.488471,0,0.0284641,5.39246,0.00527849,16.3255,0.147724,6.76936,6.76936,0,0.202991,-0.0286581,nan,0.0382147,-0.0814793,-0.0201045,-0.0490711,-0.0525885,0.465,0.4898,nan,nan
2000,B_w20_K10000_c0.0_lr0.01_s0,0,0,0,17.5408,13.0588,0.175426,0.495489,0,0.0168491,4.11165,0.00409789,15.9716,0.169661,5.8941,5.8941,0,0.183591,-0.0449879,nan,0.0481468,-0.100886,-0.0345771,-0.0735134,-0.0885259,0.4615,0.488225,nan,nan
2000,B_w20_K10000_c0.0_lr0.01_s1,0,0,0,17.7227,13.8495,0.15971,0.491228,0,0.0155407,3.1796,0.00488765,16.5039,0.145647,6.8659,6.8659,0,0.161098,-0.0457304,nan,0.046396,-0.114795,-0.0329424,-0.0651639,-0.075886,0.461,0.4838,nan,nan
3000,B_w20_K10000_c0.0_lr0.01_s0,0,0,0,17.5508,13.0117,0.179531,0.494236,0,0.0153764,3.28494,0.00468089,15.9217,0.173529,5.76273,5.76273,0,0.164458,-0.0595881,nan,0.055032,-0.116879,-0.0461159,-0.0889468,-0.102378,0.4525,0.48355,nan,nan
3000,B_w20_K10000_c0.0_lr0.01_s1,0,0,0,17.7276,13.7693,0.16209,0.496742,0,0.0176033,3.37122,0.00522164,16.4966,0.146703,6.8165,6.8165,0,0.140574,-0.0636269,nan,0.0460585,-0.134299,-0.046594,-0.0845196,-0.0902288,0.4555,0.479475,nan,nan
4000,B_w20_K10000_c0.0_lr0.01_s0,0,0,0,17.5502,12.9604,0.180458,0.494236,0,0.0192865,3.78296,0.00509826,15.8107,0.172309,5.80353,5.80353,0,0.161812,-0.0753142,nan,0.0552818,-0.157188,-0.0586713,-0.109947,-0.117125,0.447,0.4787,nan,nan
4000,B_w20_K10000_c0.0_lr0.01_s1,0,0,0,17.7808,13.9295,0.16177,0.497243,0,0.0297017,4.11717,0.00721412,16.5152,0.145587,6.86876,6.86876,0,0.165312,-0.0795322,nan,0.0437123,-0.14827,-0.0586557,-0.0910221,-0.101174,0.455,0.47445,nan,nan
5000,B_w20_K10000_c0.0_lr0.01_s0,0,0,0,17.5699,13.001,0.178629,0.489474,0,0.0171946,3.78833,0.00453883,15.7955,0.170812,5.8544,5.8544,0,0.147586,-0.0850809,nan,0.0545615,-0.144279,-0.0669702,-0.118024,-0.121726,0.4475,0.474475,nan,nan
5000,B_w20_K10000_c0.0_lr0.01_s1,0,0,0,17.7951,13.8434,0.163874,0.497243,0,0.0125494,2.72174,0.00461079,16.3681,0.149018,6.71058,6.71058,0,0.113596,-0.0951934,nan,0.0433423,-0.162345,-0.0708398,-0.104528,-0.112376,0.448,0.4699,nan,nan
6000,B_w20_K10000_c0.0_lr0.01_s0,0,0,0,17.611,13.1081,0.175952,0.48797,0,0.0166646,3.54003,0.00470747,16.0031,0.167469,5.97125,5.97125,0,0.138876,-0.101278,nan,0.0629526,-0.179534,-0.0801387,-0.12733,-0.134761,0.433,0.469625,nan,nan
6000,B_w20_K10000_c0.0_lr0.01_s1,0,0,0,17.8322,13.9564,0.162143,0.497995,0,0.020509,3.46794,0.0059139,16.3819,0.146409,6.83018,6.83018,0,0.116656,-0.102478,nan,0.0463209,-0.175376,-0.0768418,-0.113857,-0.122561,0.444,0.46685,nan,nan
7000,B_w20_K10000_c0.0_lr0.01_s0,0,0,0,17.5991,13.0076,0.177129,0.488471,0,0.00660948,2.68453,0.00246207,16.1066,0.174304,5.73712,5.73712,0,0.111756,-0.104446,nan,0.0698922,-0.172187,-0.0836524,-0.133112,-0.149561,0.4375,0.470125,nan,nan
7000,B_w20_K10000_c0.0_lr0.01_s1,0,0,0,17.8243,13.9072,0.162939,0.499499,0,0.0130075,2.86745,0.00453624,16.2761,0.145067,6.89338,6.89338,0,0.0985045,-0.108103,nan,0.0553305,-0.186607,-0.0818624,-0.118927,-0.132072,0.4405,0.466025,nan,nan
8000,B_w20_K10000_c0.0_lr0.01_s0,0,0,0,17.589,12.9518,0.177725,0.489975,0,0.0123353,3.55917,0.00346577,16.0538,0.174598,5.72746,5.72746,0,0.110231,-0.109804,nan,0.072349,-0.184572,-0.0882214,-0.138506,-0.155461,0.4335,0.4663,nan,nan
8000,B_w20_K10000_c0.0_lr0.01_s1,0,0,0,17.8347,13.9352,0.163047,0.502005,0,0.0104649,2.79144,0.00374891,16.3266,0.144814,6.90541,6.90541,0,0.0953291,-0.114798,nan,0.0587503,-0.199263,-0.0874977,-0.131482,-0.144055,0.4385,0.4642,nan,nan
9000,B_w20_K10000_c0.0_lr0.01_s0,0,0,0,17.596,12.9044,0.177839,0.49198,0,0.0123504,3.1059,0.00397643,16.0957,0.176235,5.67425,5.67425,0,0.111525,-0.120609,nan,0.0732283,-0.196601,-0.0975579,-0.1516,-0.168331,0.4305,0.46185,nan,nan
