quantity,k,seed,value
R_none,1,30,0.06488541666666664
R_none,1,31,0.18296874999999999
R_none,1,32,0.12495833333333331
R_none,1,33,0.07379166666666667
R_none,1,34,0.10114583333333332
R_none,1,35,0.046020833333333316
R_none,1,36,0.06097916666666664
R_none,1,37,0.10919791666666667
R_none,1,38,0.13817708333333334
R_none,1,39,0.11763541666666669
R_c12,1,30,0.04004166666666664
R_c12,1,31,0.12253125000000001
R_c12,1,32,0.05762500000000001
R_c12,1,33,0.04948958333333331
R_c12,1,34,0.056552083333333336
R_c12,1,35,0.026958333333333334
R_c12,1,36,0.03315625
R_c12,1,37,0.06758333333333333
R_c12,1,38,0.08817708333333335
R_c12,1,39,0.06807291666666668
dR_add_h,1,30,0.09829166666666667
dR_add_h,1,31,0.17604166666666662
dR_add_h,1,32,0.10438541666666667
dR_add_h,1,33,0.14428125
dR_add_h,1,34,0.14937499999999998
dR_add_h,1,35,0.10471875000000003
dR_add_h,1,36,0.10844791666666664
dR_add_h,1,37,0.14757291666666666
dR_add_h,1,38,0.1394270833333333
dR_add_h,1,39,0.12347916666666664
dn_add_h,1,30,0.00701319675431596
dn_add_h,1,31,0.010646840465584662
dn_add_h,1,32,0.006920607421866879
dn_add_h,1,33,0.008006128250911168
dn_add_h,1,34,0.008265718129299472
dn_add_h,1,35,0.0063720103176857276
dn_add_h,1,36,0.007843336904656974
dn_add_h,1,37,0.009801509355735386
dn_add_h,1,38,0.00894645714384083
dn_add_h,1,39,0.008512192928184899
phi_add_h,1,30,-0.014965061433024174
phi_add_h,1,31,-0.07203474081187539
phi_add_h,1,32,-0.04076361887385381
phi_add_h,1,33,-0.07325046004301661
phi_add_h,1,34,-0.06290685266200088
phi_add_h,1,35,-0.03591127494926681
phi_add_h,1,36,-0.041612769041516756
phi_add_h,1,37,-0.03431592951086623
phi_add_h,1,38,-0.044767626716221115
phi_add_h,1,39,-0.025075832489343558
kappa_add_h,1,30,3.0809974251898242
kappa_add_h,1,31,1.8488195938161998
kappa_add_h,1,32,2.104065905298271
kappa_add_h,1,33,2.4352674880804903
kappa_add_h,1,34,2.52900021080271
kappa_add_h,1,35,3.5523638349576463
kappa_add_h,1,36,3.0157631705983
kappa_add_h,1,37,2.675812387015543
kappa_add_h,1,38,2.0735153969572084
kappa_add_h,1,39,2.445557778274371
dR_add,1,30,0.1198541666666667
dR_add,1,31,0.17291666666666675
dR_add,1,32,0.08088541666666665
dR_add,1,33,0.17971874999999995
dR_add,1,34,0.1404166666666667
dR_add,1,35,0.12561458333333336
dR_add,1,36,0.14711458333333338
