seed,layerC,n_layerA,n_layerB,n_sigma0,A1_med_A,kout_A,kteach_A,A1_med_B,kout_B,kteach_B,A1_med_all,kout_all,kteach_all,kout_f0.001,kteach_f0.001,kout_f0.01,kteach_f0.01,kout_f0.1,kteach_f0.1,top1_A,top3_A,n_alive_A,kappa_p50,kappa_p95,kappa_max,frac_kappa_hi,A1_med_A_lowkappa,ref_P1_win_A,ref_P1_null_A,ref_share_A
0,out,901,20000,0,0.05924600348962261,0.7507201017986934,0.21278504779048985,-0.08987722624769073,0.4085910299897486,0.5404019934420338,-0.08675119226674788,0.40894746624976525,0.5361522887595201,0.3889346973416229,0.5098208400207027,0.3421654998406558,0.5483294614290181,0.42737214126244927,0.44800637090082124,0.3520759838238784,0.7159693351493129,6.0,2.537645868157092,32.80283441362316,668.9297398988986,0.0,0.05924600348962261,0.5982271000422119,0.6033769523005488,0.4859601011342859
1,in,901,20000,0,0.10386271738035835,0.5845687096218274,0.33329345206210187,-0.18499719607635898,0.2953331961075415,0.5868833413908223,-0.18351384143408647,0.3009881907420735,0.5816364478340573,0.5773329734937227,0.36301803393142806,0.5894592066922969,0.32237836149021826,0.39219515599284505,0.4949446847250557,0.3947959424302083,0.7558286435537915,6.0,1.7464364122722478,41.104904286189196,2377.8889322403534,0.0,0.10386271738035835,0.5839476455543854,0.5897021212577103,0.4961579571349158
2,in,901,20000,0,-1.3627250738303278,-1.234621609860984,1.8858511928113015,-1.286590034629906,-0.2612826445667204,1.228986127211237,-1.2961858195522251,-0.2799026022692478,1.2491844831671908,-1.241349402483285,1.989366806028059,-1.6715924988933504,2.360751669754417,-0.5470615406230984,1.4917048604901761,0.27888467131244676,0.5743072617878199,14.0,2.316925938192523,10.356437470201044,2402.535076735459,0.0,-1.3627250738303278,0.5897154095326238,0.5825717260527533,0.49741975398807375
3,in,901,20000,0,0.20696818181436516,0.675243817297885,0.14997394797836386,-0.3451867450218843,0.13037345445796716,0.6839845648785918,-0.32680871456543215,0.14272146927253201,0.6665939220379556,0.6765110072860403,0.14749501429308265,0.6546909875163734,0.17175298827129945,0.560739384176844,0.22040510102889055,0.4288703830689408,0.7664743112237561,6.0,2.3041872049678847,30.093227467263812,997.7532592384666,0.0,0.20696818181436516,0.5967584802054734,0.5990611991851917,0.4890614972850981
4,in,901,20000,0,0.46405087182867005,1.0292648463028287,-0.06302714341990154,-0.5443471018047122,-0.030663698696924972,0.9024857775033419,-0.5347956058010438,0.007265266055513059,0.870980914018107,0.9380089060278007,-0.04070941235520947,0.9341385827485348,-0.03647424087227945,0.6435057320348259,0.34882711585390497,0.40576565724400854,0.7923128031994092,6.0,1.96324913863424,22.42881220695445,5188.999752070309,0.0,0.46405087182867005,0.6001634487690265,0.6036878128511595,0.48393215631134606
5,in,901,20000,0,-0.09725122448570969,0.05182311972547297,0.9400486657211089,0.5434798410066335,0.8558585712534448,0.11047865580411495,0.5353137539177868,0.8513427179605678,0.1138372370769465,0.20397249686826469,0.7809452467847634,-0.10380380104871795,1.0986145274567125,-0.23829098688166145,1.1964376902647174,0.2514503542396441,0.5427492502510152,15.0,3.7721854125490806,45.39954713677239,1282.3579180835002,0.0,-0.09725122448570969,0.5699161676646707,0.5657964071856287,0.4986254815648465
6,out,901,20000,0,-0.8263701033354534,-0.8997824190446077,1.8920775114196944,-1.2249657526688549,-0.3240998684388505,1.297000435282226,-1.214236209126474,-0.32783049771866163,1.3005112133995744,-0.8997824190446077,1.8920775114196944,-1.0751238485971801,2.0580470168046143,-0.8280913721529676,1.8212020802889093,0.3859092828786209,0.743110913282634,9.0,1.4604551710623122,5.428445332646052,167.15986771029463,0.0,-0.8263701033354534,0.6077294685990338,0.6052657004830918,0.4768858299512216
7,out,901,20000,0,-0.10790573060512543,0.12996272474641388,0.4449967654443888,-0.553921561004202,-0.03587604068209646,0.9338312197260625,-0.5221991871822593,-0.029117367796500468,0.9221827053662193,0.17989957142100316,0.39347725639345754,0.20510226971715786,0.3662914393581176,0.20510226971715786,0.3662914393581176,0.40842014814944233,0.7706763862568561,6.0,1.9910722949173598,21.68478934603233,268.44543395057906,0.0,-0.10790573060512543,0.5924124513618677,0.5955960382030421,0.4914105458461283
8,out,901,20000,0,-0.2936501204967499,0.0,0.7413464761672498,-0.48080620851712563,0.0,0.8259951689636955,-0.4705562889575958,0.0,0.823477682804436,0.0,0.7746967351759948,0.0,0.7926377012549409,0.0,0.6959122806752223,0.2665379189737003,0.6025721976555733,12.0,2.640371141095593,16.942850429843823,1126.8636856617366,0.0,-0.2936501204967499,0.5732798518975625,0.5717679728478865,0.49915193950673326
9,in,901,20000,0,0.38831973691629584,1.0281072580738844,-0.14622798073744356,-0.1845910053117798,0.3392978883757484,0.5946079133175438,-0.14510580253269018,0.3498624728101952,0.5787589269404825,1.0281072580738844,-0.14622798073744356,1.0281072580738844,-0.14622798073744356,1.1108075939125526,-0.22471812857401988,0.3430844159909057,0.6943534385147205,10.0,2.1226298289010077,18.769544529030732,316.28211801833106,0.0,0.38831973691629584,0.583943661971831,0.5901408450704225,0.49224769768840837
