arm,seed,lr,task,iv,online_acc,memo_acc,acc,dead_frac_l1,zeroout_l1,zbar_l1,zsd_l1,zbar_min_l1,mob_l1,eff_rank_l1,dead_frac_l2,zeroout_l2,zbar_l2,zsd_l2,zbar_min_l2,mob_l2,eff_rank_l2,w_norm_l1,w_norm_l2,w_norm_l3
LR,2,0.001,1,none,0.96649375,1,1,0,0,-0.9779773951,1.762416363,-3.704331875,0.3557499349,78.719959,0,0,0.4128646553,1.748849511,-0.7151061893,0.628000021,60.12596069,4.671906948,2.047172785,3.036503792
LR,2,0.001,2,none,0.9463875,1,1,0,0,-3.20388341,2.565551758,-7.386115551,0.1967499852,76.62697337,0,0,1.032997489,2.034078598,-2.071946621,0.7225000262,58.65700815,6.377013206,2.91784358,6.213570118
LR,2,0.001,3,none,0.9283729167,1,1,0,0,-4.28922081,2.950077772,-7.622494221,0.1472499818,75.15248364,0,0,-0.7482430935,2.342491865,-6.162033081,0.4224999547,67.79851754,7.727077007,3.413400888,7.564084053
LR,2,0.001,4,none,0.9092875,1,1,0,0,-5.435717583,3.366399288,-9.646326065,0.1359999925,72.5751293,0,0,-2.607691288,2.814068317,-7.23966074,0.2462499738,64.75283826,9.522408485,3.902516127,9.315987587
LR,2,0.001,5,none,0.8911520833,1,1,0,0,-6.38210392,3.742877722,-10.86028481,0.1307500005,70.90187333,0,0,-5.03142643,3.477337599,-9.554109573,0.1539999992,64.05919735,11.28819847,4.428629398,10.26922798
LR,2,0.001,6,none,0.8665854167,1,1,0,0,-7.447728634,4.088144779,-16.16295242,0.1202500165,68.99351811,0,0,-7.1388731,4.208037376,-12.52994728,0.1299999952,61.50694669,13.92912197,4.92471981,11.01932526
LR,2,0.001,7,none,0.8356125,1,1,0,0,-8.337371826,4.307328701,-16.67866516,0.1157500073,66.17137078,0,0,-8.566866875,4.350745678,-13.68834305,0.1172500104,55.14568636,16.24462128,5.283663273,11.41807556
LR,2,0.001,8,none,0.8364625,1,1,0,0,-8.923284531,4.513438702,-14.8460741,0.1090000123,63.6051614,0,0,-8.548017502,4.466997147,-15.30142593,0.1157500073,53.03705687,18.20665359,5.420958519,11.49409103
LR,2,0.001,9,none,0.8156375,1,1,0,0,-8.728279114,4.41816473,-14.97566128,0.109750025,65.50631788,0,0,-9.195531845,4.702959061,-18.43667793,0.1180000156,53.64473302,20.35189247,5.475976467,11.71480942
LR,2,0.001,10,none,0.8272270833,1,1,0,0,-8.477646828,4.495175838,-14.1789732,0.1150000095,67.20618383,0,0,-10.55069923,4.925131321,-16.85775375,0.1120000184,50.19239869,21.40544319,5.502769947,11.62940407
LR,2,0.001,11,none,0.8143895833,1,1,0,0,-9.02603817,4.595160484,-12.94977474,0.1127500162,68.49412645,0,0,-10.1658287,5.166258812,-17.54068756,0.1195000112,54.72542245,22.77599525,5.503155231,11.56782055
LR,2,0.001,12,none,0.819325,1,1,0,0,-8.873445511,4.480599403,-13.72332859,0.1120000109,67.82885815,0,0,-10.44894505,4.953166008,-16.56006813,0.1120000184,49.57868025,24.1860733,5.555296421,11.41158676
LR,2,0.001,13,none,0.8109041667,1,1,0,0,-8.606078148,4.66014719,-14.22933102,0.1142500043,69.7891923,0,0,-10.92333031,5.189335823,-16.13683128,0.1135000065,53.10573388,25.948946,5.572115898,11.5138588
LR,2,0.001,14,none,0.8297604167,1,1,0,0,-9.425762177,4.77877903,-14.8693037,0.1142500192,70.36909651,0,0,-10.98107052,5.325270176,-16.73675728,0.1142500043,53.2666395,26.96809387,5.561441422,11.43628788
LR,2,0.001,15,none,0.8035104167,1,1,0,0,-9.431591034,4.772680759,-17.53449249,0.1120000109,67.7285802,0,0,-11.41351223,5.060581684,-18.70494843,0.1090000123,47.1349354,28.69161606,5.644196987,11.36577797
LR,2,0.001,16,none,0.7951625,1,1,0,0,-8.923317909,4.844148159,-14.69819641,0.1112500131,69.28674579,0,0,-10.47054863,5.054787636,-16.28714561,0.1150000095,53.02525927,29.9158268,5.655252934,11.65150738
LR,2,0.001,17,none,0.82528125,1,1,0,0,-9.797896385,5.002048969,-14.56980801,0.1127500162,68.63966497,0,0,-11.21251297,5.492005825,-17.89036369,0.1112500131,51.83304908,30.92483902,5.658139229,11.68090439
