task,arm,seed,online_acc,online_loss,train_acc,train_loss,val_acc,val_loss,samples,steps,online_global_acc,train_global_acc,val_global_acc,train_seconds,seconds,online_chunks
1,LR,1,0.6732800006866455,0.8562075520572662,0.7864,0.6121415500640869,0.764,0.7093188781738281,62500,500,0.6727359890937805,0.7864,0.764,32.98318666004343,34.999478704994544,"[0.48503997921943665, 0.6179999709129333, 0.7117599844932556, 0.7639200091362, 0.7876799702644348]"
2,LR,1,0.6997600197792053,0.7700324354019165,0.7772,0.5985421298980713,0.748,0.7125877990722657,62500,500,0.6993439793586731,0.7772,0.748,31.17945450602565,32.56206410500454,"[0.5803200006484985, 0.6906399726867676, 0.718559980392456, 0.7475199699401855, 0.7617599964141846]"
3,LR,1,0.7003999948501587,0.7991521987342834,0.8188,0.4996335334777832,0.728,0.7501231079101562,62500,500,0.7000799775123596,0.8188,0.728,31.190638853993732,32.57606269704411,"[0.5611199736595154, 0.6936799883842468, 0.7282399535179138, 0.7504799962043762, 0.7684800028800964]"
4,LR,1,0.7847840189933777,0.5770572269649505,0.8632,0.35111774597167966,0.816,0.5773572692871094,62500,500,0.7844160199165344,0.8632,0.816,31.188042424968444,32.56954656797461,"[0.6940000057220459, 0.7671200037002563, 0.8032000064849854, 0.8202399611473083, 0.8393599987030029]"
5,LR,1,0.7735199928283691,0.6170350704460144,0.864,0.37678387336730956,0.784,0.6651649169921875,62500,500,0.7730559706687927,0.864,0.784,31.177048708952498,32.561252084968146,"[0.6796000003814697, 0.7645599842071533, 0.7832799553871155, 0.8134399652481079, 0.8267199993133545]"
6,LR,1,0.7409279942512512,0.6716370719203949,0.8464,0.4057651306152344,0.736,0.7557442626953125,62500,500,0.7405759692192078,0.8464,0.736,31.183314998983406,32.672863416024484,"[0.623039960861206, 0.7274399995803833, 0.7590399980545044, 0.7859999537467957, 0.8091199994087219]"
7,LR,1,0.8284000158309937,0.47757958920383453,0.922,0.22537619438171386,0.82,0.5197783813476563,62500,500,0.8279520273208618,0.922,0.82,31.1952387340134,32.57107138901483,"[0.7366399765014648, 0.813759982585907, 0.8494399785995483, 0.8629599809646606, 0.8791999816894531]"
8,LR,1,0.7313759922981262,0.7178253437709808,0.8564,0.3980057132720947,0.736,0.8647034912109375,62500,500,0.7309759855270386,0.8564,0.736,31.207705045002513,32.60414446797222,"[0.590719997882843, 0.7152799963951111, 0.7541599869728088, 0.7900799512863159, 0.8066399693489075]"
9,LR,1,0.658623993396759,0.8337496109161376,0.7856,0.5378236335754395,0.636,0.9323120727539063,62500,500,0.6582239866256714,0.7856,0.636,31.194632334983908,32.5954143209965,"[0.5600000023841858, 0.6295199990272522, 0.668720006942749, 0.7052800059318542, 0.7295999526977539]"
10,LR,1,0.7497760057449341,0.6592982310638428,0.8768,0.32876217250823975,0.72,0.7417575988769531,62500,500,0.749343991279602,0.8768,0.72,31.18955333699705,32.586184619984124,"[0.6079199910163879, 0.7355200052261353, 0.7822399735450745, 0.8001599907875061, 0.8230400085449219]"
11,LR,1,0.8675839900970459,0.36990186431646344,0.9424,0.16530160160064697,0.832,0.4898922882080078,62500,500,0.8671039938926697,0.9424,0.832,31.18227140401723,32.57666427001823,"[0.7585600018501282, 0.8655999898910522, 0.8823999762535095, 0.9103999733924866, 0.9209599494934082]"
12,LR,1,0.8177120089530945,0.4856893687572479,0.9284,0.20516681246757507,0.8,0.5327260284423828,62500,500,0.8172479867935181,0.9284,0.8,31.172178160049953,32.56960244599031,"[0.710159957408905, 0.8017599582672119, 0.8326399922370911, 0.8614400029182434, 0.8825599551200867]"
13,LR,1,0.8094080090522766,0.5212047642269134,0.8984,0.28870516777038574,0.74,0.8771453857421875,62500,500,0.8089759945869446,0.8984,0.74,31.252736913971603,32.650632766017225,"[0.6924799680709839, 0.7928000092506409, 0.834559977054596, 0.8517599701881409, 0.8754400014877319]"
14,LR,1,0.8973439931869507,0.3044133553137779,0.9656,0.10495167560577393,0.844,0.5242500152587891,62500,500,0.8969759941101074,0.9656,0.844,31.180714801012073,32.575750846997835,"[0.8149600028991699, 0.8939999938011169, 0.9129599928855896, 0.9284799695014954, 0.9363199472427368]"
15,LR,1,0.82915198802948,0.4587857301721573,0.9152,0.23810828094482422,0.804,0.5700593872070312,62500,500,0.8287519812583923,0.9152,0.804,31.17744755599415,32.567131012969185,"[0.7162399888038635, 0.8187999725341797, 0.850879967212677, 0.8732799887657166, 0.8865599632263184]"
