arm,seed,lr,task,iv,online_acc,memo_acc,acc,dead_frac_c1,zeroout_c1,zbar_c1,zsd_c1,zbar_min_c1,mob_c1,mob_pool_c1,eff_rank_c1,dead_frac_c2,zeroout_c2,zbar_c2,zsd_c2,zbar_min_c2,mob_c2,mob_pool_c2,eff_rank_c2,dead_frac_f1,zeroout_f1,zbar_f1,zsd_f1,zbar_min_f1,mob_f1,eff_rank_f1,dead_frac_f2,zeroout_f2,zbar_f2,zsd_f2,zbar_min_f2,mob_f2,eff_rank_f2,w_norm_c1,w_norm_c2,w_norm_f1,w_norm_f2,w_norm_f3,alpha_med_c1,alpha_min_c1,alpha_max_c1,alpha_clip_frac_c1,two_alpha_W_med_c1,alpha_med_c2,alpha_min_c2,alpha_max_c2,alpha_clip_frac_c2,two_alpha_W_med_c2,alpha_med_f1,alpha_min_f1,alpha_max_f1,alpha_clip_frac_f1,two_alpha_W_med_f1,alpha_med_f2,alpha_min_f2,alpha_max_f2,alpha_clip_frac_f2,two_alpha_W_med_f2
SNAc3,2,0.001,1,none,0.9700083333,1,1,0,0,-0.09410993755,0.1655514985,-0.3025605381,0.6992686391,0.8591076732,12.73398209,0,0,-0.2837198079,0.3003616035,-0.3796469569,0.6892571449,0.7865273952,14.40349322,0,0,-0.04224250093,0.6666660905,-0.7476011515,0.9707520008,77.84521897,0,0,0.06732367724,1.531295776,-0.9561404586,0.9930111766,41.70976754,0.6813450456,1.317783952,2.225170135,1.21610117,1.698577881,3,3,3,1,0.9921584129,3,3,3,1,1.797021747,3,2.856882572,3,0.9899999499,3.87836504,2.023486137,1.455228329,2.997428656,0,6
SNAc3,2,0.001,2,none,0.96978125,1,1,0,0,-0.09851546586,0.134074077,-0.2104343027,0.6211615205,0.7833268642,12.93346245,0,0,-0.3253516853,0.2549787462,-0.3850275874,0.6208196282,0.5573735237,14.30195187,0,0,-0.09841513634,0.6180201769,-1.812864184,0.9772815108,72.5629855,0,0,0.1216797382,1.56588316,-2.208425283,0.9922231436,36.2376492,0.7212382555,1.594086528,2.861974716,1.395990372,1.947271943,3,3,3,1,0.8044533134,3,3,3,1,1.52546072,3,3,3,1,3.602456093,1.971734047,1.498511076,2.821854591,0,6
SNAc3,2,0.001,3,none,0.9591104167,1,1,0,0,-0.1062820181,0.1236636341,-0.259074688,0.5090765953,0.6942588687,13.20853012,0,0,-0.3073502481,0.2548713088,-0.464247793,0.5911530852,0.6036913395,14.16277399,0,0,-0.2555567026,0.6950185895,-2.337828398,0.9674516916,70.32234174,0,0,0.1718080789,1.781421661,-3.936100721,0.9894188643,37.20172207,0.7649962306,1.926447511,3.490623236,1.457788348,1.89806664,3,3,3,1,0.7402516007,3,3,3,1,1.523911357,3,3,3,1,4.02167511,1.739452124,1.259840012,2.315040112,0,6
SNAc3,2,0.001,4,none,0.9553229167,1,1,0,0,-0.1267731041,0.1348300725,-0.3202798963,0.5612633824,0.8140082955,13.51061038,0,0,-0.3649098277,0.3030537367,-0.4590818286,0.6899202466,0.6546987891,14.14402367,0,0,-0.07322413474,0.8603549004,-3.345013618,0.9877058268,72.1967926,0,0,-0.512925148,2.173932791,-3.824503183,0.995229125,38.79582196,0.8618164659,2.233368158,3.964273214,1.498642325,1.720598221,3,3,3,1,0.803915143,3,3,3,1,1.80921936,3,2.03112483,3,0.9099999666,5.003050327,1.420152307,0.9266052246,2.176470518,0,6
SNAc3,2,0.001,5,none,0.96315,1,1,0,0,-0.1638554335,0.1535298973,-0.3771433532,0.4918884337,0.6244515181,12.65067408,0,0,-0.3917262554,0.2855803967,-0.5469388962,0.7022874355,0.5650166869,14.14780501,0,0,-0.1225640401,0.8865779042,-2.409616232,0.9841313958,73.15456072,0,0,-0.1050146669,2.234159946,-5.27999258,1.000149369,42.52108685,0.8721932769,2.338352919,4.328513145,1.607415199,1.782044172,3,3,3,1,0.9179540277,3,3,3,1,1.71171546,3,1.613297224,3,0.8799999952,5.147325993,1.370030642,0.89037323,1.823296309,0,6
SNAc3,2,0.001,6,none,0.9630645833,1,1,0,0,-0.1519404948,0.1412673742,-0.327162534,0.4710348248,0.6452729702,12.73676674,0,0,-0.4085002244,0.3120778203,-0.5796567202,0.6911292672,0.589910984,14.02742602,0,0,-0.08891726285,0.9889819622,-4.02303791,0.9882848263,72.83652668,0,0,0.1391158253,2.638989449,-7.154965401,0.999878943,42.33521855,0.9272710085,2.65231204,4.742674828,1.667374611,1.690782547,3,3,3,1,0.8474045992,3,3,3,1,1.868956804,3,1.446170568,3,0.719999969,5.743060589,1.154263616,0.8489784002,1.623657942,0,6
SNAc3,2,0.001,7,none,0.9608916667,1,1,0,0,-0.150899291,0.1480408758,-0.2726089954,0.4528404772,0.6337694526,12.90468537,0,0,-0.4705245197,0.3487441838,-0.5608557463,0.7791400552,0.5825361013,14.03075323,0,0,-0.2114094347,1.175282955,-2.285969257,0.9928146601,78.23470015,0,0,-0.1317163259,3.151286602,-4.437979698,0.996971488,48.5445965,0.9819103479,2.800880909,5.142172337,1.740215182,1.652886033,3,3,3,1,0.8860929608,3,3,3,1,2.081108809,2.635111332,1.531289577,3,0.01999999955,6,0.9760856628,0.7914192677,1.32532084,0,6
SNAc3,2,0.001,8,none,0.9664875,1,1,0,0,-0.1770663559,0.1491750926,-0.339279443,0.4355610311,0.5680914521,12.51289485,0,0,-0.4179841578,0.3444256485,-0.5831958055,0.7295018435,0.615739584,14.31768848,0,0,-0.270311296,1.422344446,-2.084686995,0.997325778,80.21668977,0,0,-0.7202598453,3.607212067,-5.067758083,1.003541708,51.35019058,1.012730598,2.988179445,5.600976467,1.776463985,1.522271872,3,3,3,1,0.8928626776,3,3,3,1,2.058134317,2.188063622,1.386413574,2.553296328,0,6,0.857796073,0.6380921602,1.195736289,0,6
SNAc3,2,0.001,9,none,0.9696708333,1,1,0,0,-0.2297187895,0.1514566988,-0.294379741,0.459957093,0.5610399842,12.79714417,0,0,-0.4474913776,0.3568810225,-0.6517336965,0.7558656931,0.5955412388,14.31101136,0,0,-0.1421693861,1.506229758,-2.382996082,0.9935081005,81.91972678,0,0,-0.01851107925,3.763397455,-6.787743092,1.000108004,52.46976797,1.02869606,3.116858959,5.913316727,1.828663707,1.600453854,3,3,3,1,0.9073975682,3,3,3,1,2.140042067,2.047952652,1.022429943,2.415480614,0,6,0.8186776638,0.5504843593,1.089181781,0,6
SNAc3,2,0.001,10,none,0.96735,1,1,0,0,-0.2023053318,0.1509770602,-0.3331692219,0.4434505403,0.5199796557,12.41919668,0,0,-0.483042568,0.3576515317,-0.6907948852,0.8078783154,0.6504147649,14.06722072,0,0,-0.2021284401,1.579220653,-3.178327084,0.9862766862,83.14537652,0,0,0.04785264283,3.985130548,-4.351778984,0.9989816546,55.9699501,1.057732701,3.221282244,6.22444582,1.860437155,1.579813123,3,3,3,1,0.8996062279,3,3,3,1,2.142286062,1.95828557,1.394946337,2.256398439,0,6,0.7781379819,0.5265780091,1.010170698,0,6
SNAc3,2,0.001,11,none,0.9699958333,1,1,0,0,-0.2424418628,0.1570579857,-0.390884012,0.434366405,0.4431988597,12.23284563,0,0,-0.4780854285,0.3477591276,-0.6643246412,0.8327895403,0.5688354373,13.97316897,0,0,-0.122138612,1.543483973,-3.363901138,0.991926074,82.77388582,0,0,0.08254169673,3.805709839,-5.106291771,1.002096295,57.99011187,1.057636857,3.284118891,6.476378918,1.949484587,1.641870856,3,3,3,1,0.9391793013,3,3,3,1,2.077460051,2.006844997,1.342130423,2.398409367,0,6,0.8150129318,0.5724196434,1.130220175,0,6
SNAc3,2,0.001,12,none,0.9671770833,1,1,0,0,-0.239620626,0.1640917659,-0.3758049011,0.4260179698,0.4887455404,12.34901696,0,0,-0.4443491697,0.3536790311,-0.5650134683,0.7893925905,0.6087184548,14.52313981,0,0,-0.09781738371,1.785617828,-2.523105621,0.9944826365,85.23491326,0,0,-0.03812431544,4.501252174,-5.582594395,1.002654314,59.93131385,1.10057652,3.401134014,6.717500687,1.976730585,1.614094853,3,3,3,1,0.9795254469,3,3,3,1,2.118560076,1.730075955,0.8878779411,2.060875416,0,6,0.6881805658,0.432272315,1.051130295,0,6
SNAc3,2,0.001,13,none,0.9647708333,1,1,0,0,-0.2294322252,0.1612041444,-0.534104228,0.3875690699,0.5149931908,11.74759594,0,0,-0.5022885799,0.3567484915,-0.6552557349,0.850651443,0.5923728347,14.20541275,0,0,-0.1804066449,1.770176888,-3.381975174,0.9967226386,85.01249974,0,0,0.2609867454,4.522720337,-4.485845566,1.000048876,60.38404194,1.142496586,3.488509417,6.975265026,2.007935047,1.633000016,3,3,3,1,0.9663139582,3,3,3,1,2.142549276,1.738636136,0.899389565,1.955568314,0,6,0.6846129894,0.4571253955,0.9699501991,0,6
SNAc3,2,0.001,14,none,0.9585375,1,1,0,0,-0.2404348254,0.1802285016,-0.424146384,0.4430368245,0.4208389521,11.95805178,0,0,-0.4699728489,0.3616532385,-0.6639632583,0.8216992617,0.6339281201,14.20979079,0,0,-0.1877354681,1.96115613,-2.522301197,1.001044631,84.07731073,0,0,0.05866421387,4.845279694,-6.892464161,1.003003001,61.75700191,1.168780088,3.553261518,7.336055756,1.997402906,1.485475302,3,3,3,1,1.079376817,3,3,3,1,2.162992239,1.58579421,0.8307738304,1.855025768,0,6,0.6409215927,0.3872269392,1.082999229,0,6
SNAc3,2,0.001,15,none,0.9660854167,1,1,0,0,-0.2438458055,0.16478315,-0.4447169006,0.4055431783,0.4883577526,11.97556883,0,0,-0.4792232513,0.3675260842,-0.6366541982,0.8160964251,0.620557189,14.2254522,0,0,-0.2613819242,2.082067728,-2.126772404,0.9958509803,85.17316419,0,0,0.415471673,5.122639656,-7.306694508,1.003852606,63.14178722,1.121712685,3.643609762,7.635849476,2.066484451,1.589862943,3,3,3,1,0.9867100716,3,3,3,1,2.20507741,1.481477022,0.9617030621,1.763777494,0,6,0.6000013351,0.3911588192,0.7848184109,0,6
SNAc3,2,0.001,16,none,0.9662145833,1,1,0,0,-0.2840226293,0.1748370677,-0.4040735066,0.4282224774,0.3984539807,12.11174105,0,0,-0.5658589602,0.3691353798,-0.6645071507,0.9188464284,0.6444789171,13.95599531,0,0,-0.1455060244,2.065520287,-3.188886166,1.002225399,87.97130978,0,0,0.09040281177,5.031728268,-5.410256386,0.9991981387,66.2495254,1.122487187,3.74592495,7.864677906,2.04968214,1.582999587,3,3,3,1,1.047954202,3,3,3,1,2.215127468,1.489619017,1.16754365,1.729077816,0,6,0.613599062,0.4072608948,0.7857656479,0,6
SNAc3,2,0.001,17,none,0.9669916667,1,1,0,0,-0.2656215131,0.1802323163,-0.4291333258,0.4630183578,0.4259132743,11.90834023,0,0,-0.5723692775,0.382347703,-0.7703326344,0.9548991323,0.6282752156,13.93539031,0,0,-0.2024517059,2.212593555,-2.658576012,0.999116838,87.25963179,0,0,-0.1194163784,5.459157467,-6.596347809,1.012697339,65.21511745,1.175253749,3.835365772,8.088867188,2.120024681,1.570601225,3,3,3,1,1.075774908,3,3,3,1,2.292068958,1.3968575,1.102501154,1.694499493,0,6,0.5631447434,0.3326421976,0.7578532696,0,6
SNAc3,2,0.001,18,none,0.96518125,1,1,0,0,-0.2747979164,0.1853487194,-0.4996499717,0.4668004513,0.3880565166,11.77611839,0,0,-0.5955528617,0.4023297429,-0.6891041398,0.9908575416,0.6683383584,13.81777805,0,0,-0.03236859292,2.284290552,-2.994016886,1.005035996,87.36835491,0,0,-0.006501782686,5.711781502,-7.1195755,1.006185651,67.04805686,1.161237836,3.901767492,8.288615227,2.122453213,1.566553831,3,3,3,1,1.110236168,3,3,3,1,2.408746243,1.357437849,1.092303991,1.582250476,0,6,0.5416404605,0.376739502,0.7607522011,0,6
SNAc3,2,0.001,19,none,0.9576479167,1,1,0,0,-0.3048844337,0.1681893617,-0.5232185125,0.371143043,0.4191840589,11.20173409,0,0,-0.5708720088,0.3734149635,-0.7034731507,1.007045031,0.6818458438,13.79489113,0,0,-0.2925330102,2.161039352,-3.563508272,1.001504779,86.69545029,0,0,-0.006430317648,5.2258811,-7.957931519,0.9976453781,68.85497393,1.164285898,4.011835098,8.451493263,2.169148445,1.646184444,3,3,3,1,1.00599885,3,3,3,1,2.239210129,1.427227974,1.125138521,1.606491923,0,6,0.5857834816,0.4466169477,0.789570272,0,6
SNAc3,2,0.001,20,none,0.9719229167,1,1,0,0,-0.3282518983,0.1658129245,-0.4804994762,0.4243711531,0.3850437403,11.51692168,0,0,-0.5683184862,0.3609892726,-0.6725633144,0.9958527684,0.6343137622,13.87380155,0,0,-0.322748661,2.114782095,-3.335604668,0.9926331043,88.40544633,0,0,-0.1875151545,5.217133999,-7.465032578,0.9899530411,69.08051504,1.223536491,4.010243893,8.602819443,2.167709351,1.697975755,3,3,3,1,0.9941723347,3,3,3,1,2.162287474,1.463560581,1.120583653,1.774149656,0,6,0.5947526693,0.368057847,0.7621788383,0,6
SNAc3,2,0.001,21,none,0.9752770833,1,1,0,0,-0.2804083228,0.1631339937,-0.5043792129,0.3840428293,0.3525102139,11.391796,0,0,-0.5832255483,0.3731622398,-0.7189303041,0.9728656411,0.6250655055,13.92938163,0,0,-0.2457043082,2.245874405,-4.039533138,0.9889661074,87.60502769,0,0,-0.6242397428,5.721818924,-8.457574844,0.9978621602,69.50252334,1.213469744,4.092466354,8.784733772,2.250190973,1.759188533,3,3,3,1,0.9786362648,3,3,3,1,2.240999699,1.372303843,0.9179897904,1.553946257,0,6,0.5414304733,0.3596641421,0.7493009567,0,6
SNAc3,2,0.001,22,none,0.973,1,1,0,0,-0.3065082729,0.1709300578,-0.4936588705,0.4092224836,0.3724601567,11.39368989,0,0,-0.5548716784,0.3816528022,-0.6224624515,0.9764367938,0.61081177,14.10369735,0,0,-0.3070780933,2.357259035,-2.980859756,1.001191258,88.03455437,0,0,-0.1488523036,5.965175152,-6.133140564,1.004047036,69.75875763,1.199627399,4.124693394,8.907008171,2.24911499,1.779437065,3,3,3,1,1.02479589,3,3,3,1,2.292136192,1.30338192,0.7800204754,1.489603996,0,6,0.5162932873,0.3383516669,0.6959904432,0,6
SNAc3,2,0.001,23,none,0.9693875,1,1,0,0,-0.2829927504,0.1726294309,-0.4510041773,0.3762411475,0.3650626838,11.27640828,0,0,-0.5277917981,0.3791549206,-0.6762312055,0.8861613274,0.6176251173,14.00276122,0,0,-0.3984249532,2.396848202,-3.678721905,0.9994346499,88.10782694,0,0,-0.2229164392,6.018811703,-5.575577736,0.9905645847,70.479838,1.204585671,4.139083862,9.07870388,2.258282423,1.754703283,3,3,3,1,1.034176826,3,3,3,1,2.269411325,1.291725516,0.9476001263,1.466855526,0,6,0.5074378252,0.3198264241,0.662946701,0,6
SNAc3,2,0.001,24,none,0.9690916667,1,1,0,0,-0.3234923482,0.1562171131,-0.4472132325,0.3696597815,0.3592259288,11.21297528,0,0,-0.5561352372,0.3780750036,-0.6573422551,0.929756701,0.6408879757,13.89366797,0,0,-0.5079364181,2.349443913,-3.229451656,0.9979240298,89.05163125,0,0,-0.05403680354,5.889510155,-8.592851639,0.9885476828,71.31445202,1.204777479,4.150735855,9.239759445,2.302415133,1.842861056,3,3,3,1,0.9367187619,3,3,3,1,2.26166296,1.321695566,1.075329423,1.497871161,0,6,0.527838707,0.3584975004,0.752799511,0,6
SNAc3,2,0.001,25,none,0.9614020833,1,1,0,0,-0.28592363,0.1695852876,-0.5078074336,0.3908204734,0.3436580896,11.27298154,0,0,-0.5097524524,0.3892052472,-0.6673673987,0.8297730088,0.6131104827,14.0794393,0,0,-0.08902342618,2.6359272,-4.226716995,1.006095052,89.33160687,0,0,-0.7708608508,6.733532906,-9.896355629,0.9991588593,72.18807792,1.201875806,4.291977406,9.434574127,2.306763649,1.77744329,3,3,3,1,1.010018826,3,3,3,1,2.330113411,1.16965723,0.9303340912,1.324779272,0,6,0.4566358924,0.2920551896,0.6886619329,0,6
SNAc3,2,0.001,26,none,0.96224375,1,1,0,0,-0.2905682027,0.1694442034,-0.5599877834,0.3856742084,0.3390821815,10.91824105,0,0,-0.5587411523,0.4054569006,-0.6688503027,0.9522950649,0.6762965322,14.04524452,0,0,-0.2937701941,2.710330963,-2.505401134,0.9955760837,90.27355806,0,0,0.1134496331,7.129568577,-9.011084557,0.9962238073,71.36741174,1.202207804,4.348504543,9.609019279,2.353910208,1.687471628,3,3,3,1,1.016501546,3,3,3,1,2.429321051,1.139807701,0.8102753162,1.319354773,0,6,0.4353393912,0.2910509706,0.5888397098,0,6
