arm,seed,lr,task,iv,online_acc,memo_acc,acc,dead_frac_l1,zeroout_l1,zbar_l1,zsd_l1,zbar_min_l1,mob_l1,eff_rank_l1,dead_frac_l2,zeroout_l2,zbar_l2,zsd_l2,zbar_min_l2,mob_l2,eff_rank_l2,w_norm_l1,w_norm_l2,w_norm_l3,alpha_med_l1,alpha_min_l1,alpha_max_l1,alpha_clip_frac_l1,two_alpha_W_med_l1,alpha_med_l2,alpha_min_l2,alpha_max_l2,alpha_clip_frac_l2,two_alpha_W_med_l2
SNA,5,0.001,1,none,0.9757625,1,1,0,0,-0.2464675456,1.120637536,-2.559597969,0.8685151935,77.7391605,0,0,0.4627427757,1.542071223,-1.239188075,1.167652607,63.68415344,2.707748175,1.387580156,2.316299915,0.5502004027,0.3270391226,0.8474372625,0,1.200000048,0.4029659033,0.2181126624,0.5583162904,0,1.200000048
SNA,5,0.001,2,none,0.9781958333,1,1,0,0,-2.166390419,2.151866913,-22.6583271,0.5809218884,65.68443918,0,0,-3.562606573,4.164981842,-13.48985195,0.615734756,71.04158078,4.268380165,1.93041563,3.043100119,0.2876442671,0.09559804946,0.5141438842,0,1.200000048,0.1482481509,0.09414431453,0.3036009073,0,1.200000048
SNA,5,0.001,3,none,0.9797291667,1,1,0,0,-2.630816936,2.53479147,-13.70551109,0.5875997543,73.32718462,0,0,-3.933536768,4.598554134,-12.79695892,0.6168096662,75.35333278,5.060685158,2.155784845,3.190341711,0.2430638075,0.1488817781,0.3605400026,0,1.200000048,0.1329022199,0.08075861633,0.2345154136,0,1.200000048
SNA,5,0.001,4,none,0.98288125,1,1,0,0,-2.738304138,2.841976643,-10.40529823,0.6079105139,76.57099114,0,0,-5.90950489,6.136389256,-13.98914242,0.5662525296,75.81380263,5.813893318,2.379715919,3.40648222,0.2173905522,0.113632381,0.3708058298,0,1.200000048,0.09976063669,0.06728285551,0.1718636006,0,1.200000048
SNA,5,0.001,5,none,0.98324375,1,1,0,0,-2.797753572,2.818007708,-11.49271107,0.5977601409,77.75428725,0,0,-6.085750103,6.259913445,-16.64977837,0.5819309354,75.78977909,6.382993698,2.51809597,3.362500191,0.2203452289,0.1187264025,0.3485289216,0,1.200000048,0.09826277941,0.0615667142,0.1479843855,0,1.200000048
SNA,5,0.001,6,none,0.98438125,1,1,0,0,-3.034629107,2.999283791,-7.567736149,0.5899177194,79.70393875,0,0,-7.402759552,6.884326458,-15.50101757,0.5612772107,76.72598057,7.024406433,2.714050293,3.438956976,0.2067152113,0.1190509573,0.3342123628,0,1.200000048,0.08997455984,0.06349725276,0.1311235875,0,1.200000048
SNA,5,0.001,7,none,0.9854041667,1,1,0,0,-3.366192102,3.246826887,-6.454797745,0.5898518562,79.92314765,0,0,-8.192481995,8.068074226,-19.08343315,0.56023103,76.54114619,7.507679939,2.919762611,3.571807146,0.1891881227,0.1178996339,0.2673198283,0,1.200000048,0.07650347054,0.05400102958,0.119227916,0,1.200000048
SNA,5,0.001,8,none,0.9857625,1,1,0,0,-3.422344923,3.400736809,-8.212909698,0.5765968561,80.75959557,0,0,-9.270068169,8.624186516,-18.67425156,0.5438764691,77.33410352,7.990741253,3.094737291,3.634126902,0.1822432727,0.1215505078,0.2917372882,0,1.200000048,0.07182138413,0.05419583991,0.1116466671,0,1.200000048
SNA,5,0.001,9,none,0.9860958333,1,1,0,0,-3.373334885,3.371810675,-8.356626511,0.5898692012,80.44301266,0,0,-10.07574558,8.809836388,-21.08444977,0.5412009954,76.36645694,8.444079399,3.173239231,3.628010273,0.1839727461,0.1243717372,0.2930926383,0,1.200000048,0.06987440586,0.05393357575,0.1004672125,0,1.200000048
SNA,5,0.001,10,none,0.9868166667,1,1,0,0,-3.771383524,3.57053256,-7.639680862,0.5630752444,81.04012704,0,0,-11.02166557,9.412792206,-21.36615181,0.543187201,77.15875407,8.910861015,3.296507359,3.665934086,0.1726977527,0.1064298674,0.2528795302,0,1.200000048,0.06593990326,0.05000000075,0.09343531728,0.01999999955,1.200000048
