arm,cond,seed,slot,lr,task,iv,online_acc,memo_acc,acc,dead_frac_l1,zeroout_l1,zbar_l1,zsd_l1,zbar_min_l1,mob_l1,eff_rank_l1,dead_frac_l2,zeroout_l2,zbar_l2,zsd_l2,zbar_min_l2,mob_l2,eff_rank_l2,w_norm_l1,w_norm_l2,w_norm_l3,alpha_med_l1,alpha_min_l1,alpha_max_l1,alpha_clip_frac_l1,two_alpha_W_med_l1,alpha_med_l2,alpha_min_l2,alpha_max_l2,alpha_clip_frac_l2,two_alpha_W_med_l2
SNA,raw,0,0,0.001,35,none,0.9519791667,1,1,0,0,-12.21171093,14.49447536,-42.52430344,0.6370363235,78.5460731,0,0,-45.84268188,35.75618362,-88.68074036,0.5334355831,79.01777194,21.46251488,2.776736498,1.887415409,0.04260708764,0.03026748635,0.05186936632,0,1.200000048,0.01733337156,0.01293119043,0.02448905818,0,1.200000048
SNA,raw,0,0,0.001,36,none,0.95233125,1,1,0,0,-13.04459095,14.49970055,-48.99189758,0.6325474977,79.02758489,0,0,-36.78815842,36.16912079,-69.41648865,0.5672392845,80.92313313,21.6019268,2.776043177,1.903869987,0.04270742461,0.027821647,0.05405570567,0,1.200000048,0.01709411666,0.01245312113,0.02295758948,0,1.200000048
SNA,raw,0,0,0.001,37,none,0.9592,1,1,0,0,-9.65352726,14.38381386,-42.8211937,0.6852591634,79.62503185,0,0,-44.44684219,36.25219345,-84.12272644,0.5453528762,80.0037526,21.70283127,2.750317097,1.912782311,0.04289694875,0.02516981773,0.05724682659,0,1.200000048,0.01701373793,0.0129458895,0.02219241485,0,1.200000048
SNA,raw,0,0,0.001,38,none,0.95990625,1,1,0,0,-11.5906086,14.00553989,-38.05372238,0.6532265544,78.63636528,0,0,-39.69578934,33.54881287,-79.02855682,0.5506875515,80.44645604,21.72800636,2.719988108,1.946916103,0.04429772869,0.0292945765,0.05587881058,0,1.200000048,0.01842445508,0.01398643386,0.02273767255,0,1.200000048
SNA,raw,0,0,0.001,39,none,0.95713125,1,1,0,0,-11.33189392,14.12297726,-41.35609055,0.6140070558,80.18410439,0,0,-39.28385925,32.88166428,-71.19285583,0.5360344648,80.67578733,21.87343216,2.713473082,1.963510275,0.04353836551,0.03484305739,0.05510509759,0,1.200000048,0.01873124205,0.01451561879,0.02437125333,0,1.200000048
SNA,raw,0,0,0.001,40,none,0.9592958333,1,1,0,0,-13.00931263,14.22380257,-39.98892212,0.6354752779,80.34084327,0,0,-36.9369278,34.8968277,-76.44284058,0.5296202898,82.05741181,21.97679329,2.772990942,2.015663147,0.04349672794,0.03192650154,0.05730739981,0,1.200000048,0.01773095317,0.01450104639,0.02186525427,0,1.200000048
SNA,raw,0,0,0.001,41,none,0.95730625,1,1,0,0,-11.17924309,13.76374531,-32.18314362,0.6149908304,81.27517175,0,0,-33.35917664,31.97799301,-65.98108673,0.5373054147,81.85648393,22.031744,2.724357367,2.074451685,0.04503519088,0.03295800462,0.05863269418,0,1.200000048,0.01930873096,0.01512403693,0.02478102595,0,1.200000048
SNA,raw,0,0,0.001,42,none,0.9572979167,1,1,0,0,-12.39096642,14.00394344,-46.771492,0.6092823744,80.00493706,0,0,-36.92808914,34.46314621,-83.41355133,0.5467367768,80.75359273,22.36317444,2.751775265,2.137439728,0.04396199435,0.03251810372,0.05919884518,0,1.200000048,0.01779285632,0.01312101353,0.02308295481,0,1.200000048
SNA,raw,0,0,0.001,43,none,0.9583458333,1,1,0,0,-11.20989323,14.02105141,-41.34878922,0.6127563715,81.17876978,0,0,-39.82355881,33.87487411,-79.43721771,0.5375635624,81.34630552,22.54773903,2.7560215,2.142122269,0.04394255579,0.03128938377,0.05574709177,0,1.200000048,0.01820663735,0.01512974501,0.02374299988,0,1.200000048
SNA,raw,0,0,0.001,44,none,0.9599645833,1,1,0,0,-12.40596676,14.20472431,-44.66743469,0.6505326629,80.08056525,0,0,-37.80728531,35.99525452,-81.73719025,0.5668256879,80.77547713,22.68745995,2.777199745,2.16923213,0.0435494706,0.0302674938,0.05524623021,0,1.200000048,0.01715032011,0.01362232957,0.02288211323,0,1.200000048
SNA,raw,0,0,0.001,45,none,0.9601520833,1,1,0,0,-11.34904671,14.24132061,-39.63529205,0.6651007533,79.8568662,0,0,-43.72231674,36.62559128,-93.80260468,0.5587800145,80.71212973,22.6801033,2.780794859,2.193327188,0.04339113086,0.03092375025,0.05682693049,0,1.200000048,0.01680117287,0.01284267567,0.02209052816,0,1.200000048
SNA,raw,0,0,0.001,46,none,0.9612083333,1,1,0,0,-11.73724842,14.14650059,-39.18729782,0.6163283587,81.99738604,0,0,-41.69181442,34.6332283,-81.72468567,0.5411552787,81.3348323,22.87424278,2.804027557,2.259245634,0.04364400357,0.03190174699,0.05868792906,0,1.200000048,0.01788374409,0.01309303939,0.0232808236,0,1.200000048
SNA,raw,0,0,0.001,47,none,0.9570645833,1,1,0,0,-12.21124554,14.041399,-42.99601746,0.6125324965,81.36459672,0,0,-37.82693481,33.84584808,-74.82907104,0.5359496474,81.13971298,22.85872841,2.779278755,2.287586212,0.04381811991,0.03212314844,0.06415697932,0,1.200000048,0.01813177764,0.01335126441,0.02285032906,0,1.200000048
SNA,raw,0,0,0.001,48,none,0.9627666667,1,1,0,0,-10.67634964,14.15553284,-40.24832916,0.6413017511,80.35763002,0,0,-44.37839127,36.70891571,-91.34859467,0.5488879681,80.05893597,22.95089912,2.795225859,2.312179327,0.04362314194,0.03066169843,0.05637040362,0,1.200000048,0.0169061739,0.01220992021,0.02153010666,0,1.200000048
SNA,raw,0,0,0.001,49,none,0.96078125,1,1,0,0,-11.75179863,14.1850462,-39.27365494,0.6356859207,80.89177784,0,0,-44.51882172,35.98449707,-85.67324829,0.5373405814,80.15286366,23.22301483,2.810315847,2.363423586,0.04352426529,0.03148709983,0.0544882156,0,1.200000048,0.01709807664,0.01214185078,0.02271450497,0,1.200000048
SNA,raw,0,0,0.001,50,none,0.95913125,1,1,0,0,-12.71632195,14.63706303,-38.45171356,0.6184745431,82.22305868,0,0,-40.45539093,35.35300827,-76.83582306,0.5477184057,80.85298297,23.32437515,2.808079958,2.380074501,0.04204980657,0.02901306935,0.06742624193,0,1.200000048,0.01755879074,0.01249001268,0.02347394824,0,1.200000048
SNA,std,0,1,0.001,1,none,0.9766229167,1,1,0,0,-1.697085023,14.06964779,-6.281908989,0.9120500088,75.67695113,0,0,-7.606263161,15.60171223,-24.35557365,0.7268298268,74.09892985,3.714239597,0.8128454685,0.6283807755,0.04407197237,0.02200641483,0.06954290718,0,1.200000048,0.03945121542,0.01886170544,0.06927461922,0,1.200000048
SNA,std,0,1,0.001,2,none,0.9866729167,1,1,0,0,-1.974263906,18.55076218,-9.550253868,0.9312077165,77.45438879,0,0,-17.3308506,22.67523384,-40.15812683,0.6327123046,80.17922331,4.85115099,0.9974810481,0.640746057,0.03320099786,0.01831041463,0.04668856412,0,1.200000048,0.02739333175,0.01735823229,0.04136556387,0,1.200000048
SNA,std,0,1,0.001,3,none,0.9858895833,1,1,0,0,-1.859001517,19.66957283,-9.774282455,0.9317269921,80.3976804,0,0,-22.09526062,26.426157,-42.6595459,0.6017745137,81.05097914,5.861672878,1.086229682,0.6358504295,0.0314905718,0.01856772788,0.04279048741,0,1.200000048,0.02346495353,0.0157914944,0.03514537588,0,1.200000048
SNA,std,0,1,0.001,4,none,0.9874625,1,1,0,0,-2.622509003,21.37632751,-12.32624912,0.9138945937,81.66037949,0,0,-23.06842422,28.87201118,-45.36993027,0.6213158369,82.49497848,6.514737606,1.146622181,0.6241866946,0.02889179252,0.02020046487,0.04230481759,0,1.200000048,0.02146396972,0.01455267332,0.03184493631,0,1.200000048
SNA,std,0,1,0.001,5,none,0.9871083333,1,1,0,0,-2.347796202,23.0470314,-10.61847401,0.9368855953,81.67647745,0,0,-26.97384644,32.05126572,-48.98661423,0.5933895111,82.40416584,7.07224226,1.199752808,0.5811249614,0.02652790956,0.0170525182,0.03901487589,0,1.200000048,0.01921907254,0.01319839247,0.02921816148,0,1.200000048
SNA,std,0,1,0.001,6,none,0.9871583333,1,1,0,0,-2.830364943,24.70726776,-9.656079292,0.9260430932,82.51909042,0,0,-31.62060547,36.07438278,-59.27229309,0.5857921243,82.06098826,7.71246624,1.264156461,0.6043058038,0.0251256451,0.01726870984,0.033279147,0,1.200000048,0.01712336205,0.01030093338,0.02663587965,0,1.200000048
SNA,std,0,1,0.001,7,none,0.9875208333,1,1,0,0,-3.609186172,24.6561985,-12.27517033,0.9117316008,83.4662364,0,0,-30.76694107,34.77888489,-58.58052826,0.5852661133,83.42292763,8.135368347,1.274381518,0.5916346908,0.02505256794,0.01649708673,0.0330247283,0,1.200000048,0.01776251942,0.01201258972,0.02512877062,0,1.200000048
SNA,std,0,1,0.001,8,none,0.9875333333,1,1,0,0,-3.905992985,25.93174362,-12.99435043,0.8913748264,83.57677753,0,0,-30.7816925,36.7105751,-58.18841171,0.5962318778,83.58812017,8.561195374,1.294966578,0.603461504,0.02396759763,0.01728310436,0.03166490793,0,1.200000048,0.01671722345,0.012480014,0.02460191585,0,1.200000048
SNA,std,0,1,0.001,9,none,0.9869354167,1,1,0,0,-3.877007008,26.43906593,-13.1524601,0.9039604068,83.73695209,0,0,-33.19509125,38.46575546,-72.06411743,0.5834818482,82.90815601,8.961763382,1.344198346,0.625862956,0.02338651381,0.01538069267,0.03080265783,0,1.200000048,0.01607016847,0.009966551326,0.02242731862,0,1.200000048
SNA,std,0,1,0.001,10,none,0.9869833333,1,1,0,0,-4.123334885,27.24206734,-14.08432293,0.9015824795,83.7130565,0,0,-34.54930115,41.06145477,-67.21407318,0.600171566,83.13069651,9.317074776,1.354837179,0.5905396938,0.02265495248,0.01595989801,0.03184631839,0,1.200000048,0.01508594025,0.01013325155,0.02140473574,0,1.200000048
SNA,std,0,1,0.001,11,none,0.9872166667,1,1,0,0,-4.366837502,27.5653286,-15.58008957,0.9035457373,84.77889875,0,0,-35.72880173,40.94897842,-60.68202591,0.6037617326,83.96320211,9.664225578,1.363826871,0.588218689,0.02245540544,0.01616023108,0.02882524393,0,1.200000048,0.01495654415,0.01038439944,0.01996948756,0,1.200000048
SNA,std,0,1,0.001,12,none,0.9866375,1,1,0,0,-4.79612875,29.23805618,-16.00825691,0.8993518353,84.19012363,0,0,-35.88393402,41.96749496,-72.36643219,0.5895107388,84.12208104,9.985435486,1.397432804,0.6123507619,0.02113948204,0.01502607483,0.02840106934,0,1.200000048,0.01470520161,0.009938790463,0.02044910565,0,1.200000048
SNA,std,0,1,0.001,13,none,0.9867354167,1,1,0,0,-5.631363869,28.49913216,-16.02394867,0.8847613931,84.83439303,0,0,-39.16676712,42.81012344,-59.14924622,0.5805620551,84.11618927,10.28545761,1.391317964,0.6079138517,0.02164204605,0.01422488689,0.02799491771,0,1.200000048,0.01441080309,0.009860603139,0.02031838149,0,1.200000048
SNA,std,0,1,0.001,14,none,0.98695,1,1,0,0,-5.398015976,28.68789101,-13.31918144,0.8943654299,85.0729952,0,0,-36.2127533,44.35715866,-61.78069687,0.6002504826,84.31330722,10.50909996,1.418125272,0.6133781075,0.02158865333,0.01520687435,0.02752587572,0,1.200000048,0.0139628686,0.009724169038,0.02228656411,0,1.200000048
SNA,std,0,1,0.001,15,none,0.9874083333,1,1,0,0,-5.059051037,29.56789207,-14.44709969,0.8949007392,84.64609828,0,0,-38.81425858,43.78932953,-71.60715485,0.5777099729,84.60721572,10.80003834,1.41506958,0.6135709286,0.02092897147,0.0118760094,0.02666634507,0,1.200000048,0.01403232012,0.01082823053,0.01869652793,0,1.200000048
SNA,std,0,1,0.001,16,none,0.9876479167,1,1,0,0,-5.851718903,29.6813755,-15.0112896,0.8762571216,85.52144872,0,0,-36.46743393,43.94297791,-65.36623383,0.594011426,84.62738005,11.01322556,1.429215312,0.6144121289,0.02071546391,0.01450825483,0.02575792,0,1.200000048,0.01407825854,0.009626215324,0.02018985897,0,1.200000048
SNA,std,0,1,0.001,17,none,0.9867770833,1,1,0,0,-6.257246971,30.74304962,-17.26592255,0.8662788868,85.57761894,0,0,-36.71116638,44.22563934,-63.18547821,0.5993621349,84.61452814,11.32892513,1.416136622,0.6188661456,0.02013877407,0.0151418373,0.02736542374,0,1.200000048,0.01398805063,0.009959857911,0.02157559618,0,1.200000048
SNA,std,0,1,0.001,18,none,0.9871125,1,1,0,0,-6.242534161,30.62731934,-18.92510986,0.8734120727,85.25689739,0,0,-38.06060028,43.72787857,-54.80810547,0.5881105661,84.95099619,11.50139618,1.420275092,0.6261499524,0.02015965432,0.01350050978,0.02871129662,0,1.200000048,0.01412748173,0.01134191826,0.02039477602,0,1.200000048
SNA,std,0,1,0.001,19,none,0.9866041667,1,1,0,0,-6.96272707,30.85818481,-20.57998085,0.8675604463,85.39767972,0,0,-38.03501511,44.42224121,-70.3398056,0.5846651196,84.61719307,11.75432968,1.418782949,0.6194321513,0.01995863393,0.01277395803,0.02676730044,0,1.200000048,0.01391966548,0.01004350279,0.02041114122,0,1.200000048
SNA,std,0,1,0.001,20,none,0.9872104167,1,1,0,0,-6.420477867,30.53746223,-17.09597015,0.8702089787,85.90219086,0,0,-36.75839996,43.53108597,-66.55298615,0.6041161418,84.91155345,11.93772221,1.403268814,0.6253554225,0.02020289563,0.01418687217,0.0254681129,0,1.200000048,0.01422355231,0.009757138789,0.01729757339,0,1.200000048
SNA,std,0,1,0.001,21,none,0.9866145833,1,1,0,0,-6.842838764,31.75172424,-20.44071579,0.8702961206,85.45844347,0,0,-41.82321548,45.52120209,-72.73973083,0.5709716678,84.08047029,12.22002316,1.436335683,0.6542564631,0.01944572292,0.01277234498,0.02468926832,0,1.200000048,0.01353430189,0.009798044339,0.02008298412,0,1.200000048
SNA,std,0,1,0.001,22,none,0.9866625,1,1,0,0,-7.427649975,31.51718521,-19.85743141,0.865661025,85.73505515,0,0,-38.81167221,45.10845184,-69.56907654,0.5876182318,84.55753167,12.36521912,1.437634826,0.6404708624,0.01965024136,0.0135923652,0.02477895468,0,1.200000048,0.01371280849,0.009978853166,0.0200585518,0,1.200000048
SNA,std,0,1,0.001,23,none,0.9875791667,1,1,0,0,-7.595426559,31.25407028,-18.2225132,0.8575793505,86.44000548,0,0,-39.90660095,45.02989578,-74.35087585,0.5781282187,84.91903784,12.5455246,1.441178918,0.6923638582,0.01978857629,0.01328906976,0.02583009563,0,1.200000048,0.01374509837,0.01075501274,0.02046572417,0,1.200000048
SNA,std,0,1,0.001,24,none,0.98723125,1,1,0,0,-6.487370014,30.86524391,-18.75942802,0.8618587255,86.44431316,0,0,-39.54813385,45.02865601,-67.10299683,0.5828537941,85.12618057,12.78617764,1.436143279,0.66673702,0.01983460784,0.01321042608,0.0259072762,0,1.200000048,0.01372862328,0.01012430247,0.01866584457,0,1.200000048
