coord,binset,abscissa,pair,x_lo,x_hi,dx,n_lo,n_hi,kappa_mob,at_floor,med_over_ulp_lo,med_over_ulp_hi,inc_med_pred_hi,pred_over_ulp_hi,obs_over_pred_hi,obs_hi2se_hi,obs_lo2se_hi,excluded_by_2se,pred_over_hi2se,kappa_inc,diff,same_sign,within_tol,kappa_inc_mean,diff_mean,key,arm,window,family,dial,sign_undefined
zbar,abs,depth_mid,0-1->1-3,0.5,2.0,1.5,33490,397831,0.7693795284817785,False,394.0,147.0,7.405773073338144e-06,31.062063624594472,4.7324608492401525,5.3699566524641884e-05,2.447788556276045e-05,True,0.13791122633996966,-0.26691735906712805,-1.0362968875489065,False,False,-0.8919799171084808,-1.6613594455902594,E_a0p1_1216@5M,E_a0p1_1216,5M,elu,0.1,
zbar,abs,depth_mid,1-3->3-6,2.0,4.5,2.5,397831,1906509,0.7040203959640438,False,147.0,203.0,6.029440271783002e-06,12.644652724850266,-16.05421710009073,-4.223387110319877e-05,-0.0001522680057278559,True,inf,nan,,,,-0.056518072730496624,-0.7605384686945403,E_a0p1_1216@5M,E_a0p1_1216,5M,elu,0.1,True
zbar,abs,depth_mid,3-6->6-10,4.5,8.0,3.5,1906509,1372531,0.44226289913589284,False,203.0,80.0,,,,,,,,nan,,,,0.47432966755662875,0.032066768420735914,E_a0p1_1216@5M,E_a0p1_1216,5M,elu,0.1,True
zbar,abs,depth_mid,6-10->>10,8.0,10.55533218383789,2.5553321838378906,1372531,27151,0.9783474756449446,False,80.0,12.0,,,,,,,,nan,,,,1.553643454278446,0.5752959786335015,E_a0p1_1216@5M,E_a0p1_1216,5M,elu,0.1,True
zbar,abs,depth_med,0-1->1-3,0.8169086873531342,2.184338092803955,1.367429405450821,33490,397831,0.843969924971877,False,394.0,147.0,7.405773073338144e-06,31.062063624594472,4.7324608492401525,5.3699566524641884e-05,2.447788556276045e-05,True,0.13791122633996966,-0.29279466786710945,-1.1367645928389865,False,False,-0.9784562700855571,-1.822426195057434,E_a0p1_1216@5M,E_a0p1_1216,5M,elu,0.1,
zbar,abs,depth_med,1-3->3-6,2.184338092803955,4.833348751068115,2.64901065826416,397831,1906509,0.6644182364533908,False,147.0,203.0,6.029440271783002e-06,12.644652724850266,-16.05421710009073,-4.223387110319877e-05,-0.0001522680057278559,True,inf,nan,,,,-0.053338849877950005,-0.7177570863313408,E_a0p1_1216@5M,E_a0p1_1216,5M,elu,0.1,True
zbar,abs,depth_med,3-6->6-10,4.833348751068115,6.957553863525391,2.1242051124572754,1906509,1372531,0.7287055933995915,False,203.0,80.0,,,,,,,,nan,,,,0.7815412112099376,0.05283561781034607,E_a0p1_1216@5M,E_a0p1_1216,5M,elu,0.1,True
zbar,abs,depth_med,6-10->>10,6.957553863525391,10.55533218383789,3.5977783203125,1372531,27151,0.6948740497371544,False,80.0,12.0,,,,,,,,nan,,,,1.1034796386737769,0.40860558893662247,E_a0p1_1216@5M,E_a0p1_1216,5M,elu,0.1,True
zbar,eqf,depth_mid,q1->q2,2.7951748371124268,4.399046516418458,1.6038716793060308,747503,747502,0.7549928013360052,False,163.0,147.0,1.1578051738176369e-05,24.280934358820048,-6.054132754022386,3.096649195165048e-05,-0.00015353748346776377,False,0.3738896790845329,nan,,,,-0.0012257734596558586,-0.7562185747956611,E_a0p1_1216@5M,E_a0p1_1216,5M,elu,0.1,True
zbar,eqf,depth_mid,q2->q3,4.399046516418458,5.430790376663208,1.0317438602447506,747502,747502,0.6674810040383953,False,147.0,421.0,,,,,,,,nan,,,,0.5826797449251245,-0.08480125911327074,E_a0p1_1216@5M,E_a0p1_1216,5M,elu,0.1,True
zbar,eqf,depth_mid,q3->q4,5.430790376663208,6.392507076263428,0.9617166996002195,747502,747502,0.6196709141841964,False,421.0,211.0,,,,,,,,nan,,,,0.7305089560879364,0.11083804190374003,E_a0p1_1216@5M,E_a0p1_1216,5M,elu,0.1,True
zbar,eqf,depth_mid,q4->q5,6.392507076263428,7.679415225982666,1.2869081497192383,747502,747503,0.6969512801141793,False,211.0,32.0,,,,,,,,nan,,,,1.0534926227283201,0.35654134261414083,E_a0p1_1216@5M,E_a0p1_1216,5M,elu,0.1,True
zbar,eqf,depth_med,q1->q2,2.7951748371124268,4.466843843460083,1.6716690063476562,747503,747502,0.7243728079809303,False,163.0,147.0,1.1578051738176369e-05,24.280934358820048,-6.054132754022386,3.096649195165048e-05,-0.00015353748346776377,False,0.3738896790845329,nan,,,,-0.0011760601708363195,-0.7255488681517666,E_a0p1_1216@5M,E_a0p1_1216,5M,elu,0.1,True
zbar,eqf,depth_med,q2->q3,4.466843843460083,5.437952280044556,0.9711084365844727,747502,747502,0.7091581143798573,False,147.0,421.0,,,,,,,,nan,,,,0.6190619159173383,-0.09009619846251904,E_a0p1_1216@5M,E_a0p1_1216,5M,elu,0.1,True
zbar,eqf,depth_med,q3->q4,5.437952280044556,6.350717782974243,0.9127655029296875,747502,747502,0.6529035820423458,False,421.0,211.0,,,,,,,,nan,,,,0.7696858174660994,0.11678223542375366,E_a0p1_1216@5M,E_a0p1_1216,5M,elu,0.1,True
zbar,eqf,depth_med,q4->q5,6.350717782974243,7.679415225982666,1.3286974430084229,747502,747503,0.6750312398475108,False,211.0,32.0,,,,,,,,nan,,,,1.0203588853068755,0.3453276454593647,E_a0p1_1216@5M,E_a0p1_1216,5M,elu,0.1,True
zmax,abs,depth_mid,0-1->1-3,0.5,2.0,1.5,1314310,2352944,0.8871655486049992,False,25.5,111.0,1.6067326626715223e-06,3.3695626169869084,-32.941960906266566,-4.231728281709266e-05,-6.573401723173545e-05,True,inf,nan,,,,nan,,E_a0p01_1216@5M,E_a0p01_1216,5M,elu,0.01,True
zmax,abs,depth_mid,1-3->3-6,2.0,4.5,2.5,2352944,390653,0.7126637742242646,False,111.0,62.0,,,,,,,,nan,,,,nan,,E_a0p01_1216@5M,E_a0p01_1216,5M,elu,0.01,True
zmax,abs,depth_mid,3-6->6-10,4.5,8.0,3.5,390653,4203,0.9574655553772791,True,62.0,0.0,,,,,,,,nan,,,,nan,,E_a0p01_1216@5M,E_a0p01_1216,5M,elu,0.01,True
zmax,abs,depth_med,0-1->1-3,0.5206853747367859,1.8076863884925842,1.2870010137557983,1314310,2352944,1.0339916664277014,False,25.5,111.0,1.606732662671522e-06,3.3695626169869075,-32.94196090626657,-4.231728281709266e-05,-6.573401723173545e-05,True,inf,nan,,,,nan,,E_a0p01_1216@5M,E_a0p01_1216,5M,elu,0.01,True
zmax,abs,depth_med,1-3->3-6,1.8076863884925842,3.453679084777832,1.6459926962852478,2352944,390653,1.0824224430531149,False,111.0,62.0,,,,,,,,nan,,,,nan,,E_a0p01_1216@5M,E_a0p01_1216,5M,elu,0.01,True
zmax,abs,depth_med,3-6->6-10,3.453679084777832,6.512136936187744,3.058457851409912,390653,4203,1.0956925374255677,True,62.0,0.0,,,,,,,,nan,,,,nan,,E_a0p01_1216@5M,E_a0p01_1216,5M,elu,0.01,True
zmax,eqf,depth_mid,q1->q2,0.3151238262653351,0.9262799561023713,0.6111561298370363,812422,812422,1.0062515754680574,False,64.0,18.0,8.24971661863e-06,17.300909706193142,-1.040407718766176,1.3421263379058674e-06,-4.7237702814956645e-05,True,6.146751155708718,nan,,,,7.121449196737516,6.115197621269459,E_a0p01_1216@5M,E_a0p01_1216,5M,elu,0.01,True
zmax,eqf,depth_mid,q2->q3,0.9262799561023713,1.4907679557800293,0.564487999677658,812422,812422,1.0190568498854196,False,18.0,85.0,,,,,,,,nan,,,,nan,,E_a0p01_1216@5M,E_a0p01_1216,5M,elu,0.01,True
zmax,eqf,depth_mid,q3->q4,1.4907679557800293,2.107684326171875,0.6169163703918459,812422,812422,0.9824797741985244,False,85.0,146.0,,,,,,,,nan,,,,nan,,E_a0p01_1216@5M,E_a0p01_1216,5M,elu,0.01,True
zmax,eqf,depth_mid,q4->q5,2.107684326171875,2.9801377058029175,0.8724533796310423,812422,812422,1.1161690696180622,False,146.0,74.0,,,,,,,,nan,,,,nan,,E_a0p01_1216@5M,E_a0p01_1216,5M,elu,0.01,True
zmax,eqf,depth_med,q1->q2,0.3151238262653351,0.9334863722324371,0.618362545967102,812422,812422,0.9945246886576411,False,64.0,18.0,8.24971661863e-06,17.300909706193142,-1.040407718766176,1.3421263379058674e-06,-4.7237702814956645e-05,True,6.146751155708718,nan,,,,7.038455608759852,6.043930920102211,E_a0p01_1216@5M,E_a0p01_1216,5M,elu,0.01,True
zmax,eqf,depth_med,q2->q3,0.9334863722324371,1.487013041973114,0.5535266697406769,812422,812422,1.0392369405057467,False,18.0,85.0,,,,,,,,nan,,,,nan,,E_a0p01_1216@5M,E_a0p01_1216,5M,elu,0.01,True
zmax,eqf,depth_med,q3->q4,1.487013041973114,2.075854539871216,0.5888414978981018,812422,812422,1.0293225909612098,False,85.0,146.0,,,,,,,,nan,,,,nan,,E_a0p01_1216@5M,E_a0p01_1216,5M,elu,0.01,True
zmax,eqf,depth_med,q4->q5,2.075854539871216,2.9801377058029175,0.9042831659317017,812422,812422,1.0768811294021852,False,146.0,74.0,,,,,,,,nan,,,,nan,,E_a0p01_1216@5M,E_a0p01_1216,5M,elu,0.01,True
zbar,abs,depth_mid,0-1->1-3,0.5,2.0,1.5,36032,564026,0.7915870525830503,False,2.0,13.5,3.6361121210022196e-08,0.15250959613568094,88.51902006211895,6.583261246157636e-06,2.059412246274005e-06,True,0.005523268764587553,-2.1972245773362196,-2.9888116299192697,False,False,-0.9586839475911807,-1.750271000174231,E_a0p01_1216@5M,E_a0p01_1216,5M,elu,0.01,
zbar,abs,depth_mid,1-3->3-6,2.0,4.5,2.5,564026,2282441,0.6098489341080313,False,13.5,146.0,7.007107764462675e-07,1.4694970062458428,-99.35372401539593,-4.434451710983112e-05,-9.47727237959306e-05,True,inf,nan,,,,-0.11116315470914948,-0.7210120888171808,E_a0p01_1216@5M,E_a0p01_1216,5M,elu,0.01,True
zbar,abs,depth_mid,3-6->6-10,4.5,8.0,3.5,2282441,1156796,0.42135325731363643,False,146.0,98.0,,,,,,,,nan,,,,0.6277456860291064,0.20639242871546998,E_a0p01_1216@5M,E_a0p01_1216,5M,elu,0.01,True
zbar,abs,depth_mid,6-10->>10,8.0,10.701193809509277,2.7011938095092773,1156796,22815,0.9478903509508034,True,98.0,1.0,,,,,,,,nan,,,,0.8817217947711053,-0.06616855617969808,E_a0p01_1216@5M,E_a0p01_1216,5M,elu,0.01,True
zbar,abs,depth_med,0-1->1-3,0.8296933174133301,2.2373896837234497,1.4076963663101196,36032,564026,0.8434919683617285,False,2.0,13.5,3.6361121210022196e-08,0.15250959613568094,88.51902006211895,6.583261246157636e-06,2.059412246274005e-06,True,0.005523268764587553,-2.341298127126263,-3.1847900954879913,False,False,-1.0215455234541464,-1.8650374918158747,E_a0p01_1216@5M,E_a0p01_1216,5M,elu,0.01,
zbar,abs,depth_med,1-3->3-6,2.2373896837234497,4.715522289276123,2.4781326055526733,564026,2282441,0.6152303278097004,False,13.5,146.0,7.007107764462675e-07,1.4694970062458428,-99.35372401539593,-4.434451710983112e-05,-9.47727237959306e-05,True,inf,nan,,,,-0.11214407419125769,-0.7273744020009582,E_a0p01_1216@5M,E_a0p01_1216,5M,elu,0.01,True
zbar,abs,depth_med,3-6->6-10,4.715522289276123,6.874601364135742,2.159079074859619,2282441,1156796,0.6830395504127671,False,146.0,98.0,,,,,,,,nan,,,,1.0176143739639207,0.33457482355115364,E_a0p01_1216@5M,E_a0p01_1216,5M,elu,0.01,True
zbar,abs,depth_med,6-10->>10,6.874601364135742,10.701193809509277,3.826592445373535,1156796,22815,0.6691163442758399,True,98.0,1.0,,,,,,,,nan,,,,0.6224079223865786,-0.046708421889261276,E_a0p01_1216@5M,E_a0p01_1216,5M,elu,0.01,True
zbar,eqf,depth_mid,q1->q2,2.505772352218628,4.002142381668091,1.496370029449463,812422,812423,0.6903930677794592,False,9.0,92.0,7.636953451898599e-07,1.6015852205556051,-57.44308752305064,-4.2301748090096055e-06,-8.801397344538491e-05,True,inf,nan,,,,-0.25115223788490154,-0.9415453056643608,E_a0p01_1216@5M,E_a0p01_1216,5M,elu,0.01,True
zbar,eqf,depth_mid,q2->q3,4.002142381668091,5.032570743560791,1.0304283618927004,812423,812421,0.5828503265351548,False,92.0,232.0,,,,,,,,nan,,,,0.38836869905213406,-0.19448162748302072,E_a0p01_1216@5M,E_a0p01_1216,5M,elu,0.01,True
zbar,eqf,depth_mid,q3->q4,5.032570743560791,5.9972974300384525,0.9647266864776611,812421,812424,0.5701177321113284,False,232.0,198.0,,,,,,,,nan,,,,0.8937838099463232,0.3236660778349948,E_a0p01_1216@5M,E_a0p01_1216,5M,elu,0.01,True
zbar,eqf,depth_mid,q4->q5,5.9972974300384525,7.30585241317749,1.3085549831390377,812424,812420,0.6995902638780941,False,198.0,60.0,,,,,,,,nan,,,,1.7185940063679375,1.0190037424898435,E_a0p01_1216@5M,E_a0p01_1216,5M,elu,0.01,True
zbar,eqf,depth_med,q1->q2,2.505772352218628,4.065246105194092,1.5594737529754639,812422,812423,0.6624564813570855,False,9.0,92.0,7.636953451898599e-07,1.6015852205556051,-57.44308752305064,-4.2301748090096055e-06,-8.801397344538491e-05,True,inf,nan,,,,-0.24098942408172846,-0.903445905438814,E_a0p01_1216@5M,E_a0p01_1216,5M,elu,0.01,True
zbar,eqf,depth_med,q2->q3,4.065246105194092,5.039855480194092,0.974609375,812423,812421,0.6162320234198907,False,92.0,232.0,,,,,,,,nan,,,,0.41061181293755733,-0.20562021048233337,E_a0p01_1216@5M,E_a0p01_1216,5M,elu,0.01,True
zbar,eqf,depth_med,q3->q4,5.039855480194092,5.950998544692993,0.9111430644989014,812421,812424,0.6036459169059327,False,232.0,198.0,,,,,,,,nan,,,,0.9463465475326962,0.3427006306267635,E_a0p01_1216@5M,E_a0p01_1216,5M,elu,0.01,True
zbar,eqf,depth_med,q4->q5,5.950998544692993,7.30585241317749,1.354853868484497,812424,812420,0.6756834425082571,False,198.0,60.0,,,,,,,,nan,,,,1.659865173165264,0.984181730657007,E_a0p01_1216@5M,E_a0p01_1216,5M,elu,0.01,True
zmax,abs,depth_mid,0-1->1-3,0.5,2.0,1.5,1490439,2520886,0.8265458074226562,False,13.5,8.0,9.315956223546499e-07,1.9536976226122988,-4.094799475316534,-1.4390580863158346e-06,-8.288419941027914e-06,True,inf,nan,,,,3.6722880664216895,2.8457422589990333,E_a0p001_1216@5M,E_a0p001_1216,5M,elu,0.001,True
zmax,abs,depth_mid,1-3->3-6,2.0,4.5,2.5,2520886,219066,0.862963943965646,True,8.0,1.0,,,,,,,,nan,,,,nan,,E_a0p001_1216@5M,E_a0p001_1216,5M,elu,0.001,True
zmax,abs,depth_mid,3-6->6-10,4.5,8.0,3.5,219066,3672,0.9078928859541696,True,1.0,0.0,,,,,,,,nan,,,,nan,,E_a0p001_1216@5M,E_a0p001_1216,5M,elu,0.001,True
zmax,abs,depth_mid,6-10->>10,8.0,10.461132049560547,2.461132049560547,3672,9,1.3205020147237019,True,0.0,0.0,,,,,,,,nan,,,,nan,,E_a0p001_1216@5M,E_a0p001_1216,5M,elu,0.001,True
zmax,abs,depth_med,0-1->1-3,0.573641300201416,1.6754052639007568,1.1017639636993408,1490439,2520886,1.1253033789298241,False,13.5,8.0,9.315956223546499e-07,1.9536976226122988,-4.094799475316534,-1.4390580863158346e-06,-8.288419941027914e-06,True,inf,nan,,,,4.99964809262515,3.8743447136953257,E_a0p001_1216@5M,E_a0p001_1216,5M,elu,0.001,True
zmax,abs,depth_med,1-3->3-6,1.6754052639007568,3.443361282348633,1.767956018447876,2520886,219066,1.2202848019987218,True,8.0,1.0,,,,,,,,nan,,,,nan,,E_a0p001_1216@5M,E_a0p001_1216,5M,elu,0.001,True
zmax,abs,depth_med,3-6->6-10,3.443361282348633,6.626252889633179,3.182891607284546,219066,3672,0.9983453704697642,True,1.0,0.0,,,,,,,,nan,,,,nan,,E_a0p001_1216@5M,E_a0p001_1216,5M,elu,0.001,True
zmax,abs,depth_med,6-10->>10,6.626252889633179,10.461132049560547,3.834879159927368,3672,9,0.8474660333253705,True,0.0,0.0,,,,,,,,nan,,,,nan,,E_a0p001_1216@5M,E_a0p001_1216,5M,elu,0.001,True
zmax,eqf,depth_mid,q1->q2,0.3421920835971832,0.8713224232196808,0.5291303396224976,846815,846814,1.0444085177989242,False,10.0,22.0,1.371945005316748e-06,5.754354423580057,3.823191687645954,1.334992415067225e-05,2.5525950754019696e-06,True,0.10276800001501599,-1.4901004560176754,-2.5345089738165996,False,False,4.574537756803301,3.530129239004377,E_a0p001_1216@5M,E_a0p001_1216,5M,elu,0.001,
zmax,eqf,depth_mid,q2->q3,0.8713224232196808,1.3308643460273744,0.45954192280769357,846814,846814,1.0201641400981722,True,22.0,0.5,3.282176759546924e-06,6.88322355563735,0.0726403836746666,3.775205088073102e-06,-2.738084268981305e-06,False,0.8694035643033571,6.7263557467679345,5.706191606669762,True,False,2.6877290112884045,1.6675648711902322,E_a0p001_1216@5M,E_a0p001_1216,5M,elu,0.001,
zmax,eqf,depth_mid,q3->q4,1.3308643460273744,1.835964667797089,0.5051003217697145,846814,846814,1.068411750037585,True,0.5,19.5,1.3898593568666131e-07,0.29147463299715315,-66.90119067819688,-4.861374273528948e-06,-1.55472560975648e-05,True,inf,nan,,,,nan,,E_a0p001_1216@5M,E_a0p001_1216,5M,elu,0.001,True
zmax,eqf,depth_mid,q4->q5,1.835964667797089,2.5865719318389893,0.7506072640419004,846814,846815,1.3449968984971292,False,19.5,8.0,,,,,,,,nan,,,,nan,,E_a0p001_1216@5M,E_a0p001_1216,5M,elu,0.001,True
zmax,eqf,depth_med,q1->q2,0.3421920835971832,0.8815385103225708,0.5393464267253876,846815,846814,1.0246257439449933,False,10.0,22.0,1.371945005316748e-06,5.754354423580057,3.823191687645954,1.334992415067225e-05,2.5525950754019696e-06,True,0.10276800001501599,-1.4618755614111452,-2.4865013053561382,False,False,4.487888668456311,3.4632629245113176,E_a0p001_1216@5M,E_a0p001_1216,5M,elu,0.001,
zmax,eqf,depth_med,q2->q3,0.8815385103225708,1.3281875848770142,0.44664907455444336,846814,846814,1.0496119150987446,True,22.0,0.5,3.282176759546924e-06,6.88322355563735,0.0726403836746666,3.775205088073102e-06,-2.738084268981305e-06,False,0.8694035643033571,6.9205168653753475,5.870904950276603,True,False,2.7653122511573494,1.7157003360586047,E_a0p001_1216@5M,E_a0p001_1216,5M,elu,0.001,
zmax,eqf,depth_med,q3->q4,1.3281875848770142,1.8070368766784668,0.47884929180145264,846814,846814,1.1269832240877313,True,0.5,19.5,1.3898593568666131e-07,0.29147463299715315,-66.90119067819688,-4.861374273528948e-06,-1.55472560975648e-05,True,inf,nan,,,,nan,,E_a0p001_1216@5M,E_a0p001_1216,5M,elu,0.001,True
zmax,eqf,depth_med,q4->q5,1.8070368766784668,2.5865719318389893,0.7795350551605225,846814,846815,1.2950853658760495,False,19.5,8.0,,,,,,,,nan,,,,nan,,E_a0p001_1216@5M,E_a0p001_1216,5M,elu,0.001,True
zbar,abs,depth_mid,0-1->1-3,0.5,2.0,1.5,42514,831314,0.8313522972790034,True,0.0,0.0,,,,,,,,nan,,,,-0.7634069290017939,-1.5947592262807972,E_a0p001_1216@5M,E_a0p001_1216,5M,elu,0.001,True
zbar,abs,depth_mid,1-3->3-6,2.0,4.5,2.5,831314,2497472,0.5437152877630762,True,0.0,2.0,,,,,,,,nan,,,,-0.06114962127874719,-0.6048649090418234,E_a0p001_1216@5M,E_a0p001_1216,5M,elu,0.001,True
zbar,abs,depth_mid,3-6->6-10,4.5,8.0,3.5,2497472,842873,0.4213675326975161,False,2.0,4.0,2.1822701219321412e-07,0.4576552150750234,8.740204128001208,6.656907979298565e-06,-2.672900593766891e-07,False,0.032782038278409344,-0.19804205158855584,-0.619409584286072,False,False,0.36540405221015454,-0.05596348048736155,E_a0p001_1216@5M,E_a0p001_1216,5M,elu,0.001,
zbar,abs,depth_mid,6-10->>10,8.0,10.661201477050781,2.6612014770507812,842873,19899,1.0225480228160384,True,4.0,0.0,1.2549464616650848e-07,0.1315906740986928,0.0,1.0193155516590432e-05,-2.563760985340431e-06,False,0.01231165814769065,nan,,,,0.6846242770813722,-0.3379237457346662,E_a0p001_1216@5M,E_a0p001_1216,5M,elu,0.001,True
zbar,abs,depth_med,0-1->1-3,0.8282490074634552,2.313960552215576,1.485711544752121,42514,831314,0.8393476178624981,True,0.0,0.0,,,,,,,,nan,,,,-0.7707488021799973,-1.6100964200424954,E_a0p001_1216@5M,E_a0p001_1216,5M,elu,0.001,True
zbar,abs,depth_med,1-3->3-6,2.313960552215576,4.460102796554565,2.1461422443389893,831314,2497472,0.6333635261097759,True,0.0,2.0,,,,,,,,nan,,,,-0.07123202276089258,-0.7045955488706684,E_a0p001_1216@5M,E_a0p001_1216,5M,elu,0.001,True
zbar,abs,depth_med,3-6->6-10,4.460102796554565,6.863555431365967,2.4034526348114014,2497472,842873,0.6136115782273499,False,2.0,4.0,2.1822701219321412e-07,0.4576552150750234,8.740204128001208,6.656907979298565e-06,-2.672900593766891e-07,False,0.032782038278409344,-0.28839643874002807,-0.902008016967378,False,False,0.5321154093955744,-0.08149616883177546,E_a0p001_1216@5M,E_a0p001_1216,5M,elu,0.001,
zbar,abs,depth_med,6-10->>10,6.863555431365967,10.661201477050781,3.7976460456848145,842873,19899,0.7165507990839344,True,4.0,0.0,1.2549464616650848e-07,0.1315906740986928,0.0,1.0193155516590432e-05,-2.563760985340431e-06,False,0.01231165814769065,nan,,,,0.4797506443403234,-0.236800154743611,E_a0p001_1216@5M,E_a0p001_1216,5M,elu,0.001,True
zbar,eqf,depth_mid,q1->q2,2.243875503540039,3.4820444583892822,1.2381689548492432,846815,846814,0.7360061451946921,True,0.0,8.0,,,,,,,,nan,,,,-0.1937101027872347,-0.9297162479819268,E_a0p001_1216@5M,E_a0p001_1216,5M,elu,0.001,True
zbar,eqf,depth_mid,q2->q3,3.4820444583892822,4.454972314834595,0.9729278564453132,846814,846814,0.5910222866957391,True,8.0,0.0,,,,,,,,nan,,,,-0.04704447743050147,-0.6380667641262405,E_a0p001_1216@5M,E_a0p001_1216,5M,elu,0.001,True
zbar,eqf,depth_mid,q3->q4,4.454972314834595,5.466586256027222,1.0116139411926266,846814,846814,0.5045238376190865,True,0.0,12.0,,,,,,,,nan,,,,0.27915934845408963,-0.22536448916499685,E_a0p001_1216@5M,E_a0p001_1216,5M,elu,0.001,True
zbar,eqf,depth_mid,q4->q5,5.466586256027222,6.913315773010254,1.4467295169830319,846814,846815,0.6399346703065301,False,12.0,2.0,2.267128469984175e-06,4.754513005084252,0.4206529665312292,5.920540917124043e-06,1.8297470787595704e-07,False,0.38292590182544556,1.2384896058280046,0.5985549355214745,True,False,0.7903290319158939,0.1503943616093638,E_a0p001_1216@5M,E_a0p001_1216,5M,elu,0.001,
zbar,eqf,depth_med,q1->q2,2.243875503540039,3.516210675239563,1.272335171699524,846815,846814,0.7162420562036823,True,0.0,8.0,,,,,,,,nan,,,,-0.18850837487376484,-0.9047504310774471,E_a0p001_1216@5M,E_a0p001_1216,5M,elu,0.001,True
zbar,eqf,depth_med,q2->q3,3.516210675239563,4.454260587692261,0.9380499124526978,846814,846814,0.6129972817787442,True,8.0,0.0,,,,,,,,nan,,,,-0.048793653702681586,-0.6617909354814259,E_a0p001_1216@5M,E_a0p001_1216,5M,elu,0.001,True
zbar,eqf,depth_med,q3->q4,4.454260587692261,5.413937091827393,0.9596765041351318,846814,846814,0.5318285334696553,True,0.0,12.0,,,,,,,,nan,,,,0.2942673781149929,-0.23756115535466243,E_a0p001_1216@5M,E_a0p001_1216,5M,elu,0.001,True
zbar,eqf,depth_med,q4->q5,5.413937091827393,6.913315773010254,1.4993786811828613,846814,846815,0.6174640123220158,False,12.0,2.0,2.267128469984175e-06,4.754513005084252,0.4206529665312292,5.920540917124043e-06,1.8297470787595704e-07,False,0.38292590182544556,1.1950012973470676,0.5775372850250519,True,False,0.762577428204678,0.14511341588266224,E_a0p001_1216@5M,E_a0p001_1216,5M,elu,0.001,
zmax,abs,depth_mid,0-1->1-3,0.5,2.0,1.5,7425008,1094138,-0.0,False,1281.0,866.0,0.00030541419982910156,640.5,1.3520686963309914,0.000490504687846538,0.00036136489528334483,True,0.6226529682518654,-0.2010905248170971,-0.2010905248170971,False,True,-0.17125571056779165,-0.17125571056779165,LR_1216@15M,LR_1216,15M,leaky,0.1,
zmax,abs,depth_mid,1-3->3-6,2.0,4.5,2.5,1094138,9034,-0.0,False,866.0,2225.5,0.00041294097900390625,866.0,2.56986143187067,0.0016585474158702755,0.0007833356712879276,True,0.24897749383138812,-0.37754079195738977,-0.37754079195738977,False,False,-0.1798215753137427,-0.1798215753137427,LR_1216@15M,LR_1216,15M,leaky,0.1,
zmax,abs,depth_med,0-1->1-3,0.2711443156003952,1.2975605726242065,1.0264162570238113,7425008,1094138,-0.0,False,1281.0,866.0,0.00030541419982910156,640.5,1.3520686963309914,0.000490504687846538,0.00036136489528334483,True,0.6226529682518654,-0.2938727686370308,-0.2938727686370308,False,True,-0.2502723082315016,-0.2502723082315016,LR_1216@15M,LR_1216,15M,leaky,0.1,
zmax,abs,depth_med,1-3->3-6,1.2975605726242065,3.262709856033325,1.9651492834091187,1094138,9034,-0.0,False,866.0,2225.5,0.00041294097900390625,866.0,2.56986143187067,0.0016585474158702755,0.0007833356712879276,True,0.24897749383138812,-0.48029530777228824,-0.48029530777228824,False,False,-0.2287632507513504,-0.2287632507513504,LR_1216@15M,LR_1216,15M,leaky,0.1,
zmax,eqf,depth_mid,q1->q2,0.03278875723481178,0.15823859050869943,0.12544983327388765,1705636,1705636,-0.0,False,977.0,1431.0,0.00023293495178222656,977.0,1.4646878198567042,0.00040568752650883534,0.00029126958484980723,True,0.5741733145871162,-3.042189196700241,-3.042189196700241,False,False,-9.439743573567505,-9.439743573567505,LR_1216@15M,LR_1216,15M,leaky,0.1,
zmax,eqf,depth_mid,q2->q3,0.15823859050869943,0.34872368425130845,0.19048509374260902,1705636,1705637,-0.0,False,1431.0,1346.0,0.00034117698669433594,1431.0,0.9406009783368274,0.0003785739097688631,0.00027786396407146897,False,0.9012163223362124,0.3214753876464547,0.3214753876464547,False,False,0.32908749981105745,0.32908749981105745,LR_1216@15M,LR_1216,15M,leaky,0.1,
zmax,eqf,depth_mid,q3->q4,0.34872368425130845,0.6316425502300262,0.2829188659787178,1705637,1705636,-0.0,False,1346.0,688.0,0.0003209114074707031,673.0,1.0222882615156017,0.0003829760095920072,0.00028719477440457486,False,0.837941279435694,-0.07791459297830278,-0.07791459297830278,False,True,0.08751812040490277,0.08751812040490277,LR_1216@15M,LR_1216,15M,leaky,0.1,
zmax,eqf,depth_mid,q4->q5,0.6316425502300262,1.1133825778961182,0.4817400276660919,1705636,1705635,-0.0,False,688.0,812.0,0.00032806396484375,688.0,1.180232558139535,0.0004568376539200062,0.0003393611909896618,True,0.7181193625978893,-0.34398532966248324,-0.34398532966248324,False,False,-0.19031633010943189,-0.19031633010943189,LR_1216@15M,LR_1216,15M,leaky,0.1,
zmax,eqf,depth_med,q1->q2,0.03278875723481178,0.14863302558660507,0.11584426835179329,1705636,1705636,-0.0,False,977.0,1431.0,0.00023293495178222656,977.0,1.4646878198567042,0.00040568752650883534,0.00029126958484980723,True,0.5741733145871162,-3.2944411747217837,-3.2944411747217837,False,False,-10.222467406467624,-10.222467406467624,LR_1216@15M,LR_1216,15M,leaky,0.1,
