coord,binset,bin,lo,hi,n,depth_med,depth_mid,inc_med,inc_mean,inc_p_up,inc_frac_zero,ulp_med,med_over_ulp,lnmob_med,resid_med,inc_med_seed_n,inc_med_seed_med,inc_med_seed_min,inc_med_seed_max,inc_med_seed_mean,inc_med_seed_sd,inc_med_seed_se,inc_med_hi2se,inc_med_lo2se,inc_iqr,inc_frac_gt_1e3,key,arm,window,family,dial,pos
zmax,abs,6-10,6.0,10.0,936,6.463063955307007,8.0,-1.9073486328125e-06,4.916619031857222e-06,0.4861111111111111,0.009615384615384616,9.5367431640625e-07,2.0,-8.778798594245494,-2.279055898879405,4,-4.76837158203125e-07,-2.574920654296875e-05,5.1021575927734375e-05,6.079673767089844e-06,3.786654513899944e-05,1.893327256949972e-05,4.394621890608928e-05,-3.1786871371909595e-05,0.00039005279541015625,0.09935897435897435,E_a0p1_1216@5M,E_a0p1_1216,5M,elu,0.1,8
zmax,abs,>10,10.0,inf,1,10.86928939819336,10.86928939819336,0.0,0.0,0.0,1.0,1.9073486328125e-06,0.0,-13.793107580272045,-2.9238181820786853,0,,,,,,,,,0.0,0.0,E_a0p1_1216@5M,E_a0p1_1216,5M,elu,0.1,8
zmax,abs,0-1,0.0,1.0,95302,0.5098733007907867,0.5,4.565715789794922e-05,0.00997038324942071,0.5218883129420159,0.0005351409204423831,2.384185791015625e-07,191.5,-2.6465753589796885,-2.1865518205937047,10,5.009770393371582e-05,1.5139579772949219e-05,0.00013256072998046875,5.428791046142578e-05,3.637142302165922e-05,1.1501653848992683e-05,7.729121815941114e-05,3.128460276344041e-05,0.01799982786178589,0.8085349730330947,E_a0p1_1216@5M,E_a0p1_1216,5M,elu,0.1,9
zmax,abs,1-3,1.0,3.0,232185,1.9612553119659424,2.0,-6.866455078125e-05,3.7183261932702293e-05,0.4895492818226845,0.00018089023838749273,4.76837158203125e-07,144.0,-4.1716029378307535,-2.2188980178040136,10,-7.480382919311523e-05,-0.00018930435180664062,-5.7220458984375e-06,-7.547140121459961e-05,5.484521172184229e-05,1.734357877951868e-05,-4.078424365556225e-05,-0.00011015855877363696,0.011235713958740234,0.8292697633352715,E_a0p1_1216@5M,E_a0p1_1216,5M,elu,0.1,9
zmax,abs,3-6,3.0,6.0,79587,3.5593135356903076,4.5,1.049041748046875e-05,-0.00020718872895399495,0.5037757422694661,0.00028899192079108395,4.76837158203125e-07,22.0,-5.793172084545575,-2.168102646246357,10,5.245208740234375e-06,-7.62939453125e-05,8.106231689453125e-05,1.2922286987304688e-05,4.431961335905897e-05,1.4015092323265224e-05,4.095247163383513e-05,-1.510789765922576e-05,0.0035266876220703125,0.6353927148906229,E_a0p1_1216@5M,E_a0p1_1216,5M,elu,0.1,9
zmax,abs,6-10,6.0,10.0,936,6.462490558624268,8.0,0.0,8.314083784054487e-07,0.49572649572649574,0.00641025641025641,9.5367431640625e-07,0.0,-8.779294519107383,-2.279019092096844,4,1.0013580322265625e-05,-2.002716064453125e-05,3.4809112548828125e-05,8.702278137207031e-06,2.3881164574419038e-05,1.1940582287209519e-05,3.258344271162607e-05,-1.5178886437212007e-05,0.0003745555877685547,0.09615384615384616,E_a0p1_1216@5M,E_a0p1_1216,5M,elu,0.1,9
zmax,abs,>10,10.0,inf,1,10.86928939819336,10.86928939819336,0.0,0.0,0.0,1.0,1.9073486328125e-06,0.0,-13.79310709391115,-2.9238176957177906,0,,,,,,,,,0.0,0.0,E_a0p1_1216@5M,E_a0p1_1216,5M,elu,0.1,9
zbar,abs,0-1,0.0,1.0,3687,0.8182670474052429,0.5,0.00024890899658203125,0.002284452792005485,0.5337672904800651,0.0,5.960464477539063e-08,4176.0,-0.7598724819813354,-0.5604889740931076,10,0.00030231475830078125,-3.3736228942871094e-05,0.0006536245346069336,0.00026815533638000486,0.00020505608797548712,6.484442860864047e-05,0.00039784419359728583,0.00013846647916272392,0.008428007364273071,0.7971250339029021,E_a0p1_1216@5M,E_a0p1_1216,5M,elu,0.1,1
zbar,abs,1-3,1.0,3.0,45479,2.1931099891662598,2.0,6.306171417236328e-05,0.006318812706827221,0.5033312078101981,0.0,2.384185791015625e-07,264.5,-1.9170037373941613,-1.1162774949725356,10,5.1975250244140625e-05,-0.00015878677368164062,0.00029861927032470703,5.551576614379883e-05,0.00015804842207933935,4.997929943663576e-05,0.00015547436501707034,-4.44428327294727e-05,0.03845703601837158,0.9211064447327338,E_a0p1_1216@5M,E_a0p1_1216,5M,elu,0.1,1
zbar,abs,3-6,3.0,6.0,221210,4.815074682235718,4.5,-0.0010848045349121094,0.00863407102977759,0.48569684914786854,1.3561773880023507e-05,4.76837158203125e-07,2275.0,-3.6179715978219233,-2.1064448379173264,10,-0.001062154769897461,-0.0016431808471679688,-0.0007925033569335938,-0.0011214375495910644,0.00026069595956952814,8.243930090428778e-05,-0.0009565589477824888,-0.0012863161513996398,0.06715524196624756,0.9736765968988744,E_a0p1_1216@5M,E_a0p1_1216,5M,elu,0.1,1
zbar,abs,6-10,6.0,10.0,153047,6.9502716064453125,8.0,7.724761962890625e-05,0.004804895419657343,0.5037668167295014,3.266970277104419e-05,4.76837158203125e-07,162.0,-5.213519096736009,-2.582512203712592,10,7.700920104980469e-05,-5.53131103515625e-05,0.00030517578125,8.668899536132813e-05,9.732639796556633e-05,3.077730940311676e-05,0.00014824361416756164,2.5134376555094608e-05,0.023470401763916016,0.9188353904356178,E_a0p1_1216@5M,E_a0p1_1216,5M,elu,0.1,1
zbar,abs,>10,10.0,inf,3026,10.552882671356201,10.552882671356201,-1.33514404296875e-05,0.00037016556582857425,0.492729676140119,0.0013218770654329147,9.5367431640625e-07,14.0,-7.716677290813398,-2.9527857367682957,6,-4.220008850097656e-05,-7.534027099609375e-05,8.487701416015625e-05,-2.4954477945963543e-05,5.856730274860316e-05,2.391000122419675e-05,2.2865524502429955e-05,-7.277448039435704e-05,0.0024988651275634766,0.5528750826173165,E_a0p1_1216@5M,E_a0p1_1216,5M,elu,0.1,1
zbar,abs,0-1,0.0,1.0,3698,0.8158174157142639,0.5,0.00013652443885803223,0.0012598030506887586,0.5340724716062737,0.0,5.960464477539063e-08,2290.5,-0.7588100002645093,-0.5592879328412865,10,0.00015527009963989258,-1.8894672393798828e-05,0.0004321932792663574,0.00015712231397628783,0.0001404139043561774,4.440277529225592e-05,0.00024592786456079964,6.8316763391776e-05,0.0049573928117752075,0.6990265008112493,E_a0p1_1216@5M,E_a0p1_1216,5M,elu,0.1,2
zbar,abs,1-3,1.0,3.0,44916,2.1888197660446167,2.0,0.00010335445404052734,0.0068688536009258025,0.5103081307329237,2.2263781280612698e-05,2.384185791015625e-07,433.5,-1.9179873713408124,-1.1091569688817107,10,0.00012767314910888672,3.2782554626464844e-06,0.00022590160369873047,0.00011560320854187012,9.210384255363904e-05,2.9125792372303845e-05,0.0001738547932864778,5.735162379726243e-05,0.02559375762939453,0.8864547154688752,E_a0p1_1216@5M,E_a0p1_1216,5M,elu,0.1,2
zbar,abs,3-6,3.0,6.0,217566,4.823115587234497,4.5,-0.0004982948303222656,0.008054212438298928,0.4907798093452102,1.3788919224511183e-05,4.76837158203125e-07,1045.0,-3.641493082037341,-2.098220205030711,10,-0.0005325675010681152,-0.0007767677307128906,-0.00017118453979492188,-0.0005111336708068847,0.0001657025519525486,5.239974782724347e-05,-0.0004063341751523978,-0.0006159331664613716,0.04880315065383911,0.9634088046845555,E_a0p1_1216@5M,E_a0p1_1216,5M,elu,0.1,2
zbar,abs,6-10,6.0,10.0,152912,6.952480316162109,8.0,-1.049041748046875e-05,0.0022569534618185694,0.49937872763419483,5.885738202364759e-05,4.76837158203125e-07,22.0,-5.21370050119865,-2.5818669468249698,10,-2.8967857360839844e-05,-8.630752563476562e-05,0.0001087188720703125,-7.677078247070313e-06,6.830115984693332e-05,2.1598723194754674e-05,3.552036814243903e-05,-5.0874524636579664e-05,0.017879009246826172,0.892362927696976,E_a0p1_1216@5M,E_a0p1_1216,5M,elu,0.1,2
zbar,abs,>10,10.0,inf,3021,10.555697441101074,10.555697441101074,-7.62939453125e-06,0.00012496858588594034,0.4932141674942072,0.0013240648791790798,9.5367431640625e-07,8.0,-7.718118065835709,-2.9528573043456188,6,-2.1219253540039062e-05,-3.528594970703125e-05,1.7642974853515625e-05,-1.6530354817708332e-05,1.922468023948536e-05,7.848442842484308e-06,-8.334691327397156e-07,-3.222724050267695e-05,0.0018978118896484375,0.48758689175769615,E_a0p1_1216@5M,E_a0p1_1216,5M,elu,0.1,2
zbar,abs,0-1,0.0,1.0,3714,0.8174009323120117,0.5,9.003281593322754e-05,0.001122275560464375,0.535271943995692,0.0,5.960464477539063e-08,1510.5,-0.7590777395060488,-0.5610136265444815,10,9.427964687347412e-05,-4.312396049499512e-05,0.00037354230880737305,0.000125923752784729,0.00011472140512078185,3.6278093655657476e-05,0.00019847994009604397,5.336756547341406e-05,0.003413662314414978,0.6187399030694669,E_a0p1_1216@5M,E_a0p1_1216,5M,elu,0.1,3
zbar,abs,1-3,1.0,3.0,44499,2.1863670349121094,2.0,8.165836334228516e-05,0.006849973595526254,0.5131126542169487,2.247241511045192e-05,2.384185791015625e-07,342.5,-1.9138097889482146,-1.105283343919818,10,0.00010532140731811523,-7.748603820800781e-06,0.0002143383026123047,9.146928787231445e-05,7.001724243016847e-05,2.2141396156351532e-05,0.0001357520801850175,4.7186495559611384e-05,0.018640458583831787,0.856041708802445,E_a0p1_1216@5M,E_a0p1_1216,5M,elu,0.1,3
zbar,abs,3-6,3.0,6.0,214821,4.829810619354248,4.5,-0.0002636909484863281,0.0074055863332615456,0.49364354509102926,0.0,4.76837158203125e-07,553.0,-3.659766048667649,-2.0924406047228086,10,-0.0002690553665161133,-0.0005717277526855469,-9.012222290039062e-05,-0.0002551555633544922,0.00014379444221432265,4.5471795227072545e-05,-0.0001642119729003471,-0.00034609915380863726,0.038483619689941406,0.9528863565480097,E_a0p1_1216@5M,E_a0p1_1216,5M,elu,0.1,3
zbar,abs,6-10,6.0,10.0,152716,6.954864025115967,8.0,-4.1484832763671875e-05,0.0013163260405795328,0.4968045260483512,2.6192409439744363e-05,4.76837158203125e-07,87.0,-5.2155933049766166,-2.5810296840067557,10,-4.5299530029296875e-05,-0.00013184547424316406,6.937980651855469e-05,-3.8456916809082034e-05,6.0586998665583124e-05,1.915929123768249e-05,-1.3833433371705398e-07,-7.677549928444702e-05,0.014523744583129883,0.8676693994080515,E_a0p1_1216@5M,E_a0p1_1216,5M,elu,0.1,3
zbar,abs,>10,10.0,inf,3018,10.556620597839355,10.556620597839355,-4.76837158203125e-06,6.288941764452348e-05,0.4937044400265076,0.0009940357852882703,9.5367431640625e-07,5.0,-7.720874223844039,-2.9528499406086572,6,-6.198883056640625e-06,-2.6702880859375e-05,-1.9073486328125e-06,-8.742014567057291e-06,9.035613301218124e-06,3.688773683514841e-06,-1.3644672000276089e-06,-1.6119561934086972e-05,0.0016498565673828125,0.45129224652087474,E_a0p1_1216@5M,E_a0p1_1216,5M,elu,0.1,3
zbar,abs,0-1,0.0,1.0,3719,0.8159674406051636,0.5,6.717443466186523e-05,0.0010456251750296244,0.5447700994891099,0.00026888948642108095,5.960464477539063e-08,1127.0,-0.7574625668039195,-0.5605482707070087,10,4.665553569793701e-05,-2.0176172256469727e-05,0.0003154873847961426,0.00010288208723068238,0.00011743986804725038,3.7137747113894216e-05,0.0001771575814584708,2.8606593002893945e-05,0.002341032028198242,0.5345522990051089,E_a0p1_1216@5M,E_a0p1_1216,5M,elu,0.1,4
zbar,abs,1-3,1.0,3.0,44238,2.1840773820877075,2.0,8.958578109741211e-05,0.0062585335292740275,0.519462905194629,9.04200009042e-05,2.384185791015625e-07,375.75,-1.9134817084513465,-1.1031131274094477,10,7.775425910949707e-05,2.6404857635498047e-05,0.00018996000289916992,0.00010020136833190917,5.578407765763466e-05,1.764047425698361e-05,0.0001354823168458764,6.492041981794196e-05,0.014352887868881226,0.822347303223473,E_a0p1_1216@5M,E_a0p1_1216,5M,elu,0.1,4
zbar,abs,3-6,3.0,6.0,212534,4.83267617225647,4.5,-0.00014734268188476562,0.006616686280321348,0.495468960260476,3.764103625772818e-05,4.76837158203125e-07,309.0,-3.6720227354209163,-2.088361106933394,10,-0.00014865398406982422,-0.0003390312194824219,0.00010538101196289062,-0.00013897418975830078,0.0001222080937669643,3.864559248110338e-05,-6.168300479609402e-05,-0.00021626537472050754,0.031222164630889893,0.9401601626092766,E_a0p1_1216@5M,E_a0p1_1216,5M,elu,0.1,4
zbar,abs,6-10,6.0,10.0,152617,6.956690788269043,8.0,-5.7220458984375e-05,0.0008070297075992456,0.49442722632472136,6.552350000327617e-05,4.76837158203125e-07,120.0,-5.217152701788122,-2.579879400142704,10,-4.220008850097656e-05,-0.00014066696166992188,4.76837158203125e-07,-5.717277526855469e-05,4.734205656657935e-05,1.497087278669216e-05,-2.7231029695170372e-05,-8.7114520841939e-05,0.01212310791015625,0.8447617237922381,E_a0p1_1216@5M,E_a0p1_1216,5M,elu,0.1,4
zbar,abs,>10,10.0,inf,3023,10.552176475524902,10.552176475524902,-1.52587890625e-05,-2.3762043288240675e-05,0.4832947403241813,0.0019847833278200462,9.5367431640625e-07,16.0,-7.7197159903234835,-2.9529750310608405,6,-1.9550323486328125e-05,-4.0531158447265625e-05,0.0,-1.9868214925130207e-05,1.46154024561899e-05,5.966713067180872e-06,-7.934788790768463e-06,-3.180164105949195e-05,0.0012874603271484375,0.39695666556400927,E_a0p1_1216@5M,E_a0p1_1216,5M,elu,0.1,4
zbar,abs,0-1,0.0,1.0,3733,0.8173919320106506,0.5,4.6193599700927734e-05,0.00198571833422891,0.5483525314760247,0.0,5.960464477539063e-08,775.0,-0.7587984637863182,-0.5606007743969541,10,4.976987838745117e-05,-6.616115570068359e-06,0.00022846460342407227,6.826221942901611e-05,6.991188560476464e-05,2.2108079402819452e-05,0.00011247837823465502,2.404606062337721e-05,0.0017594099044799805,0.4647736405036164,E_a0p1_1216@5M,E_a0p1_1216,5M,elu,0.1,5
zbar,abs,1-3,1.0,3.0,43941,2.183698892593384,2.0,5.0187110900878906e-05,0.004982289178210661,0.5171252361120594,6.827336655970506e-05,2.384185791015625e-07,210.5,-1.9140961385811766,-1.1007338221813967,10,6.470084190368652e-05,-3.838539123535156e-05,0.00013387203216552734,5.677938461303711e-05,5.293712180185095e-05,1.674018776676057e-05,9.025976014655825e-05,2.329900907951597e-05,0.011206388473510742,0.7832548189617897,E_a0p1_1216@5M,E_a0p1_1216,5M,elu,0.1,5
zbar,abs,3-6,3.0,6.0,210658,4.837218523025513,4.5,-8.082389831542969e-05,0.005669007553355409,0.4969761414235396,2.8482184393661763e-05,4.76837158203125e-07,169.5,-3.6814966354661247,-2.085458727583969,10,-4.673004150390625e-05,-0.00030803680419921875,3.0994415283203125e-05,-7.860660552978515e-05,0.00010294180902292999,3.2553058297053116e-05,-1.350048893567892e-05,-0.0001437127221238914,0.02630746364593506,0.9268530034463444,E_a0p1_1216@5M,E_a0p1_1216,5M,elu,0.1,5
zbar,abs,6-10,6.0,10.0,152478,6.957585573196411,8.0,-4.863739013671875e-05,0.000515763698537802,0.4939925759781739,9.837484751898635e-05,4.76837158203125e-07,102.0,-5.2198699940750615,-2.5786896218215327,10,-3.516674041748047e-05,-0.00016880035400390625,4.4345855712890625e-05,-4.7993659973144534e-05,6.165988260142523e-05,1.949856692790919e-05,-8.99652611732615e-06,-8.699079382896291e-05,0.010333657264709473,0.8212463437348339,E_a0p1_1216@5M,E_a0p1_1216,5M,elu,0.1,5
zbar,abs,>10,10.0,inf,3017,10.554368019104004,10.554368019104004,-7.62939453125e-06,6.959578198315017e-06,0.49022207490884984,0.002320185614849188,9.5367431640625e-07,8.0,-7.721547772731356,-2.952868579340155,6,-6.67572021484375e-06,-3.24249267578125e-05,1.7642974853515625e-05,-7.0730845133463544e-06,2.053041013750453e-05,8.381504841158188e-06,9.68992516897002e-06,-2.383609419566273e-05,0.0011835098266601562,0.381173351010938,E_a0p1_1216@5M,E_a0p1_1216,5M,elu,0.1,5
zbar,abs,0-1,0.0,1.0,3713,0.8171164393424988,0.5,2.8073787689208984e-05,0.0011048285893086568,0.5478050094263399,0.00026932399676811203,5.960464477539063e-08,471.0,-0.7579061837146994,-0.559587291906406,10,2.0697712898254395e-05,-2.2351741790771484e-07,0.00011026859283447266,4.001110792160034e-05,3.7196779658374626e-05,1.1762654534388368e-05,6.353641699037708e-05,1.6485798852823605e-05,0.0011733770370483398,0.3934823592782117,E_a0p1_1216@5M,E_a0p1_1216,5M,elu,0.1,6
zbar,abs,1-3,1.0,3.0,43897,2.1828811168670654,2.0,4.220008850097656e-05,0.004830746932363968,0.5193065585347518,0.0003417090006150762,2.384185791015625e-07,177.0,-1.9130625722010377,-1.100512369604649,10,4.929304122924805e-05,1.1086463928222656e-05,7.653236389160156e-05,4.4238567352294925e-05,2.316538095539644e-05,7.325536668454018e-06,5.888964068920296e-05,2.9587494015386887e-05,0.009101510047912598,0.7452673303414812,E_a0p1_1216@5M,E_a0p1_1216,5M,elu,0.1,6
zbar,abs,3-6,3.0,6.0,209238,4.839192152023315,4.5,-3.337860107421875e-05,0.005459050641139957,0.4983272636901519,1.9116986398264177e-05,4.76837158203125e-07,70.0,-3.6885362498682834,-2.083285117963248,10,-3.635883331298828e-05,-0.0002808570861816406,0.0001722574234008789,-3.157854080200195e-05,0.00012053377033005886,3.811612492106113e-05,4.465370904012031e-05,-0.00010781079064412421,0.02253478765487671,0.9145422915531596,E_a0p1_1216@5M,E_a0p1_1216,5M,elu,0.1,6
zbar,abs,6-10,6.0,10.0,152320,6.959738492965698,8.0,-4.76837158203125e-05,0.00032167904579839785,0.493421743697479,0.00012473739495798318,4.76837158203125e-07,100.0,-5.223308386508723,-2.577621166158292,10,-3.7670135498046875e-05,-0.0001461505889892578,1.7881393432617188e-05,-4.8232078552246096e-05,5.114781502556175e-05,1.617435928217585e-05,-1.5883359987894397e-05,-8.058079711659779e-05,0.008927583694458008,0.798030462184874,E_a0p1_1216@5M,E_a0p1_1216,5M,elu,0.1,6
zbar,abs,>10,10.0,inf,3012,10.554559707641602,10.554559707641602,-1.71661376953125e-05,-4.294162410822206e-05,0.4757636122177955,0.0023240371845949536,9.5367431640625e-07,18.0,-7.723119928287445,-2.9528537598539097,6,-1.6689300537109375e-05,-3.4332275390625e-05,-2.86102294921875e-06,-1.8278757731119793e-05,1.0261051114542116e-05,4.1890565758741354e-06,-9.900644579371522e-06,-2.6656870882868062e-05,0.001033782958984375,0.35391766268260294,E_a0p1_1216@5M,E_a0p1_1216,5M,elu,0.1,6
zbar,abs,0-1,0.0,1.0,3719,0.8164023756980896,0.5,1.0848045349121094e-05,0.0012704506416287465,0.5348211884915299,0.0005377789728421619,5.960464477539063e-08,182.0,-0.7580678007246333,-0.5605104506268042,10,8.709728717803955e-06,-8.821487426757812e-06,9.277462959289551e-05,1.9203126430511475e-05,2.9598826180241523e-05,9.359970679698473e-06,3.792306778990842e-05,4.831850711145295e-07,0.0008668899536132812,0.3409518687819306,E_a0p1_1216@5M,E_a0p1_1216,5M,elu,0.1,7
zbar,abs,1-3,1.0,3.0,43680,2.18199622631073,2.0,2.9385089874267578e-05,0.0042119582419048295,0.5215888278388279,0.0003891941391941392,2.384185791015625e-07,123.25,-1.9103590544385418,-1.0989356147491822,10,3.49581241607666e-05,2.6226043701171875e-06,5.793571472167969e-05,3.122687339782715e-05,1.5854622635093482e-05,5.0136718969356034e-06,4.125421719169835e-05,2.119952960395594e-05,0.007305502891540527,0.7084935897435898,E_a0p1_1216@5M,E_a0p1_1216,5M,elu,0.1,7
zbar,abs,3-6,3.0,6.0,207990,4.841024875640869,4.5,4.76837158203125e-07,0.0049623696630611705,0.5000192316938314,2.4039617289292755e-05,4.76837158203125e-07,1.0,-3.6938783911229445,-2.081172965007985,10,1.3113021850585938e-05,-0.0002219676971435547,0.00012683868408203125,1.9073486328125e-07,9.700773813081996e-05,3.067654031545562e-05,6.15438154941925e-05,-6.116234576762999e-05,0.019483327865600586,0.9000528871580364,E_a0p1_1216@5M,E_a0p1_1216,5M,elu,0.1,7
zbar,abs,6-10,6.0,10.0,152217,6.961052894592285,8.0,-4.8160552978515625e-05,0.0002789444309001227,0.49171248940657086,0.0001313913689009769,4.76837158203125e-07,101.0,-5.2253418191835515,-2.5764326851903423,10,-2.8848648071289062e-05,-0.00015497207641601562,-8.106231689453125e-06,-5.273818969726562e-05,5.3663521094039e-05,1.696989539216541e-05,-1.87983989129348e-05,-8.667798048159645e-05,0.007825851440429688,0.7760237030029498,E_a0p1_1216@5M,E_a0p1_1216,5M,elu,0.1,7
zbar,abs,>10,10.0,inf,3012,10.556250095367432,10.556250095367432,-9.059906005859375e-06,-0.00010622576730026508,0.48705179282868527,0.0023240371845949536,9.5367431640625e-07,9.5,-7.721296606937722,-2.952873270072472,6,-7.867813110351562e-06,-3.9577484130859375e-05,5.7220458984375e-06,-1.2477238972981771e-05,1.79316556036888e-05,7.320567745392703e-06,2.163896517803635e-06,-2.7118374463767178e-05,0.0009491443634033203,0.3330013280212483,E_a0p1_1216@5M,E_a0p1_1216,5M,elu,0.1,7
zbar,abs,0-1,0.0,1.0,3717,0.8169885873794556,0.5,5.364418029785156e-06,0.0017055537940506849,0.5369921980091472,0.0002690341673392521,5.960464477539063e-08,90.0,-0.7584464668003917,-0.5602882985525196,10,3.3974647521972656e-06,5.960464477539063e-08,7.012486457824707e-05,1.1266767978668213e-05,2.1268010511919884e-05,6.72553545180705e-06,2.471783888228231e-05,-2.1843029249458864e-06,0.0005653500556945801,0.29728275490987355,E_a0p1_1216@5M,E_a0p1_1216,5M,elu,0.1,8
zbar,abs,1-3,1.0,3.0,43543,2.1802358627319336,2.0,1.919269561767578e-05,0.004021909102868347,0.5206807064281285,0.0008038031371288152,2.384185791015625e-07,80.5,-1.9084137403311892,-1.097740171883069,10,2.1070241928100586e-05,1.1920928955078125e-07,4.5359134674072266e-05,2.1886825561523437e-05,1.6449029406606864e-05,5.2016398223965615e-06,3.229010520631656e-05,1.1483545916730314e-05,0.0059996843338012695,0.6718416278161817,E_a0p1_1216@5M,E_a0p1_1216,5M,elu,0.1,8
zbar,abs,3-6,3.0,6.0,206768,4.842435359954834,4.5,1.1444091796875e-05,0.004214427609967805,0.5008850499110113,3.869070649230055e-05,4.76837158203125e-07,24.0,-3.6978277263603276,-2.079281067102932,10,1.1563301086425781e-05,-0.0001779794692993164,9.989738464355469e-05,1.1420249938964843e-05,8.190638866652164e-05,2.590107431052099e-05,6.322239856000683e-05,-4.038189868207714e-05,0.017050504684448242,0.8846823492996982,E_a0p1_1216@5M,E_a0p1_1216,5M,elu,0.1,8
zbar,abs,6-10,6.0,10.0,152141,6.962082386016846,8.0,-4.76837158203125e-05,0.00011612305388653498,0.4902886138516245,0.0001577484044406176,4.76837158203125e-07,100.0,-5.227290204609932,-2.5753328121552865,10,-4.363059997558594e-05,-0.00013256072998046875,-4.76837158203125e-06,-5.0854682922363284e-05,4.138698249368463e-05,1.308771301615587e-05,-2.4679256890051544e-05,-7.703010895467502e-05,0.0069141387939453125,0.754799823847615,E_a0p1_1216@5M,E_a0p1_1216,5M,elu,0.1,8
zbar,abs,>10,10.0,inf,3012,10.557077407836914,10.557077407836914,-1.33514404296875e-05,-9.704681031732445e-05,0.4760956175298805,0.0033200531208499337,9.5367431640625e-07,14.0,-7.7200925758788,-2.9528476012336218,6,-5.9604644775390625e-06,-5.53131103515625e-05,0.0,-1.6768773396809895e-05,2.208001484969753e-05,9.014128315805727e-06,1.2594832348015586e-06,-3.4797030028421345e-05,0.0008311271667480469,0.3104249667994688,E_a0p1_1216@5M,E_a0p1_1216,5M,elu,0.1,8
zbar,abs,0-1,0.0,1.0,3707,0.8161547183990479,0.5,3.993511199951172e-06,0.0005816517009354358,0.5387105476126247,0.0037766387914755866,5.960464477539063e-08,67.0,-0.7581426160645479,-0.5604180959926904,10,4.664063453674316e-06,-1.8477439880371094e-06,2.6017427444458008e-05,7.116794586181641e-06,8.663302681247121e-06,2.7395768532184593e-06,1.259594829261856e-05,1.6376408797447223e-06,0.00039270520210266113,0.2630159158349069,E_a0p1_1216@5M,E_a0p1_1216,5M,elu,0.1,9
zbar,abs,1-3,1.0,3.0,43487,2.1785171031951904,2.0,9.5367431640625e-06,0.003425587988153073,0.518660749189413,0.0012647457860969944,2.384185791015625e-07,40.0,-1.9089573645543396,-1.0972654597646583,10,9.566545486450195e-06,-8.344650268554688e-07,3.039836883544922e-05,1.162886619567871e-05,9.591284808948737e-06,3.033030568365093e-06,1.7694927332408898e-05,5.562805058948524e-06,0.005099892616271973,0.6435026559661507,E_a0p1_1216@5M,E_a0p1_1216,5M,elu,0.1,9
zbar,abs,3-6,3.0,6.0,205724,4.843656063079834,4.5,1.1324882507324219e-05,0.0038149160276860477,0.5011860551029534,7.777410511170306e-05,4.76837158203125e-07,23.75,-3.702190926241487,-2.0777456085585273,10,1.1444091796875e-05,-0.00015592575073242188,8.630752563476562e-05,1.207590103149414e-05,6.85425667961337e-05,2.1675062775001253e-05,5.542602658149665e-05,-3.1274224518508364e-05,0.015045702457427979,0.8694756080962843,E_a0p1_1216@5M,E_a0p1_1216,5M,elu,0.1,9
zbar,abs,6-10,6.0,10.0,152083,6.962031841278076,8.0,-3.337860107421875e-05,4.402610081651806e-05,0.4922377912061177,0.0001775346356923522,4.76837158203125e-07,70.0,-5.229580011836675,-2.5745824317342656,10,-2.0623207092285156e-05,-0.00010442733764648438,2.86102294921875e-06,-3.628730773925781e-05,3.8621324163549914e-05,1.221313506085151e-05,-1.186103761755479e-05,-6.071357786096083e-05,0.006175518035888672,0.7334744843276368,E_a0p1_1216@5M,E_a0p1_1216,5M,elu,0.1,9
zbar,abs,>10,10.0,inf,3010,10.556709289550781,10.556709289550781,-1.049041748046875e-05,-9.901167150351693e-05,0.4790697674418605,0.003654485049833887,9.5367431640625e-07,11.0,-7.7212972774417965,-2.9528613122856595,6,-4.76837158203125e-06,-3.24249267578125e-05,2.86102294921875e-06,-1.1205673217773438e-05,1.558827273774045e-05,6.363885696466981e-06,1.5220981751605247e-06,-2.3933444610707398e-05,0.0007436275482177734,0.29169435215946843,E_a0p1_1216@5M,E_a0p1_1216,5M,elu,0.1,9
zmax,abs,0-1,0.0,1.0,149060,0.512165367603302,0.5,1.1533498764038086e-05,0.00783726240648338,0.5018583120890916,2.683483161143164e-05,2.384185791015625e-07,48.375,-2.708027860409409,-2.2425456685254033,10,1.8849968910217285e-05,-2.7954578399658203e-05,6.23464584350586e-05,1.666545867919922e-05,3.064291927620156e-05,9.690141906947517e-06,3.6045742493094255e-05,-2.7148251346958144e-06,0.02240005135536194,0.8952837783442908,E_a0p01_1216@5M,E_a0p01_1216,5M,elu,0.01,1
zmax,abs,1-3,1.0,3.0,261393,1.807183861732483,2.0,-4.649162292480469e-05,5.6950490142410954e-05,0.4936895785273515,8.416445734966124e-05,4.76837158203125e-07,97.5,-4.039069635047819,-2.248154770732586,10,-5.602836608886719e-05,-7.653236389160156e-05,-1.52587890625e-05,-4.856586456298828e-05,2.140021283886649e-05,6.767341498319603e-06,-3.503118156634907e-05,-6.210054755962749e-05,0.008018970489501953,0.823560692137892,E_a0p01_1216@5M,E_a0p01_1216,5M,elu,0.01,1
