key,arm,window,family,dial,coord,binset,bin,seed,n,inc_med,inc_mean,inc_p_up,lnmob_med
E_a0p1_1216@5M,E_a0p1_1216,5M,elu,0.1,zmax,abs,0-1,9,88542,3.901001036865637e-05,0.01575441081404918,0.506132682794606,-2.762191275075982
E_a0p1_1216@5M,E_a0p1_1216,5M,elu,0.1,zmax,abs,1-3,0,193368,-0.0001565608472446911,7.363513105691614e-05,0.490298291340863,-4.198482795927548
E_a0p1_1216@5M,E_a0p1_1216,5M,elu,0.1,zmax,abs,1-3,1,201503,-0.0001429236144758761,0.00015281004321704485,0.48921852280114936,-4.236604852814505
E_a0p1_1216@5M,E_a0p1_1216,5M,elu,0.1,zmax,abs,1-3,2,220710,-5.4125022870721295e-05,2.70261542057254e-05,0.49581351094196,-4.025862534369299
E_a0p1_1216@5M,E_a0p1_1216,5M,elu,0.1,zmax,abs,1-3,3,217827,-0.00012197394244140014,0.00025134755347047075,0.4908069247613932,-4.158384748805869
E_a0p1_1216@5M,E_a0p1_1216,5M,elu,0.1,zmax,abs,1-3,4,216404,-4.505998003878631e-05,0.000389035553669124,0.4953882553002717,-4.239842704706744
E_a0p1_1216@5M,E_a0p1_1216,5M,elu,0.1,zmax,abs,1-3,5,207643,-0.00014000156079418957,5.182290197448044e-05,0.4911651247573961,-4.042388496670148
E_a0p1_1216@5M,E_a0p1_1216,5M,elu,0.1,zmax,abs,1-3,6,205507,-0.00028922155615873635,0.00018647347009518873,0.48429007284423403,-4.055162331305812
E_a0p1_1216@5M,E_a0p1_1216,5M,elu,0.1,zmax,abs,1-3,7,210428,-7.187785013229586e-05,0.0005364662401011212,0.49463474442564676,-4.297714465963591
E_a0p1_1216@5M,E_a0p1_1216,5M,elu,0.1,zmax,abs,1-3,8,213901,-0.0001498697674833238,0.0003262679867479929,0.4907784442335473,-4.211475202971142
E_a0p1_1216@5M,E_a0p1_1216,5M,elu,0.1,zmax,abs,1-3,9,210241,-0.00012259081995580345,0.00018325743343189995,0.4904086262907806,-4.144597627996112
E_a0p1_1216@5M,E_a0p1_1216,5M,elu,0.1,zmax,abs,3-6,0,103152,6.203102316248987e-07,-2.1530087495796973e-05,0.5001841941988522,-5.819838011830431
E_a0p1_1216@5M,E_a0p1_1216,5M,elu,0.1,zmax,abs,3-6,1,79460,1.0376563295722008e-05,-0.00012043932646393221,0.5024792348351371,-6.052346056746048
E_a0p1_1216@5M,E_a0p1_1216,5M,elu,0.1,zmax,abs,3-6,2,60686,6.991914415266365e-05,-1.4365636901886637e-05,0.51097452460205,-5.548009378389632
E_a0p1_1216@5M,E_a0p1_1216,5M,elu,0.1,zmax,abs,3-6,3,57378,1.5013793017715216e-05,-2.2353991530804775e-05,0.5030673777405974,-5.790338041520743
E_a0p1_1216@5M,E_a0p1_1216,5M,elu,0.1,zmax,abs,3-6,4,58695,-1.9203520423616283e-05,-0.00013981486939106021,0.49523809523809526,-5.856629043813826
E_a0p1_1216@5M,E_a0p1_1216,5M,elu,0.1,zmax,abs,3-6,5,65715,0.00010196209041168913,0.0002341647263189862,0.5162900403256486,-5.60785112645527
E_a0p1_1216@5M,E_a0p1_1216,5M,elu,0.1,zmax,abs,3-6,6,74148,-3.1457788281841204e-05,-5.640469472173227e-05,0.49592706478934023,-5.7062662177712244
E_a0p1_1216@5M,E_a0p1_1216,5M,elu,0.1,zmax,abs,3-6,7,72247,7.63609932619147e-05,4.448354100620925e-06,0.5147618586238875,-5.96644976661715
E_a0p1_1216@5M,E_a0p1_1216,5M,elu,0.1,zmax,abs,3-6,8,67859,3.942818693758454e-06,2.5630927483245886e-05,0.5006999808426296,-5.711483160001243
E_a0p1_1216@5M,E_a0p1_1216,5M,elu,0.1,zmax,abs,3-6,9,74341,-3.7563324895018013e-06,-0.00010184241301711333,0.49840599400061875,-5.849638898257365
E_a0p1_1216@5M,E_a0p1_1216,5M,elu,0.1,zmax,abs,6-10,0,880,-1.729126051941421e-05,-0.00015866557900677108,0.4636363636363636,-8.893993222742974
E_a0p1_1216@5M,E_a0p1_1216,5M,elu,0.1,zmax,abs,6-10,1,1315,1.8136126527679153e-05,-1.3626309956380335e-05,0.5285171102661597,-8.806212048046072
E_a0p1_1216@5M,E_a0p1_1216,5M,elu,0.1,zmax,abs,6-10,2,381,-1.1331668474667822e-06,5.843212563303015e-05,0.4881889763779528,-8.63210048763544
E_a0p1_1216@5M,E_a0p1_1216,5M,elu,0.1,zmax,abs,6-10,3,1116,2.367751585552469e-05,2.6175091504572185e-06,0.5349462365591398,-8.640409443253791
E_a0p1_1216@5M,E_a0p1_1216,5M,elu,0.1,zmax,abs,6-10,4,549,-3.5758646845351905e-05,-7.617766410778878e-05,0.424408014571949,-9.019430872145934
E_a0p1_1216@5M,E_a0p1_1216,5M,elu,0.1,zmax,abs,6-10,5,846,-1.908924969029613e-05,-2.014042943700433e-05,0.4787234042553192,-8.39621014185607
E_a0p1_1216@5M,E_a0p1_1216,5M,elu,0.1,zmax,abs,6-10,6,306,-4.1660628994577564e-05,1.736831259818825e-05,0.4477124183006536,-8.580868696377578
E_a0p1_1216@5M,E_a0p1_1216,5M,elu,0.1,zmax,abs,6-10,7,1617,-1.4670549717266113e-05,3.7034568433638374e-05,0.4681508967223253,-9.264526542014965
E_a0p1_1216@5M,E_a0p1_1216,5M,elu,0.1,zmax,abs,6-10,8,252,4.262838228896726e-05,3.832585986038967e-05,0.5357142857142857,-8.281870252886723
E_a0p1_1216@5M,E_a0p1_1216,5M,elu,0.1,zmax,abs,6-10,9,1179,-1.6935831581577077e-06,-2.131042907603514e-06,0.49703138252756573,-8.584177823902921
E_a0p1_1216@5M,E_a0p1_1216,5M,elu,0.1,zmax,abs,>10,7,9,5.039775601289875e-07,4.815785435615302e-07,1.0,-13.79310917831665
E_a0p1_1216@5M,E_a0p1_1216,5M,elu,0.1,zmax,eqf,q1,0,64783,0.00016214704373851418,0.0217562656952187,0.5203216893320779,-2.5818344512906535
E_a0p1_1216@5M,E_a0p1_1216,5M,elu,0.1,zmax,eqf,q1,1,73571,0.00018796446966007352,0.01915579637091942,0.5193758410243167,-2.7232402354697767
E_a0p1_1216@5M,E_a0p1_1216,5M,elu,0.1,zmax,eqf,q1,2,76591,5.545836756937206e-05,0.017028195235162823,0.5103471687273962,-2.4849694079976232
E_a0p1_1216@5M,E_a0p1_1216,5M,elu,0.1,zmax,eqf,q1,3,78062,0.00027633129502646625,0.020130936957456953,0.5229176808178115,-2.6833400817131494
E_a0p1_1216@5M,E_a0p1_1216,5M,elu,0.1,zmax,eqf,q1,4,76452,6.594011938432232e-05,0.018623497303964214,0.5113142887040234,-2.6891225647212496
E_a0p1_1216@5M,E_a0p1_1216,5M,elu,0.1,zmax,eqf,q1,5,79210,6.196516551426612e-05,0.016723421401779525,0.5143668728695872,-2.436767554764031
E_a0p1_1216@5M,E_a0p1_1216,5M,elu,0.1,zmax,eqf,q1,6,80063,0.0001893532316898927,0.015886609923006147,0.517792238612093,-2.432893132503644
E_a0p1_1216@5M,E_a0p1_1216,5M,elu,0.1,zmax,eqf,q1,7,72712,4.1033606976270676e-05,0.02197739179542989,0.5077703817801739,-2.714767984771144
E_a0p1_1216@5M,E_a0p1_1216,5M,elu,0.1,zmax,eqf,q1,8,73881,9.359061368741095e-05,0.020259779610821423,0.5150579986735426,-2.5678954372982328
E_a0p1_1216@5M,E_a0p1_1216,5M,elu,0.1,zmax,eqf,q1,9,72178,0.00013167704310035333,0.01827087964478318,0.5134944165812297,-2.6727635440995563
E_a0p1_1216@5M,E_a0p1_1216,5M,elu,0.1,zmax,eqf,q2,0,64473,-0.00040460011223331094,0.0020621751257470667,0.4797512136863493,-3.4090673496578954
E_a0p1_1216@5M,E_a0p1_1216,5M,elu,0.1,zmax,eqf,q2,1,74788,-0.0004146533756284043,0.0017415080449145084,0.47879338931379367,-3.488493302429312
E_a0p1_1216@5M,E_a0p1_1216,5M,elu,0.1,zmax,eqf,q2,2,78406,-0.00021411181660369039,0.00142316945513265,0.48523072213861185,-3.2954204631985107
E_a0p1_1216@5M,E_a0p1_1216,5M,elu,0.1,zmax,eqf,q2,3,79480,-0.00021090371592435986,0.002668381552719161,0.48495218922999495,-3.4738485257985663
E_a0p1_1216@5M,E_a0p1_1216,5M,elu,0.1,zmax,eqf,q2,4,77768,-0.00013308147026691586,0.0026569621141781176,0.48898004320543154,-3.5506433293229507
E_a0p1_1216@5M,E_a0p1_1216,5M,elu,0.1,zmax,eqf,q2,5,76763,-0.0003300410753581673,0.0017656553683312768,0.4819379127965296,-3.2884609416309596
E_a0p1_1216@5M,E_a0p1_1216,5M,elu,0.1,zmax,eqf,q2,6,74643,-0.00037672542384825647,0.002457418719903997,0.48021917661401603,-3.299555484516164
E_a0p1_1216@5M,E_a0p1_1216,5M,elu,0.1,zmax,eqf,q2,7,73969,-0.0002697754534892738,0.003259995786564858,0.48327001852127244,-3.5680321841381955
E_a0p1_1216@5M,E_a0p1_1216,5M,elu,0.1,zmax,eqf,q2,8,71797,-0.00022081089264247566,0.0032208755013229525,0.48731841163279804,-3.411682646367812
E_a0p1_1216@5M,E_a0p1_1216,5M,elu,0.1,zmax,eqf,q2,9,75415,-0.0002731781278271228,0.0018140685320511035,0.48087250546973415,-3.4448809057922216
E_a0p1_1216@5M,E_a0p1_1216,5M,elu,0.1,zmax,eqf,q3,0,65883,-0.00010612110054353252,-0.00023573309639190283,0.4942549671387156,-4.09005543966329
E_a0p1_1216@5M,E_a0p1_1216,5M,elu,0.1,zmax,eqf,q3,1,72563,-0.0001266526523977518,-3.7271417759766826e-05,0.49136612323084766,-4.204604633301989
E_a0p1_1216@5M,E_a0p1_1216,5M,elu,0.1,zmax,eqf,q3,2,79308,-1.7065270185412373e-05,-9.17559098665572e-05,0.49837343017097896,-3.9575363022486556
E_a0p1_1216@5M,E_a0p1_1216,5M,elu,0.1,zmax,eqf,q3,3,79964,-0.00012634487211471424,-0.00020559128650871476,0.49167125206342854,-4.14206204310948
E_a0p1_1216@5M,E_a0p1_1216,5M,elu,0.1,zmax,eqf,q3,4,77681,-6.53788010822609e-05,-0.00013863208261268405,0.4951275086572006,-4.209721067422666
E_a0p1_1216@5M,E_a0p1_1216,5M,elu,0.1,zmax,eqf,q3,5,74636,-0.00010995737829944119,-0.0002871651137884189,0.49367597406077496,-3.9638210707753325
E_a0p1_1216@5M,E_a0p1_1216,5M,elu,0.1,zmax,eqf,q3,6,71267,-0.00033931038342416286,-0.00047823196135424087,0.48426340381943955,-4.002307049596881
E_a0p1_1216@5M,E_a0p1_1216,5M,elu,0.1,zmax,eqf,q3,7,75138,-0.00019407246873015538,-0.0001875925163761425,0.48991189544571323,-4.23347385733455
E_a0p1_1216@5M,E_a0p1_1216,5M,elu,0.1,zmax,eqf,q3,8,75817,-0.0002173639804823324,-0.00021499857291984963,0.4894284922906472,-4.121736764010605
E_a0p1_1216@5M,E_a0p1_1216,5M,elu,0.1,zmax,eqf,q3,9,75245,-0.0001430814154446125,-9.616798613828728e-05,0.49022526413715195,-4.07819292584187
E_a0p1_1216@5M,E_a0p1_1216,5M,elu,0.1,zmax,eqf,q4,0,74662,-9.38837583817076e-05,-0.0005638966794327165,0.49355763306635236,-4.766496214634467
E_a0p1_1216@5M,E_a0p1_1216,5M,elu,0.1,zmax,eqf,q4,1,69195,-2.3631828298675828e-05,-0.0003035034445641262,0.4972324589927018,-4.911904687916419
E_a0p1_1216@5M,E_a0p1_1216,5M,elu,0.1,zmax,eqf,q4,2,77975,9.888902241073083e-06,-0.00022655241027193476,0.5006732927220263,-4.605400667386655
E_a0p1_1216@5M,E_a0p1_1216,5M,elu,0.1,zmax,eqf,q4,3,73918,-4.204517790640239e-05,-0.000489486951170168,0.49633377526448225,-4.807864169574607
E_a0p1_1216@5M,E_a0p1_1216,5M,elu,0.1,zmax,eqf,q4,4,76394,-6.158931000754819e-06,-0.00027093249310502436,0.49910987773908944,-4.84289134477179
E_a0p1_1216@5M,E_a0p1_1216,5M,elu,0.1,zmax,eqf,q4,5,71689,-5.1627936045406386e-05,-0.0002254352071854588,0.4964080960816862,-4.642995428637251
E_a0p1_1216@5M,E_a0p1_1216,5M,elu,0.1,zmax,eqf,q4,6,74863,-0.00023505641729570925,-0.0004039711003534319,0.48558032673016044,-4.667463102129747
E_a0p1_1216@5M,E_a0p1_1216,5M,elu,0.1,zmax,eqf,q4,7,75380,9.412427971255966e-05,-0.00015036836435648594,0.5074688246219157,-4.904999669361983
E_a0p1_1216@5M,E_a0p1_1216,5M,elu,0.1,zmax,eqf,q4,8,80101,-0.00010133914474863559,-0.0003096203365177012,0.49290271032821065,-4.775876738015303
E_a0p1_1216@5M,E_a0p1_1216,5M,elu,0.1,zmax,eqf,q4,9,73325,-4.277391781215556e-05,-0.00018650862478661196,0.49621547903170815,-4.73957644222508
E_a0p1_1216@5M,E_a0p1_1216,5M,elu,0.1,zmax,eqf,q5,0,107034,-3.480985924397828e-06,-4.8376880597881085e-05,0.49911243156380214,-5.801699278192119
E_a0p1_1216@5M,E_a0p1_1216,5M,elu,0.1,zmax,eqf,q5,1,82988,7.206728014352848e-06,-0.00014510312993644853,0.5019641393936473,-6.04350435605987
E_a0p1_1216@5M,E_a0p1_1216,5M,elu,0.1,zmax,eqf,q5,2,63529,7.062067743390799e-05,-6.394645428105915e-06,0.5113570180547466,-5.5295662320689445
E_a0p1_1216@5M,E_a0p1_1216,5M,elu,0.1,zmax,eqf,q5,3,60746,1.739526032906724e-05,-2.682099424024379e-05,0.5038521054884272,-5.779272821403649
E_a0p1_1216@5M,E_a0p1_1216,5M,elu,0.1,zmax,eqf,q5,4,61710,-1.6471183698740788e-05,-0.00012905713797126944,0.49549505752714307,-5.834026421987883
E_a0p1_1216@5M,E_a0p1_1216,5M,elu,0.1,zmax,eqf,q5,5,68948,9.305214553023688e-05,0.00023677390145738353,0.5162441260080061,-5.593896284922829
E_a0p1_1216@5M,E_a0p1_1216,5M,elu,0.1,zmax,eqf,q5,6,77082,-3.320639189041685e-05,-7.321567954020215e-05,0.4954593809190213,-5.685810187420942
E_a0p1_1216@5M,E_a0p1_1216,5M,elu,0.1,zmax,eqf,q5,7,76521,6.342747656162828e-05,-2.865671774512035e-06,0.5135060963657035,-5.955737348909141
E_a0p1_1216@5M,E_a0p1_1216,5M,elu,0.1,zmax,eqf,q5,8,70805,7.311723038583295e-06,3.964212522837121e-05,0.5015606242496998,-5.686602117513464
E_a0p1_1216@5M,E_a0p1_1216,5M,elu,0.1,zmax,eqf,q5,9,78140,-3.3288662280028802e-06,-0.000112233622758324,0.4985410801126184,-5.839306239164008
E_a0p1_1216@5M,E_a0p1_1216,5M,elu,0.1,zbar,abs,0-1,0,3155,6.026581468177028e-05,0.0021545260592445966,0.5733755942947703,-0.7599315020310847
E_a0p1_1216@5M,E_a0p1_1216,5M,elu,0.1,zbar,abs,0-1,1,2955,4.749369509227108e-06,0.0012653339745034291,0.5153976311336718,-0.7785135822075537
E_a0p1_1216@5M,E_a0p1_1216,5M,elu,0.1,zbar,abs,0-1,2,3931,-3.6918163459631614e-06,0.0007108338247792151,0.4927499364029509,-0.7527261982881338
E_a0p1_1216@5M,E_a0p1_1216,5M,elu,0.1,zbar,abs,0-1,3,3280,5.128289194544777e-05,0.0009654554451881648,0.5557926829268293,-0.7776565260028765
E_a0p1_1216@5M,E_a0p1_1216,5M,elu,0.1,zbar,abs,0-1,4,3872,1.3757372471445706e-05,0.0019481059185750263,0.5286673553719008,-0.7341452073613974
E_a0p1_1216@5M,E_a0p1_1216,5M,elu,0.1,zbar,abs,0-1,5,3590,9.566002972860588e-06,0.002396146766254221,0.5367688022284123,-0.7497890412175692
E_a0p1_1216@5M,E_a0p1_1216,5M,elu,0.1,zbar,abs,0-1,6,3042,0.00013380322343437,0.0014893591314725778,0.5871137409598948,-0.7886726983461344
E_a0p1_1216@5M,E_a0p1_1216,5M,elu,0.1,zbar,abs,0-1,7,4083,2.6004699975601397e-05,0.0007280057704429573,0.5329414646093559,-0.7496387163689264
E_a0p1_1216@5M,E_a0p1_1216,5M,elu,0.1,zbar,abs,0-1,8,3413,7.544536401837831e-06,0.001177292663999704,0.5335481980662174,-0.734349916963223
E_a0p1_1216@5M,E_a0p1_1216,5M,elu,0.1,zbar,abs,0-1,9,2169,5.3150946769164875e-05,0.0011951389385638697,0.5712309820193637,-0.7701170253408589
E_a0p1_1216@5M,E_a0p1_1216,5M,elu,0.1,zbar,abs,1-3,0,31819,6.590029079234228e-05,0.006436095546897472,0.5255350576699457,-1.8928885984231967
E_a0p1_1216@5M,E_a0p1_1216,5M,elu,0.1,zbar,abs,1-3,1,38018,6.0019710872438736e-05,0.005635751868794343,0.5216213372612973,-1.9446544759289206
E_a0p1_1216@5M,E_a0p1_1216,5M,elu,0.1,zbar,abs,1-3,2,46211,3.724622365552932e-05,0.005086176230416301,0.5173876349786847,-1.8967686499114955
E_a0p1_1216@5M,E_a0p1_1216,5M,elu,0.1,zbar,abs,1-3,3,38034,3.828857370535843e-05,0.00530300323713373,0.5188515538728506,-1.9106991709633094
E_a0p1_1216@5M,E_a0p1_1216,5M,elu,0.1,zbar,abs,1-3,4,39310,4.733445848614792e-06,0.004510459325232045,0.5028237089799034,-1.896303446687325
E_a0p1_1216@5M,E_a0p1_1216,5M,elu,0.1,zbar,abs,1-3,5,48376,4.170151623839047e-05,0.005194975253194798,0.5187282950223251,-1.9311398824842705
E_a0p1_1216@5M,E_a0p1_1216,5M,elu,0.1,zbar,abs,1-3,6,50803,7.038610056042671e-05,0.005053359084210659,0.5185914217664311,-1.943783607645576
E_a0p1_1216@5M,E_a0p1_1216,5M,elu,0.1,zbar,abs,1-3,7,35891,4.338541657489259e-06,0.004904606332462989,0.5034409740603494,-1.8363382014778593
E_a0p1_1216@5M,E_a0p1_1216,5M,elu,0.1,zbar,abs,1-3,8,35838,2.3551775484520476e-05,0.005335751287751213,0.5155700652938222,-1.8858208921946282
E_a0p1_1216@5M,E_a0p1_1216,5M,elu,0.1,zbar,abs,1-3,9,33531,4.479834024095908e-05,0.006218098095366129,0.5185947332319346,-1.964699212703555
E_a0p1_1216@5M,E_a0p1_1216,5M,elu,0.1,zbar,abs,3-6,0,182343,-0.0001209565598401241,0.00601847932200748,0.4946830972398173,-3.757679296761873
E_a0p1_1216@5M,E_a0p1_1216,5M,elu,0.1,zbar,abs,3-6,1,156020,-0.0001210388945764862,0.00656189193111262,0.49455198051531857,-3.5631231392813714
E_a0p1_1216@5M,E_a0p1_1216,5M,elu,0.1,zbar,abs,3-6,2,227852,-2.5516957975924015e-05,0.004767328876691751,0.4990783491038042,-3.701768474959409
E_a0p1_1216@5M,E_a0p1_1216,5M,elu,0.1,zbar,abs,3-6,3,194476,-0.00012131908079027198,0.00703724152037509,0.4954595939858903,-3.6023834826139414
E_a0p1_1216@5M,E_a0p1_1216,5M,elu,0.1,zbar,abs,3-6,4,169534,-3.1508647225564346e-05,0.006781263117639991,0.49781754692274116,-3.664277179058521
E_a0p1_1216@5M,E_a0p1_1216,5M,elu,0.1,zbar,abs,3-6,5,216304,-0.00010318243948859163,0.004949711043863365,0.4955941637695096,-3.6985601098773833
E_a0p1_1216@5M,E_a0p1_1216,5M,elu,0.1,zbar,abs,3-6,6,206178,-0.00030012706702109426,0.005072649688109551,0.486414651417707,-3.659116079075407
E_a0p1_1216@5M,E_a0p1_1216,5M,elu,0.1,zbar,abs,3-6,7,156518,-2.8138187190052122e-05,0.008508468990463258,0.4989905314404733,-3.66837379815865
E_a0p1_1216@5M,E_a0p1_1216,5M,elu,0.1,zbar,abs,3-6,8,201506,-0.00012501440505729988,0.006773729405646524,0.4955832580667573,-3.7337753965550218
E_a0p1_1216@5M,E_a0p1_1216,5M,elu,0.1,zbar,abs,3-6,9,195778,4.0652762436366174e-06,0.005850253757315456,0.5002656069629887,-3.6682111725208353
E_a0p1_1216@5M,E_a0p1_1216,5M,elu,0.1,zbar,abs,6-10,0,155840,-4.767092832480557e-05,0.0010914431903382396,0.493769250513347,-5.430943692891272
E_a0p1_1216@5M,E_a0p1_1216,5M,elu,0.1,zbar,abs,6-10,1,167683,-3.344700235174969e-05,0.00156771503047125,0.4955898928335013,-5.215447989533529
E_a0p1_1216@5M,E_a0p1_1216,5M,elu,0.1,zbar,abs,6-10,2,97459,-2.3940181563375518e-05,0.0006802346930274829,0.49701925938086783,-5.221226698816439
E_a0p1_1216@5M,E_a0p1_1216,5M,elu,0.1,zbar,abs,6-10,3,135372,-5.997666448820382e-06,0.0011493914451427523,0.49915787607481604,-5.131753306222132
E_a0p1_1216@5M,E_a0p1_1216,5M,elu,0.1,zbar,abs,6-10,4,154792,-2.2464650101028383e-05,0.0016610758411933965,0.4968538425758437,-5.044237359691985
E_a0p1_1216@5M,E_a0p1_1216,5M,elu,0.1,zbar,abs,6-10,5,102717,1.987450559681747e-07,0.0010523715128370064,0.5000243387170575,-5.264826677557635
E_a0p1_1216@5M,E_a0p1_1216,5M,elu,0.1,zbar,abs,6-10,6,117463,-8.71530210133642e-05,0.0006664195122212802,0.49150796421000653,-5.310423338433438
E_a0p1_1216@5M,E_a0p1_1216,5M,elu,0.1,zbar,abs,6-10,7,172670,4.994516757506062e-06,0.0017480668680426898,0.5004517287311055,-5.150906230261922
E_a0p1_1216@5M,E_a0p1_1216,5M,elu,0.1,zbar,abs,6-10,8,131130,-5.05528169014724e-05,0.0009885965984914214,0.4936627773964768,-5.219874084116242
E_a0p1_1216@5M,E_a0p1_1216,5M,elu,0.1,zbar,abs,6-10,9,137405,-0.00012120722385589033,0.0005044465565630013,0.4834103562461337,-5.233747075242493
E_a0p1_1216@5M,E_a0p1_1216,5M,elu,0.1,zbar,abs,>10,0,3678,-1.2195505405543372e-05,0.00012904110646223675,0.48722131593257206,-7.936006768685695
E_a0p1_1216@5M,E_a0p1_1216,5M,elu,0.1,zbar,abs,>10,1,8429,-1.1642010576906614e-05,-0.00010165877350651854,0.48890734369438843,-7.32730000102412
E_a0p1_1216@5M,E_a0p1_1216,5M,elu,0.1,zbar,abs,>10,2,356,4.153221652813954e-06,0.000199125075068188,0.5140449438202247,-8.795375290291643
E_a0p1_1216@5M,E_a0p1_1216,5M,elu,0.1,zbar,abs,>10,3,1008,-1.0808828847075347e-05,0.0002599015539030229,0.4871031746031746,-8.134677139215942
E_a0p1_1216@5M,E_a0p1_1216,5M,elu,0.1,zbar,abs,>10,4,2497,-2.366037733736448e-05,-0.0002505812100172238,0.4673608329995995,-7.784349843741446
E_a0p1_1216@5M,E_a0p1_1216,5M,elu,0.1,zbar,abs,>10,5,259,0.00017457929789088666,0.0010702207564426297,0.7104247104247104,-8.688326383864219
E_a0p1_1216@5M,E_a0p1_1216,5M,elu,0.1,zbar,abs,>10,6,432,-2.8878363082185388e-05,-3.3184033951821693e-05,0.4675925925925926,-8.3931645671707
E_a0p1_1216@5M,E_a0p1_1216,5M,elu,0.1,zbar,abs,>10,7,4558,-2.5618247434522345e-07,0.00020588716581550366,0.4973672663448881,-8.00551837641736
E_a0p1_1216@5M,E_a0p1_1216,5M,elu,0.1,zbar,abs,>10,8,514,-9.32845341594657e-06,-0.00010730154307329081,0.48249027237354086,-7.838620480812628
E_a0p1_1216@5M,E_a0p1_1216,5M,elu,0.1,zbar,abs,>10,9,5420,-2.295886861247709e-05,2.3233622932463007e-05,0.47306273062730625,-7.611879452077151
E_a0p1_1216@5M,E_a0p1_1216,5M,elu,0.1,zbar,eqf,q1,0,64628,5.847310239914805e-05,0.008358709319323377,0.5162777743392957,-2.343839422455535
E_a0p1_1216@5M,E_a0p1_1216,5M,elu,0.1,zbar,eqf,q1,1,68677,5.476960359374061e-05,0.006739873593366294,0.5154709728147706,-2.3085784050531837
E_a0p1_1216@5M,E_a0p1_1216,5M,elu,0.1,zbar,eqf,q1,2,90148,6.066485366318375e-05,0.00727576469207329,0.5164950969516795,-2.3284076891842536
E_a0p1_1216@5M,E_a0p1_1216,5M,elu,0.1,zbar,eqf,q1,3,73872,3.059576192754321e-05,0.007651074800641631,0.5107347844920944,-2.33498724476291
E_a0p1_1216@5M,E_a0p1_1216,5M,elu,0.1,zbar,eqf,q1,4,69598,2.4588133783254307e-05,0.006356300390704903,0.5092675076870025,-2.249735928150463
E_a0p1_1216@5M,E_a0p1_1216,5M,elu,0.1,zbar,eqf,q1,5,89776,2.474667053320445e-05,0.006652030457182881,0.5106710033862056,-2.29607975214529
E_a0p1_1216@5M,E_a0p1_1216,5M,elu,0.1,zbar,eqf,q1,6,93500,7.052980799926445e-05,0.005859591830759577,0.5135935828877005,-2.340828760000177
E_a0p1_1216@5M,E_a0p1_1216,5M,elu,0.1,zbar,eqf,q1,7,62971,1.8886852558352984e-05,0.007209371234781716,0.5080433850502613,-2.186200475499581
E_a0p1_1216@5M,E_a0p1_1216,5M,elu,0.1,zbar,eqf,q1,8,68499,1.6801515812403522e-05,0.007994167778903981,0.509481890246573,-2.2828343841521033
E_a0p1_1216@5M,E_a0p1_1216,5M,elu,0.1,zbar,eqf,q1,9,65834,5.736031926062424e-05,0.007985700458314489,0.5157365495032962,-2.3661508034770966
E_a0p1_1216@5M,E_a0p1_1216,5M,elu,0.1,zbar,eqf,q2,0,71242,-0.0001833374408306554,0.006428945926391301,0.4930799247634822,-3.5772953538286294
E_a0p1_1216@5M,E_a0p1_1216,5M,elu,0.1,zbar,eqf,q2,1,58179,-1.3617644981422927e-05,0.008184363529241578,0.499149177538287,-3.4600247428418527
E_a0p1_1216@5M,E_a0p1_1216,5M,elu,0.1,zbar,eqf,q2,2,94038,-0.00016423893248429522,0.004909426161867418,0.4950977264510092,-3.5546205840099456
E_a0p1_1216@5M,E_a0p1_1216,5M,elu,0.1,zbar,eqf,q2,3,75992,7.979107522260165e-06,0.008242449528430952,0.500263185598484,-3.466588970895053
E_a0p1_1216@5M,E_a0p1_1216,5M,elu,0.1,zbar,eqf,q2,4,62770,4.753423672809731e-05,0.007873921724453845,0.5026923689660666,-3.527049970291416
E_a0p1_1216@5M,E_a0p1_1216,5M,elu,0.1,zbar,eqf,q2,5,88819,-0.0002307905233465135,0.005657702964615235,0.49231583332395096,-3.5495183017615397
E_a0p1_1216@5M,E_a0p1_1216,5M,elu,0.1,zbar,eqf,q2,6,81394,-0.000303969340166077,0.006554481912330058,0.4865100621667445,-3.5436948539117035
E_a0p1_1216@5M,E_a0p1_1216,5M,elu,0.1,zbar,eqf,q2,7,58030,7.839355384930968e-05,0.008909870439610775,0.5019645011201103,-3.526320846466869
E_a0p1_1216@5M,E_a0p1_1216,5M,elu,0.1,zbar,eqf,q2,8,76849,3.6487846955424175e-05,0.009504714812130194,0.5011125714062642,-3.4671551871286743
E_a0p1_1216@5M,E_a0p1_1216,5M,elu,0.1,zbar,eqf,q2,9,80189,0.00011319880286464468,0.006852665596798422,0.5050817443789049,-3.502608430818336
E_a0p1_1216@5M,E_a0p1_1216,5M,elu,0.1,zbar,eqf,q3,0,71806,-9.17524921533186e-05,0.00408311577859283,0.49536250452608416,-4.317683808477257
E_a0p1_1216@5M,E_a0p1_1216,5M,elu,0.1,zbar,eqf,q3,1,61714,-0.000312515941914171,0.004575823803128642,0.4868263278996662,-4.0417049131114835
E_a0p1_1216@5M,E_a0p1_1216,5M,elu,0.1,zbar,eqf,q3,2,84182,-0.00012077717110514641,0.0022962949513733954,0.49446437480696587,-4.30278049001711
E_a0p1_1216@5M,E_a0p1_1216,5M,elu,0.1,zbar,eqf,q3,3,76419,-0.00021807567100040615,0.004677733335866637,0.4913176042607205,-4.092694664912344
E_a0p1_1216@5M,E_a0p1_1216,5M,elu,0.1,zbar,eqf,q3,4,70223,-0.00020720342581626028,0.005106424487054519,0.4879455449069393,-4.121814155506582
