coord,binset,bin,lo,hi,n,depth_med,depth_mid,inc_med,inc_med_f32,inc_mean,inc_p_up,inc_frac_zero,ulp_med,med_over_ulp,lnmob_med,resid_med,inc_med_seed_n,inc_med_seed_med,inc_med_seed_min,inc_med_seed_max,inc_med_seed_mean,inc_med_seed_sd,inc_med_seed_se,inc_med_hi2se,inc_med_lo2se,inc_iqr,inc_frac_gt_1e3,key,arm,window,family,dial
zbar,eqf,q3,8.000247764587403,8.97050037384033,987527,8.482797622680664,8.485374069213867,5.543249790207483e-05,5.53131103515625e-05,0.005613120697747686,0.5261851068375852,0.00024606922139850355,9.5367431640625e-07,58.125186920166016,-4.664501675385802,-3.1177235242586665,10,5.085767861601198e-05,1.7510740690340754e-05,9.821671847021207e-05,5.886228127565119e-05,2.527739440290288e-05,7.9934139627565e-06,7.484910920116418e-05,4.287545335013819e-05,0.009751807432621717,0.7369530149555404,E_1216@15M,E_1216,15M,elu,1.0
zbar,eqf,q4,8.97050037384033,10.153738403320313,987526,9.505638122558594,9.56211938858032,2.4638124159537256e-05,2.47955322265625e-05,0.0033868914538198363,0.5206222418447717,0.0005154294671735225,9.5367431640625e-07,25.834945678710938,-5.308174594623933,-3.172916382594156,10,2.5715614356158767e-05,2.341772187719471e-06,5.077695823274553e-05,2.6256463820573116e-05,1.3201553166842321e-05,4.1746976659030594e-06,3.4605859152379236e-05,1.7907068488766995e-05,0.006431602640077472,0.6795719808896171,E_1216@15M,E_1216,15M,elu,1.0
zbar,eqf,q5,10.153738403320313,inf,987527,11.106561660766602,11.106561660766602,4.435493337950902e-06,4.76837158203125e-06,0.0010019973657822393,0.5159909551840102,0.005762880407320509,9.5367431640625e-07,4.650951862335205,-6.708722676389249,-3.2167469222704463,10,4.048957805480313e-06,1.8237213339489244e-06,1.1847975656564813e-05,5.1167621393233276e-06,3.551684169611931e-06,1.1231411505537491e-06,7.363044440430826e-06,2.8704798382158293e-06,0.0021715878101531416,0.5126482617690453,E_1216@15M,E_1216,15M,elu,1.0
zmax,abs,0-1,0.0,1.0,444421,0.49076834321022034,0.5,0.0018702619709074497,0.0018701553344726562,0.02214952213421266,0.6003519185637043,3.150166171265534e-05,4.76837158203125e-07,3922.2236328125,-3.5055303917903458,-3.0773904684170534,10,0.001968599419342354,0.0010500415228307247,0.0025644765701144934,0.0019175050139892847,0.0003959359574689304,0.0001252059433161376,0.0021679169006215597,0.0016670931273570094,0.03375670360401273,0.8761287157897579,E_1216@5M,E_1216,5M,elu,1.0
zmax,abs,1-3,1.0,3.0,791065,1.928718090057373,2.0,2.469225137247122e-06,2.384185791015625e-06,0.0041327956716473635,0.5007161232010012,7.584711749350559e-06,9.5367431640625e-07,2.589170217514038,-4.889839648560279,-3.038855065833803,10,5.700339634984175e-06,-8.298811735585332e-05,5.342860094970092e-05,2.240484647586527e-07,4.1074354150523543e-05,1.2988851253604495e-05,2.620175097196764e-05,-2.5753654042450338e-05,0.020617344416677952,0.8481831455063743,E_1216@5M,E_1216,5M,elu,1.0
zmax,abs,3-6,3.0,6.0,398492,3.8162282705307007,4.5,1.8749281025520759e-06,1.9073486328125e-06,-0.0002726268822196169,0.5019398130953695,0.00015809602200295112,9.5367431640625e-07,1.9660046100616455,-6.769319810007218,-2.977725114725428,10,1.0888265080666315e-06,-6.330749556582305e-06,2.920075894508045e-05,3.393164954701433e-06,9.959994432491782e-06,3.1496267889270196e-06,9.692418532555472e-06,-2.906088623152606e-06,0.00510729372035712,0.664700922477741,E_1216@5M,E_1216,5M,elu,1.0
zmax,abs,6-10,6.0,10.0,31535,6.731975555419922,8.0,2.742375500019989e-06,2.86102294921875e-06,3.1492966449632036e-05,0.5200887902330744,0.004788330426510227,9.5367431640625e-07,2.87558913230896,-9.684867007061797,-2.9748434423070886,10,2.353532238430489e-06,0.0,1.1651915428956272e-05,4.213879018521993e-06,4.0501277336281496e-06,1.2807628452880686e-06,6.77540470909813e-06,1.6523533279458557e-06,0.0003689394725370221,0.18931346123355003,E_1216@5M,E_1216,5M,elu,1.0
zmax,abs,>10,10.0,inf,1431,10.952047348022461,10.952047348022461,0.0,0.0,-3.5916246039509906e-06,0.42348008385744235,0.16771488469601678,1.9073486328125e-06,0.0,-14.059032064755089,-3.0254240461531925,3,0.0,-7.524384386670135e-07,0.0,-2.5081281288900453e-07,4.344205351130219e-07,2.508128128890045e-07,2.508128128890044e-07,-7.524384386670135e-07,8.940836551118991e-06,0.0,E_1216@5M,E_1216,5M,elu,1.0
zmax,eqf,q1,-inf,0.7451589584350586,333389,0.36232978105545044,0.36232978105545044,0.0023147801402956247,0.0023145675659179688,0.023916744147531685,0.6136285240364859,2.699549175287727e-05,4.76837158203125e-07,4854.44580078125,-3.395581939588485,-3.0781849763184526,10,0.0024058554554358125,0.0013458573957905173,0.0031456821598112583,0.002371669397689402,0.0004853872552065428,0.00015349292736700982,0.002678655252423422,0.0020646835429553824,0.03493833728134632,0.8774224704474353,E_1216@5M,E_1216,5M,elu,1.0
zmax,eqf,q2,0.7451589584350586,1.5165597677230838,333389,1.127285122871399,1.1308593630790713,0.0004204544238746166,0.00042057037353515625,0.01302864238782823,0.5392199502683052,1.499749541826515e-05,4.76837158203125e-07,881.7568359375,-4.142351217434897,-3.0679939188570353,10,0.00040031686512520537,0.0002442347613396123,0.0006546977674588561,0.00043184437236050145,0.00013540780745711168,4.2819708453400556e-05,0.0005174837892673026,0.00034620495545370034,0.028061102144420147,0.8699447192318883,E_1216@5M,E_1216,5M,elu,1.0
zmax,eqf,q3,1.5165597677230838,2.319499444961548,333388,1.9133324027061462,1.918029606342316,-3.9130438381107524e-05,-3.910064697265625e-05,0.00268478048916522,0.4933140964881759,8.998524242024307e-06,9.5367431640625e-07,41.0312385559082,-4.901109671655843,-3.039828872313861,10,-3.623959219112294e-05,-0.00018636388995219022,1.4045464922674e-05,-5.284156372340476e-05,6.90851006565426e-05,2.184662704566685e-05,-9.148309632071062e-06,-9.653481781473846e-05,0.021826724521815777,0.8558226450862059,E_1216@5M,E_1216,5M,elu,1.0
zmax,eqf,q4,2.319499444961548,3.354940032958985,333389,2.783249855041504,2.8372197389602665,-5.8767753216670826e-05,-5.91278076171875e-05,-0.0005115945736990264,0.48647975788043396,2.3995992669224238e-05,9.5367431640625e-07,61.62245559692383,-5.748451407258578,-3.0088181438305908,10,-5.447487001219997e-05,-0.0001544309634482488,-2.701859011722263e-05,-6.259997262532124e-05,4.116799394598502e-05,1.3018462756933551e-05,-3.656304711145414e-05,-8.863689813918834e-05,0.013581869658082724,0.804825594125781,E_1216@5M,E_1216,5M,elu,1.0
zmax,eqf,q5,3.354940032958985,inf,333389,4.212066650390625,4.212066650390625,3.729968739207834e-06,3.814697265625e-06,-0.00010896556903380426,0.5067203776969246,0.0013467750885602105,9.5367431640625e-07,3.9111557006835938,-7.154908639868038,-2.9718585733161262,10,3.5163757843292842e-06,1.0895597313265171e-07,2.847129144356586e-05,5.459239766025803e-06,8.28620074017585e-06,2.620326748832878e-06,1.0699893263691558e-05,2.185862683600471e-07,0.003239921177737415,0.5848783253196717,E_1216@5M,E_1216,5M,elu,1.0
zbar,abs,0-1,0.0,1.0,10884,0.11214948445558548,0.5,0.007972700521349907,0.00797269493341446,0.023976814329511587,0.9773061374494671,0.0,7.450580596923828e-09,1070077.75,-0.11113016182303437,-0.07339130055044626,10,0.008324742317199707,0.004002962959930301,0.01242015603929758,0.008824362978339195,0.0028746589809823834,0.0009090469876162989,0.010642456953571792,0.007006269003106597,0.02734341728501022,0.7716832047041529,E_1216@5M,E_1216,5M,elu,1.0
zbar,abs,1-3,1.0,3.0,11237,2.4728267192840576,2.0,0.010504062287509441,0.01050412654876709,0.04043249824026135,0.6340660318590371,0.0,2.384185791015625e-07,44057.23046875,-1.9472405002807722,-1.5099625229790816,10,0.010516689624637365,0.007097573252394795,0.016305360943078995,0.010806536627933383,0.0031643768843239756,0.0010006638329650927,0.012807864293863568,0.008805208962003198,0.07493665628135204,0.9585298567233247,E_1216@5M,E_1216,5M,elu,1.0
zbar,abs,3-6,3.0,6.0,169081,5.213412761688232,4.5,0.0016239662654697895,0.0016236305236816406,0.019040574383884977,0.5529125093889911,0.0,4.76837158203125e-07,3405.7041015625,-3.325717973102264,-2.4843239889412008,10,0.0017113228095695376,0.0010331942467018962,0.0022155027836561203,0.0017007815244141967,0.0003393462110079764,0.00010731069421333088,0.0019154029128408585,0.0014861601359875349,0.050960445776581764,0.9315535157705478,E_1216@5M,E_1216,5M,elu,1.0
zbar,abs,6-10,6.0,10.0,1102408,8.198460102081299,8.0,0.0001533480899524875,0.00015354156494140625,0.007953459607431674,0.5238641229018657,1.9049208641446723e-05,9.5367431640625e-07,160.79712677001953,-4.702546242957169,-3.0272134222136478,10,0.00014205574916559272,5.2464720283751376e-05,0.00030548431095667183,0.0001638466261283611,8.281590520931706e-05,2.6188688695004542e-05,0.00021622400351837016,0.000111469248738352,0.01910411356948316,0.8383983062532202,E_1216@5M,E_1216,5M,elu,1.0
zbar,abs,>10,10.0,inf,373334,11.002508640289307,11.002508640289307,8.982525287137832e-06,8.58306884765625e-06,0.0008108306710183154,0.5120696213042477,0.0012133906903737672,9.5367431640625e-07,9.41886043548584,-6.751050072834978,-3.202104686808774,10,9.964264108930365e-06,-1.085598626104911e-06,1.828788845159579e-05,1.001899668438e-05,6.8592149812646854e-06,2.169074230154558e-06,1.4357145144689116e-05,5.6808482240708834e-06,0.004063224361743778,0.6167426486738417,E_1216@5M,E_1216,5M,elu,1.0
zbar,eqf,q1,-inf,6.800573444366455,333389,5.8137288093566895,5.8137288093566895,0.0015201105270534754,0.0015201568603515625,0.01798752771030574,0.5645897135178425,5.9989981673060596e-06,4.76837158203125e-07,3187.90283203125,-3.5117275578480194,-2.6091690373889613,10,0.0016936481115408242,0.0010662289569154382,0.0020635316614061594,0.0016036765882745385,0.0003119992557523437,9.866282764547971e-05,0.001801002243565498,0.001406350932983579,0.04288570489734411,0.9144452876369646,E_1216@5M,E_1216,5M,elu,1.0
zbar,eqf,q2,6.800573444366455,7.968832206726074,333389,7.434691905975342,7.384702825546265,0.00029118472593836486,0.0002913475036621094,0.010400764770479123,0.5286737114901812,1.1997996334612119e-05,4.76837158203125e-07,610.6586303710938,-4.311848750393499,-2.97801069532418,10,0.0003274030241300352,0.00015937250282149762,0.00044881715439260006,0.00031206532003125176,0.00010585229745999633,3.347343555352445e-05,0.0003790121911383007,0.00024511844892420283,0.024922451935708523,0.8697467522923672,E_1216@5M,E_1216,5M,elu,1.0
zbar,eqf,q3,7.968832206726074,8.967343139648438,333388,8.471471309661865,8.468087673187256,0.00011627548155956902,0.0001163482666015625,0.006472276270680646,0.520243680036474,8.998524242024307e-06,9.5367431640625e-07,121.92367935180664,-4.899788463772633,-3.071043220158615,10,9.347017839900218e-05,2.0375744497869164e-05,0.0003733391349669546,0.00013621492380480049,0.0001269138394704306,4.013367993235385e-05,0.00021648228366950818,5.594756394009278e-05,0.017407304840162396,0.8327864230266236,E_1216@5M,E_1216,5M,elu,1.0
zbar,eqf,q4,8.967343139648438,10.176444053649904,333389,9.508857727050781,9.571893596649172,4.230462945997715e-05,4.1961669921875e-05,0.0035135204891467314,0.5137212085581708,3.599398900383636e-05,9.5367431640625e-07,44.359619140625,-5.551091825929911,-3.1291544511626066,10,4.902569253317779e-05,-1.739815343171358e-05,0.00015249865828081965,5.156105489731999e-05,5.59074867293582e-05,1.7679499632040955e-05,8.69200541614019e-05,1.620205563323808e-05,0.011039524339139462,0.7737117901310481,E_1216@5M,E_1216,5M,elu,1.0
zbar,eqf,q5,10.176444053649904,inf,333389,11.151167869567871,11.151167869567871,8.25371898827143e-06,8.58306884765625e-06,0.00063552900177019,0.5121344735429183,0.0013587730848948225,9.5367431640625e-07,8.654651641845703,-6.856931503730795,-3.2074348917262956,10,9.384501936438028e-06,-2.307162549897157e-08,2.0910749299218878e-05,9.422970604600067e-06,6.671612203830983e-06,2.109749022948144e-06,1.3642468650496356e-05,5.2034725587037785e-06,0.0037017802242189646,0.6022034320268516,E_1216@5M,E_1216,5M,elu,1.0
zmax,abs,0-1,0.0,1.0,917849,0.5106770992279053,0.5,5.5292337492574006e-05,5.53131103515625e-05,0.01634686797544714,0.5091894200462167,6.537022974367244e-06,2.384185791015625e-07,231.91287231445312,-2.6823624496576834,-2.213313512974605,10,4.207758138363715e-05,1.391581645293627e-05,0.0001920527865877375,6.388205893017584e-05,5.215931745844698e-05,1.649422443684774e-05,9.687050780387131e-05,3.089361005648036e-05,0.040098125115036964,0.8953825738220557,E_a0p1_1216@5M,E_a0p1_1216,5M,elu,0.1
zmax,abs,1-3,1.0,3.0,2097532,1.951305091381073,2.0,-0.00012385096488287672,-0.0001239776611328125,0.00021941095299734409,0.49134506648766263,0.0,4.76837158203125e-07,259.7342987060547,-4.1616169182301626,-2.2184341850581935,10,-0.0001312961903749965,-0.00028922155615873635,-4.505998003878631e-05,-0.0001294204961595824,6.92698427197116e-05,2.1905047615592124e-05,-8.561040092839816e-05,-0.00017323059139076665,0.020743339555338025,0.8970466243184848,E_a0p1_1216@5M,E_a0p1_1216,5M,elu,0.1
zmax,abs,3-6,3.0,6.0,713681,3.5612730979919434,4.5,1.697517654974945e-05,1.71661376953125e-05,-2.3058470641180154e-05,0.5035625160260677,0.0,4.76837158203125e-07,35.599525451660156,-5.794552087225734,-2.1679009334396753,10,7.159690994740231e-06,-3.1457788281841204e-05,0.00010196209041168913,2.2377807187012878e-05,4.4509410580209104e-05,1.4075111474505735e-05,5.052803013602435e-05,-5.772415761998592e-06,0.005773171782493591,0.7414012703154491,E_a0p1_1216@5M,E_a0p1_1216,5M,elu,0.1
zmax,abs,6-10,6.0,10.0,8441,6.46307373046875,8.0,-4.135294147999957e-06,-3.814697265625e-06,-1.4083124041036977e-05,0.4903447458831892,0.0008292856296647316,9.5367431640625e-07,4.336170196533203,-8.776540975843856,-2.2791049243315378,10,-8.18206643771191e-06,-4.1660628994577564e-05,4.262838228896726e-05,-4.685506110035931e-06,2.6633805670752837e-05,8.42234886778876e-06,1.215919162554159e-05,-2.153020384561345e-05,0.0005561360449064523,0.14417723018599693,E_a0p1_1216@5M,E_a0p1_1216,5M,elu,0.1
zmax,abs,>10,10.0,inf,9,10.869291305541992,10.869291305541992,5.039775601289875e-07,0.0,4.815785435615302e-07,1.0,0.0,1.9073486328125e-06,0.2642293870449066,-13.79310917831665,-2.9238180307850516,0,,,,,,,,,2.0159100699856936e-07,0.0,E_a0p1_1216@5M,E_a0p1_1216,5M,elu,0.1
zmax,eqf,q1,-inf,0.8289234876632691,747503,0.4092646539211273,0.4092646539211273,0.00011165202886331826,0.00011169910430908203,0.018900792202049294,0.5152541193814607,4.013361819283668e-06,2.384185791015625e-07,468.30255126953125,-2.590181013126548,-2.211716424231102,10,0.00011263382839388214,4.1033606976270676e-05,0.00027633129502646625,0.0001265460956346942,7.65520945158705e-05,2.4207897832663556e-05,0.00017496189130002132,7.81302999693671e-05,0.040889499709010124,0.8927910657214754,E_a0p1_1216@5M,E_a0p1_1216,5M,elu,0.1
zmax,eqf,q2,0.8289234876632691,1.5375776290893561,747502,1.1962867379188538,1.1832505583763127,-0.0002717271418077871,-0.00027179718017578125,0.0023032113010380603,0.483202720527838,4.013367188315215e-06,4.76837158203125e-07,569.8531188964844,-3.416684891638959,-2.229267259717947,10,-0.0002714767906581983,-0.0004146533756284043,-0.00013308147026691586,-0.0002847881463821977,9.406995399693133e-05,2.974753140175631e-05,-0.0002252930835786851,-0.00034428320918571034,0.0335624439176172,0.9124617726775313,E_a0p1_1216@5M,E_a0p1_1216,5M,elu,0.1
zmax,eqf,q3,1.5375776290893561,2.1965308666229246,747502,1.8661036491394043,1.8670542478561405,-0.0001385260547976941,-0.00013840198516845703,-0.00019514106137249231,0.49188363375616384,0.0,4.76837158203125e-07,290.51019287109375,-4.0965426614436895,-2.2295392097912545,10,-0.00012649876225623302,-0.00033931038342416286,-1.7065270185412373e-05,-0.0001445348322704376,8.91526273373508e-05,2.8192536177422116e-05,-8.814975991559338e-05,-0.00020091990462528183,0.02317322278395295,0.9086584383720713,E_a0p1_1216@5M,E_a0p1_1216,5M,elu,0.1
zmax,eqf,q4,2.1965308666229246,2.9680993556976323,747502,2.55241060256958,2.5823151111602787,-4.292864650778938e-05,-4.291534423828125e-05,-0.0003128588767641932,0.49654984200711166,0.0,4.76837158203125e-07,90.02789688110352,-4.7621286048055955,-2.203048440139837,10,-4.240954785927897e-05,-0.00023505641729570925,9.412427971255966e-05,-4.925039295358147e-05,8.556719553568213e-05,2.7058723088574708e-05,4.867053223567947e-06,-0.00010336783913073089,0.014251073356717825,0.8743535134354156,E_a0p1_1216@5M,E_a0p1_1216,5M,elu,0.1
zmax,eqf,q5,2.9680993556976323,inf,747503,3.543464422225952,3.543464422225952,1.5065511433931533e-05,1.52587890625e-05,-3.0394930646216606e-05,0.5034053375036622,9.364510911661894e-06,4.76837158203125e-07,31.594667434692383,-5.7791809746483755,-2.168985609080094,10,7.259225526468072e-06,-3.320639189041685e-05,9.305214553023688e-05,2.025265831662182e-05,4.132860354074307e-05,1.306925197028476e-05,4.6391162257191336e-05,-5.885845623947702e-06,0.005759359919466078,0.7378097479207442,E_a0p1_1216@5M,E_a0p1_1216,5M,elu,0.1
zbar,abs,0-1,0.0,1.0,33490,0.8169086873531342,0.5,2.3487190446758177e-05,2.3484230041503906e-05,0.0013961254255959383,0.5401015228426396,0.0,5.960464477539063e-08,394.04966735839844,-0.758598943878279,-0.5603135064562947,10,1.988103622352355e-05,-3.6918163459631614e-06,0.00013380322343437,3.564330418157624e-05,4.127940301413561e-05,1.3053693397668829e-05,6.17506909769139e-05,9.535917386238582e-06,0.001911275612656027,0.49071364586443716,E_a0p1_1216@5M,E_a0p1_1216,5M,elu,0.1
zbar,abs,1-3,1.0,3.0,397831,2.184338092803955,2.0,3.501543324091472e-05,3.504753112792969e-05,0.005321050551371366,0.5161412760694868,1.5081780957240637e-05,2.384185791015625e-07,146.86537170410156,-1.9126682366009466,-1.1032181622617048,10,3.999504497187445e-05,4.338541657489259e-06,7.038610056042671e-05,3.9096451905606956e-05,2.3116156051695844e-05,7.309970387124385e-06,5.3716392679855726e-05,2.4476511131358187e-05,0.01270944532006979,0.7833200529873238,E_a0p1_1216@5M,E_a0p1_1216,5M,elu,0.1
