coord,binset,bin,lo,hi,n,depth_med,depth_mid,inc_med,inc_med_f32,inc_mean,inc_p_up,inc_frac_zero,ulp_med,med_over_ulp,lnmob_med,resid_med,inc_med_seed_n,inc_med_seed_med,inc_med_seed_min,inc_med_seed_max,inc_med_seed_mean,inc_med_seed_sd,inc_med_seed_se,inc_med_hi2se,inc_med_lo2se,inc_iqr,inc_frac_gt_1e3,key,arm,window,family,dial
zmax,abs,0-1,0.0,1.0,1615334,0.4804411381483078,0.5,0.0004501242656260729,0.00045013427734375,0.01505605084550405,0.5847434648190405,0.00013309940854337247,4.76837158203125e-07,943.97900390625,-3.5439267905779244,-3.107362949922228,10,0.00045748077536700293,0.0002781267830869183,0.0007773484103381634,0.0004753992543555796,0.0001569857615042235,4.964325665693271e-05,0.0005746857676694451,0.00037611274104171416,0.015544128022156656,0.7713909321539694,E_1216@15M,E_1216,15M,elu,1.0
zmax,abs,1-3,1.0,3.0,2279945,1.834661602973938,2.0,4.6784743972239085e-06,4.76837158203125e-06,0.0026742233136390534,0.5044968190022128,0.0003022002723749915,9.5367431640625e-07,4.905735969543457,-4.859178326794923,-3.077125469070224,10,4.635164145838644e-06,-6.39729228169017e-06,2.6432573577039875e-05,6.0187783262222185e-06,8.629810126172189e-06,2.7289855773489176e-06,1.1476749480920054e-05,5.608071715243833e-07,0.01019625086337328,0.7406134797111333,E_1216@15M,E_1216,15M,elu,1.0
zmax,abs,3-6,3.0,6.0,950151,3.822690010070801,4.5,3.459648041825858e-06,3.814697265625e-06,-2.2806686513426234e-05,0.5092801038992749,0.0016250048676473528,9.5367431640625e-07,3.627703905105591,-6.826008679849777,-3.030172481136555,10,3.5196112548874225e-06,9.53470930653566e-07,7.977036148076877e-06,3.805170729265228e-06,2.4791886731087504e-06,7.839882956314288e-07,5.373147320528085e-06,2.2371941380023705e-06,0.0026454434264451265,0.5467751967845111,E_1216@15M,E_1216,15M,elu,1.0
zmax,abs,6-10,6.0,10.0,87946,6.779451608657837,8.0,5.690045412620748e-08,0.0,2.3397427773404542e-05,0.5030018420394333,0.03125781729697769,9.5367431640625e-07,0.05966445058584213,-9.80734910893726,-3.0242964297549335,10,1.70632723950348e-07,0.0,3.101102947766776e-06,6.954804618430899e-07,1.1875913975774106e-06,3.7554937459671894e-07,1.4465792110365278e-06,-5.5618287350347965e-08,0.00019962373335147277,0.13778909785550225,E_1216@15M,E_1216,15M,elu,1.0
zmax,abs,>10,10.0,inf,4257,10.967824935913086,10.967824935913086,0.0,0.0,-1.3461883364109092e-06,0.34225980737608647,0.3399107352595725,1.9073486328125e-06,0.0,-14.079041796136362,-3.023804403548356,6,0.0,0.0,7.953001386340475e-07,1.3255002310567457e-07,3.2467992200302317e-07,1.325500231056746e-07,3.9765006931702374e-07,-1.3255002310567462e-07,1.5676056364100077e-06,0.0,E_1216@15M,E_1216,15M,elu,1.0
zmax,eqf,q1,-inf,0.5929502606391907,987527,0.2874617576599121,0.2874617576599121,0.0006170034757815301,0.0006170272827148438,0.0168985551346965,0.602761240958475,0.00014784405894724905,4.76837158203125e-07,1293.9500732421875,-3.3710745186506146,-3.108834977613534,10,0.0006362237327266484,0.0003520286118146032,0.0010863834177143872,0.0006589483979041688,0.00023479347212938738,7.424821516681287e-05,0.0008074448282377946,0.0005104519675705431,0.016507204389199615,0.7710776515477552,E_1216@15M,E_1216,15M,elu,1.0
zmax,eqf,q2,0.5929502606391907,1.2468738317489625,987526,0.9103187918663025,0.9199120461940766,0.00017947613378055394,0.000179290771484375,0.010730696867277139,0.5478184878170296,0.00014683157709265377,4.76837158203125e-07,376.38873291015625,-3.9810035892537385,-3.103503847167187,10,0.00016814712580526248,0.00011424582044128329,0.00032238924177363515,0.00018753804761217907,6.646112300610781e-05,2.1016852455191742e-05,0.00022957175252256255,0.0001455043427017956,0.013703639968298376,0.7692931629141916,E_1216@15M,E_1216,15M,elu,1.0
zmax,eqf,q3,1.2468738317489625,2.009302139282226,987527,1.607421636581421,1.6280879855155943,7.914969501143787e-06,7.62939453125e-06,0.0032507525803785247,0.5061643884167217,0.00021569030517646606,9.5367431640625e-07,8.299447059631348,-4.657145963663921,-3.0842692193605163,10,7.480118370040145e-06,-4.764351615449414e-06,4.515333057497628e-05,1.0348771604640206e-05,1.3680763003238512e-05,4.326237121919921e-06,1.9001245848480045e-05,1.6962973608003647e-06,0.011559761129319668,0.7551428973587557,E_1216@15M,E_1216,15M,elu,1.0
zmax,eqf,q4,2.009302139282226,3.0751176834106446,987526,2.4781078100204468,2.5422099113464354,-7.299901881197002e-06,-7.62939453125e-06,-9.019134262508406e-05,0.4924093137800929,0.00043340631031486766,9.5367431640625e-07,7.654501914978027,-5.496918799788389,-3.059947506582646,10,-5.325436063685629e-06,-2.6490963136893697e-05,-1.797001118575281e-06,-8.110094734092855e-06,7.549866315057994e-06,2.3874773585365656e-06,-3.3351400170197234e-06,-1.2885049451165986e-05,0.008204971498344094,0.7135184288818724,E_1216@15M,E_1216,15M,elu,1.0
zmax,eqf,q5,3.0751176834106446,inf,987527,3.9987404346466064,3.9987404346466064,1.6683109151927056e-06,1.9073486328125e-06,-7.844004198781398e-06,0.5083628093206566,0.005784145648675935,9.5367431640625e-07,1.7493507862091064,-6.998348479330918,-3.0283939874483323,10,2.31945085715779e-06,1.8773488363876822e-07,6.38942037767265e-06,2.558525635265596e-06,2.1877957374266125e-06,6.918417585475782e-07,3.9422091523607525e-06,1.1748421181704398e-06,0.00201129587367177,0.5009989600284347,E_1216@15M,E_1216,15M,elu,1.0
zbar,abs,0-1,0.0,1.0,27224,0.008622723165899515,0.5,0.00015348897431977093,0.0001534890034236014,0.009788760135366701,0.9267925359976491,0.0,9.313225746154785e-10,164807.53125,-0.008614404071907718,-0.005124390861275718,10,0.00019853028788929805,4.5209952077129856e-05,0.0035610940540209413,0.0005864021459274227,0.001059202852758977,0.00033494935188663297,0.0012563008497006886,-8.349655784584326e-05,0.004035634260617371,0.3488098736409051,E_1216@15M,E_1216,15M,elu,1.0
zbar,abs,1-3,1.0,3.0,16324,2.532766819000244,2.0,0.004649402340874076,0.00464940071105957,0.032161532903864,0.6144327370742465,0.0,2.384185791015625e-07,19501.0068359375,-1.9623345186918277,-1.5590085596436234,10,0.004490705672651529,0.0026405639946460724,0.008662027306854725,0.005010322493035346,0.002150816754661895,0.0006801479774383164,0.006370618447911979,0.0036500265381587136,0.05465423979330808,0.9128889977946582,E_1216@15M,E_1216,15M,elu,1.0
zbar,abs,3-6,3.0,6.0,443628,5.313274383544922,4.5,0.0004019737389171496,0.0004019737243652344,0.013648532271275451,0.5505198048815675,4.057453542156942e-05,4.76837158203125e-07,843.0000305175781,-3.2515669050556086,-2.600750928953117,10,0.00040879832522477955,0.0001501764199929312,0.0008942003478296101,0.00044462199148256334,0.00022806047092541185,7.2119053237491e-05,0.0005888600979575454,0.0003003838850075813,0.02481742692179978,0.8380084214702408,E_1216@15M,E_1216,15M,elu,1.0
zbar,abs,6-10,6.0,10.0,3357970,8.18804121017456,8.0,7.178753730840981e-05,7.152557373046875e-05,0.006646050866559088,0.5303617959660152,0.00026027629788235153,9.5367431640625e-07,75.27468872070312,-4.463709899497047,-3.0687561832296586,10,7.620072210556827e-05,3.789700349443592e-05,0.00013517150364350528,7.551956950919702e-05,2.683622748096121e-05,8.486360264624038e-06,9.249229003844509e-05,5.854684897994895e-05,0.010439956677146256,0.7433333234067011,E_1216@15M,E_1216,15M,elu,1.0
zbar,abs,>10,10.0,inf,1092487,10.976645469665527,10.976645469665527,4.954601536155678e-06,4.76837158203125e-06,0.0011299086587568713,0.5162001927711726,0.005265051208847337,9.5367431640625e-07,5.195276260375977,-6.593511174144542,-3.214105772822929,10,4.217038053866418e-06,1.942911239893874e-06,1.3349942946661031e-05,5.529543864213338e-06,3.953490943694178e-06,1.25020360909221e-06,8.029951082397758e-06,3.029136646028918e-06,0.0023595765233039856,0.5254030482742587,E_1216@15M,E_1216,15M,elu,1.0
zbar,eqf,q1,-inf,6.893016815185547,987527,6.015396595001221,6.015396595001221,0.0002893365453928709,0.0002894401550292969,0.01243301711749426,0.5585082736978331,5.4682049199667455e-05,4.76837158203125e-07,606.78271484375,-3.479031875847695,-2.762033650603379,10,0.0003104615752818063,0.00013353965186979622,0.0005962133000139147,0.0003188601280271541,0.0001425919067546123,4.509152012509231e-05,0.0004090431682773387,0.0002286770877769695,0.019828048767521977,0.8076184246101625,E_1216@15M,E_1216,15M,elu,1.0
zbar,eqf,q2,6.893016815185547,8.000247764587403,987526,7.493985176086426,7.446632289886475,0.0001249628112418577,0.00012493133544921875,0.008346943707823257,0.5362096795426146,0.00014885684022496624,4.76837158203125e-07,262.0660095214844,-4.145107744029204,-3.0374011110772363,10,0.0001306263220612891,7.403155177598819e-05,0.0002502991846995428,0.00013395523128565401,5.26626809062216e-05,1.665340193543204e-05,0.0001672620351565181,0.00010064842741478992,0.013116479734890163,0.7732393881275025,E_1216@15M,E_1216,15M,elu,1.0
