D0,D1,D1_effect_pt,D1_size,D3_N_rel,D3,D2,D2_dL
MANIPULATION_OK,WIDER_BAND_LESS_LOSS,2.020004391670227,BAND_STRONG,"{""CELU03"": -0.137, ""CELU3"": 0.012, ""ELUF"": 0.007}",WIDTH_MOVES_TOO,FLOOR_NEUTRAL,"[-0.71, -0.99, -0.49]"
