metric,recorded,recomputed,abs_delta,match
Aexact_dbeta_boundary_499,-2.061764059471898,-2.061764059471898,0.0,True
A1_dbeta_boundary_499,-4.199368157675053,-4.199368157675053,0.0,True
R_abs_boundary_ratio_499,0.5167472940078084,0.5167472940078084,0.0,True
