arm,seed,unit,window,window_boundaries,n_surviving_boundaries,rate,kept
L1w100_Aexact,1,7,all_499,499,23,-0.09654176291888175,1
L1w100_Aexact,1,8,all_499,499,81,-0.03288767122330121,1
L1w100_Aexact,1,9,all_499,499,16,-0.14482331066392362,1
L1w100_Aexact,1,10,all_499,499,53,-0.031160909243209182,1
L1w100_Aexact,1,11,all_499,499,120,-0.028235748084262012,1
L1w100_Aexact,1,12,all_499,499,22,-0.13699993319369758,1
L1w100_Aexact,1,13,all_499,499,22,-0.1310613188675647,1
L1w100_Aexact,1,14,all_499,499,70,-0.026715107741100447,1
L1w100_Aexact,1,15,all_499,499,43,-0.0725308196148077,1
L1w100_Aexact,1,16,all_499,499,96,-0.028123156560468487,1
L1w100_Aexact,1,17,all_499,499,123,-0.029577452961991473,1
L1w100_Aexact,1,18,all_499,499,54,-0.035333867633771325,1
L1w100_Aexact,1,19,all_499,499,98,-0.03554309695502933,1
L1w100_Aexact,1,20,all_499,499,87,-0.028126384589243037,1
L1w100_Aexact,1,21,all_499,499,59,-0.04580916319697527,1
L1w100_Aexact,1,22,all_499,499,44,-0.05781503187873485,1
L1w100_Aexact,1,23,all_499,499,56,-0.034031040374039936,1
L1w100_Aexact,1,24,all_499,499,15,-0.11365396200368802,1
L1w100_Aexact,1,25,all_499,499,15,-0.13314409454663595,1
L1w100_Aexact,1,26,all_499,499,31,-0.058906198148765875,1
L1w100_Aexact,1,27,all_499,499,23,-0.07917438301703204,1
L1w100_Aexact,1,28,all_499,499,22,-0.0854679833758961,1
L1w100_Aexact,1,29,all_499,499,74,-0.03312588595577541,1
L1w100_Aexact,1,30,all_499,499,10,-0.15809745802544056,1
L1w100_Aexact,1,31,all_499,499,44,-0.03242396129379896,1
L1w100_Aexact,1,32,all_499,499,43,-0.06027610842571702,1
L1w100_Aexact,1,33,all_499,499,46,-0.0597460050864712,1
L1w100_Aexact,1,34,all_499,499,29,-0.0644830094714617,1
L1w100_Aexact,1,35,all_499,499,37,-0.05954544533144783,1
L1w100_Aexact,1,36,all_499,499,25,-0.09331907391548157,1
L1w100_Aexact,1,37,all_499,499,137,-0.01680950274058774,1
L1w100_Aexact,1,38,all_499,499,23,-0.08878673645465271,1
L1w100_Aexact,1,39,all_499,499,35,-0.05963306763608541,1
L1w100_Aexact,1,40,all_499,499,29,-0.12554845290965047,1
L1w100_Aexact,1,41,all_499,499,54,-0.0320600354806865,1
L1w100_Aexact,1,42,all_499,499,24,-0.12228183882931869,1
L1w100_Aexact,1,43,all_499,499,34,-0.04028298349722343,1
L1w100_Aexact,1,44,all_499,499,45,-0.05619368056456248,1
L1w100_Aexact,1,45,all_499,499,34,-0.08832863521050005,1
L1w100_Aexact,1,46,all_499,499,37,-0.06766620205362907,1
L1w100_Aexact,1,47,all_499,499,140,-0.029701973347359203,1
L1w100_Aexact,1,48,all_499,499,15,-0.16090024646061163,1
L1w100_Aexact,1,49,all_499,499,100,-0.03276684504555306,1
L1w100_Aexact,1,50,all_499,499,31,-0.08132400676127403,1
L1w100_Aexact,1,51,all_499,499,12,-0.11644001305103302,1
L1w100_Aexact,1,52,all_499,499,50,-0.03865651086904109,1
L1w100_Aexact,1,53,all_499,499,28,-0.07298259410474982,1
L1w100_Aexact,1,54,all_499,499,98,-0.007558335563196439,1
L1w100_Aexact,1,55,all_499,499,14,-0.15533891626234567,1
L1w100_Aexact,1,56,all_499,499,65,-0.026543924456032424,1
L1w100_Aexact,1,57,all_499,499,18,-0.11727246776637104,1
L1w100_Aexact,1,58,all_499,499,89,-0.020960068230757887,1
L1w100_Aexact,1,59,all_499,499,3,-0.42479898532231647,0
L1w100_Aexact,1,60,all_499,499,74,-0.05469307225398921,1
L1w100_Aexact,1,61,all_499,499,30,-0.058472827076911926,1
L1w100_Aexact,1,62,all_499,499,17,-0.07955582264591665,1
L1w100_Aexact,1,63,all_499,499,26,-0.11855205568449143,1
L1w100_Aexact,1,64,all_499,499,34,-0.0794154110857669,1
L1w100_Aexact,1,65,all_499,499,36,-0.05882830760027799,1
L1w100_Aexact,1,66,all_499,499,21,-0.12424160677584864,1
L1w100_Aexact,1,67,all_499,499,63,-0.04966976453683206,1
L1w100_Aexact,1,68,all_499,499,27,-0.0972416767919505,1
L1w100_Aexact,1,69,all_499,499,16,-0.15428926912136376,1
L1w100_Aexact,1,70,all_499,499,26,-0.101412801269012,1
L1w100_Aexact,1,71,all_499,499,69,-0.03545366489476916,1
L1w100_Aexact,1,72,all_499,499,15,-0.13581299781799316,1
L1w100_Aexact,1,73,all_499,499,19,-0.06981995226325173,1
L1w100_Aexact,1,74,all_499,499,9,-0.26020558882090783,0
L1w100_Aexact,1,75,all_499,499,84,-0.030859729467747024,1
L1w100_Aexact,1,76,all_499,499,269,0.04067387265740932,1
L1w100_Aexact,1,77,all_499,499,30,-0.059134717533985776,1
L1w100_Aexact,1,78,all_499,499,27,-0.0564909306941209,1
L1w100_Aexact,1,79,all_499,499,83,-0.03163023757838072,1
L1w100_Aexact,1,80,all_499,499,69,-0.03579592450262061,1
L1w100_Aexact,1,81,all_499,499,21,-0.10849350811414686,1
L1w100_Aexact,1,82,all_499,499,21,-0.04777675725164868,1
L1w100_Aexact,1,83,all_499,499,31,-0.04622404866160885,1
L1w100_Aexact,1,84,all_499,499,47,-0.045855767549352444,1
L1w100_Aexact,1,85,all_499,499,50,-0.05046200029551983,1
L1w100_Aexact,1,86,all_499,499,30,-0.06594922170042991,1
L1w100_Aexact,1,87,all_499,499,6,-0.2845197816689809,0
L1w100_Aexact,1,88,all_499,499,16,-0.12272048638260458,1
L1w100_Aexact,1,89,all_499,499,48,-0.048830610079069935,1
L1w100_Aexact,1,90,all_499,499,80,-0.030642893083859236,1
L1w100_Aexact,1,91,all_499,499,54,-0.03238517239137932,1
L1w100_Aexact,1,92,all_499,499,24,-0.08911022439133376,1
L1w100_Aexact,1,93,all_499,499,7,-0.3591391316481999,0
L1w100_Aexact,1,94,all_499,499,117,-0.031048137702557266,1
L1w100_Aexact,1,95,all_499,499,19,-0.11360010749807484,1
L1w100_Aexact,1,96,all_499,499,7,-0.2560580372810364,0
L1w100_Aexact,1,97,all_499,499,18,-0.08317396375868055,1
L1w100_Aexact,1,98,all_499,499,18,-0.14166603195998403,1
L1w100_Aexact,1,99,all_499,499,8,-0.1623956821858883,0
L1w100_Aexact,2,0,all_499,499,74,-0.041916645710935466,1
L1w100_Aexact,2,1,all_499,499,21,-0.09962841416043895,1
L1w100_Aexact,2,2,all_499,499,19,-0.07459323029769094,1
L1w100_Aexact,2,3,all_499,499,39,-0.06461773411585735,1
L1w100_Aexact,2,4,all_499,499,67,-0.029819953679315635,1
L1w100_Aexact,2,5,all_499,499,271,-0.007177757918044265,1
L1w100_Aexact,2,6,all_499,499,26,-0.042020750912622765,1
L1w100_Aexact,2,7,all_499,499,83,-0.027676454369337803,1
L1w100_Aexact,2,8,all_499,499,74,-0.049036637074439914,1
L1w100_Aexact,2,9,all_499,499,46,-0.05760281168572281,1
L1w100_Aexact,2,10,all_499,499,29,-0.06282222309503062,1
L1w100_Aexact,2,11,all_499,499,150,-0.010009542327995101,1
L1w100_Aexact,2,12,all_499,499,26,-0.083130418537901,1
L1w100_Aexact,2,13,all_499,499,213,0.04790089296971168,1
L1w100_Aexact,2,14,all_499,499,6,-0.3283913979927699,0
L1w100_Aexact,2,15,all_499,499,85,-0.03425259324242635,1
L1w100_Aexact,2,16,all_499,499,73,-0.033943013989762086,1
L1w100_Aexact,2,17,all_499,499,9,-0.2161579347319073,0
L1w100_Aexact,2,18,all_499,499,4,-0.5037856660783291,0
L1w100_Aexact,2,19,all_499,499,23,-0.06073113211238271,1
L1w100_Aexact,2,20,all_499,499,25,-0.04758898615837097,1
L1w100_Aexact,2,21,all_499,499,243,-0.007339466926823811,1
L1w100_Aexact,2,22,all_499,499,28,-0.06772561853202726,1
L1w100_Aexact,2,23,all_499,499,27,-0.059891409102689336,1
L1w100_Aexact,2,24,all_499,499,28,-0.06125796747593475,1
L1w100_Aexact,2,25,all_499,499,247,-0.020672642529012658,1
L1w100_Aexact,2,26,all_499,499,3,-0.7009702523549398,0
L1w100_Aexact,2,27,all_499,499,108,-0.014120075159654435,1
L1w100_Aexact,2,28,all_499,499,49,-0.042660244935363224,1
L1w100_Aexact,2,29,all_499,499,42,-0.07219748134126089,1
L1w100_Aexact,2,30,all_499,499,100,-0.028086097687482835,1
L1w100_Aexact,2,31,all_499,499,50,-0.03017850309610367,1
L1w100_Aexact,2,32,all_499,499,49,-0.046231854398145665,1
L1w100_Aexact,2,33,all_499,499,95,-0.029085740839180193,1
L1w100_Aexact,2,34,all_499,499,54,-0.04151743043352057,1
L1w100_Aexact,2,35,all_499,499,44,-0.04564387740736658,1
L1w100_Aexact,2,36,all_499,499,48,-0.04750677593741178,1
L1w100_Aexact,2,37,all_499,499,49,-0.027807829996608958,1
L1w100_Aexact,2,38,all_499,499,14,-0.12871187339935983,1
L1w100_Aexact,2,39,all_499,499,37,-0.06765151811320007,1
L1w100_Aexact,2,40,all_499,499,38,-0.03747477000089068,1
L1w100_Aexact,2,41,all_499,499,51,-0.018169643302612445,1
L1w100_Aexact,2,42,all_499,499,44,-0.05158922076225281,1
L1w100_Aexact,2,43,all_499,499,119,-0.014637132653523385,1
L1w100_Aexact,2,44,all_499,499,88,-0.020337697229644455,1
L1w100_Aexact,2,45,all_499,499,20,-0.0814210319891572,1
L1w100_Aexact,2,46,all_499,499,81,-0.027410654305123988,1
L1w100_Aexact,2,47,all_499,499,51,-0.030124386699468483,1
L1w100_Aexact,2,48,all_499,499,91,-0.027358824670249214,1
L1w100_Aexact,2,49,all_499,499,82,-0.013196520098462337,1
L1w100_Aexact,2,50,all_499,499,57,-0.027985380341609318,1
L1w100_Aexact,2,51,all_499,499,27,-0.04346708511864698,1
L1w100_Aexact,2,52,all_499,499,87,-0.03629900426480079,1
L1w100_Aexact,2,53,all_499,499,48,-0.048052649246528745,1
L1w100_Aexact,2,54,all_499,499,5,-0.2885992586612701,0
L1w100_Aexact,2,55,all_499,499,39,-0.04912541138055997,1
L1w100_Aexact,2,56,all_499,499,46,-0.0708564594792931,1
L1w100_Aexact,2,57,all_499,499,35,-0.03945063001343182,1
L1w100_Aexact,2,58,all_499,499,33,-0.04116837093324372,1
L1w100_Aexact,2,59,all_499,499,69,-0.013799641062033133,1
L1w100_Aexact,2,60,all_499,499,90,-0.022933336949790828,1
L1w100_Aexact,2,61,all_499,499,30,-0.05817156434059143,1
L1w100_Aexact,2,62,all_499,499,14,-0.11135362541036946,1
L1w100_Aexact,2,63,all_499,499,26,-0.04975064700612655,1
L1w100_Aexact,2,64,all_499,499,45,-0.046075563820906815,1
L1w100_Aexact,2,65,all_499,499,68,-0.03774497994249139,1
L1w100_Aexact,2,66,all_499,499,48,-0.044351707212626934,1
L1w100_Aexact,2,67,all_499,499,30,-0.08202268215439593,1
L1w100_Aexact,2,68,all_499,499,57,-0.04652355246964777,1
L1w100_Aexact,2,69,all_499,499,58,-0.02194742898553096,1
L1w100_Aexact,2,70,all_499,499,49,-0.054709037347715726,1
L1w100_Aexact,2,71,all_499,499,84,-0.027586951497055236,1
L1w100_Aexact,2,72,all_499,499,43,-0.0487350910728754,1
L1w100_Aexact,2,73,all_499,499,74,-0.044787872702235706,1
L1w100_Aexact,2,74,all_499,499,7,-0.30892538252685753,0
L1w100_Aexact,2,75,all_499,499,51,-0.06193586826032283,1
L1w100_Aexact,2,76,all_499,499,29,-0.06230405692396493,1
L1w100_Aexact,2,77,all_499,499,29,-0.05159574650741856,1
L1w100_Aexact,2,78,all_499,499,25,-0.08923631429672241,1
L1w100_Aexact,2,79,all_499,499,50,-0.04450309906154871,1
L1w100_Aexact,2,80,all_499,499,5,-0.2866430044174194,0
L1w100_Aexact,2,81,all_499,499,46,-0.04118329088163117,1
L1w100_Aexact,2,82,all_499,499,5,-0.41983488833066074,0
L1w100_Aexact,2,83,all_499,499,26,-0.10429121541360822,1
L1w100_Aexact,2,84,all_499,499,34,-0.054513767443816454,1
L1w100_Aexact,2,85,all_499,499,4,-0.3571117967367172,0
L1w100_Aexact,2,86,all_499,499,12,-0.1483011639987429,1
L1w100_Aexact,2,87,all_499,499,50,-0.023853357285261154,1
L1w100_Aexact,2,88,all_499,499,16,-0.12869999115355313,1
L1w100_Aexact,2,89,all_499,499,74,-0.03757883792717916,1
L1w100_Aexact,2,90,all_499,499,27,-0.05986669290534876,1
L1w100_Aexact,2,91,all_499,499,28,-0.0855580312262256,1
L1w100_Aexact,2,92,all_499,499,35,-0.04505362319094794,1
L1w100_Aexact,2,93,all_499,499,57,-0.05499297537301716,1
L1w100_Aexact,2,94,all_499,499,52,-0.054729092275150694,1
L1w100_Aexact,2,95,all_499,499,28,-0.062332647653030496,1
L1w100_Aexact,2,96,all_499,499,32,-0.07674524374306202,1
L1w100_Aexact,2,97,all_499,499,32,-0.09513129809056409,1
L1w100_Aexact,2,98,all_499,499,26,-0.07490857823107105,1
L1w100_Aexact,2,99,all_499,499,33,-0.06583133881742304,1
L1w100_Aexact,3,0,all_499,499,15,-0.14661089976628622,1
L1w100_Aexact,3,1,all_499,499,51,-0.04224022691521574,1
L1w100_Aexact,3,2,all_499,499,58,-0.04320895218627591,1
L1w100_Aexact,3,3,all_499,499,32,-0.09478331093851011,1
L1w100_Aexact,3,4,all_499,499,70,-0.03791794559718775,1
L1w100_Aexact,3,5,all_499,499,30,-0.054908981740785144,1
L1w100_Aexact,3,6,all_499,499,16,-0.11819912062492222,1
L1w100_Aexact,3,7,all_499,499,21,-0.07755582376072805,1
L1w100_Aexact,3,8,all_499,499,83,-0.035594663178795075,1
L1w100_Aexact,3,9,all_499,499,41,-0.07508228919128092,1
L1w100_Aexact,3,10,all_499,499,30,-0.09866729925076166,1
L1w100_Aexact,3,11,all_499,499,47,-0.03979475467287479,1
L1w100_Aexact,3,12,all_499,499,84,-0.0361179861481235,1
L1w100_Aexact,3,13,all_499,499,30,-0.0784260720325013,1
L1w100_Aexact,3,14,all_499,499,46,-0.03873929640521174,1
L1w100_Aexact,3,15,all_499,499,3,-0.43357112010320026,0
L1w100_Aexact,3,16,all_499,499,14,-0.10349075948553425,1
L1w100_Aexact,3,17,all_499,499,13,-0.14969342146427012,1
L1w100_Aexact,3,18,all_499,499,41,-0.04160359764199068,1
L1w100_Aexact,3,19,all_499,499,10,-0.19268866926431655,1
L1w100_Aexact,3,20,all_499,499,57,-0.053650134275749065,1
L1w100_Aexact,3,21,all_499,499,41,-0.06391279438010804,1
L1w100_Aexact,3,22,all_499,499,52,-0.05751398508436978,1
L1w100_Aexact,3,23,all_499,499,49,-0.056727404801213015,1
L1w100_Aexact,3,24,all_499,499,35,-0.0587716811469623,1
L1w100_Aexact,3,25,all_499,499,65,-0.05127275835436124,1
L1w100_Aexact,3,26,all_499,499,11,-0.12007019736550072,1
L1w100_Aexact,3,27,all_499,499,46,-0.030867256548093712,1
L1w100_Aexact,3,28,all_499,499,49,-0.031075297714667206,1
L1w100_Aexact,3,29,all_499,499,17,-0.1212073536041905,1
L1w100_Aexact,3,30,all_499,499,11,-0.08460408449172974,1
L1w100_Aexact,3,31,all_499,499,46,-0.04922324325889349,1
L1w100_Aexact,3,32,all_499,499,40,-0.06652395643759519,1
L1w100_Aexact,3,33,all_499,499,59,-0.04901244256534945,1
L1w100_Aexact,3,34,all_499,499,61,-0.05855520744808018,1
L1w100_Aexact,3,35,all_499,499,49,-0.06416376664930461,1
L1w100_Aexact,3,36,all_499,499,89,-0.03046000852076902,1
L1w100_Aexact,3,37,all_499,499,11,-0.12099129774353722,1
L1w100_Aexact,3,38,all_499,499,154,0.005547304051117851,1
L1w100_Aexact,3,39,all_499,499,45,-0.04065981608712011,1
L1w100_Aexact,3,40,all_499,499,34,-0.10304771210340892,1
L1w100_Aexact,3,41,all_499,499,29,-0.07682552497737624,1
L1w100_Aexact,3,42,all_499,499,11,-0.18078441782431168,1
L1w100_Aexact,3,43,all_499,499,46,-0.04229051418319021,1
L1w100_Aexact,3,44,all_499,499,40,-0.05734243423212319,1
L1w100_Aexact,3,45,all_499,499,54,-0.06287785861813636,1
L1w100_Aexact,3,46,all_499,499,8,-0.18973371013998985,0
L1w100_Aexact,3,47,all_499,499,79,-0.026557674034663678,1
L1w100_Aexact,3,48,all_499,499,11,-0.16131485321305014,1
L1w100_Aexact,3,49,all_499,499,35,-0.0633944324683398,1
L1w100_Aexact,3,50,all_499,499,24,-0.10194341694295872,1
L1w100_Aexact,3,51,all_499,499,37,-0.05769114840675045,1
L1w100_Aexact,3,52,all_499,499,18,-0.10549514492352803,1
L1w100_Aexact,3,53,all_499,499,49,-0.05316202053610159,1
L1w100_Aexact,3,54,all_499,499,79,-0.05261532420033141,1
L1w100_Aexact,3,55,all_499,499,44,-0.05960448630238799,1
L1w100_Aexact,3,56,all_499,499,42,-0.05256460239512047,1
L1w100_Aexact,3,57,all_499,499,36,-0.05804525253673395,1
L1w100_Aexact,3,58,all_499,499,45,-0.03502058361967405,1
L1w100_Aexact,3,59,all_499,499,11,-0.23721814168278466,1
L1w100_Aexact,3,60,all_499,499,18,-0.09470939139525096,1
L1w100_Aexact,3,61,all_499,499,59,-0.043643547569291063,1
L1w100_Aexact,3,62,all_499,499,55,-0.04467387083409862,1
L1w100_Aexact,3,63,all_499,499,62,-0.05583837889735737,1
L1w100_Aexact,3,64,all_499,499,26,-0.08965531269160028,1
L1w100_Aexact,3,65,all_499,499,35,-0.044745591708592006,1
L1w100_Aexact,3,66,all_499,499,33,-0.07544650412587957,1
L1w100_Aexact,3,67,all_499,499,24,-0.08836090848975194,1
L1w100_Aexact,3,68,all_499,499,13,-0.1563921352991691,1
L1w100_Aexact,3,69,all_499,499,83,-0.029896964218063527,1
L1w100_Aexact,3,70,all_499,499,24,-0.0656898512194554,1
L1w100_Aexact,3,71,all_499,499,79,-0.05753964346117352,1
L1w100_Aexact,3,72,all_499,499,59,-0.021714979664312076,1
L1w100_Aexact,3,73,all_499,499,65,-0.01393894713658553,1
L1w100_Aexact,3,74,all_499,499,63,-0.03782695886634645,1
L1w100_Aexact,3,75,all_499,499,10,-0.1798511415719986,1
L1w100_Aexact,3,76,all_499,499,41,-0.06210567629555377,1
L1w100_Aexact,3,77,all_499,499,52,-0.050608736964372486,1
L1w100_Aexact,3,78,all_499,499,18,-0.09103192223442926,1
L1w100_Aexact,3,79,all_499,499,31,-0.07346142035338186,1
L1w100_Aexact,3,80,all_499,499,11,-0.06272382627833974,1
L1w100_Aexact,3,81,all_499,499,82,-0.03130375054557013,1
L1w100_Aexact,3,82,all_499,499,49,-0.050647075421043804,1
L1w100_Aexact,3,83,all_499,499,8,-0.2651302106678486,0
L1w100_Aexact,3,84,all_499,499,13,-0.19313315474070036,1
L1w100_Aexact,3,85,all_499,499,63,-0.05974189629630437,1
L1w100_Aexact,3,86,all_499,499,43,-0.020033587192640055,1
L1w100_Aexact,3,87,all_499,499,11,-0.1483402414755388,1
L1w100_Aexact,3,88,all_499,499,42,-0.06284953853081074,1
L1w100_Aexact,3,89,all_499,499,9,-0.29175282186932033,0
L1w100_Aexact,3,90,all_499,499,67,-0.02402545432490644,1
L1w100_Aexact,3,91,all_499,499,14,-0.10482648507292781,1
L1w100_Aexact,3,92,all_499,499,35,-0.06203280304159437,1
L1w100_Aexact,3,93,all_499,499,26,-0.06696694115033516,1
L1w100_Aexact,3,94,all_499,499,18,-0.06648911494347784,1
L1w100_Aexact,3,95,all_499,499,35,-0.06208042076655797,1
L1w100_Aexact,3,96,all_499,499,23,-0.10347396920880546,1
L1w100_Aexact,3,97,all_499,499,39,-0.07128026126286922,1
L1w100_Aexact,3,98,all_499,499,16,-0.1711976071819663,1
L1w100_Aexact,3,99,all_499,499,71,-0.039762428423888246,1
L1w100_Aexact,4,0,all_499,499,8,-0.20016029849648476,0
L1w100_Aexact,4,1,all_499,499,49,-0.059102066925593784,1
L1w100_Aexact,4,2,all_499,499,31,-0.06795311528408239,1
L1w100_Aexact,4,3,all_499,499,74,-0.027890988952807477,1
L1w100_Aexact,4,4,all_499,499,16,-0.10317995771765709,1
L1w100_Aexact,4,5,all_499,499,25,-0.1185133919364307,1
L1w100_Aexact,4,6,all_499,499,35,-0.08265222272436534,1
L1w100_Aexact,4,7,all_499,499,3,-0.46474720537662506,0
L1w100_Aexact,4,8,all_499,499,12,-0.10690307493011157,1
