task,N,N2,D2,erode,cos,arm,kind,param,seed,S2,D2_track,rho,G1,G5,G25,G125,G625,A1,A2,A3,A4,A5,A10,A20,A50,A100,A200,A400,X,X_hat,X_short_frac,X_long_frac,kap1,kap2,graw,gcorr,sigma,zbar,acc
1,1.1575818859819536,1.3522500444893388,1.0062828886676407,0.014371504173540479,0.012609349809719242,LR001,leaky,0.01,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,1.5302369844468202,2.3670837626065038,1.1021765101833154,-0.08734279206615031,-0.034500947525617255,LR001,leaky,0.01,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,1.774353651221187,3.1902727129322273,0.9202263048667026,-0.09703735454097938,-0.027421906244338302,LR001,leaky,0.01,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,1.9342410858213148,3.8175323894741267,0.769766382047171,-0.142506705505271,-0.04109024965504933,LR001,leaky,0.01,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,2.076406366577845,4.4076402802889305,0.7178344856658421,-0.12772659485103802,-0.03674242879927241,LR001,leaky,0.01,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,2.2073306912812427,4.98804037777453,0.6954813410782147,-0.11508124359261561,-0.038725772796821,LR001,leaky,0.01,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,2.3108683441018827,5.473078698586075,0.6284168041383998,-0.14337848332685485,-0.04037637368484871,LR001,leaky,0.01,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,2.4044060421538296,5.939788384926413,0.6123776643372798,-0.14566797799694212,-0.046307532930014064,LR001,leaky,0.01,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,2.4925748645635504,6.398652080305706,0.6046752129661526,-0.14581151758685804,-0.04107810374750992,LR001,leaky,0.01,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,2.5866439261199945,6.879299988143448,0.6395453413832171,-0.15889743354547609,-0.037223533552566836,LR001,leaky,0.01,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,2.6763794421360467,7.357661765456694,0.6121034499004717,-0.1337416725872258,-0.035737239219152776,LR001,leaky,0.01,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,2.7618050424332914,7.8283722776970786,0.6281105714345864,-0.15740005919420302,-0.03774735155545958,LR001,leaky,0.01,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13,2.852294215956714,8.32580781329367,0.653818930652953,-0.15638339505636167,-0.03205724452039599,LR001,leaky,0.01,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14,2.932728260757869,8.798486100874976,0.6453820427479261,-0.1727037551666161,-0.03281986753276025,LR001,leaky,0.01,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15,3.0357731831992374,9.3874035373499,0.7617066512701811,-0.1727892147952597,-0.03050908935606546,LR001,leaky,0.01,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16,3.1255636445158546,9.934864469563825,0.737514434794666,-0.19005350258074047,-0.03267046680166595,LR001,leaky,0.01,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17,3.199529862595798,10.404874283683696,0.6544469669930385,-0.18443715287316798,-0.030261009076760437,LR001,leaky,0.01,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18,3.2831614789161425,10.945534680884538,0.7119329514964359,-0.17127255429559157,-0.02786675995151235,LR001,leaky,0.01,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19,3.3646925176477556,11.475703060499526,0.721726315948882,-0.1915579363338965,-0.0347051955960581,LR001,leaky,0.01,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20,3.4424122330014835,11.994737738788784,0.7336144591227733,-0.21457978083351445,-0.03431387385368605,LR001,leaky,0.01,0,0.020850974292094836,0.7336144591227733,35.18370167483763,1.0,4.322110137550907,12.989525558957245,22.67508588049174,35.18370167483763,0.9144862751813333,0.8340061489438634,0.7573528406095537,0.6847592273380935,0.6162931349181225,0.34641846019924794,0.12855056260088288,0.04952992726673689,0.03266705909518873,0.02207394331510825,0.03637616330556388,0.7127634848306785,0.6327878484556815,0.5403999333067652,0.45960006669323483,0.07828958974165717,0.04807014082399784,0.0750545280198169,0.5785885788180932,2.6286632031632826,-1.87984869265338,0.925599992275238
21,3.528543993900373,12.576473957646051,0.8183563182609366,-0.23662009940366985,-0.03498943112017882,LR001,leaky,0.01,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22,3.6052587580602147,13.116590976090656,0.7942921948585376,-0.2541751764139316,-0.038511157016136346,LR001,leaky,0.01,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23,3.6802368799357588,13.661017481630878,0.7819210209254683,-0.23749451538524652,-0.03570940019518638,LR001,leaky,0.01,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24,3.7544372907241073,14.199987083586416,0.7643536144498333,-0.2253840124942971,-0.03261045430119086,LR001,leaky,0.01,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25,3.8267792644793883,14.752403871795616,0.8103457975234792,-0.2579290093142794,-0.03715384134368935,LR001,leaky,0.01,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26,3.8916380819493837,15.253079195147357,0.7531929891842962,-0.25251766583255464,-0.034601686237027855,LR001,leaky,0.01,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27,3.9560886952074905,15.755902040932424,0.7926594584264564,-0.2898366126413906,-0.03756670839819368,LR001,leaky,0.01,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28,4.022014915169626,16.27750613944381,0.8003665785628725,-0.27876248005148574,-0.03625804033904147,LR001,leaky,0.01,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29,4.091840477398208,16.8391161640204,0.8034499078285122,-0.24183988325192324,-0.030051777678211367,LR001,leaky,0.01,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30,4.15632067110825,17.36937890448195,0.8516989886775826,-0.32143624821603245,-0.03983897001727185,LR001,leaky,0.01,0,0.02422823276454325,0.8516989886775826,35.153161889875825,1.0,4.363078256021452,13.423232757442355,24.051904142332443,35.153161889875825,0.9169029825951979,0.8387230896434315,0.7657365786191144,0.6976487775441259,0.6321057534069727,0.3838579923747344,0.14052960747814586,0.049645282319101446,0.04520511676080351,0.02665109516805493,0.03720681447530767,0.8274707559130394,0.7379619091034795,0.5791257872830797,0.4208742127169202,0.08208887723005812,0.05577889418551899,0.0721210480426722,0.5275925604685702,3.042884191491557,-2.3584162703388922,0.9229999780654907
31,4.2167106998839206,17.870164720717202,0.7383330605578675,-0.2375472443226149,-0.032340990162371214,LR001,leaky,0.01,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32,4.272875945055512,18.346061549738774,0.7808125375457106,-0.304915708524135,-0.038050607062804935,LR001,leaky,0.01,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33,4.329954185037805,18.83286144774828,0.7894199806442438,-0.30262008263474377,-0.034200309556647886,LR001,leaky,0.01,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
34,4.386963939111179,19.329991215184837,0.8034486537411993,-0.306318886304639,-0.0367524716684062,LR001,leaky,0.01,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35,4.446130594117474,19.85195134909395,0.8080808583170338,-0.2861207244079186,-0.03337569734033917,LR001,leaky,0.01,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
36,4.501125049736342,20.344746657144377,0.7854434907519553,-0.2926481827015279,-0.03342973526404466,LR001,leaky,0.01,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
37,4.563534621659576,20.916938900743098,0.8447486669298498,-0.27255642333112784,-0.02763565394171936,LR001,leaky,0.01,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
38,4.626096627330407,21.488484662914058,0.9148658566791261,-0.34332009450817225,-0.03432546560806713,LR001,leaky,0.01,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
39,4.686759136064624,22.052942776364976,0.9235160513433678,-0.3590579378924511,-0.03853590424499768,LR001,leaky,0.01,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
40,4.750947092568262,22.655146665727553,0.8917045570248635,-0.2895006676622869,-0.028709652670882383,LR001,leaky,0.01,0,0.023114719152485037,0.8917045570248632,38.5773476693528,1.0,4.384709277897847,13.479399133144288,25.13755354064976,38.5773476693528,0.9163675117182897,0.8367446681587022,0.7624165127521217,0.6935631088650094,0.6278424997425087,0.37380251653409885,0.1295419950041232,0.04159628357475394,0.04256879898475298,0.04232183625049196,0.028965952067004315,0.8685898378723781,0.7834763866801758,0.5433003465035935,0.4566996534964064,0.08136984357888961,0.053258547864037095,0.06704688966241752,0.5968490764388471,3.430558085751197,-2.611815698001877,0.9132000207901001
41,4.801173668528512,23.138781020974044,0.8213696125552207,-0.33773525730872533,-0.03802272005968242,LR001,leaky,0.01,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
42,4.852646227928219,23.63859943831093,0.820414454999953,-0.3205960376630695,-0.03150006537987249,LR001,leaky,0.01,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
43,4.9094429988220645,24.193361633105443,0.903801434682225,-0.3490392398877107,-0.03169355668474243,LR001,leaky,0.01,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
44,4.972829561546969,24.817668777876587,0.8870432896018512,-0.26273614483070395,-0.02382637192141325,LR001,leaky,0.01,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
45,5.023422940768823,25.324116527346906,0.8579297529378099,-0.35148200346749825,-0.0305672546467398,LR001,leaky,0.01,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
46,5.072186988993564,25.81800940530664,0.9051299318347978,-0.41123705387506254,-0.03669982013213653,LR001,leaky,0.01,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
47,5.12709277618743,26.373697803277945,0.8864490581285509,-0.33076066015723926,-0.03071386437087409,LR001,leaky,0.01,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
48,5.1811877625442415,26.93564491452568,0.9061541138745584,-0.34420700262682347,-0.03513708660936061,LR001,leaky,0.01,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
