task,N,N2,D2,erode,cos,arm,kind,param,seed,S2,D2_track,rho,G1,G5,G25,G125,G625,A1,A2,A3,A4,A5,A10,A20,A50,A100,A200,A400,X,X_hat,X_short_frac,X_long_frac,kap1,kap2,graw,gcorr,sigma,zbar,acc
1,1.1595176378360896,1.3506103451130034,1.0072117594405938,0.010943408443482329,0.009125007563973902,LR,leaky,0.1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,1.5417786305543273,2.3984333303994867,1.173276566024906,-0.1254535807384226,-0.048675462813310526,LR,leaky,0.1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,1.81756417244346,3.3418222302826464,1.1281664305822088,-0.18477753069905006,-0.058413048075732776,LR,leaky,0.1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,2.0182373842615218,4.121779327746071,0.9978548189200839,-0.21789772145665823,-0.0617208912705343,LR,leaky,0.1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,2.1806829675300845,4.819937174122572,0.949004657877624,-0.25084681150112365,-0.06932176690421868,LR,leaky,0.1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,2.3320649056306535,5.502869712995071,0.942296281856276,-0.2593637429837758,-0.06581245871509285,LR,leaky,0.1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,2.4663103000502917,6.15020041671445,0.8730355944169474,-0.22570489069756897,-0.056467139547266655,LR,leaky,0.1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,2.5914288436293527,6.776273699159896,0.905388547198038,-0.2793152647525916,-0.06199307347556507,LR,leaky,0.1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,2.700781686400812,7.359878908499995,0.8467772930049804,-0.2631720836648824,-0.06103913008886877,LR,leaky,0.1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,2.802597794373844,7.922520506128658,0.8301614652271198,-0.2675198675984568,-0.059703386677614274,LR,leaky,0.1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,2.907005460163075,8.526254062898891,0.8838670831517252,-0.28013352638149164,-0.05500375210345714,LR,leaky,0.1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,3.002891852133588,9.091813204141095,0.8460059614104009,-0.2804468201681979,-0.05573240083904679,LR,leaky,0.1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13,3.0975094833916317,9.669117561383871,0.8798648074398152,-0.3025604501970389,-0.058985147789876215,LR,leaky,0.1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14,3.2071511350625577,10.350439119435759,0.974127087045556,-0.2928055289936682,-0.04901521723794932,LR,leaky,0.1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15,3.3000382506858896,10.950980553394096,0.8774884518276531,-0.27694701786931636,-0.04961391530827134,LR,leaky,0.1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16,3.3938911727437886,11.5783429665986,0.9344828560991477,-0.30712044289464513,-0.05019062498981816,LR,leaky,0.1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17,3.4815867422940907,12.180455842462697,0.8579729095755438,-0.2558600337114437,-0.04276898426178375,LR,leaky,0.1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18,3.564990890722222,12.768852708841955,0.9305556379143819,-0.3421587715351251,-0.05424013374404615,LR,leaky,0.1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19,3.6386818493629587,13.300960866337586,0.8583594065313628,-0.3262512490357312,-0.05269325135698498,LR,leaky,0.1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
