task,N,N2,D2,erode,cos,arm,kind,param,seed,S2,D2_track,rho,G1,G5,G25,G125,G625,A1,A2,A3,A4,A5,A10,A20,A50,A100,A200,A400,X,X_hat,X_short_frac,X_long_frac,kap1,kap2,graw,gcorr,sigma,zbar,acc
1,1.031783765037883,1.0691162521080322,0.7272963158525986,0.009075073468514465,0.00877288027362126,SN02,snake,0.2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,1.379158480081132,1.9098413628056492,0.9663479572568926,-0.12562284655927564,-0.06119914908742711,SN02,snake,0.2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,1.6342958927200346,2.6834220314243686,1.002700330327519,-0.22911966170879935,-0.08393962709896659,SN02,snake,0.2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,1.8333808218877727,3.3830611398206156,0.9321520836636248,-0.23251297526737771,-0.07467389296180313,SN02,snake,0.2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,2.006610018376825,4.054766277502301,0.9023383133318376,-0.2306331756501514,-0.06737092266309225,SN02,snake,0.2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,2.1584873839680814,4.688768515488905,0.8523544785097095,-0.2183522405231063,-0.06008015079163173,SN02,snake,0.2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,2.287722304679546,5.265626039685087,0.8153684028537002,-0.23851087865751733,-0.06345231482613273,SN02,snake,0.2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,2.412568259083951,5.850476551574944,0.8227267393027461,-0.23787622741288947,-0.05859621740676154,SN02,snake,0.2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,2.534158101010295,6.452601506813511,0.8352118262863878,-0.23308687104782147,-0.05348665780927544,SN02,snake,0.2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,2.646649315473734,7.0382693251096455,0.8169782902348275,-0.23131047193869236,-0.05251035305016634,SN02,snake,0.2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,2.748583137587774,7.590869805271866,0.7962395174616238,-0.24363903729940262,-0.05360340174288487,SN02,snake,0.2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,2.8455174649963992,8.135041580119916,0.8335149776253273,-0.28934320277727715,-0.05968309521327642,SN02,snake,0.2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13,2.949251515339513,8.734639808903943,0.8159151387156696,-0.21631690993164363,-0.04512004861311199,SN02,snake,0.2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14,3.0427391111738533,9.295942099734702,0.8056116427855818,-0.24430935195482312,-0.048402902574433145,SN02,snake,0.2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15,3.134860070253228,9.8613766995807,0.8472719900377854,-0.2818373901917861,-0.05207352833458878,SN02,snake,0.2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16,3.227311184116514,10.445063433760815,0.8123336901163504,-0.22864695593623663,-0.04157966892824452,SN02,snake,0.2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17,3.3165356270768225,11.028835727018567,0.8632795124888861,-0.2795072192311327,-0.04835593596179563,SN02,snake,0.2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18,3.402058375392977,11.607266551158467,0.8414466058086153,-0.26301578166871564,-0.04527231620139248,SN02,snake,0.2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19,3.487042057985155,12.186959507977566,0.85325417263264,-0.2735612158135438,-0.0445424342698625,SN02,snake,0.2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20,3.567155240028218,12.7570287487152,0.8254564122085861,-0.25538717147095014,-0.045974792638120175,SN02,snake,0.2,1,0.023713544105130314,0.8254564122085861,34.8094915103813,1.0,4.364464562214232,13.07302378533452,23.530351975334938,34.8094915103813,0.9102670139079848,0.8246369431538887,0.7427625980524049,0.6663721575149887,0.5952501877213843,0.32079810278577686,0.11234785476398865,0.035930246129907216,0.04011102783654735,0.01989409438756128,0.034431645749917736,0.8017428681034559,0.7063172349806465,0.5484511254175524,0.4515488745824477,0.10471710998430006,0.05550924054595467,0.08529958701020636,0.5060138933083085,2.076490321738327,-1.4753189347157059,0.9146000146865845
21,3.6477306852284057,13.339200804590599,0.8904792304047366,-0.3083071745293395,-0.04905610953598374,SN02,snake,0.2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22,3.7226969937894476,13.889660989855225,0.854142635643443,-0.30368245037881514,-0.04726722824272396,SN02,snake,0.2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23,3.7944887757996084,14.43202936230381,0.8597930060364571,-0.3174246335878722,-0.04930597602269615,SN02,snake,0.2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24,3.8664385892411612,14.978792849365341,0.8346903970200722,-0.28792690995854164,-0.04476697237808672,SN02,snake,0.2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25,3.937034547671286,15.529999781190645,0.9097528188032533,-0.35854588697794876,-0.05082235529672388,SN02,snake,0.2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26,3.9982429495861287,16.01593350112656,0.7920836886267874,-0.3061499686908689,-0.04636010532002958,SN02,snake,0.2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27,4.063680044759561,16.5446593478885,0.8265965641471286,-0.2978707173851916,-0.04369494568325855,SN02,snake,0.2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28,4.1272681266455775,17.064625452176685,0.8728224067007124,-0.3528563024125288,-0.049096680733959015,SN02,snake,0.2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29,4.184823698836318,17.545073590013285,0.8121210950684136,-0.3316729572318142,-0.049754701857634843,SN02,snake,0.2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30,4.239664710021238,18.005542969365493,0.8216209877493579,-0.3611516083971463,-0.05080426944283777,SN02,snake,0.2,1,0.024071835938469253,0.8216209877493579,34.1320450110049,1.0,4.3427540631136115,12.732710559162108,22.07407006825674,34.1320450110049,0.9101022415089204,0.8246386804653695,0.7427473032772703,0.6658699756703154,0.5935615362922247,0.31376279781193483,0.09575849210040872,0.02217780550696949,0.04506388128630366,0.02831088412059427,0.025206202970771318,0.7975491518108886,0.7057345096964108,0.5234836191557938,0.4765163808442063,0.10944417036807308,0.05627877380887785,0.08961947421792486,0.5805623743256204,1.9990061987018932,-1.593080641648393,0.921500027179718
31,4.297217091317515,18.499817030923342,0.8025419904072393,-0.30826792884939197,-0.042505688497789296,SN02,snake,0.2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32,4.3544333892263305,18.993590647334663,0.8553550014032953,-0.3615813849919736,-0.048357100565784635,SN02,snake,0.2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33,4.406658599737181,19.45354419799964,0.8076761776380615,-0.34772262697308554,-0.04805517914605449,SN02,snake,0.2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
34,4.459879962567095,19.927062923639777,0.8236231123238464,-0.350104386683709,-0.04840637000927222,SN02,snake,0.2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35,4.5168574105732695,20.43684138797611,0.8438917350370031,-0.3341132707006696,-0.043245736665801636,SN02,snake,0.2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
36,4.574033468027779,20.95757701829808,0.8438595060021171,-0.32312387568014983,-0.042114875210301383,SN02,snake,0.2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
37,4.63063713899887,21.476639302578953,0.8278223679630615,-0.3087600836821888,-0.04064010354443449,SN02,snake,0.2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
38,4.683289824469846,21.96768628926621,0.8674123723668211,-0.3763653856795585,-0.04598423927666616,SN02,snake,0.2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
39,4.729887683073567,22.40590405579474,0.8221646636353493,-0.38394689710682445,-0.04905984719904875,SN02,snake,0.2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
40,4.777472125012495,22.85886845735658,0.8061259549250093,-0.35316155336316485,-0.04678607064400868,SN02,snake,0.2,1,0.023879870374111784,0.8061259549250093,33.75755154010099,1.0,4.342277293899127,13.079650133737708,21.98261976882401,33.75755154010099,0.9108239947168886,0.826341304512832,0.7471678763818569,0.6733712762735199,0.6046486854541575,0.3306130314773265,0.10303906568564321,0.01946284923968852,0.040237981149707794,0.037989178870888866,0.008409101772898171,0.7822460845508975,0.6993520403260073,0.5384328256716729,0.4615671743283271,0.10814410705352046,0.056268216997097054,0.08664836122244801,0.6308553255187577,2.1106992019847075,-1.6243701867115414,0.9266999959945679
41,4.824123228616109,23.30493301239051,0.8437839598912115,-0.39771940485728297,-0.050166470284280444,SN02,snake,0.2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
42,4.868607243139482,23.736542429101675,0.8357095522298914,-0.4041001355187282,-0.05072521099805165,SN02,snake,0.2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
43,4.9107867815248145,24.15101776656322,0.8089434450645527,-0.39446810760300477,-0.04896125685288043,SN02,snake,0.2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
44,4.950860477270147,24.546593579860833,0.7975393840642172,-0.40196357076660566,-0.049509750144883916,SN02,snake,0.2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
45,4.995806857542286,24.993825978024805,0.8227435998645578,-0.37551120170058433,-0.046582767095207984,SN02,snake,0.2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
46,5.037496024673862,25.414344614985726,0.8608367582516968,-0.44031812129078174,-0.05175145391421746,SN02,snake,0.2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
