task,N,N2,D2,erode,cos,arm,kind,param,seed,S2,D2_track,rho,G1,G5,G25,G125,G625,A1,A2,A3,A4,A5,A10,A20,A50,A100,A200,A400,X,X_hat,X_short_frac,X_long_frac,kap1,kap2,graw,gcorr,sigma,zbar,acc
1,1.0430350678012084,1.093585745823598,0.7480582737345393,0.013931820440901617,0.01354820501085099,SN02,snake,0.2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,1.3905516335617107,1.9422524776252654,0.9780773579305811,-0.12941062612891346,-0.06268307289658494,SN02,snake,0.2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,1.6403065913810204,2.705851085855378,0.9915696491356385,-0.227971040905526,-0.08319603819269653,SN02,snake,0.2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,1.8155419366771042,3.3219856765608267,0.881545490446468,-0.26541089974101983,-0.08626955512245563,SN02,snake,0.2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,1.9784076352115272,3.945961716984174,0.8151827211256543,-0.19120668070230729,-0.05824535839553901,SN02,snake,0.2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,2.1319179662184715,4.580374029686216,0.8891556420049764,-0.25474332930293425,-0.06889768605381912,SN02,snake,0.2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,2.2673540833893275,5.177271067306171,0.8316107587819589,-0.2347137211620041,-0.062049300621720455,SN02,snake,0.2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,2.4003574457998305,5.798815041686056,0.8143295148098383,-0.19278554042995272,-0.0505542940273956,SN02,snake,0.2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,2.5201516352031152,6.391783748628581,0.8156718494006162,-0.2227031424580921,-0.05234223715771479,SN02,snake,0.2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,2.6236910174728223,6.926268157855103,0.7945264534579102,-0.26004204423138694,-0.05897077452828534,SN02,snake,0.2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,2.728370848759539,7.4908598102656025,0.8045784389139509,-0.23998678650345126,-0.05215645747717543,SN02,snake,0.2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,2.8327758372838696,8.068249885687283,0.8148197816295308,-0.23742970620785045,-0.04981391757719524,SN02,snake,0.2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
