task,N,N2,D2,erode,cos,arm,kind,param,seed,S2,D2_track,rho,G1,G5,G25,G125,G625,A1,A2,A3,A4,A5,A10,A20,A50,A100,A200,A400,X,X_hat,X_short_frac,X_long_frac,kap1,kap2,graw,gcorr,sigma,zbar,acc
1,1.0943684881015576,1.2024588737854018,0.8609409127233226,0.008773098275160146,0.007808532944811132,ELU1,elu,1.0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,1.4499880421048994,2.1114361091186984,1.0537139085930312,-0.1447366732597344,-0.06384541388928631,ELU1,elu,1.0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,1.7101078649331092,2.9421794462291655,1.090142526986805,-0.2593991898763378,-0.0861113889162092,ELU1,elu,1.0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,1.9208670784157318,3.7165361856116785,1.0293546146227428,-0.2549978752402303,-0.0731930594028059,ELU1,elu,1.0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,2.0921679848756645,4.41180157637578,0.9695005991468885,-0.2742352083827874,-0.07287900680880353,ELU1,elu,1.0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,2.2541391011515746,5.121453663608732,0.962181178631478,-0.2525290913985249,-0.0617656956514622,ELU1,elu,1.0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,2.390580677029728,5.7582291439321285,0.9024005271004664,-0.26562504677707055,-0.06039409475679441,ELU1,elu,1.0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,2.521751896586157,6.408126977671198,0.935485119694311,-0.28558728595524074,-0.05921723858479342,ELU1,elu,1.0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,2.646950055228514,7.060273319307807,0.9551436371325903,-0.30299729549598176,-0.06087803856459496,ELU1,elu,1.0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,2.7624127760544765,7.693612217382731,0.8999859874127003,-0.2666470893377765,-0.05051452547312419,ELU1,elu,1.0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,2.8661797323499525,8.281241977529271,0.8627394440559064,-0.275109683909365,-0.05227705305619261,ELU1,elu,1.0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,2.975385713694635,8.919381036103417,0.9371326299130306,-0.29899357133888516,-0.052554060653915755,ELU1,elu,1.0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13,3.0819169625535916,9.56544250578279,0.9233186489629169,-0.2772571792835432,-0.04759352931731753,ELU1,elu,1.0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14,3.184275205290287,10.21214512778699,0.8908494971107828,-0.24414687510658614,-0.040545050239226735,ELU1,elu,1.0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15,3.2811187824527526,10.848201655255462,0.8949811946462464,-0.2589246671777733,-0.04055536514275655,ELU1,elu,1.0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16,3.3769505476869743,11.491673706646344,0.85012572918965,-0.20665367779876923,-0.03395484173909283,ELU1,elu,1.0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17,3.4690445227095825,12.127009485060666,0.913377593400179,-0.27804181498585356,-0.040819571750424395,ELU1,elu,1.0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
