task,N,N2,D2,erode,cos,arm,kind,param,seed,S2,D2_track,rho,G1,G5,G25,G125,G625,A1,A2,A3,A4,A5,A10,A20,A50,A100,A200,A400,X,X_hat,X_short_frac,X_long_frac,kap1,kap2,graw,gcorr,sigma,zbar,acc
1,1.0511813078361787,1.108790392397857,0.7663669055559822,0.009678624054955539,0.00902395652560295,LIN,linear,0.0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,1.350650755249444,1.8304682402531713,0.8689359535277525,-0.1472581056724383,-0.07460942766987914,LIN,linear,0.0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,1.5577517890805501,2.4355521442939287,0.8751547165478156,-0.2700708125070584,-0.10697526498148502,LIN,linear,0.0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,1.720318955095594,2.9684641719493046,0.8148863415538627,-0.28197431389848704,-0.09934866771510674,LIN,linear,0.0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,1.8605131894132325,3.4716544840906236,0.775598203036048,-0.2724078908947286,-0.09046819830729422,LIN,linear,0.0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,1.988663097304509,3.967702794039736,0.7323125424005932,-0.23626423245148026,-0.07378430582747812,LIN,linear,0.0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,2.1064459633087584,4.452565966098165,0.7315775336594662,-0.24671436160103774,-0.0723697798769866,LIN,linear,0.0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,2.209660500788614,4.898124811180405,0.7296265060806723,-0.2840676609984321,-0.07972208747281923,LIN,linear,0.0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,2.313427981957956,5.369527791721228,0.7357768727509467,-0.2643738922101237,-0.0702233936621141,LIN,linear,0.0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,2.407477227346775,5.815113638367702,0.7387642369331957,-0.29317839028672144,-0.07390032230014867,LIN,linear,0.0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,2.49417462070153,6.239923537870246,0.7065034263888456,-0.2816935268863005,-0.07098558973653811,LIN,linear,0.0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,2.581251187929787,6.683206294106492,0.735279688288178,-0.2919969320519341,-0.06851819562356246,LIN,linear,0.0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13,2.6738086825056215,7.169285518921389,0.7085130535961884,-0.22243382878128948,-0.05214044173326519,LIN,linear,0.0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14,2.7579859282151373,7.625706211247036,0.7131600097803923,-0.25673931745474615,-0.05610762101192802,LIN,linear,0.0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15,2.8381639518749977,8.073021657906194,0.7596262724426017,-0.31231082578344316,-0.06520703481009582,LIN,linear,0.0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16,2.9193376369131956,8.538656105169007,0.7087883120455335,-0.2431538647827228,-0.05210793407407191,LIN,linear,0.0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17,2.999578994488212,9.014481938652347,0.8262598425936281,-0.3504340091102863,-0.06694808151311495,LIN,linear,0.0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18,3.0760904892305985,9.477909273587578,0.7745071092023507,-0.31107977426712113,-0.059088576706542516,LIN,linear,0.0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19,3.1509906017161655,9.944423585961294,0.7904053865383414,-0.3238910741646257,-0.05960266115462483,LIN,linear,0.0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20,3.2187624304475606,10.376583522337285,0.7937122359652,-0.36155229958920804,-0.0650859754681732,LIN,linear,0.0,1,0.02394001535952758,0.7937122359652001,33.15420746584111,1.0,4.373738536088703,13.048333038259335,22.386052439519773,33.15420746584111,0.9009736517142246,0.806056412355139,0.7162327086131295,0.6329136254713469,0.5552534094690759,0.2649955705857499,0.06803048550667214,0.04046863330226843,0.033370791233106524,0.013384474718592932,0.026463522990649007,0.7697722206056725,0.6773590553442966,0.5301799781965283,0.4698200218034716,0.1143302665506895,0.05550479195444799,0.09409907889695761,1.0,1.3885540260749691,0.04489249545856097,0.8891000151634216
21,3.2891051544748575,10.834482376330259,0.8540813379624964,-0.3961824839695215,-0.06761590351961391,LIN,linear,0.0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22,3.3570714191349746,11.28619439207504,0.7610863936126148,-0.3093743778678339,-0.05476839658885501,LIN,linear,0.0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23,3.4198318718138956,11.711478397853861,0.8608926293304379,-0.43560862355161734,-0.06995918015903552,LIN,linear,0.0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24,3.4862432249385016,12.169555545792287,0.7645633551018627,-0.30648620716343544,-0.051234265841712985,LIN,linear,0.0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25,3.5518233640294636,12.632068313374253,0.7906920185971115,-0.32817925101514817,-0.05373707135720906,LIN,linear,0.0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26,3.610893520665998,13.054358080004874,0.7274565508011677,-0.30516678417054466,-0.051566399515068896,LIN,linear,0.0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27,3.6689603725152096,13.477000349588657,0.7558491357198046,-0.3332068661360239,-0.05400496597608924,LIN,linear,0.0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28,3.7284910321688587,13.918006581762198,0.7371291722674315,-0.2961229400938888,-0.04793366345727348,LIN,linear,0.0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29,3.7878555562137444,14.363244990057188,0.7713161789148983,-0.3260777706199082,-0.04950638028325548,LIN,linear,0.0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30,3.8428697486127668,14.78220246329628,0.8234263366822381,-0.4044688634431461,-0.059102661949268886,LIN,linear,0.0,1,0.024656607841429964,0.8234263366822381,33.395767251432396,1.0,4.373420258940909,13.123250114704012,21.88806191737782,33.395767251432396,0.9033312692628511,0.8101672312080613,0.7210537387783248,0.6366115833459126,0.558542189614009,0.2559772072077263,0.05100159753510061,0.014017781645508967,0.018221361912175618,0.02311944642353761,0.018592591170650003,0.7987697288408081,0.6963654107414239,0.5143886984737085,0.48561130152629145,0.11749183597558456,0.05668911829117827,0.08842228846401488,1.0,1.5382700437043615,0.08107117072807099,0.8952999711036682
31,3.903156383822676,15.251836974468358,0.7571684534304058,-0.2875339422583263,-0.04396127413223907,LIN,linear,0.0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32,3.96186360899916,15.713160578164102,0.7836274800866484,-0.3223038763909061,-0.04768928797337058,LIN,linear,0.0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33,4.014319066994583,16.13045152485038,0.728760542213299,-0.31146959552702075,-0.046500487655616984,LIN,linear,0.0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
34,4.069137768827477,16.574867059027305,0.7832064787353559,-0.338790944558431,-0.048610151371059854,LIN,linear,0.0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35,4.13003625346577,17.0751692716452,0.8324790090759879,-0.3321767964580905,-0.04538230504449345,LIN,linear,0.0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
36,4.182930033938545,17.51422101104863,0.7802377896582873,-0.3411860502548619,-0.04722091445811806,LIN,linear,0.0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
37,4.237485592111711,17.972615249222084,0.7983183994755484,-0.33992416130209263,-0.04545738299707322,LIN,linear,0.0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
38,4.293045380651611,18.44693398695591,0.832666540215736,-0.35834780248191,-0.047475405746881735,LIN,linear,0.0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
39,4.3440666758550375,18.887405054599185,0.7702080498548405,-0.32973698221156594,-0.044280629230222364,LIN,linear,0.0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
40,4.397178604474727,19.351305518263104,0.8481284458401903,-0.38422798217626947,-0.04841813258045368,LIN,linear,0.0,1,0.025898476286252473,0.8481284458401903,32.74819863786338,1.0,4.35013082185288,12.679531235391059,20.477652000855528,32.74819863786338,0.9052318401078162,0.8136167622091814,0.7268009225627099,0.6452789547350245,0.5721774061831159,0.2747427678458791,0.045159542450971625,0.018536683597557748,0.0400058592975605,0.06717898486448608,0.009693053388513184,0.8222299695539378,0.7138285203338388,0.4977657709038255,0.5022342290961745,0.12156811843541654,0.0610565486271798,0.08760285189792828,1.0,1.6754455663813508,0.0755592796501743,0.8907999992370605
41,4.441945076206125,19.748166849687372,0.782961752955637,-0.38610042153136637,-0.049925920109368215,LIN,linear,0.0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
42,4.487235915029624,20.152824315773607,0.8008318609105851,-0.3961743948243543,-0.050822145931370855,LIN,linear,0.0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
43,4.537515024921486,20.60683338870422,0.7898710255285952,-0.33586195259797763,-0.04362134697978996,LIN,linear,0.0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
44,4.583225616834598,21.024088738939536,0.7921596720391335,-0.37490432180381783,-0.04735929695618763,LIN,linear,0.0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
45,4.629071579834641,21.44742112106035,0.817446781489038,-0.39411439936822457,-0.04858314899746047,LIN,linear,0.0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
46,4.674416563806231,21.86973332469708,0.836424336566819,-0.41411213293008814,-0.05072315398236711,LIN,linear,0.0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
47,4.724097230566062,22.335909064809666,0.8069347014918097,-0.34075896137922745,-0.041002671816667835,LIN,linear,0.0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
48,4.772613872511332,22.796400295312395,0.85040087210262,-0.3899096415998904,-0.04571362009073263,LIN,linear,0.0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
49,4.81600058634142,23.21116679028454,0.7988053148507891,-0.38403881987864724,-0.04627432191496605,LIN,linear,0.0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50,4.859832025770941,23.63627342743249,0.8122519972869111,-0.3871453601389605,-0.04538178374061042,LIN,linear,0.0,1,0.02463476436644929,0.8122519972869111,32.971778629761836,1.0,4.379486390121484,13.240575680458905,21.932336271444544,32.971778629761836,0.9013850350380886,0.8077138181858735,0.7188556606028073,0.6356589785389681,0.5586281985515058,0.2718295567639107,0.06485065705557241,0.027677682047330985,0.04315164307730007,0.04880539364208956,0.025102598808646903,0.7876172329204618,0.6827883075144413,0.549831911216288,0.450168088783712,0.11795310066694492,0.05678568088021093,0.08194463501235287,1.0,1.7690765065258225,0.10141776452986846,0.8885999917984009
51,4.901760528148776,24.04615108322709,0.7751260998805222,-0.3652484440859204,-0.0438252250162816,LIN,linear,0.0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
52,4.946096150031995,24.481579698152913,0.8247182334283445,-0.3892896185025172,-0.04437383741281749,LIN,linear,0.0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
53,4.990589499611634,24.925877885098593,0.8892662493115749,-0.44496806236589626,-0.04945747533671703,LIN,linear,0.0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
54,5.0309795976946985,25.332429173821602,0.8260647297485813,-0.4195134410255733,-0.04724323871865924,LIN,linear,0.0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
55,5.073888679031456,25.76699114660296,0.7823091463878356,-0.3477471736064763,-0.040518106123205985,LIN,linear,0.0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
56,5.114908175700834,26.185767629364364,0.8103727359568978,-0.39159625319549507,-0.044573795270220574,LIN,linear,0.0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
57,5.153912942970075,26.586317851003777,0.8543230486539778,-0.45377282701456373,-0.04923287230244204,LIN,linear,0.0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
58,5.192959184445933,26.99048891246007,0.7768971864891676,-0.3727261250328834,-0.04223209744552167,LIN,linear,0.0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
59,5.230860528819867,27.385945117107568,0.814528780438165,-0.4190725757906603,-0.046693768866607976,LIN,linear,0.0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
