task,N,N2,D2,erode,cos,arm,kind,param,seed,S2,D2_track,rho,G1,G5,G25,G125,G625,A1,A2,A3,A4,A5,A10,A20,A50,A100,A200,A400,X,X_hat,X_short_frac,X_long_frac,kap1,kap2,graw,gcorr,sigma,zbar,acc
1,1.1432827764342823,1.3150589317610604,0.9690117719972281,0.014451508115675171,0.012795807754845692,LR03,leaky,0.3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,1.5230387451960832,2.332378423554243,1.1723873700569334,-0.15506787826375099,-0.062278867449325565,LR03,leaky,0.3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,1.7911951042977259,3.229577933743235,1.148093787310411,-0.2508942771214189,-0.07663738898102444,LR03,leaky,0.3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,1.9750293271026416,3.9357702053663117,0.9997028938759206,-0.29351062225284447,-0.0837040066725182,LR03,leaky,0.3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,2.1360817956926597,4.608186507114611,0.9581087698455807,-0.285692468097281,-0.07651168985915045,LR03,leaky,0.3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,2.288826985196635,5.289027200442116,0.967622275024703,-0.28678158169719714,-0.07301232727297297,LR03,leaky,0.3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,2.425001686587073,5.930490697537773,0.9873463206817331,-0.3458828235860761,-0.0789172783783828,LR03,leaky,0.3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,2.563357168819436,6.619441790831104,0.9613397305349105,-0.27238863724158063,-0.06067588000489474,LR03,leaky,0.3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,2.6784258059533617,7.223275472956304,0.920475657145653,-0.31664197502045327,-0.06674202064420166,LR03,leaky,0.3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,2.779933143446699,7.773909461773855,0.8595131710439934,-0.3088791822264406,-0.06743281522433786,LR03,leaky,0.3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,2.8832750577561392,8.3547587501484,0.8862711387572282,-0.3054218503826833,-0.06104983257469957,LR03,leaky,0.3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,2.982111357274028,8.928942414519131,0.864828032618732,-0.29064436824800005,-0.05683361320074619,LR03,leaky,0.3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13,3.0774687500302367,9.507027905750402,0.9369391254328515,-0.35885363420158284,-0.06513361102917459,LR03,leaky,0.3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14,3.168016298198862,10.071329740313422,0.9332678070969571,-0.3689659725339382,-0.06707776703475245,LR03,leaky,0.3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15,3.2543157378279064,10.623429681337461,0.8916608015469855,-0.33956086052294554,-0.05879107230503802,LR03,leaky,0.3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16,3.341298871138929,11.195844045889341,0.9632286606264978,-0.3908142960746179,-0.06467274801433312,LR03,leaky,0.3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17,3.421717386719976,11.74316251216126,0.8797395574218307,-0.33242109114991064,-0.05649144767508765,LR03,leaky,0.3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18,3.503138447185974,12.310856238168867,0.8908068514156321,-0.32311312540802484,-0.052646920350529154,LR03,leaky,0.3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19,3.582905876136985,12.876187100787758,0.9113689971381587,-0.34603813451926785,-0.055000790324189815,LR03,leaky,0.3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20,3.6544404554496657,13.393358502443077,0.8560747961272974,-0.338903394471978,-0.05529403553217919,LR03,leaky,0.3,0,0.02499179169462459,0.8560747961272974,34.254238615130106,1.0,4.361746729844155,12.692134557202618,21.83192215421386,34.254238615130106,0.9082504957054565,0.82036799102105,0.7368356851106309,0.6584421714316039,0.5853558820866303,0.3000771353329507,0.0917892138626508,0.030734921434489675,0.02802076739779249,0.03545459678015366,0.04244651359007474,0.8310830044326728,0.7418450724927255,0.5107952560505846,0.48920474394941543,0.11428518203633553,0.058704633295976964,0.0863607131656264,0.30672667452075664,1.9063385872675653,-1.1736708645308565,0.9221000075340271
21,3.7245756978815705,13.911106069824891,0.8948302660098438,-0.37708269862803206,-0.05675938914008743,LR03,leaky,0.3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22,3.8001104301491626,14.478658933172664,0.9532204581294795,-0.3856675947817048,-0.055395253138517724,LR03,leaky,0.3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
