task,N,N2,D2,erode,cos,arm,kind,param,seed,S2,D2_track,rho,G1,G5,G25,G125,G625,A1,A2,A3,A4,A5,A10,A20,A50,A100,A200,A400,X,X_hat,X_short_frac,X_long_frac,kap1,kap2,graw,gcorr,sigma,zbar,acc
1,1.1550821915930285,1.3421115221807813,0.9968032858931284,0.013712584639495902,0.01230448014090473,LR,leaky,0.1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,1.542061179725819,2.397348387845861,1.1682896132185574,-0.113052747553478,-0.0451495093014497,LR,leaky,0.1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,1.808209004958435,3.3028111372471125,1.0832145870439667,-0.17775183764271496,-0.05375160747270221,LR,leaky,0.1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,1.9945769649980998,4.02989078394408,0.9520526261780984,-0.22497297948112982,-0.06681223112864604,LR,leaky,0.1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,2.1545030586277445,4.716486658597539,0.9031278998578246,-0.21653202520436643,-0.061981390588107955,LR,leaky,0.1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,2.306873540147962,5.39580119525653,0.8909708285809451,-0.2116562919219535,-0.0581756771254795,LR,leaky,0.1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,2.4387287728246263,6.027332918407054,0.9056307484715791,-0.2740990253210551,-0.0684129791055358,LR,leaky,0.1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,2.570084728124133,6.687188389965777,0.9219428173906613,-0.2620873458319387,-0.0646639364162085,LR,leaky,0.1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,2.681779516978866,7.280230329650301,0.8408914909119498,-0.24784955122742494,-0.057928531459373725,LR,leaky,0.1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,2.798338464241566,7.911535865237693,0.8779733423749385,-0.24666780678754804,-0.05292355188190667,LR,leaky,0.1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,2.9057940805008236,8.528115754492553,0.8810157597938522,-0.2644358705389911,-0.05385178285667875,LR,leaky,0.1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,3.004980075822733,9.112512425226369,0.842615154880301,-0.258218484146487,-0.05088219364621937,LR,leaky,0.1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13,3.1029907902930463,9.70269420682624,0.895746339312737,-0.3055645577128653,-0.05723275816498583,LR,leaky,0.1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14,3.1990937068226146,10.308672721395796,0.92406755195297,-0.31808903738341354,-0.055678332516722454,LR,leaky,0.1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15,3.3006450957556996,10.961602762804922,0.9179697631555799,-0.26503972174645335,-0.04489774548052601,LR,leaky,0.1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16,3.395589831371187,11.593484796567704,0.9430312824031071,-0.3111492486403239,-0.04920182560100603,LR,leaky,0.1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17,3.481857961717917,12.18197451667945,0.8961856563134822,-0.3076959362017386,-0.05117738137782926,LR,leaky,0.1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18,3.564224098463874,12.76440495701751,0.882062767366386,-0.2996323270283263,-0.04716198543255449,LR,leaky,0.1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19,3.644423038694033,13.33727712793857,0.9370382947623197,-0.3641661238412584,-0.05700374371155474,LR,leaky,0.1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20,3.715067173827961,13.850506323010311,0.8346632173909663,-0.3214340223192259,-0.0520169460003707,LR,leaky,0.1,0,0.023730508677518428,0.8346632173909663,35.17258010493897,1.0,4.35468655442683,13.233307873305012,23.054092647511283,35.17258010493897,0.9104886339284454,0.8263879201515927,0.7466903929124548,0.6712369794240254,0.6018943530682683,0.3236431448122584,0.10023235317536382,0.03268924226103002,0.032917434568209766,0.022995280477716984,0.032309046877978455,0.8109327087134478,0.7230851633554757,0.536619409578629,0.463380590421371,0.10005776492998435,0.055118424345818165,0.07860410219208125,0.4230314716426824,2.335428008737853,-1.7325007572845357,0.9232000112533569
21,3.7848937040911492,14.373947285802695,0.9012532869779523,-0.377812324185568,-0.05586928328535186,LR,leaky,0.1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22,3.8685996059357075,15.006839533013581,0.9820429955928374,-0.34915074838195137,-0.048381522793214095,LR,leaky,0.1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23,3.9411902945036985,15.571703163314794,0.9450158453795251,-0.3801522150783134,-0.053817864117619914,LR,leaky,0.1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24,4.020510456389786,16.202887658547905,0.9997554136978463,-0.36857091846473566,-0.04925749110888345,LR,leaky,0.1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25,4.094549145639231,16.80442480668754,0.9621964002514887,-0.3606592521118537,-0.04746745168612529,LR,leaky,0.1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26,4.163888228529803,17.379661217650504,0.9013287667552166,-0.3260923557922506,-0.04659287565259802,LR,leaky,0.1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27,4.231633952266112,17.94889025930061,0.9350429388878315,-0.36581389723772406,-0.04811778530556623,LR,leaky,0.1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28,4.3067681764940255,18.586694941147815,1.028311079595992,-0.39050639774878687,-0.04707676967413091,LR,leaky,0.1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29,4.370583274935552,19.140799274049744,0.8890880016724697,-0.33498366877054125,-0.041924500365264544,LR,leaky,0.1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30,4.435915844260719,19.713488193872223,1.058741264730404,-0.48605234490792554,-0.05692987725403375,LR,leaky,0.1,0,0.025477975198660716,1.058741264730404,41.55515720833491,1.0,4.38921911189523,13.811979402654362,26.488699169861725,41.55515720833491,0.9145921424721684,0.8339702908728034,0.7589769405927815,0.6891013750242763,0.6226615411629696,0.35951967333805346,0.1137815269499041,0.056163101158501365,0.050814144793346186,0.03661101230447367,0.04202024926024735,1.0332632895317433,0.9333636838850699,0.51072361581255,0.48927638418745006,0.10591015870136741,0.05921580063636978,0.0754117043192937,0.37857316912496763,2.737796461193159,-2.3326299881481334,0.917900025844574
31,4.501604168687848,20.29965570883772,1.029370526302679,-0.4432030113371813,-0.051862086053745794,LR,leaky,0.1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32,4.560844223217133,20.832866813951306,0.9700673989812543,-0.4368562938676685,-0.051153665730593885,LR,leaky,0.1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33,4.616415974527825,21.343067147019447,0.936145602600216,-0.42594526953207695,-0.049678650641430996,LR,leaky,0.1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
34,4.674995404964713,21.888423005167287,0.9350525248788246,-0.38969666673098524,-0.045255376149076695,LR,leaky,0.1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35,4.741910150648745,22.516793712141727,1.0395648475649943,-0.4111941405905501,-0.04606146987758967,LR,leaky,0.1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
36,4.809310765797986,23.156795719688052,1.061192902548032,-0.4211908950017125,-0.04660637481267736,LR,leaky,0.1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
37,4.870491875999137,23.749457163232606,1.078630278997549,-0.48596883545299563,-0.04975765294302969,LR,leaky,0.1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
38,4.93110322081559,24.343694673715557,1.0805204060499376,-0.4862828955669842,-0.051335222082031395,LR,leaky,0.1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
39,4.9863875689236465,24.894881717704983,1.039990629319377,-0.4888035853299432,-0.050757054413980665,LR,leaky,0.1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
40,5.050040155744699,25.532142600551857,1.1719389243183427,-0.5346780414714786,-0.049442641009525216,LR,leaky,0.1,0,0.02671759511311478,1.1719389243183427,43.863937579586896,1.0,4.42754332062012,14.147483103811421,27.90972262250123,43.863937579586896,0.9166310762959375,0.83765916479801,0.7629654265582687,0.6936157864365408,0.6305436218401447,0.3705536994766352,0.11348986038204767,0.06803389063780076,0.05747381895365912,0.0379549340674611,0.03212196151686812,1.1452213292052278,1.050966176316388,0.5002900670833629,0.49970993291663723,0.10645469138895478,0.06236739823311741,0.07139547548228622,0.30968598285250437,2.8431600164088096,-2.584259733701056,0.9168000221252441
41,5.1027699475488095,26.065458619127302,1.0562213424291715,-0.5229053238537233,-0.05337654786091118,LR,leaky,0.1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
42,5.15545451999048,26.608696237766008,1.0227621267473805,-0.47952450810867453,-0.0477458317554071,LR,leaky,0.1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
43,5.215117939335309,27.226096797504326,1.056033474024224,-0.43863291428591056,-0.042175814883950634,LR,leaky,0.1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
44,5.265662441224599,27.758153951507385,0.9935451164160797,-0.46148796241301343,-0.04782560181805098,LR,leaky,0.1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
45,5.317772919420113,28.30964745188219,1.0381031553421152,-0.48660965496731995,-0.049027807912252544,LR,leaky,0.1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
46,5.374851987903436,28.918609441223538,1.228797685926463,-0.6198356965851097,-0.055702922682748277,LR,leaky,0.1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
47,5.424276211456709,29.455887684738723,0.9639061551390955,-0.4266279116239092,-0.04175850083127837,LR,leaky,0.1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
48,5.48095091249101,30.07553822038103,1.1693810033933965,-0.5497304677510862,-0.05110570719532683,LR,leaky,0.1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
49,5.539185674924033,30.71572213642068,1.0638669950308977,-0.423683078991249,-0.03946107421662655,LR,leaky,0.1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50,5.589966612692588,31.288855364951957,1.031147184969036,-0.45801395643776316,-0.04287270472558474,LR,leaky,0.1,0,0.024451480402609135,1.031147184969036,42.17115561064375,1.0,4.364647367705048,13.371037817874129,26.102598176193474,42.17115561064375,0.9162290896762553,0.8366230968402038,0.7616389443232799,0.6914052198415314,0.6254202088711447,0.3654995394361523,0.12511757447644412,0.0655592410006973,0.0320709420691498,0.0444426470354755,0.02931495945850508,1.0066957045664269,0.9156474231346124,0.4864374303387714,0.5135625696612285,0.10521947587621698,0.05719078225791153,0.06940737696344045,0.4238205571486815,3.1458540134613378,-3.028904350203605,0.9125999808311462
51,5.6459552240382616,31.915492887576743,1.15751099763416,-0.5308734750093757,-0.04518113944367754,LR,leaky,0.1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
52,5.698605227288142,32.5110567031761,1.1814167120513384,-0.5858528964519748,-0.04925284126667613,LR,leaky,0.1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
53,5.750642745066986,33.106520004532996,1.2321223763451343,-0.6366590749882357,-0.0521600514287385,LR,leaky,0.1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
54,5.796809256853094,33.64244072417045,1.0900013491789389,-0.5540806295414912,-0.047751670537297466,LR,leaky,0.1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
55,5.844363536925451,34.19583213837209,1.1784724392767052,-0.6250810250750617,-0.05199804594171077,LR,leaky,0.1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
56,5.890825128231447,34.738256875533914,1.1693823750416856,-0.6269576378798617,-0.05295853890156533,LR,leaky,0.1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
57,5.946585452455913,35.40058729989944,1.1817808602533098,-0.5194504358877823,-0.042552077062723875,LR,leaky,0.1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
58,5.9901136362592,35.92082627769254,1.0720924321690937,-0.5518534543759991,-0.046719505074470605,LR,leaky,0.1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
59,6.038945161298596,36.50578301966648,1.1437706002590766,-0.5588138582851382,-0.044761021374219646,LR,leaky,0.1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
60,6.077967250700067,36.979880854366655,1.1834957974086309,-0.7093979627084497,-0.05561247154871698,LR,leaky,0.1,0,0.025334470926673944,1.1834957974086309,46.714841641415994,1.0,4.422380839836026,13.699492396899558,28.49768273035768,46.714841641415994,0.9121223460783998,0.8291533888290923,0.7520056429179247,0.6788719552519854,0.6080438799106451,0.35208424516939396,0.14806502227733248,0.07678157333624451,0.059199379040080075,0.06817417015474048,0.04266723223773566,1.158161326481957,1.0624350842661712,0.4787744403253048,0.5212255596746952,0.10476131957597684,0.05870320705745237,0.07226913746732155,0.48624835505376435,3.6113350485279474,-3.363348461902756,0.9036999940872192
61,6.123200198714044,37.53103141800517,1.204162361760902,-0.6530117981223892,-0.053035323365424804,LR,leaky,0.1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
62,6.173138656562566,38.14592473039114,1.219749317775433,-0.6048560053894704,-0.04634071239488309,LR,leaky,0.1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
63,6.214736907479765,38.660262089456154,1.1199325989606457,-0.6055952398956284,-0.04832308827355537,LR,leaky,0.1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
64,6.26545981935031,39.29091857995574,1.113933331086138,-0.4832768405865407,-0.03713495264786901,LR,leaky,0.1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
65,6.301675320110218,39.74685067972911,1.2889027569533311,-0.8329706571799745,-0.06069616422169183,LR,leaky,0.1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
66,6.3429386319518635,40.269269125906796,1.1179551448009937,-0.5955366986232985,-0.04540447367174223,LR,leaky,0.1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
67,6.393149722101341,40.91373043050615,1.1534891137579708,-0.5090278091586198,-0.03946810838747955,LR,leaky,0.1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
68,6.430698190876342,41.397194755294265,1.083524222067607,-0.6000598972794952,-0.04534811482200007,LR,leaky,0.1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
69,6.470198148629026,41.902881284250846,1.1110814135925409,-0.6053948846359625,-0.045570048235424564,LR,leaky,0.1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
