task,N,N2,D2,erode,cos,arm,kind,param,seed,S2,D2_track,rho,G1,G5,G25,G125,G625,A1,A2,A3,A4,A5,A10,A20,A50,A100,A200,A400,X,X_hat,X_short_frac,X_long_frac,kap1,kap2,graw,gcorr,sigma,zbar,acc
1,0.9941284324112638,0.9938985443116977,0.6512602513063527,0.011042641357187868,0.011737656806171169,SN06,snake,0.6,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,1.3423683422865897,1.8126090018326317,0.9060669517062269,-0.0873564941852925,-0.04605690110231642,SN06,snake,0.6,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,1.565122244456411,2.469513866039851,0.7942852812668021,-0.13738041705958312,-0.060126962207993934,SN06,snake,0.6,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,1.721691757798858,2.9936039044991163,0.6996173801665513,-0.17552734170728584,-0.06972999924561686,SN06,snake,0.6,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,1.852145149864379,3.4705817944387345,0.6250459983943162,-0.1480681084546984,-0.058590388874160765,SN06,snake,0.6,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,1.9816392008250994,3.9647704714606355,0.6598130171478774,-0.16562434012597552,-0.05914480860287642,SN06,snake,0.6,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,2.096264665481572,4.430076656405452,0.6348817345310757,-0.1695755495862598,-0.057914976636740695,SN06,snake,0.6,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,2.2031282803857706,4.890438709261851,0.6178026129182848,-0.15744056006188625,-0.05231173807257398,SN06,snake,0.6,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,2.29935642223675,5.320946540874302,0.6129798117454963,-0.1824719801330459,-0.05606977399996152,SN06,snake,0.6,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,2.381979724433327,5.706390361051379,0.5895381765730048,-0.20409435639592619,-0.06380361752169156,SN06,snake,0.6,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,2.466001952665647,6.109001326661692,0.597562565016156,-0.19495159940584483,-0.05856835383323746,SN06,snake,0.6,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,2.546166280686385,6.511031584794006,0.6040923405762689,-0.20206208244395413,-0.05798003548283219,SN06,snake,0.6,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13,2.6179417052965035,6.878405636179627,0.5679691386678535,-0.20059508728223108,-0.056643207851094675,SN06,snake,0.6,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14,2.6934653862876967,7.2742907882482095,0.6271059117013026,-0.23122075963272049,-0.0592155362716284,SN06,snake,0.6,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15,2.7534561377536546,7.599417201841749,0.5632664789856718,-0.23814006539213217,-0.06290334683283323,SN06,snake,0.6,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16,2.817921677813906,7.957344079943938,0.6346735324632085,-0.27674665436102125,-0.0661230755376654,SN06,snake,0.6,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17,2.873132895692122,8.27264612209035,0.5710448736303055,-0.25574283148389176,-0.06488735971895539,SN06,snake,0.6,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18,2.9332628185955842,8.621774502777136,0.5707985195108043,-0.2216701388240193,-0.05347306954168865,SN06,snake,0.6,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19,2.9847786350683054,8.928195746909623,0.5729850073564032,-0.2665637632239159,-0.06341180574696191,SN06,snake,0.6,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
