task,N,N2,D2,erode,cos,arm,kind,param,seed,S2,D2_track,rho,G1,G5,G25,G125,G625,A1,A2,A3,A4,A5,A10,A20,A50,A100,A200,A400,X,X_hat,X_short_frac,X_long_frac,kap1,kap2,graw,gcorr,sigma,zbar,acc
1,1.099841168072158,1.2161941914655572,0.8708124381732929,0.013786101644106742,0.012505568981737042,ELU1,elu,1.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,1.4499280534640768,2.111609119444649,1.041371167803356,-0.14595623982426403,-0.06483857605799138,ELU1,elu,1.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,1.708700593448087,2.9353969228961074,1.0594743955592196,-0.23568659210776083,-0.079466267637428,ELU1,elu,1.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,1.8977948671668767,3.6279220773116005,0.9779683724434158,-0.28544321802792294,-0.08368780433215253,ELU1,elu,1.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,2.0650126825020503,4.3057840078747525,0.9298966658103848,-0.25203473524723335,-0.0684776809981476,ELU1,elu,1.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,2.2224779032142563,4.993565546140233,0.9795586268220555,-0.2917770885565748,-0.07093379446745743,ELU1,elu,1.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,2.3645485604626226,5.654171474991516,0.9468365161619725,-0.2862305873106888,-0.060612044547111533,ELU1,elu,1.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,2.499257208909896,6.317180872713784,0.9397277623434955,-0.2767183646212273,-0.05693961616631464,ELU1,elu,1.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,2.626776544765956,6.976569594935905,0.912058847358553,-0.2526701251364339,-0.0487286963517007,ELU1,elu,1.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,2.7324367663468654,7.555657472188773,0.8556673217968194,-0.27657944454395067,-0.0530511810299561,ELU1,elu,1.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,2.8400686490460076,8.167884448531419,0.8933221711762606,-0.28109519483361334,-0.04817829378764122,ELU1,elu,1.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,2.9491465047321777,8.808752228930851,0.8865902950408588,-0.2457225146414268,-0.03980579861664723,ELU1,elu,1.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13,3.054022923932719,9.447562412982881,0.9372987253806666,-0.29848854132863745,-0.04761508275522109,ELU1,elu,1.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14,3.1587337001354543,10.11017505347848,0.9626922592693924,-0.30007961877379186,-0.04825412845312773,ELU1,elu,1.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15,3.2566869249706616,10.749147033612836,0.9377937505886693,-0.2988217704543152,-0.04255121816778169,ELU1,elu,1.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16,3.350699070707824,11.386957513855268,0.9555658514689184,-0.31775537122648423,-0.045833048706073284,ELU1,elu,1.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17,3.4380941802379335,11.9881740039202,0.9013272983875656,-0.3001108083226353,-0.044487725719227746,ELU1,elu,1.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18,3.5241015340311437,12.603794871688462,0.9172002042535584,-0.30157933648529495,-0.041766338481713336,ELU1,elu,1.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19,3.6133989002371916,13.24927211036863,0.8993274784887646,-0.25385023980860005,-0.03225723155665979,ELU1,elu,1.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20,3.698496602888661,13.870868169288585,0.8851898641903785,-0.26359380527042153,-0.03571320415567261,ELU1,elu,1.0,0,0.02271836777608093,0.8851898641903783,38.96362066654947,1.0,4.348826169503544,12.755449250023544,23.136796022742164,38.96362066654947,0.9140386946475055,0.8326096985461032,0.7554674024674084,0.6829427241612162,0.6162704874376521,0.3525727547252947,0.13302484173746457,0.047327698142482805,0.047643185317640654,0.046354348887146804,0.04873140138557366,0.8624714964142973,0.7767018079946768,0.4739054035069162,0.5260945964930838,0.0963205139292965,0.05341336111159311,0.0738310096562877,0.6213751221614694,3.7423241567119296,-2.1494629305116395,0.9218000173568726
21,3.774486490614472,14.451018546275913,0.9052075408263539,-0.3250571638390251,-0.04555921553748887,ELU1,elu,1.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22,3.855897580050757,15.08536418878441,0.9277389475593266,-0.2933933050508304,-0.04022274396889132,ELU1,elu,1.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23,3.9345625784270117,15.710984430084386,0.938489940940101,-0.312869699640125,-0.03566005788792815,ELU1,elu,1.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24,4.009750433017797,16.31836791259667,0.9486694752478985,-0.3412859927356138,-0.04144214874842898,ELU1,elu,1.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25,4.089388804785988,16.979640446283028,0.9575058641970793,-0.2962333305107235,-0.03539766762993765,ELU1,elu,1.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26,4.159101037700138,17.5725395404667,0.9346596493810162,-0.3417605551973435,-0.041474145479175224,ELU1,elu,1.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27,4.229349131810968,18.17846530998291,0.9051347372427778,-0.2992089677265689,-0.03574867600212113,ELU1,elu,1.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28,4.301172650611214,18.79837923844229,0.9611002381603219,-0.34118630970093916,-0.038906718995237406,ELU1,elu,1.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
