task,N,N2,D2,erode,cos,arm,kind,param,seed,S2,D2_track,rho,G1,G5,G25,G125,G625,A1,A2,A3,A4,A5,A10,A20,A50,A100,A200,A400,X,X_hat,X_short_frac,X_long_frac,kap1,kap2,graw,gcorr,sigma,zbar,acc
1,1.1067039329779527,1.2291152526221765,0.886853936432449,0.00980613896079993,0.008649640210429556,ELU1,elu,1.0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,1.4521938537518733,2.1155842139972005,1.0436446307629677,-0.15717566938794364,-0.06997646547818723,ELU1,elu,1.0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,1.7261363944503458,2.9950435955785806,1.0773621618469427,-0.19790278026556296,-0.06636379092886925,ELU1,elu,1.0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,1.9363188546151742,3.7744778822889624,1.0378018748533455,-0.2583675881429636,-0.07465521013272221,ELU1,elu,1.0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,2.1111966145861287,4.493684713506466,1.0175337508022146,-0.2983269195847105,-0.07758520849909617,ELU1,elu,1.0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,2.2574285334238917,5.138043903324411,0.9208646648976668,-0.27650547507972295,-0.06883543893667171,ELU1,elu,1.0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,2.3896343150551433,5.760004096603093,0.8943425881774401,-0.27238239489875793,-0.06432857524890387,ELU1,elu,1.0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,2.51556827459735,6.38495422990686,0.9064071067876475,-0.28145697348387977,-0.05957478374334563,ELU1,elu,1.0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,2.630452831166504,6.978598754738614,0.8631985182734122,-0.26955399344165676,-0.05623191689396537,ELU1,elu,1.0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,2.7435092596128623,7.596006878858307,0.8718755029444938,-0.25446737882480236,-0.05274155389650249,ELU1,elu,1.0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,2.8564850950370873,8.238274244365776,0.9188474036643859,-0.27658003815691656,-0.0502869651124508,ELU1,elu,1.0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,2.9687887601061878,8.895473244605679,0.9596907713748251,-0.30249177113492143,-0.05186819560399618,ELU1,elu,1.0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13,3.0733316422848582,9.528079965252534,0.8953908583870875,-0.2627841377402327,-0.043993319239000746,ELU1,elu,1.0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14,3.1678461830166005,10.125257103631318,0.8518330956975794,-0.254655957318795,-0.043351322256112164,ELU1,elu,1.0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15,3.2579094516751272,10.712622201169625,0.8624820056005931,-0.2751169080622884,-0.04500220104359537,ELU1,elu,1.0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16,3.3539479981951223,11.356095914709659,0.9031966668860657,-0.25972295334602996,-0.04027098194949625,ELU1,elu,1.0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17,3.4455970687599127,11.985875080778497,0.8784340524315908,-0.24865488636275593,-0.039117404531835126,ELU1,elu,1.0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
