task,N,N2,D2,erode,cos,arm,kind,param,seed,S2,D2_track,rho,G1,G5,G25,G125,G625,A1,A2,A3,A4,A5,A10,A20,A50,A100,A200,A400,X,X_hat,X_short_frac,X_long_frac,kap1,kap2,graw,gcorr,sigma,zbar,acc
1,0.9622658012376055,0.9285431003045304,0.6002853050423611,-0.004487067524749891,-0.00445661417732795,SN15,snake,1.5,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,1.2699512623255582,1.6190243438133387,0.785666490707838,-0.09518524719902985,-0.0558370136379515,SN15,snake,1.5,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,1.4610590048093315,2.1456674739521064,0.7152228952067051,-0.18857976506793706,-0.08942659909819178,SN15,snake,1.5,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,1.6084426422396003,2.599551102052381,0.6714850756291872,-0.2176014475289126,-0.09202533869785012,SN15,snake,1.5,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,1.7329193787630643,3.015259244292003,0.6215723402881708,-0.2058641980485489,-0.08223664011523997,SN15,snake,1.5,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,1.8464715288923939,3.423738608709877,0.5912216558125855,-0.18274229139471176,-0.06942599356159988,SN15,snake,1.5,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,1.9448690078327582,3.7994800277957346,0.5766986424801048,-0.20095722339424682,-0.07373330178224582,SN15,snake,1.5,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,2.0286469416705852,4.132270479840059,0.5697871203717059,-0.23699666832738125,-0.08174866709506431,SN15,snake,1.5,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,2.118927577211481,4.505827082805097,0.5727029935612896,-0.19914639059625286,-0.06555641824433228,SN15,snake,1.5,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,2.204653529333965,4.877329843414846,0.5832690484285099,-0.21176628781875947,-0.06791573141404715,SN15,snake,1.5,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,2.2821407018483235,5.225230509039552,0.5723397872455477,-0.22443912162084168,-0.06762779782431014,SN15,snake,1.5,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,2.359068277942069,5.582564151537252,0.592386805703466,-0.2350531632057672,-0.06715709990914767,SN15,snake,1.5,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13,2.4437072470966887,5.987805432164598,0.595895259234821,-0.19065397860747438,-0.05432799297719968,SN15,snake,1.5,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14,2.5262722394037658,6.397300653846619,0.6029894931385674,-0.19349427145654752,-0.05181346859555162,SN15,snake,1.5,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15,2.5996418664579197,6.7735716102456,0.6291479487204745,-0.25287699232149213,-0.0645196475777776,SN15,snake,1.5,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16,2.6766241993939475,7.180204343306596,0.6053422598732752,-0.19870952681227894,-0.049098867523565924,SN15,snake,1.5,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17,2.7522997856753597,7.590397610546806,0.6711185975754926,-0.26092533033528237,-0.0601926819965694,SN15,snake,1.5,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18,2.8268783100023485,8.00571724588553,0.6509148668709633,-0.23559523153224057,-0.054020145405291604,SN15,snake,1.5,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19,2.8959765851240995,8.400845712000208,0.6433518912093326,-0.2482234250946534,-0.05505973329915248,SN15,snake,1.5,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20,2.9639575888980283,8.800427248691188,0.6580228271263256,-0.25844129043534797,-0.05604673121290467,SN15,snake,1.5,1,0.02278399059922452,0.6580228271263256,28.88092953956548,1.0,4.349723336743054,12.815579477325816,21.138935912921017,28.88092953956548,0.9038390545964402,0.8128546106235112,0.7275431784821212,0.648668166803947,0.5764706568731098,0.2996245925713935,0.09966794316445894,0.023061237305933263,0.02973364680293447,0.0033704921311871585,0.017494642730621346,0.6352388365271011,0.5467032399986613,0.6190127542043606,0.38098724579563936,0.11209319129000087,0.053530583688227024,0.13083018813250044,0.0019870191312997333,1.5273862420735007,-0.3396175142290991,0.8903999924659729
21,3.0311466103375624,9.204025896260724,0.6980389492218735,-0.2944403016523364,-0.060167402048275205,SN15,snake,1.5,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22,3.0927964713754466,9.583245744048044,0.6497387076806248,-0.270518859893305,-0.05632594196359983,SN15,snake,1.5,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23,3.1553231997984246,9.973121716479591,0.6703469992002061,-0.28047102676865765,-0.05616084630886767,SN15,snake,1.5,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24,3.220517191877736,10.389191331678525,0.6297744107400741,-0.21370479554114144,-0.04368716137329111,SN15,snake,1.5,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25,3.2887243504977324,10.832650532822635,0.6906732905816932,-0.24721408943758016,-0.0470038850151907,SN15,snake,1.5,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26,3.348241281561467,11.22800999262462,0.6396803114517596,-0.24432085164977577,-0.047702193491443064,SN15,snake,1.5,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27,3.4098432507300664,11.644132788003835,0.6397133940202258,-0.22359059864101327,-0.04179656214809269,SN15,snake,1.5,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28,3.4662592678350013,12.031812234708738,0.6378103211324561,-0.2501308744275513,-0.046315026421799195,SN15,snake,1.5,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29,3.527632024514225,12.462139405507529,0.6697810574564431,-0.2394538866576552,-0.04274766611644675,SN15,snake,1.5,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30,3.586691905337381,12.880173244433294,0.6848452637843769,-0.266811424858608,-0.045440200140333,SN15,snake,1.5,1,0.022868791215305325,0.6848452637843769,29.946718973324337,1.0,4.341643692314078,12.746897200120227,21.103025428824697,29.946718973324337,0.9056824272402643,0.8163096810158897,0.7315501378035298,0.6520708935498049,0.5785952146482036,0.2976912268646117,0.0916980345428282,0.019157748589650275,0.014877839067551257,0.018084825022372818,0.009525230816793835,0.6619764725690717,0.570774744095018,0.5880923242226229,0.411907675777377,0.11446870887927739,0.05352618717517819,0.12165436932731616,0.013456111459927292,1.642648956934077,-0.5527289710995775,0.8948000073432922
31,3.6475979259523,13.321182478873984,0.6711442944082282,-0.2301350599675409,-0.039901371339159,SN15,snake,1.5,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32,3.705665058791069,13.747311326312133,0.6912288275079522,-0.26509998006980257,-0.044664169195775566,SN15,snake,1.5,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33,3.7605297551931356,14.158675385609161,0.6359376127883697,-0.22457355349134175,-0.038746752725276924,SN15,snake,1.5,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
34,3.819562429108855,14.607283032331361,0.690879791858983,-0.24227214513678255,-0.03942350529004148,SN15,snake,1.5,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
