arm,seed,block,task_lo,task_hi,n_task_ends,mean_log10_unfit,log10_mean_unfit,floor,floor_frac,eval_loss_exact,signal_var,residual_var,L1_strict_dead_frac,L1_submerged_frac,L1_alive,L1_n_invalid,L1_b_median_alive,L1_b_q25_alive,L1_b_q75_alive,L1_b_median_all,L1_b_maxabs,L1_wall_frac,L1_M_median_alive,L1_B_median_alive,L1_beta_median_alive,L1_kappa_median_alive,L1_sigma_median_alive,L1_margin_median_alive,L1_p_hat_median_alive,L1_p_hat_thin_frac,L1_p_hat_sat_frac,L1_eff_rank,L1_eff_rank_W,L1_w_norm_median,L1_wcos_mean,eval_loss_exact_nobypass,residual_mean,mu_norm_visible,u_norm,bypass_value,bypass_share,unfit
iM,0,1,1,50,50,-2.4451806118825483,-0.791226307549892,1e-16,0.0,0.2821023509329972,1.47970703125,0.2674708767665795,0.8007999999999998,0.8007999999999998,19.92,0.0,-0.06846317828632888,-0.15517627213150256,0.012494559909537219,-0.02977139916736628,0.376511866748333,0.4801077839297171,-0.5350263160708802,-0.06400266371587886,-0.6247861680014458,2.0574956953643078,1.2063453108906286,2.2588378151273356,0.294375,0.4737409042485828,0.037265006542286275,7.422554404192202,18.088847299598722,1.7311553370224422,0.20321499267341495,0.2821023509329972,-0.00414607569374531,2.692582403567252,0.0,0.0,0.0,0.16172370880940953
iM,0,2,51,100,50,-0.3634962339535403,-0.2983094365156961,1e-16,0.0,0.55777300397763,1.243046875,0.529886223000496,0.9828,0.9828,1.72,0.0,0.007426672406038456,-0.02358844842077518,0.052690861556602964,-0.0007631044287699835,0.23927095331251622,0.5401197176014151,-0.18132031871003984,0.009502691992101275,-0.1482948831835422,1.95742376022188,1.782509536585341,3.3349465204970627,0.44642857142857145,0.3435374149659864,0.1326530612244898,1.4447816857496456,17.15956969476712,1.8547342747143498,0.21423922495594694,0.55777300397763,-0.022571548833142274,2.692582403567252,0.0,0.0,0.0,0.5031419904099965
iM,0,3,101,150,50,-0.3269215315847375,-0.3019015559573318,1e-16,0.0,0.7406574293970799,1.5260546875,0.6889188753638067,0.9900000000000001,0.9900000000000001,1.0,0.0,-0.03886165992822498,-0.03886165992822498,-0.03886165992822498,-5.164100551127148e-06,0.16723988404497503,0.538925725834475,0.7918480495974614,-0.022078795895452193,0.7697692537020089,1.9010616025745848,1.4275588582074925,2.550130547485314,0.71375,0.04,0.22,1.0000000000000002,17.152040641220232,1.8547342747143498,0.2140552401364503,0.7406574293970799,0.031080636853980045,2.692582403567252,0.0,0.0,0.0,0.4989975853106901
iM,0,4,151,200,50,-7.888609052210118e-33,0.0,1e-16,0.0,1.6146118043598605,1.5965234375,1.5965234375,1.0,1.0,0.0,0.0,,,,-3.484970922729147e-08,0.0704171499283984,,,,,,,,,,,1.0,17.15856021468408,1.8547342747143498,0.2139839071437269,1.6146118043598605,0.0039586742222309105,2.692582403567252,0.0,0.0,0.0,1.0
iM,0,5,201,250,50,3.182280639625846e-17,0.0,1e-16,0.0,1.580040267277342,1.56064453125,1.56064453125,1.0,1.0,0.0,0.0,,,,-2.348246098352741e-10,0.0004881662177649207,,,,,,,,,,,1.0,17.158560279022712,1.8547342747143498,0.21398411388043967,1.580040267277342,0.0026419465243816315,2.692582403567252,0.0,0.0,0.0,1.0
iM,0,6,251,300,50,1.928654933106573e-17,0.0,1e-16,0.0,1.6666983208606627,1.649765625,1.649765625,1.0,1.0,0.0,0.0,,,,-1.58229603088733e-12,3.28936369044186e-06,,,,,,,,,,,1.0,17.158560279022712,1.8547342747143498,0.21398411388043967,1.6666983208606627,-0.025888182669877993,2.692582403567252,0.0,0.0,0.0,1.0
iM,0,7,301,350,50,1.5429239464852582e-17,0.0,1e-16,0.0,1.1169679045279313,1.1057421875,1.1057421875,1.0,1.0,0.0,0.0,,,,-1.0661833131257597e-14,2.2164399907653733e-08,,,,,,,,,,,1.0,17.158560279022712,1.8547342747143498,0.21398411388043967,1.1169679045279313,0.006346599757671363,2.692582403567252,0.0,0.0,0.0,1.0
iM,0,8,351,400,50,-2.025087679761904e-17,0.0,1e-16,0.0,1.3434416836841683,1.3275390625,1.3275390625,1.0,1.0,0.0,0.0,,,,-7.184161695726348e-17,1.4934812446638912e-10,,,,,,,,,,,1.0,17.158560279022712,1.8547342747143498,0.21398411388043967,1.3434416836841683,0.02608248956501484,2.692582403567252,0.0,0.0,0.0,1.0
iM,0,9,401,450,50,2.0250876797619012e-17,0.0,1e-16,0.0,1.4771404031385378,1.46310546875,1.46310546875,1.0,1.0,0.0,0.0,,,,-4.840839150545094e-19,1.006340351965263e-12,,,,,,,,,,,1.0,17.158560279022712,1.8547342747143498,0.21398411388043967,1.4771404031385378,0.0012981581687927274,2.692582403567252,0.0,0.0,0.0,1.0
iM,0,10,451,500,50,1.157192959863944e-17,0.0,1e-16,0.0,1.5715665192553772,1.55310546875,1.55310546875,1.0,1.0,0.0,0.0,,,,-3.2618536584572666e-21,6.780927173623582e-15,,,,,,,,,,,1.0,17.158560279022712,1.8547342747143498,0.21398411388043967,1.5715665192553772,0.012531541250646115,2.692582403567252,0.0,0.0,0.0,1.0
iM,1,1,1,50,50,-1.2325071679071673,-0.621508180813971,1e-16,0.0,0.3335836742300992,1.67451171875,0.31532375507061056,0.8778,0.8778,12.22,0.0,-0.03724903092719612,-0.12303919514291917,0.04628371963510289,-0.02806367647601287,0.3797227096557617,0.5284496914314432,-0.950509949802945,-0.03048261832863702,-0.9915581296498853,2.061047802515233,1.7654683399079338,3.3754895120766015,0.18875,0.6327585706690969,0.0056253968253968225,5.820384192026134,17.31173373550437,1.725007960702985,0.20318296727924465,0.3335836742300992,-0.05260484432471763,2.8722813232690148,0.0,0.0,0.0,0.23905169047050545
iM,1,2,51,100,50,-0.054591288713135455,-0.04209287728173792,1e-16,0.0,1.3390683456447983,1.47408203125,1.3223393983782825,0.9919999999999999,0.9919999999999999,0.8,0.0,-0.15485671006608753,-0.19750740888994187,-0.12959310470614582,-0.00043724741914953673,0.21560012072324752,0.7158557145942126,-1.2463698169543196,-0.07681077800434913,-1.3229558989849037,2.0036951903483864,2.026827369175026,3.8853181895334274,0.13203125,0.7333333333333333,0.016666666666666666,1.1858290637415005,16.517487550034655,1.7888729773967538,0.21040817751621035,1.3390683456447983,0.004287213686022363,2.8722813232690148,0.0,0.0,0.0,0.9076264063946797
iM,1,3,101,150,50,5.7859647993197145e-18,0.0,1e-16,0.0,1.6507579414670288,1.63611328125,1.63611328125,1.0,1.0,0.0,0.0,,,,-3.0313717824270726e-06,0.005555940740159661,,,,,,,,,,,1.0,16.50298141999108,1.7888729773967538,0.21033054154542563,1.6507579414670288,-0.03899133950471878,2.8722813232690148,0.0,0.0,0.0,1.0
iM,1,4,151,200,50,3.857309866213143e-18,0.0,1e-16,0.0,1.1477756195998572,1.1337109375,1.1337109375,1.0,1.0,0.0,0.0,,,,-2.042601081553297e-08,3.743701768598276e-05,,,,,,,,,,,1.0,16.50298141999108,1.7888729773967538,0.21033054154542563,1.1477756195998572,-0.0178629482910037,2.8722813232690148,0.0,0.0,0.0,1.0
iM,1,5,201,250,50,1.5429239464852588e-17,0.0,1e-16,0.0,1.371931312116999,1.36447265625,1.36447265625,1.0,1.0,0.0,0.0,,,,-1.3763462934461567e-10,2.522583326758365e-07,,,,,,,,,,,1.0,16.50298141999108,1.7888729773967538,0.21033054154542563,1.371931312116999,0.0006984042748808752,2.8722813232690148,0.0,0.0,0.0,1.0
