arm,seed,excluded,detected_step,detected_task,nonfinite_tensors,arm_status
iM,0,0,,,,COMPLETE
iM,1,0,,,,COMPLETE
iM,2,0,,,,COMPLETE
iM,3,0,,,,COMPLETE
iM,4,0,,,,COMPLETE
iM,5,0,,,,COMPLETE
iM,6,0,,,,COMPLETE
iM,7,0,,,,COMPLETE
iM,8,0,,,,COMPLETE
iM,9,0,,,,COMPLETE
im,0,0,,,,COMPLETE
im,1,0,,,,COMPLETE
im,2,0,,,,COMPLETE
im,3,0,,,,COMPLETE
im,4,0,,,,COMPLETE
im,5,0,,,,COMPLETE
im,6,0,,,,COMPLETE
im,7,0,,,,COMPLETE
im,8,0,,,,COMPLETE
im,9,0,,,,COMPLETE
im_nowd,0,0,,,,COMPLETE
im_nowd,1,0,,,,COMPLETE
im_nowd,2,0,,,,COMPLETE
im_nowd,3,0,,,,COMPLETE
im_nowd,4,0,,,,COMPLETE
im_nowd,5,0,,,,COMPLETE
im_nowd,6,0,,,,COMPLETE
im_nowd,7,0,,,,COMPLETE
im_nowd,8,0,,,,COMPLETE
im_nowd,9,0,,,,COMPLETE
iM_nowd,0,0,,,,COMPLETE
iM_nowd,1,0,,,,COMPLETE
iM_nowd,2,0,,,,COMPLETE
iM_nowd,3,0,,,,COMPLETE
iM_nowd,4,0,,,,COMPLETE
iM_nowd,5,0,,,,COMPLETE
iM_nowd,6,0,,,,COMPLETE
iM_nowd,7,0,,,,COMPLETE
iM_nowd,8,0,,,,COMPLETE
iM_nowd,9,0,,,,COMPLETE
std_anchor,0,0,,,,COMPLETE
std_anchor,1,0,,,,COMPLETE
std_anchor,2,0,,,,COMPLETE
std_anchor,3,0,,,,COMPLETE
std_anchor,4,0,,,,COMPLETE
std_anchor,5,0,,,,COMPLETE
std_anchor,6,0,,,,COMPLETE
std_anchor,7,0,,,,COMPLETE
std_anchor,8,0,,,,COMPLETE
std_anchor,9,0,,,,COMPLETE
