arm,wd_b,step,task,seed,unfit,eval_loss_exact,signal_var,residual_var,L1_strict_dead_frac,L1_submerged_frac,L1_alive,L1_n_invalid,L1_b_median_alive,L1_b_q25_alive,L1_b_q75_alive,L1_b_median_all,L1_b_maxabs,L1_wall_frac,L1_M_median_alive,L1_B_median_alive,L1_beta_median_alive,L1_kappa_median_alive,L1_sigma_median_alive,L1_margin_median_alive,L1_p_hat_median_alive,L1_p_hat_thin_frac,L1_p_hat_sat_frac,L1_eff_rank,L1_eff_rank_W,L1_w_norm_median,L1_wcos_mean,eval_loss_exact_nobypass,residual_mean,mu_norm_visible,u_norm,bypass_value,bypass_share,visible_ok
iM,0.001,10000,1,0,0.000194197393523,0.0003785011823785,1.43359375,0.0002784001696209,0.2,0.2,80,0,-0.0273601170629262,-0.062703195028007,-0.0036834940547123,-0.0197506509721279,0.2147328406572342,0.3238728162351935,0.0403458945179542,-0.0699890221623724,-0.0392273032395,2.073620803567082,0.3822093362738118,0.7415421847254038,0.5,0.25,0.075,17.06470460597196,19.353153138067984,1.4296873558014664,0.1838085913635693,0.0003785011823785,0.0100050493630746,2.692582403567252,0.0,0.0,0.0,1
iM,0.001,10000,1,1,8.310881116598688e-06,2.3887638859101305e-05,2.569335937499999,2.135344552516713e-05,0.25,0.25,75,0,-0.0147882252931594,-0.0559861976653337,0.0045072122011333,-0.0070584905333817,0.1564650982618332,0.4377290231200591,0.0609290146642803,-0.0402959896170241,0.0677922832050232,2.044986036433008,0.411632264411627,0.8114585094153881,0.53125,0.24,0.1066666666666666,14.31239438739344,19.396231691250488,1.461728378170116,0.1792649956367535,2.3887638859101305e-05,0.0015919149895437,2.8722813232690143,0.0,0.0,0.0,1
iM,0.001,10000,1,2,2.132729335941089e-05,3.339535342165057e-05,1.3505859375,2.8804342496157483e-05,0.27,0.27,73,0,-0.031058682128787,-0.0780679285526275,0.0024689740967005,-0.0104738078080117,0.191928893327713,0.2514269340831426,0.2596266594946161,-0.0704323560090486,0.006882849361741,2.068940518366948,0.4090029852977132,0.8325340673327446,0.5,0.1643835616438356,0.0410958904109589,15.827303648284834,19.38330721268428,1.436969014388299,0.1830384582052426,3.339535342165057e-05,-0.0021426644453794,3.0413812651491097,0.0,0.0,0.0,1
iM,0.001,10000,1,3,0.0004942079888954,0.001736810316137,1.3398437500000004,0.0006621614851216,0.31,0.31,69,0,-0.0312935076653957,-0.0518108606338501,-0.0013511088909581,-0.0044267277698963,0.152064561843872,0.3094441553856203,0.26195855787658,-0.0649470750224768,0.1041673834890904,2.1419427213542988,0.400428719390149,0.7962508942000568,0.5,0.3478260869565217,0.0144927536231884,17.298973870452482,19.456142348900237,1.4599586560134552,0.1808581819761038,0.001736810316137,-0.0327818369072779,2.692582403567252,0.0,0.0,0.0,1
iM,0.001,10000,1,4,0.0001618371237333,0.0001850303810945,1.0624999999999998,0.0001719519439666,0.23,0.23,77,0,-0.037381112575531,-0.0659760907292366,-0.0092054205015301,-0.0191841134801507,0.1831819713115692,0.2926320331161235,0.285129778322703,-0.0838106571298696,0.2510992868243247,2.1382286656531946,0.3838059303578672,0.7522858986631036,0.5625,0.2207792207792207,0.0259740259740259,16.43722851457934,19.33660160129812,1.4321119281381782,0.1813748651726708,0.0001850303810945,-0.0036164121899859,3.0413812651491097,0.0,0.0,0.0,1
iM,0.001,10000,1,5,6.388787141268315e-05,0.0001641490477965,2.4833984375,0.0001586590400414,0.28,0.28,72,0,-0.0655500069260597,-0.1033804435282945,-0.0301792761310935,-0.039667559787631,0.2370251566171646,0.2824976214208219,-0.124788072862512,-0.1402742354681757,-0.2466620200037373,2.126555848027202,0.4123982702886442,0.7986255381256342,0.453125,0.3472222222222222,0.0138888888888888,16.687497222531015,19.161259732960787,1.4556243986785533,0.1799184142724436,0.0001641490477965,-0.002343076557666,2.692582403567252,0.0,0.0,0.0,1
iM,0.001,10000,1,6,0.0003190253507066,0.000216738677481,0.5273437500000001,0.0001682360247867,0.25,0.25,75,0,-0.0280665718019008,-0.0516560897231102,-0.0061598145402967,-0.0152292023412883,0.214253693819046,0.3517310026153151,0.4624440929985837,-0.081632398946951,0.3764630149418075,2.038871323024986,0.3789129831025831,0.721754651516676,0.59375,0.2533333333333333,0.0266666666666666,15.13798511174048,19.44329500020622,1.4119443521525388,0.1806044343775635,0.000216738677481,-0.0069643845883439,2.8722813232690143,0.0,0.0,0.0,1
iM,0.001,10000,1,7,2.726850258087749e-05,7.715551626932544e-05,2.2568359375000004,6.154053658633583e-05,0.35,0.35,65,0,-0.0493530146777629,-0.0698657184839248,-0.0230440162122249,-0.0227478789165616,0.2326416373252868,0.2913973958506685,-0.0075951976464225,-0.1299765270737417,-0.0815119312764517,2.046419142189439,0.3861040890350319,0.7382329867687076,0.4375,0.3076923076923077,0.0461538461538461,16.350631893425536,19.35156491283236,1.4193360833156228,0.1815737646184524,7.715551626932544e-05,-0.0039515793909511,3.3541019662496847,0.0,0.0,0.0,1
iM,0.001,10000,1,8,7.97172332051971e-06,1.953813638279129e-05,2.4365234375,1.94232907077116e-05,0.26,0.26,74,0,-0.032216016203165,-0.0890145916491746,-0.012144663836807,-0.0199566446244716,0.2093426585197448,0.239732322661086,0.0742498100363639,-0.0713657604464448,0.004130921719557,2.0714163413649738,0.4397512628834206,0.8303662752732635,0.515625,0.2162162162162162,0.0135135135135135,16.67096131271256,19.32678350990093,1.4695931808215097,0.1847885363232964,1.953813638279129e-05,-0.0003388888830866,3.0413812651491097,0.0,0.0,0.0,1
iM,0.001,10000,1,9,2.870510306672703e-07,7.022183936162541e-07,2.1835937500000004,6.268028364961098e-07,0.22,0.22,78,0,-0.0527378637343645,-0.0957948025316,-0.0068013027776032,-0.0317635480314493,0.2070147842168808,0.2394326810517071,-0.1884387423812462,-0.1283202985837429,-0.4214864227366637,2.1412788291167137,0.4335776611556972,0.8676504022441804,0.375,0.3333333333333333,0.0,17.812354860061753,19.24363896130094,1.438430933645296,0.1850570602196998,7.022183936162541e-07,-0.0002746189307388,2.8722813232690143,0.0,0.0,0.0,1
iM,0.001,20000,2,0,3.770848263750388e-05,2.37860212829069e-05,0.609375,2.2978606607228928e-05,0.29,0.29,71,0,-0.0356435254216194,-0.085939772427082,-0.0041413304861634,-0.0227889372035861,0.2091348022222519,0.3761575349964396,-0.2288804172789148,-0.107666445442232,-0.3937142912339413,2.053007469165143,0.3831165775572399,0.6981153935194016,0.40625,0.3380281690140845,0.0985915492957746,15.73051907400458,19.352794176803453,1.4378241399650404,0.1836989403948812,2.37860212829069e-05,0.0008985625608036,2.692582403567252,0.0,0.0,0.0,1
iM,0.001,20000,2,1,7.642726767233191e-05,0.0001504993611035,1.0771484374999998,8.232351195564655e-05,0.37,0.37,63,0,-0.0429037995636463,-0.0934884846210479,-0.0055942510953173,-0.0224928278475999,0.1858727037906646,0.2839002494350178,-0.1847091082462892,-0.1029587400266478,-0.2917146428807745,2.075993151817312,0.4362516587713824,0.8705410845577717,0.375,0.2857142857142857,0.0634920634920634,16.29177275552466,19.35052951480464,1.5081077488612824,0.1804319732764611,0.0001504993611035,0.0082568667875862,2.8722813232690143,0.0,0.0,0.0,1
iM,0.001,20000,2,2,2.7171597364862325e-06,4.3854091698684045e-06,1.1474609375,3.1178346585657453e-06,0.31,0.31,69,0,-0.0399097502231597,-0.0899122133851051,-0.0036294821184128,-0.0165733098983764,0.2004565745592117,0.3690679693466387,0.2013906686519772,-0.0889539889104939,0.2245487430325598,2.055313888636884,0.4177888165228711,0.806925803422928,0.5625,0.3043478260869565,0.0289855072463768,15.20865054041241,19.35469190456076,1.452712267585882,0.1839563887836018,4.3854091698684045e-06,-0.0011258661160647,3.0413812651491097,0.0,0.0,0.0,1
iM,0.001,20000,2,3,1.2603492336487377e-06,3.0264564982040847e-06,1.6210937500000004,2.0431442654852587e-06,0.37,0.37,63,0,-0.0453370250761508,-0.0718466416001319,-0.0138805382885038,-0.0222602887079119,0.1967971622943878,0.2550131329567739,-0.2315601833071186,-0.1136173958514967,-0.3336976060475646,2.104910358778844,0.4293687542955842,0.8385836258530617,0.375,0.3174603174603174,0.0317460317460317,18.308369882836097,19.420248134388352,1.475462911390987,0.1819440056875964,3.0264564982040847e-06,-0.0009916210126448,2.692582403567252,0.0,0.0,0.0,1
iM,0.001,20000,2,4,3.334191391343982e-07,7.39423432222389e-07,1.3193359375,4.398918525103242e-07,0.29,0.29,71,0,-0.0619823820888996,-0.099835205823183,-0.0207490557804703,-0.0366220735013484,0.2238110899925232,0.337157912396749,-0.3998103102275125,-0.1119279964487685,-0.5165895978858921,2.162484388747213,0.4353744879464835,0.8778003379702568,0.28125,0.4788732394366197,0.0140845070422535,18.870889229768878,19.21464533288616,1.4845719453264157,0.1839173989230445,7.39423432222389e-07,0.0005472947831946,3.0413812651491097,0.0,0.0,0.0,1
iM,0.001,20000,2,5,4.196796249587181e-07,6.43244145041666e-07,1.4999999999999998,6.29519437438077e-07,0.35,0.35,65,0,-0.0932143703103065,-0.130723774433136,-0.0204997360706329,-0.0499195978045463,0.2922598421573639,0.330647462889732,-0.3627918581039707,-0.1927058546724911,-0.5651481289950768,2.109315733681908,0.4542129029686134,0.8589108884334564,0.28125,0.4615384615384615,0.0153846153846153,16.806672264837296,19.09484954898533,1.477564466992325,0.1807446392613799,6.43244145041666e-07,-0.0001171524972144,2.692582403567252,0.0,0.0,0.0,1
iM,0.001,20000,2,6,1.6684117181543357e-05,6.662120119575808e-06,0.3974609375000001,6.631284856336083e-06,0.31,0.31,69,0,-0.036445427685976,-0.0658489093184471,-0.0098115587607026,-0.0174953611567616,0.1974687278270721,0.376853144732357,0.0281863778766226,-0.1101386778156593,0.0301818188007954,2.0153976994849696,0.3778035059835919,0.6888013177085668,0.5,0.2898550724637681,0.0869565217391304,14.87106442748708,19.450274017733328,1.4104284228873007,0.1802222635790796,6.662120119575808e-06,-0.0001755997244864,2.8722813232690143,0.0,0.0,0.0,1
iM,0.001,20000,2,7,1.3388489092442264e-05,1.4026984652389685e-05,0.9375,1.2551708524164624e-05,0.38,0.38,62,0,-0.0694912821054458,-0.0889706462621688,-0.0313092498108744,-0.0288671646267175,0.2249942421913147,0.3887106548924278,-0.4672050761294726,-0.1626701912932151,-0.5988383893554485,2.046736646794608,0.4251500712568663,0.7845951577182859,0.28125,0.4677419354838709,0.0,18.351705508753707,19.33134523886305,1.4414866463010836,0.1816255418156017,1.4026984652389685e-05,-0.0012146094550204,3.3541019662496847,0.0,0.0,0.0,1
iM,0.001,20000,2,8,6.992717366402653e-05,0.0001257587455472,1.7724609375000004,0.0001239431837892,0.31,0.31,69,0,-0.0631980597972869,-0.1136119663715362,-0.0235810447484254,-0.0379832461476326,0.2590026557445526,0.4118789667162347,-0.4674555298651009,-0.1548346441234742,-0.6865622847542914,2.0895684560190606,0.4619303107461063,0.8920539915561677,0.25,0.5217391304347826,0.0144927536231884,16.208955694579938,19.31945657515996,1.498521487636922,0.1859114642605618,0.0001257587455472,-0.0013474278303541,3.0413812651491097,0.0,0.0,0.0,1
iM,0.001,20000,2,9,4.710281323226959e-07,1.6778755612209943e-06,2.683593749999999,1.2640481519753592e-06,0.33,0.33,67,0,-0.0666375160217285,-0.1110228933393955,-0.0320562422275543,-0.0567655563354492,0.2791554033756256,0.365619994787351,-0.5121876184137837,-0.133495873365381,-0.6814726186915435,2.1746105996126697,0.4937093799502501,1.0002805143594742,0.21875,0.582089552238806,0.0,18.32839097878667,19.109795407763706,1.5029156612838346,0.1873204940354633,1.6778755612209943e-06,-0.0006432941856146,2.8722813232690143,0.0,0.0,0.0,1
iM,0.001,30000,3,0,3.268272843605153e-07,4.884417937986257e-07,0.8398437500000001,2.744838520996515e-07,0.3,0.3,70,0,-0.0414456538856029,-0.0720419399440288,-0.0074686757288873,-0.0261903442442417,0.2050268203020095,0.4027858515029398,-0.0053395111216779,-0.0858932003387351,-0.0812610255655251,2.057877560280906,0.3955340913344135,0.7556604947894812,0.484375,0.3428571428571428,0.0714285714285714,15.655700806666392,19.31588998582548,1.4508200815121777,0.1843847388852021,4.884417937986257e-07,0.0004625558795421,2.692582403567252,0.0,0.0,0.0,1
iM,0.001,30000,3,1,5.560145526347642e-06,1.591672697620132e-05,1.2568359374999998,6.988190715243568e-06,0.43,0.43,57,0,-0.0551784560084342,-0.0952871441841125,-0.0162225384265184,-0.040565762668848,0.2214451432228088,0.3630218397014939,-0.4473570559203192,-0.1215985134943127,-0.5214879895938325,2.126033147017322,0.468174535293253,0.9299193518236278,0.3125,0.4210526315789473,0.0,17.13204804736779,19.2744944024924,1.5334244165047026,0.1830650804144753,1.591672697620132e-05,-0.0029880656386628,2.8722813232690143,0.0,0.0,0.0,1
iM,0.001,30000,3,2,9.160236182104322e-06,1.6545499346791887e-05,1.6162109374999998,1.4804873907600244e-05,0.41,0.41,59,0,-0.0375898145139217,-0.0847419463098049,0.0052959782769903,-0.026903735473752,0.247797891497612,0.1959320987937555,-0.0432918890068556,-0.0759294348368879,-0.1051118372361845,2.1201439659835875,0.447015816039318,0.9069539086776786,0.4375,0.2542372881355932,0.0,16.45168620590541,19.259361652062463,1.5087032935216054,0.1864750376366815,1.6545499346791887e-05,-0.0013193276466411,3.0413812651491097,0.0,0.0,0.0,1
iM,0.001,30000,3,3,5.951152376174328e-06,8.7980902504838e-06,1.1875,7.066993446707014e-06,0.42,0.42,58,0,-0.0671365074813366,-0.0865879990160465,-0.0216453680768609,-0.0268981726840138,0.2618342041969299,0.4604704162600549,-0.6905763714060917,-0.1319219431836562,-0.7159285013006373,2.109076635895472,0.4518771390227929,0.8666934928623959,0.25,0.5172413793103449,0.0344827586206896,16.108614536403156,19.368636428177663,1.4957164907970952,0.1826181019463514,8.7980902504838e-06,0.0013157115199681,2.692582403567252,0.0,0.0,0.0,1
iM,0.001,30000,3,4,5.681447673540931e-06,8.961378989428708e-06,1.5146484375000004,8.605395841466784e-06,0.35,0.35,65,0,-0.0821827873587608,-0.1150959655642509,-0.0377863720059394,-0.05356808565557,0.2628868222236633,0.5436052985535209,-0.7626283201391013,-0.1503385685219901,-0.8923200502342503,2.165287871762191,0.4667095462726647,0.9285087659955024,0.1875,0.6153846153846154,0.0461538461538461,17.26548051696193,19.154629998542653,1.5210745455503472,0.1857773390032752,8.961378989428708e-06,-0.0005966432333999,3.0413812651491097,0.0,0.0,0.0,1
iM,0.001,30000,3,5,2.661763288301812e-07,1.2973497004662092e-06,2.4833984375,6.610218791163581e-07,0.43,0.43,57,0,-0.0783078148961067,-0.1237970888614654,-0.0173987410962581,-0.0482688155025243,0.3418530523777008,0.2932040315164286,-0.3545823083199403,-0.1513104632915339,-0.5479682358535148,2.1502926048598225,0.4894942534048968,0.9482195228338242,0.25,0.5263157894736842,0.0,15.93246794945127,18.924071804510625,1.5040686718972258,0.183816483999176,1.2973497004662092e-06,0.0007977015866537,2.692582403567252,0.0,0.0,0.0,1
iM,0.001,30000,3,6,2.045076240503079e-06,2.526971354783395e-06,1.2343749999999998,2.524390984370988e-06,0.35,0.35,65,0,-0.0319057963788509,-0.0777874365448951,-0.0052145258523523,-0.0189627353101968,0.1984710246324539,0.3850313473077179,0.1501967229805773,-0.0810424137605827,0.0344186571392846,2.056805598454742,0.4119008259102455,0.787190157920122,0.5,0.2615384615384615,0.0769230769230769,15.58076667561902,19.39648237727013,1.4421049002884008,0.1810956859470004,2.526971354783395e-06,-5.079734650952072e-05,2.8722813232690143,0.0,0.0,0.0,1
iM,0.001,30000,3,7,0.000290394917027,0.00055785288858,1.7255859375,0.0005011013851433,0.57,0.57,43,0,-0.0623565651476383,-0.1033636629581451,-0.0171376825310289,-0.0468158107250928,0.2060850113630294,0.3836707630989141,-0.444346722662878,-0.1329743450696398,-0.568737666761297,2.170000574488549,0.6122810694003881,1.20098502933979,0.21875,0.5813953488372093,0.0465116279069767,15.8662993584468,19.114665125830424,1.5016437574540813,0.1848461051386129,0.00055785288858,-0.0075333593725977,3.3541019662496847,0.0,0.0,0.0,1
iM,0.001,30000,3,8,7.739090943327307e-08,3.628355223627833e-07,1.5693359374999998,1.2145233540944317e-07,0.38,0.38,62,0,-0.0584615301340818,-0.0995545014739036,-0.0123201599344611,-0.0323154553771019,0.2166492938995361,0.406533297081504,-0.1035613718766322,-0.1254806850644139,-0.2747047226828442,2.0971567843252794,0.4693231346651909,0.8869954496622086,0.375,0.3870967741935484,0.0483870967741935,15.27188814806562,19.29071484081817,1.5239399859976772,0.1865057673839683,3.628355223627833e-07,0.000491307629651,3.0413812651491097,0.0,0.0,0.0,1
iM,0.001,30000,3,9,5.414449873973611e-06,1.499407690231479e-05,2.7343750000000004,1.4805136374146596e-05,0.47,0.47,53,0,-0.0685203447937965,-0.1269058436155319,-0.0246399901807308,-0.0603330805897712,0.2525911629199981,0.3342977346271945,-0.5712650345027444,-0.1340051239686447,-0.6462695623240576,2.1409824476776937,0.5224738209718803,1.0689883138984442,0.28125,0.490566037735849,0.0,16.690356718402754,19.030614143837905,1.5247519854081686,0.1891099807548367,1.499407690231479e-05,-0.0004346728978993,2.8722813232690143,0.0,0.0,0.0,1
iM,0.001,40000,4,0,3.502328595032573e-06,2.021854203106632e-06,0.52734375,1.8469310950367084e-06,0.29,0.29,71,0,-0.0455462336540222,-0.0879672802984714,-0.0015543300614808,-0.0343018751591444,0.1806873381137848,0.4193516413333447,-0.2456984286052988,-0.1248239594730623,-0.3969352742992938,2.068121949751182,0.3913966028882566,0.7582374112680554,0.34375,0.4084507042253521,0.0422535211267605,15.73050574795838,19.33512003586765,1.4563035617900446,0.1840375891174876,2.021854203106632e-06,-0.0004182380997349,2.692582403567252,0.0,0.0,0.0,1
iM,0.001,40000,4,1,0.0001478141310571,0.0001725751866814,1.125,0.0001662908974393,0.54,0.54,46,0,-0.0706453286111354,-0.1198913250118494,-0.0268737664446234,-0.051207672804594,0.2417156845331192,0.3606788810920397,-0.5018852334028499,-0.1350011973889042,-0.6595569133851777,2.1343029393855515,0.512316034064825,0.9609336451394483,0.265625,0.5,0.0,16.74004178687065,19.237228835298332,1.5661643652549135,0.1842563561691379,0.0001725751866814,-0.0025068484681359,2.8722813232690143,0.0,0.0,0.0,1
iM,0.001,40000,4,2,2.4450535514253223e-05,0.0001129509827948,1.6396484375,4.0090282351983554e-05,0.48,0.48,52,0,-0.059028448536992,-0.1239325422793626,-0.0311259836889803,-0.0482619162648916,0.2535891830921173,0.4807824675509165,-0.8454676451945509,-0.1189375916361897,-0.9391198001589048,2.1712116856047747,0.5347404326763927,1.0959468632936478,0.15625,0.5961538461538461,0.0192307692307692,15.641567460417184,19.063739327549563,1.5768643174181274,0.1920896935306535,0.0001129509827948,0.0085358479627307,3.0413812651491097,0.0,0.0,0.0,1
iM,0.001,40000,4,3,2.7132338807667624e-06,3.839044590233489e-06,1.1708984375000002,3.176921311561864e-06,0.48,0.48,52,0,-0.0486760940402746,-0.1076153628528118,-0.0071080005727708,-0.0229981280863285,0.2785302698612213,0.4021041089512492,-0.3653220922933945,-0.1112727874043094,-0.4805562818170616,2.088581455179192,0.4707092022624669,0.8831203738227487,0.28125,0.4423076923076923,0.0192307692307692,16.061687298406003,19.34049555154542,1.5073061414249476,0.1833717971632433,3.839044590233489e-06,-0.000813709578825,2.692582403567252,0.0,0.0,0.0,1
iM,0.001,40000,4,4,0.0048343055214309,0.0314149637287276,3.65234375,0.0176565455567887,0.51,0.51,49,0,-0.0883603543043136,-0.1301564276218414,-0.0391795448958873,-0.0787991844117641,0.3007684051990509,0.3590008324284714,-0.57574828488076,-0.1274281068966132,-0.6284075445630326,2.186694935913826,0.6816525408691656,1.422000666614622,0.1875,0.6938775510204082,0.0,19.004488077498603,18.5347334726972,1.6149909020495037,0.1967993283827577,0.0314149637287276,-0.1172962837089858,3.0413812651491097,0.0,0.0,0.0,1
iM,0.001,40000,4,5,8.612596140304456e-07,2.9907820157254103e-06,3.3085937500000004,2.849558176108545e-06,0.57,0.57,43,0,-0.1143044903874397,-0.1576020941138267,-0.033710366114974,-0.0926729068160057,0.3239485919475555,0.3900952097761413,-0.5640936947477987,-0.1722086212624483,-0.6342806368162164,2.1738925173107786,0.6700078744660211,1.3990834653377533,0.21875,0.6511627906976745,0.0,18.93271328597326,18.56716303421141,1.6009037736991318,0.1925481012688282,2.9907820157254103e-06,0.0003757976045917,2.692582403567252,0.0,0.0,0.0,1
iM,0.001,40000,4,6,1.0022273600295287e-05,1.816936015569759e-05,0.8710937499999999,8.730339894007221e-06,0.41,0.41,59,0,-0.0450830683112144,-0.0733156912028789,-0.00775250303559,-0.0204276088625192,0.2374157458543777,0.3351106751288834,-0.0782753786456452,-0.1009615218988233,-0.1373167108218875,2.0871196360548554,0.4344951296370192,0.878334595821798,0.4375,0.3389830508474576,0.0338983050847457,16.330011310629786,19.31337264163989,1.470169987866392,0.1833977268354126,1.816936015569759e-05,-0.0030722988561808,2.8722813232690143,0.0,0.0,0.0,1
iM,0.001,40000,4,7,1.5130321144111314e-06,1.8811450609598332e-06,1.046875,1.583955494774153e-06,0.66,0.66,34,0,-0.075558602809906,-0.104037607088685,-0.0269701601937413,-0.0521389339119195,0.3085176646709442,0.4367746605170136,-0.700078911201401,-0.1189479776127466,-0.7923232011685519,2.140505268958635,0.6474454421415659,1.281030148267746,0.21875,0.6470588235294118,0.0294117647058823,14.439963161216768,19.071480864965533,1.5091222985234063,0.1857764687930713,1.8811450609598332e-06,-0.0005451509572454,3.3541019662496847,0.0,0.0,0.0,1
iM,0.001,40000,4,8,8.16399663589854e-05,0.0002145950519548,2.1875,0.0001785874264102,0.47,0.47,53,0,-0.073241613805294,-0.1208351701498031,-0.0227670203894376,-0.0497061181813478,0.203267827630043,0.4498546731144006,-0.3879483612416121,-0.1275432312221383,-0.7372099424808436,2.0855109696205205,0.4754165978911797,0.9365887120366096,0.25,0.5471698113207547,0.0188679245283018,15.748024004788803,19.27359070464002,1.5437087332395871,0.1866064730687207,0.0002145950519548,0.0060006354284004,3.0413812651491097,0.0,0.0,0.0,1
iM,0.001,40000,4,9,0.0003739640554775,0.0010575443737688,2.8125,0.0010517739060304,0.52,0.52,48,0,-0.0667926035821437,-0.1381284147500991,-0.0382647011429071,-0.0645926482975483,0.3374847173690796,0.3425818620944347,-0.6249522450082263,-0.1077644922453836,-0.6935909971919318,2.2025853895659555,0.5873074965528959,1.1936833169311285,0.21875,0.6458333333333334,0.0,16.915860821384488,18.760769934483505,1.5839640736906435,0.193290536756886,0.0010575443737688,0.0024021797889264,2.8722813232690143,0.0,0.0,0.0,1
