arm,wd_b,step,task,seed,unfit,eval_loss_exact,signal_var,residual_var,L1_strict_dead_frac,L1_submerged_frac,L1_alive,L1_n_invalid,L1_b_median_alive,L1_b_q25_alive,L1_b_q75_alive,L1_b_median_all,L1_b_maxabs,L1_wall_frac,L1_M_median_alive,L1_B_median_alive,L1_beta_median_alive,L1_kappa_median_alive,L1_sigma_median_alive,L1_margin_median_alive,L1_p_hat_median_alive,L1_p_hat_thin_frac,L1_p_hat_sat_frac,L1_eff_rank,L1_eff_rank_W,L1_w_norm_median,L1_wcos_mean,eval_loss_exact_nobypass,residual_mean,mu_norm_visible,u_norm,bypass_value,bypass_share,visible_ok
im,0.001,2660000,266,3,1.1600937177208745e-06,2.2317034189265766e-06,1.9023437500000004,2.2068970333205703e-06,0.0,0.0,100,0,-0.0589522309601306,-0.1520350240170955,-0.0276475050486624,-0.0589522309601306,0.6449293494224548,0.099450309612015,0.0,-0.1752633364895962,-0.1752633364895962,2.0169578430938757,0.4123382768624537,0.675384842325002,0.4375,0.07,0.0,18.70201828210769,19.178290039547925,1.478340910288236,0.1866950723672608,2.2317034189265766e-06,-0.0001575004304946,0.0,0.0,0.0,0.0,1
im,0.001,2660000,266,4,2.707299072899635e-06,2.626100465669018e-06,0.9677734375,2.6200521301206424e-06,0.0,0.0,100,0,-0.0609247386455535,-0.1492847763001918,-0.0240341476164758,-0.0609247386455535,0.635055661201477,0.0956449620375024,0.0,-0.1851787464348474,-0.1851787464348474,2.025719636851361,0.4263149121374071,0.701142062433064,0.4375,0.11,0.0,19.516402531945754,19.11222551538572,1.5285391097328764,0.1831118290493879,2.626100465669018e-06,-7.777104569424084e-05,0.0,0.0,0.0,0.0,1
im,0.001,2660000,266,5,1.781723295096067e-06,2.378068350555889e-06,1.2802734375,2.2810930076864687e-06,0.0,0.0,100,0,-0.0786383263766765,-0.217469185590744,-0.0230696657672524,-0.0786383263766765,0.8791038393974304,0.1250322365057181,0.0,-0.203625089707239,-0.203625089707239,2.0212918049984427,0.4960570950967606,0.8051680251955986,0.4375,0.1,0.0,18.792907268422248,19.039364210395966,1.5922679783417215,0.1876297656533374,2.378068350555889e-06,-0.0003114086428945,0.0,0.0,0.0,0.0,1
im,0.001,2660000,266,6,2.9899354034247143e-06,3.439417133416987e-06,1.0898437499999998,3.258562412326153e-06,0.0,0.0,100,0,-0.067458901554346,-0.1925972774624824,-0.0166391329839825,-0.067458901554346,1.2988135814666748,0.1167807997536921,0.0,-0.2012514150283815,-0.2012514150283815,2.0111679497940105,0.4056592971882198,0.5935283834114671,0.4375,0.14,0.0,19.11743704807737,19.196133373995973,1.4887619492907154,0.1793517425078028,3.439417133416987e-06,0.0004252701742314,0.0,0.0,0.0,0.0,1
im,0.001,2660000,266,7,1.3505744840277111e-06,4.511681540301683e-06,2.499999999999999,3.3764362100692774e-06,0.0,0.0,100,0,-0.0851549543440342,-0.2070807814598083,-0.0225488212890923,-0.0851549543440342,0.7194769978523254,0.1293739286249364,0.0,-0.2245701149178851,-0.2245701149178851,2.04026690883309,0.4237654860447583,0.6101945135742426,0.40625,0.15,0.0,20.088431489877483,19.0480528685386,1.4935110085216985,0.1820887134738406,4.511681540301683e-06,-0.001065478920595,0.0,0.0,0.0,0.0,1
im,0.001,2660000,266,8,6.673408705381543e-07,2.4390825638741334e-06,1.5273437499999998,1.019258907736009e-06,0.0,0.0,100,0,-0.0882664769887924,-0.1833505816757679,-0.016403263900429,-0.0882664769887924,0.7055356502532959,0.1108410735641439,0.0,-0.1916009816645613,-0.1916009816645613,2.010694677705242,0.4703417366735986,0.7878671325743198,0.4375,0.05,0.0,19.234380503913783,18.98664849089557,1.5958514915771695,0.187903759904138,2.4390825638741334e-06,-0.0011915635342431,0.0,0.0,0.0,0.0,1
im,0.001,2660000,266,9,1.1539668076687023e-06,2.4339012636795065e-06,1.6718749999999996,1.929288256571112e-06,0.0,0.0,100,0,-0.0986827760934829,-0.2197374366223812,-0.0255373930558562,-0.0986827760934829,1.2140594720840454,0.15909367946582,0.0,-0.2895462815182722,-0.2895462815182722,2.0491956583112865,0.4805969013728001,0.771161176264286,0.375,0.13,0.0,19.44296114610609,18.76912485749777,1.5573903917765652,0.1899101963834172,2.4339012636795065e-06,-0.0007103611807442,0.0,0.0,0.0,0.0,1
im,0.001,2670000,267,0,1.595387322510706e-06,3.742088553726228e-06,1.9648437500000009,3.134686809464396e-06,0.0,0.0,100,0,-0.0540109537541866,-0.2592585831880569,-0.024876847397536,-0.0540109537541866,0.7536936402320862,0.1284126258333948,0.0,-0.2230608388781777,-0.2230608388781777,2.067284067967978,0.4221827094300492,0.7014798945747316,0.40625,0.15,0.0,19.81789832068587,19.12164405163817,1.491502026130053,0.183936382728963,3.742088553726228e-06,0.0007793598297717,0.0,0.0,0.0,0.0,1
im,0.001,2670000,267,1,1.0949718378334198e-06,2.15700133987356e-06,1.7255859375,1.8894680053238795e-06,0.0,0.0,100,0,-0.0738923214375972,-0.2130739726126194,-0.0219971635378897,-0.0738923214375972,0.7616903185844421,0.1101245724798372,0.0,-0.208082825357474,-0.208082825357474,2.0163554828980623,0.4528111212351373,0.6995939649641514,0.4375,0.09,0.0,19.6165548731066,19.08361216772883,1.5816834007651883,0.1852338798733211,2.15700133987356e-06,0.000517236246361,0.0,0.0,0.0,0.0,1
im,0.001,2670000,267,2,2.217082486205303e-06,4.46869927363462e-06,2.0146484375000004,4.46664176664213e-06,0.0,0.0,100,0,-0.1379639580845832,-0.3308781087398529,-0.0540936877951025,-0.1379639580845832,0.8613146543502808,0.1847120924749766,0.0,-0.3424689374728372,-0.3424689374728372,2.03922899313321,0.5074471072303492,0.7501427177339791,0.390625,0.18,0.0,20.435101434455937,19.00692605621679,1.6199847825896518,0.1887817557681197,4.46869927363462e-06,4.53597507983558e-05,0.0,0.0,0.0,0.0,1
im,0.001,2670000,267,3,1.5737923330942173e-06,2.076362702308661e-06,1.3193359375,2.076360783213172e-06,0.0,0.0,100,0,-0.0503007099032402,-0.1579050458967685,-0.0226889937184751,-0.0503007099032402,0.8423103094100952,0.0995431509763992,0.0,-0.1882505883096499,-0.1882505883096499,2.018323982770138,0.4029977014245923,0.6776895379298367,0.4375,0.09,0.0,19.181164063810808,19.163551717047586,1.483379725427168,0.1877610105350199,2.076362702308661e-06,-1.3853142204062197e-06,0.0,0.0,0.0,0.0,1
im,0.001,2670000,267,4,2.0029231052951204e-06,1.89271709795695e-06,0.9443359375,1.8914322683792789e-06,0.0,0.0,100,0,-0.0684627220034599,-0.1529606580734253,-0.030832037795335,-0.0684627220034599,0.7954473495483398,0.1176800584611232,0.0,-0.2046525440950612,-0.2046525440950612,2.024487868235661,0.4374608613140699,0.7218315359205008,0.4375,0.08,0.0,19.4578005352655,19.113591080775084,1.5179558164163396,0.1836996823040619,1.89271709795695e-06,3.584451949282738e-05,0.0,0.0,0.0,0.0,1
im,0.001,2670000,267,5,1.1503348198186957e-06,1.7984242254465783e-06,1.4052734375,1.6165349665225616e-06,0.0,0.0,100,0,-0.0628015622496604,-0.1637651100754737,-0.0246774391271173,-0.0628015622496604,0.6346070170402527,0.1099121263209742,0.0,-0.1878195688070398,-0.1878195688070398,2.0243706475954486,0.4958720706115909,0.7765577682293952,0.4375,0.08,0.0,18.549743135789026,19.058110480144823,1.5838095426737795,0.1873075228750635,1.7984242254465783e-06,0.0004264847698617,0.0,0.0,0.0,0.0,1
im,0.001,2670000,267,6,3.63666121831896e-06,3.239442980687458e-06,0.87109375,3.167872858145032e-06,0.0,0.0,100,0,-0.0616911444813013,-0.155063010752201,-0.0143253004644066,-0.0616911444813013,0.9923619031906128,0.1122286705568842,0.0,-0.1842689992985372,-0.1842689992985372,2.003435961975936,0.4092276294414923,0.601149314083159,0.4375,0.15,0.0,18.38541764878304,19.19358951686346,1.4858718989613116,0.1791896515132973,3.239442980687458e-06,-0.0002675259287292,0.0,0.0,0.0,0.0,1
im,0.001,2670000,267,7,2.584564489949815e-06,5.204940989775933e-06,1.62109375,4.189821341129583e-06,0.0,0.0,100,0,-0.0880475975573062,-0.2550412565469742,-0.0280205160379409,-0.0880475975573062,1.2236632108688354,0.1366691016666771,0.0,-0.2668523699905611,-0.2668523699905611,2.025133535226985,0.4162208776295591,0.6710901926271617,0.40625,0.17,0.0,20.395285615705184,19.02256045766135,1.491451434204154,0.1835997632918856,5.204940989775933e-06,-0.0010075314628567,0.0,0.0,0.0,0.0,1
im,0.001,2670000,267,8,2.111281851747832e-06,3.437170450194485e-06,1.3124999999999998,2.7710574304190285e-06,0.0,0.0,100,0,-0.0804226957261562,-0.1742772944271564,-0.0178416301496326,-0.0804226957261562,0.6990053057670593,0.1225008688915389,0.0,-0.1880201206704061,-0.1880201206704061,1.9901869307837687,0.4743318392945936,0.7916664965450764,0.4375,0.04,0.0,19.367488198834923,18.962789465845432,1.5972373267363191,0.1876503005053874,3.437170450194485e-06,-0.0008161574724129,0.0,0.0,0.0,0.0,1
im,0.001,2670000,267,9,9.299985324373256e-07,3.2161728567411344e-06,3.40234375,3.164174694347307e-06,0.0,0.0,100,0,-0.1116735786199569,-0.2367813549935817,-0.0293399668298661,-0.1116735786199569,0.8123202323913574,0.1641570011847544,0.0,-0.3179629877210761,-0.3179629877210761,2.0367530251034056,0.4895883712157812,0.7577847074717283,0.40625,0.11,0.0,19.15608482826773,18.79100763962385,1.5531147409951602,0.1892879087749092,3.2161728567411344e-06,0.0002280310557661,0.0,0.0,0.0,0.0,1
im,0.001,2680000,268,0,9.397551642424418e-07,3.3382492820516016e-06,3.27734375,3.07990071406019e-06,0.0,0.0,100,0,-0.0578407980501651,-0.1972106322646141,-0.0139453811571002,-0.0578407980501651,0.8180344104766846,0.103326589557648,0.0,-0.1902717546009169,-0.1902717546009169,2.04888375236031,0.4277974075290898,0.6983892805874348,0.4375,0.12,0.0,19.58267160893701,19.14578651428041,1.5003972917846675,0.1835735102696644,3.3382492820516016e-06,0.0005082800094351,0.0,0.0,0.0,0.0,1
im,0.001,2680000,268,1,1.043169123166514e-06,2.3343032932760885e-06,2.18359375,2.2778575775393804e-06,0.0,0.0,100,0,-0.0651262775063514,-0.1751627586781978,-0.0227981661446392,-0.0651262775063514,0.602109968662262,0.1065384509251236,0.0,-0.1856471362050771,-0.1856471362050771,2.013773805534276,0.4788016905429149,0.7989535322412848,0.4375,0.05,0.0,20.159226420116347,19.07222714197167,1.582366864465956,0.185577654306691,2.3343032932760885e-06,-0.0002375830712334,0.0,0.0,0.0,0.0,1
im,0.001,2680000,268,2,2.880186256831768e-06,5.359165709237799e-06,1.80859375,5.209086862941829e-06,0.0,0.0,100,0,-0.1279433742165565,-0.3327305540442467,-0.0506215570494532,-0.1279433742165565,1.2956393957138062,0.1802323605757987,0.0,-0.3381674605848934,-0.3381674605848934,2.0399299867819742,0.5236917705244701,0.7861113771796228,0.375,0.19,0.0,20.6475483398208,19.00354044627568,1.612929631711146,0.1896455962030009,5.359165709237799e-06,0.0003874001113783,0.0,0.0,0.0,0.0,1
im,0.001,2680000,268,3,9.072406262411936e-07,2.8157296602533984e-06,2.741210937500001,2.48693792759671e-06,0.0,0.0,100,0,-0.064690401777625,-0.1845442876219749,-0.0297736814245581,-0.064690401777625,0.9739969372749328,0.1284088950345628,0.0,-0.2096242000461222,-0.2096242000461222,2.0078577189523,0.4428854166329473,0.7072531227022409,0.4375,0.09,0.0,18.980696802706635,19.14712141966232,1.4766024496603842,0.187420344042431,2.8157296602533984e-06,-0.0005734036385101,0.0,0.0,0.0,0.0,1
im,0.001,2680000,268,4,1.4609815044620246e-06,1.3559254702337731e-06,0.90234375,1.318307529416905e-06,0.0,0.0,100,0,-0.0703477747738361,-0.1590908877551555,-0.0275249350816011,-0.0703477747738361,0.5936744213104248,0.0993345909863513,0.0,-0.1890031501846013,-0.1890031501846013,2.023225874669748,0.4276674260837209,0.7033794661983848,0.4375,0.07,0.0,19.62714544503017,19.11995740139855,1.5231011617417347,0.1826992432972473,1.3559254702337731e-06,-0.0001939534501288,0.0,0.0,0.0,0.0,1
im,0.001,2680000,268,5,3.945576693359622e-06,2.420894560896073e-06,0.5898437499999999,2.327273752723839e-06,0.0,0.0,100,0,-0.0591917410492897,-0.1583397947251796,-0.008889025542885,-0.0591917410492897,0.6468008756637573,0.1037679008568627,0.0,-0.160396285312588,-0.160396285312588,2.013375153250612,0.496430170223733,0.8108720663003623,0.4375,0.07,0.0,18.400141383581808,19.04542328610517,1.5894999436545048,0.188334033777369,2.420894560896073e-06,0.000305975175745,0.0,0.0,0.0,0.0,1
im,0.001,2680000,268,6,2.2757169841439446e-06,2.064018636514793e-06,0.9023437500000002,2.053478997411138e-06,0.0,0.0,100,0,-0.0512084439396858,-0.1673360504209995,-0.0109329856932163,-0.0512084439396858,0.8529473543167114,0.1074512063348901,0.0,-0.1746241630580971,-0.1746241630580971,2.004455291787718,0.4125932437521343,0.5851465142332017,0.4375,0.14,0.0,18.53190229574735,19.182952940369404,1.5111374259032977,0.1797328197788342,2.064018636514793e-06,-0.0001026627444775,0.0,0.0,0.0,0.0,1
im,0.001,2680000,268,7,1.3375135971663098e-06,2.374347022930015e-06,1.6630859375000004,2.2244000546623304e-06,0.0,0.0,100,0,-0.0989687219262123,-0.2240381427109241,-0.0308599327690899,-0.0989687219262123,0.8597180843353271,0.1358663045955156,0.0,-0.2616574630136371,-0.2616574630136371,2.0164270928697587,0.4200049158960955,0.6184279667213559,0.40625,0.14,0.0,20.160096362026348,19.042315580774147,1.483064910417213,0.1820781012705607,2.374347022930015e-06,0.0003872298648964,0.0,0.0,0.0,0.0,1
im,0.001,2680000,268,8,3.4126564061870867e-06,4.905451349782396e-06,1.3710937499999998,4.679071869420575e-06,0.0,0.0,100,0,-0.0807141810655593,-0.1924884170293808,-0.0141041541937738,-0.0807141810655593,1.3673675060272217,0.1182165731553459,0.0,-0.1831514167296163,-0.1831514167296163,2.015102687885503,0.459430709725208,0.749289670959115,0.4375,0.11,0.0,19.216636450413283,18.995115399698083,1.5914878667743295,0.1883004912119202,4.905451349782396e-06,0.000475793527028,0.0,0.0,0.0,0.0,1
im,0.001,2680000,268,9,1.61436252634243e-06,6.797214415787916e-06,3.296875,5.322351454035199e-06,0.0,0.0,100,0,-0.1101558096706867,-0.2651613876223564,-0.0289957532659173,-0.1101558096706867,1.3463621139526367,0.1651967481247233,0.0,-0.3018005025404513,-0.3018005025404513,2.0723516634881287,0.4876314858978245,0.7533654123544693,0.40625,0.1,0.0,19.58135244673462,18.75351215118027,1.546042370741319,0.1891701999276222,6.797214415787916e-06,-0.001214439361085,0.0,0.0,0.0,0.0,1
im,0.001,2690000,269,0,1.4792867051390808e-06,4.587417634210601e-06,3.08984375,4.570764780332081e-06,0.0,0.0,100,0,-0.050088157877326,-0.2455116137862205,-0.0117236599326133,-0.050088157877326,0.9732242226600648,0.1311749513992122,0.0,-0.2050655245786702,-0.2050655245786702,2.0470736757145787,0.4435489402373964,0.6659824475646019,0.4375,0.12,0.0,19.466581619910865,19.14891134298805,1.510087846283745,0.1837884900941864,4.587417634210601e-06,-0.0001290459370864,0.0,0.0,0.0,0.0,1
im,0.001,2690000,269,1,1.1451900028736124e-06,2.155694180964807e-06,1.4375000000000002,1.6462106291308182e-06,0.0,0.0,100,0,-0.0572501886636018,-0.1589898467063903,-0.0220415997318923,-0.0572501886636018,0.7088910341262817,0.0932020626567443,0.0,-0.1715175578260281,-0.1715175578260281,2.021681329963208,0.4482676799279683,0.7643526270985603,0.4375,0.1,0.0,19.265650221860533,19.08957263432337,1.5869499395599282,0.1853865152825649,2.155694180964807e-06,0.0007137811652278,0.0,0.0,0.0,0.0,1
im,0.001,2690000,269,2,2.8489849734240253e-06,4.68842811884833e-06,1.6005859374999998,4.560045284611305e-06,0.0,0.0,100,0,-0.1213507205247879,-0.3968534842133522,-0.0464531127363443,-0.1213507205247879,1.6264967918395996,0.1870285693824371,0.0,-0.3355452074928548,-0.3355452074928548,2.048067011234257,0.546175643798662,0.742499329149723,0.40625,0.22,0.0,20.198134647740407,19.020526178335203,1.619948292329607,0.1896925452542995,4.68842811884833e-06,0.0003583055040562,0.0,0.0,0.0,0.0,1
im,0.001,2690000,269,3,1.3008964061701268e-06,1.8831677542681852e-06,1.3193359375,1.7163193796248449e-06,0.0,0.0,100,0,-0.0590769201517105,-0.1404823027551174,-0.0201209713704884,-0.0590769201517105,0.787993848323822,0.1058110294337094,0.0,-0.1785569493000116,-0.1785569493000116,2.017119858218881,0.3995407826928957,0.6763796902669128,0.4375,0.07,0.0,18.455295239718826,19.1228474235908,1.4841770110129298,0.1888381791658928,1.8831677542681852e-06,-0.0004084707757518,0.0,0.0,0.0,0.0,1
im,0.001,2690000,269,4,1.4699520750676049e-06,2.3781747317419906e-06,1.6162109374999996,2.3757526213250838e-06,0.0,0.0,100,0,-0.0550036653876304,-0.1672171615064144,-0.0260458709672093,-0.0550036653876304,0.6712564826011658,0.0809197421573759,0.0,-0.1497831471331843,-0.1497831471331843,2.0155305216425656,0.4472169367276301,0.7048083730041981,0.453125,0.05,0.0,19.47158171570088,19.120694199925893,1.515638810781001,0.1834637545267424,2.3781747317419906e-06,-4.921494099262465e-05,0.0,0.0,0.0,0.0,1
im,0.001,2690000,269,5,1.288223110699938e-06,2.711848219197701e-06,1.93359375,2.490900155454958e-06,0.0,0.0,100,0,-0.0533658806234598,-0.1650137118995189,-0.0074754604138433,-0.0533658806234598,0.8043566346168518,0.1174783785640125,0.0,-0.1681620273761965,-0.1681620273761965,2.005529370522158,0.5100455948068556,0.839964399114251,0.4375,0.08,0.0,18.555335266654275,19.040768321960783,1.5982708924928877,0.1875177441349493,2.711848219197701e-06,0.0004700511288601,0.0,0.0,0.0,0.0,1
im,0.001,2690000,269,6,1.4893723286408106e-06,2.464244116242136e-06,1.6083984374999991,2.395504126241615e-06,0.0,0.0,100,0,-0.0590476654469966,-0.1572841927409172,-0.0136891552247107,-0.0590476654469966,0.6812314987182617,0.1072255068424171,0.0,-0.1734778172229162,-0.1734778172229162,2.0091568394025336,0.4255548307875627,0.6039821063168346,0.4375,0.09,0.0,19.15127685651774,19.17588601411945,1.5061473662442126,0.1798869780055536,2.464244116242136e-06,-0.0002621831230276,0.0,0.0,0.0,0.0,1
im,0.001,2690000,269,7,2.9177934075959827e-06,3.721676292038383e-06,1.109375,3.2369270615517934e-06,0.0,0.0,100,0,-0.0952512696385383,-0.2656125351786613,-0.0298177385702729,-0.0952512696385383,1.1519033908843994,0.1671447285666503,0.0,-0.2765431225632134,-0.2765431225632134,2.0339015881820925,0.4182645116072531,0.6263212747871876,0.390625,0.11,0.0,19.89157722506666,19.047703286844563,1.4869143223916192,0.1823973989097557,3.721676292038383e-06,0.0006962393485623,0.0,0.0,0.0,0.0,1
im,0.001,2690000,269,8,4.384810276649099e-06,5.848602606762664e-06,1.296875,5.686550827529299e-06,0.0,0.0,100,0,-0.0931678488850593,-0.1844073683023452,-0.0166743164882063,-0.0931678488850593,1.609687328338623,0.122542641843416,0.0,-0.2279506446746766,-0.2279506446746766,2.005428193120534,0.4681468108723152,0.70572230219841,0.4375,0.1,0.0,19.19288517018717,19.022032319031027,1.5880731957171943,0.187711087753727,5.848602606762664e-06,-0.0004025565540807,0.0,0.0,0.0,0.0,1
im,0.001,2690000,269,9,1.219274945002818e-06,3.125924794588152e-06,2.55859375,3.119629253815804e-06,0.0,0.0,100,0,-0.1181440763175487,-0.2468111477792263,-0.0247268150560557,-0.1181440763175487,0.8483263850212097,0.177433024237583,0.0,-0.3123749684804099,-0.3123749684804099,2.057608607754365,0.4869050959544579,0.7348229542840272,0.40625,0.14,0.0,18.944051076447657,18.80688755286556,1.5303755477228391,0.1893758434793306,3.125924794588152e-06,-7.934444386564071e-05,0.0,0.0,0.0,0.0,1
im,0.001,2700000,270,0,1.2279709901338508e-06,3.432690905317312e-06,2.25,2.762934727801165e-06,0.0,0.0,100,0,-0.0590735469013452,-0.2311227098107338,-0.0117901277262717,-0.0590735469013452,0.6732020974159241,0.1150017611502799,0.0,-0.2037973638127005,-0.2037973638127005,2.0402619441838183,0.4331574269925338,0.6992361093871295,0.4375,0.15,0.0,19.81354436684807,19.109016501019777,1.5046823128913855,0.1852464102668765,3.432690905317312e-06,-0.0008183863253477,0.0,0.0,0.0,0.0,1
im,0.001,2700000,270,1,1.014548340455242e-06,2.305782098519492e-06,2.18359375,2.2153614152909388e-06,0.0,0.0,100,0,-0.05809205211699,-0.1812324933707714,-0.0175607572309672,-0.05809205211699,0.6563480496406555,0.1125735735785888,0.0,-0.1880515379494797,-0.1880515379494797,2.0150464215511663,0.4774167261831014,0.7647907725768164,0.4375,0.05,0.0,19.950582863585648,19.086563785475462,1.582335458560967,0.185023709802695,2.305782098519492e-06,-0.0003007003212977,0.0,0.0,0.0,0.0,1
im,0.001,2700000,270,2,3.7929378014766673e-06,4.232106821123422e-06,0.8818359375000001,3.3447488620443662e-06,0.0,0.0,100,0,-0.1112626865506172,-0.2712060213088989,-0.0372059307992458,-0.1112626865506172,1.3202030658721924,0.1532838269478161,0.0,-0.2943658509662288,-0.2943658509662288,2.0476026901737865,0.508577305341489,0.7360220672562718,0.40625,0.21,0.0,20.015675361728118,19.043150563938674,1.6123671625335896,0.1891371734320251,4.232106821123422e-06,0.0009419967935609,0.0,0.0,0.0,0.0,1
im,0.001,2700000,270,3,9.907480960134768e-07,1.892981233817628e-06,1.9023437500000004,1.884743448275638e-06,0.0,0.0,100,0,-0.0669326819479465,-0.1496760100126266,-0.0341452462598681,-0.0669326819479465,0.804399847984314,0.1100833056392623,0.0,-0.2046553099254024,-0.2046553099254024,2.0223923244770425,0.4140294168556784,0.6767156403511763,0.4375,0.07,0.0,18.890556240954524,19.149736243048714,1.4753855032726468,0.1873300424443451,1.892981233817628e-06,9.07622473388034e-05,0.0,0.0,0.0,0.0,1
im,0.001,2700000,270,4,1.8380196173834907e-06,2.1158681036925222e-06,0.90234375,1.6585255141233842e-06,0.0,0.0,100,0,-0.0667411498725414,-0.1430942788720131,-0.0275843166746199,-0.0667411498725414,0.7823488712310791,0.101452231914083,0.0,-0.1810231205206101,-0.1810231205206101,2.0204353046335037,0.4259546248665186,0.6967095204163343,0.4375,0.06,0.0,18.94087530679452,19.124021982019507,1.5154444962828304,0.1828602551038973,2.1158681036925222e-06,-0.0006762710917739,0.0,0.0,0.0,0.0,1
im,0.001,2700000,270,5,1.5121557829118348e-06,3.5461632442929465e-06,1.9677734375,2.975579982975925e-06,0.0,0.0,100,0,-0.0864781327545642,-0.1838332675397396,-0.0217376230284571,-0.0864781327545642,0.7804397940635681,0.1255896679093262,0.0,-0.2098126528317077,-0.2098126528317077,2.0183796016831157,0.5022035257977984,0.8592089503072202,0.4375,0.04,0.01,19.073186974862267,19.027064019260884,1.60536330517502,0.1872041267607883,3.5461632442929465e-06,-0.0007553696190058,0.0,0.0,0.0,0.0,1
im,0.001,2700000,270,6,3.291468650618061e-06,4.9378503370960285e-06,1.5,4.937202975927091e-06,0.0,0.0,100,0,-0.0485918894410133,-0.1566526778042316,-0.006394202588126,-0.0485918894410133,1.0415639877319336,0.1070722220550884,0.0,-0.1624754765108922,-0.1624754765108922,2.001291255764701,0.4337036049779241,0.6111925605218858,0.453125,0.1,0.0,18.657326945585623,19.173304490648288,1.4856478188712958,0.1799135025659273,4.9378503370960285e-06,-2.5443293201490857e-05,0.0,0.0,0.0,0.0,1
im,0.001,2700000,270,7,8.618300293078025e-06,3.619625542982545e-06,0.40234375,3.467519258543111e-06,0.0,0.0,100,0,-0.0998529270291328,-0.2081493251025676,-0.0429264716804027,-0.0998529270291328,1.3911402225494385,0.1400644435988443,0.0,-0.2544479028326443,-0.2544479028326443,2.0216324196631943,0.4041679695867201,0.6084101898595691,0.40625,0.11,0.0,20.148584215126263,19.094671100108144,1.4884163710975729,0.1819047074361209,3.619625542982545e-06,0.0003900080568904,0.0,0.0,0.0,0.0,1
im,0.001,2700000,270,8,4.335080212343473e-06,4.2800765915006585e-06,0.984375,4.2673445840256055e-06,0.0,0.0,100,0,-0.068475890904665,-0.1893212050199508,-0.020257122348994,-0.068475890904665,1.5623000860214231,0.1033460756386408,0.0,-0.1760617164758739,-0.1760617164758739,2.0100749077495608,0.4597013501562505,0.6663818359375,0.4375,0.17,0.0,18.682255089380504,19.05310713047525,1.591738107935751,0.1864015240803845,4.2800765915006585e-06,-0.0001128361975389,0.0,0.0,0.0,0.0,1
im,0.001,2700000,270,9,1.7496808217655591e-06,1.7500047577784044e-06,1.0,1.7496808217655591e-06,0.0,0.0,100,0,-0.126729317009449,-0.2598752006888389,-0.0284505686722695,-0.126729317009449,0.8302603960037231,0.1739272949697987,0.0,-0.3340813387684794,-0.3340813387684794,2.08077028168092,0.4769043292728772,0.7360867373645306,0.375,0.11,0.0,19.11546163266548,18.81011913852519,1.5213847108695906,0.189291347762265,1.7500047577784044e-06,-1.7998222491269304e-05,0.0,0.0,0.0,0.0,1
im,0.001,2710000,271,0,8.839446213851535e-07,3.873570174739765e-06,2.359375,2.0855568410805965e-06,0.0,0.0,100,0,-0.0692009069025516,-0.2290550619363784,-0.0198349566198885,-0.0692009069025516,0.8118123412132263,0.1126691161293015,0.0,-0.2072639982338098,-0.2072639982338098,2.0245121593149142,0.432812208915221,0.7000064738094807,0.4375,0.15,0.0,19.443109457145187,19.11986782922976,1.4982232381611726,0.1853546080893056,3.873570174739765e-06,0.0013371661578349,0.0,0.0,0.0,0.0,1
im,0.001,2710000,271,1,1.6626920803708463e-06,3.835595041970764e-06,1.8710937500000009,3.111052759756389e-06,0.0,0.0,100,0,-0.0583469159901142,-0.1777981258928775,-0.0175349372439086,-0.0583469159901142,0.8618671894073486,0.1141945444904954,0.0,-0.1933246012015834,-0.1933246012015834,2.011369673244509,0.4575087495264777,0.7822525091469288,0.4375,0.06,0.0,19.53526670622687,19.075832116562637,1.5792846954892488,0.1854856625811947,3.835595041970764e-06,0.0008512004947216,0.0,0.0,0.0,0.0,1
im,0.001,2710000,271,2,4.191934986525253e-06,4.781874058154224e-06,1.0615234375,4.449837236672803e-06,0.0,0.0,100,0,-0.1142547391355037,-0.3897766247391701,-0.0419593583792448,-0.1142547391355037,1.012365221977234,0.1968831014147275,0.0,-0.3191073405970754,-0.3191073405970754,2.062179768323241,0.5022305384836233,0.7536523062735796,0.375,0.23,0.0,20.21560121324169,19.048809930926748,1.6115265587431438,0.1896546009203084,4.781874058154224e-06,-0.0005762263630565,0.0,0.0,0.0,0.0,1
im,0.001,2710000,271,3,1.224315911262796e-06,2.6598137188098058e-06,2.109375,2.58254137531996e-06,0.0,0.0,100,0,-0.0781650207936763,-0.1691824905574321,-0.0362870777025818,-0.0781650207936763,0.5979108214378357,0.1199773426145674,0.0,-0.2144384610766656,-0.2144384610766656,2.024756464643087,0.4178988543045199,0.6762091480195522,0.4375,0.05,0.0,18.870284666083744,19.15916825779364,1.4729789041928765,0.1869893643757931,2.6598137188098058e-06,-0.0002779790342631,0.0,0.0,0.0,0.0,1
im,0.001,2710000,271,4,2.9764997589118665e-06,1.38472484978533e-06,0.4521484375,1.3458197152111271e-06,0.0,0.0,100,0,-0.0614149551838636,-0.1097429431974887,-0.0251615396700799,-0.0614149551838636,0.7926182150840759,0.0758702009719641,0.0,-0.1367058017540173,-0.1367058017540173,2.0028095669961683,0.4421307486716551,0.6996361850760877,0.4375,0.08,0.0,18.777712503232287,19.137057196976635,1.5095125063083663,0.1829209511868476,1.38472484978533e-06,0.0001972438454659,0.0,0.0,0.0,0.0,1
