arm,seed,step,L1_strict_dead_frac,L1_submerged_frac,L1_M_median_alive,L1_B_median_alive,L1_sigma_median_alive,mu_norm_visible,bypass_value,task_boundary,side
im_nowd,5,200000,0.39,0.39,0.0,-0.6205307563143577,0.4306763705755734,0.0,0.0,20,post
im_nowd,5,200000,0.39,0.39,0.0,-0.6205307563143577,0.4306763705755734,0.0,0.0,20,pre
im_nowd,5,210000,0.4,0.4,0.0,-0.6722329461409245,0.4362988517630996,0.0,0.0,21,post
im_nowd,5,210000,0.4,0.4,0.0,-0.6722329461409245,0.4362988517630996,0.0,0.0,21,pre
im_nowd,5,220000,0.4,0.4,0.0,-0.7049619033966905,0.4337141087508419,0.0,0.0,22,post
im_nowd,5,220000,0.4,0.4,0.0,-0.7049619033966905,0.4337141087508419,0.0,0.0,22,pre
im_nowd,5,230000,0.41,0.41,0.0,-0.6621731666102906,0.4200292884118614,0.0,0.0,23,post
im_nowd,5,230000,0.41,0.41,0.0,-0.6621731666102906,0.4200292884118614,0.0,0.0,23,pre
im_nowd,5,240000,0.42,0.42,0.0,-0.6812189523173982,0.4531198752981864,0.0,0.0,24,post
im_nowd,5,240000,0.42,0.42,0.0,-0.6812189523173982,0.4531198752981864,0.0,0.0,24,pre
im_nowd,5,250000,0.43,0.43,0.0,-0.6540248941273595,0.4370994402754255,0.0,0.0,25,post
im_nowd,5,250000,0.43,0.43,0.0,-0.6540248941273595,0.4370994402754255,0.0,0.0,25,pre
im_nowd,5,260000,0.44,0.44,0.0,-0.7549675673481919,0.4227749630243728,0.0,0.0,26,post
im_nowd,5,260000,0.44,0.44,0.0,-0.7549675673481919,0.4227749630243728,0.0,0.0,26,pre
im_nowd,5,270000,0.46,0.46,0.0,-0.6494663246589323,0.4429369420250008,0.0,0.0,27,post
im_nowd,5,270000,0.46,0.46,0.0,-0.6494663246589323,0.4429369420250008,0.0,0.0,27,pre
im_nowd,5,280000,0.46,0.46,0.0,-0.7333787220791931,0.4499080929676635,0.0,0.0,28,post
im_nowd,5,280000,0.46,0.46,0.0,-0.7333787220791931,0.4499080929676635,0.0,0.0,28,pre
im_nowd,5,290000,0.47,0.47,0.0,-0.6354218180619245,0.452846742197448,0.0,0.0,29,post
im_nowd,5,290000,0.47,0.47,0.0,-0.6354218180619245,0.452846742197448,0.0,0.0,29,pre
im_nowd,5,300000,0.48,0.48,0.0,-0.5608018476731773,0.4832295500834129,0.0,0.0,30,post
im_nowd,5,300000,0.48,0.48,0.0,-0.5608018476731773,0.4832295500834129,0.0,0.0,30,pre
im_nowd,5,310000,0.49,0.49,0.0,-0.6351391061062711,0.4435845829066045,0.0,0.0,31,post
im_nowd,5,310000,0.49,0.49,0.0,-0.6351391061062711,0.4435845829066045,0.0,0.0,31,pre
im_nowd,5,320000,0.51,0.51,0.0,-0.5471333646464244,0.4476450868905886,0.0,0.0,32,post
im_nowd,5,320000,0.51,0.51,0.0,-0.5471333646464244,0.4476450868905886,0.0,0.0,32,pre
im_nowd,5,330000,0.52,0.52,0.0,-0.5897531997842629,0.4522396409334677,0.0,0.0,33,post
im_nowd,5,330000,0.52,0.52,0.0,-0.5897531997842629,0.4522396409334677,0.0,0.0,33,pre
im_nowd,5,340000,0.54,0.54,0.0,-0.6753629166833525,0.4929272104769038,0.0,0.0,34,post
im_nowd,5,340000,0.54,0.54,0.0,-0.6753629166833525,0.4929272104769038,0.0,0.0,34,pre
im_nowd,5,350000,0.54,0.54,0.0,-0.7574789488486877,0.4806507922501696,0.0,0.0,35,post
im_nowd,5,350000,0.54,0.54,0.0,-0.7574789488486877,0.4806507922501696,0.0,0.0,35,pre
im_nowd,5,360000,0.54,0.54,0.0,-0.7638550155300755,0.4968652938423716,0.0,0.0,36,post
im_nowd,5,360000,0.54,0.54,0.0,-0.7638550155300755,0.4968652938423716,0.0,0.0,36,pre
im_nowd,5,370000,0.54,0.54,0.0,-0.9182228780895404,0.4771832043462338,0.0,0.0,37,post
im_nowd,5,370000,0.54,0.54,0.0,-0.9182228780895404,0.4771832043462338,0.0,0.0,37,pre
im_nowd,5,380000,0.59,0.59,0.0,-0.7744937034407083,0.4564032479100486,0.0,0.0,38,post
im_nowd,5,380000,0.59,0.59,0.0,-0.7744937034407083,0.4564032479100486,0.0,0.0,38,pre
im_nowd,5,390000,0.61,0.61,0.0,-0.6485066881872126,0.4926118300868897,0.0,0.0,39,post
im_nowd,5,390000,0.61,0.61,0.0,-0.6485066881872126,0.4926118300868897,0.0,0.0,39,pre
im_nowd,5,400000,0.64,0.64,0.0,-0.7048735748030026,0.4921116805412787,0.0,0.0,40,post
im_nowd,5,400000,0.64,0.64,0.0,-0.7048735748030026,0.4921116805412787,0.0,0.0,40,pre
im_nowd,5,410000,0.66,0.66,0.0,-0.7094112826512948,0.5530969413880986,0.0,0.0,41,post
im_nowd,5,410000,0.66,0.66,0.0,-0.7094112826512948,0.5530969413880986,0.0,0.0,41,pre
im_nowd,5,420000,0.66,0.66,0.0,-0.6393047234092909,0.644882690396477,0.0,0.0,42,post
im_nowd,5,420000,0.66,0.66,0.0,-0.6393047234092909,0.644882690396477,0.0,0.0,42,pre
im_nowd,5,430000,0.67,0.67,0.0,-0.6548969063723754,0.6123434609113113,0.0,0.0,43,post
im_nowd,5,430000,0.67,0.67,0.0,-0.6548969063723754,0.6123434609113113,0.0,0.0,43,pre
im_nowd,5,440000,0.67,0.67,0.0,-0.8545987147834074,0.6703755278886412,0.0,0.0,44,post
im_nowd,5,440000,0.67,0.67,0.0,-0.8545987147834074,0.6703755278886412,0.0,0.0,44,pre
im_nowd,5,450000,0.67,0.67,0.0,-0.4881404262939094,0.6455634972187758,0.0,0.0,45,post
im_nowd,5,450000,0.67,0.67,0.0,-0.4881404262939094,0.6455634972187758,0.0,0.0,45,pre
im_nowd,5,460000,0.67,0.67,0.0,-0.6894154302284108,0.6736353860810212,0.0,0.0,46,post
im_nowd,5,460000,0.67,0.67,0.0,-0.6894154302284108,0.6736353860810212,0.0,0.0,46,pre
im_nowd,5,470000,0.67,0.67,0.0,-0.4773383455612152,0.6477522413860014,0.0,0.0,47,post
im_nowd,5,470000,0.67,0.67,0.0,-0.4773383455612152,0.6477522413860014,0.0,0.0,47,pre
im_nowd,5,480000,0.67,0.67,0.0,-0.5412557635182651,0.768296525700038,0.0,0.0,48,post
im_nowd,5,480000,0.67,0.67,0.0,-0.5412557635182651,0.768296525700038,0.0,0.0,48,pre
im_nowd,5,490000,0.69,0.69,0.0,-0.6209126186798986,0.7085794481951977,0.0,0.0,49,post
im_nowd,5,490000,0.69,0.69,0.0,-0.6209126186798986,0.7085794481951977,0.0,0.0,49,pre
im_nowd,5,500000,0.7,0.7,0.0,-0.5201614740947016,0.8181402745604713,0.0,0.0,50,post
im_nowd,5,500000,0.7,0.7,0.0,-0.5201614740947016,0.8181402745604713,0.0,0.0,50,pre
im_nowd,5,510000,0.71,0.71,0.0,-0.4985287851519355,0.7361358556429712,0.0,0.0,51,post
im_nowd,5,510000,0.71,0.71,0.0,-0.4985287851519355,0.7361358556429712,0.0,0.0,51,pre
im_nowd,5,520000,0.71,0.71,0.0,-0.5164673178377895,0.7866094482411201,0.0,0.0,52,post
im_nowd,5,520000,0.71,0.71,0.0,-0.5164673178377895,0.7866094482411201,0.0,0.0,52,pre
im_nowd,5,530000,0.71,0.71,0.0,-0.5431254300374263,0.7944816082491616,0.0,0.0,53,post
im_nowd,5,530000,0.71,0.71,0.0,-0.5431254300374263,0.7944816082491616,0.0,0.0,53,pre
im_nowd,5,540000,0.72,0.72,0.0,-0.6115471011158664,0.7935199967582101,0.0,0.0,54,post
im_nowd,5,540000,0.72,0.72,0.0,-0.6115471011158664,0.7935199967582101,0.0,0.0,54,pre
im_nowd,5,550000,0.72,0.72,0.0,-0.5483108588630926,0.8188830867082177,0.0,0.0,55,post
im_nowd,5,550000,0.72,0.72,0.0,-0.5483108588630926,0.8188830867082177,0.0,0.0,55,pre
im_nowd,5,560000,0.73,0.73,0.0,-0.8081086554517631,0.868021435940797,0.0,0.0,56,post
im_nowd,5,560000,0.73,0.73,0.0,-0.8081086554517631,0.868021435940797,0.0,0.0,56,pre
im_nowd,5,570000,0.74,0.74,0.0,-0.5844705628026479,0.8987766482107895,0.0,0.0,57,post
im_nowd,5,570000,0.74,0.74,0.0,-0.5844705628026479,0.8987766482107895,0.0,0.0,57,pre
im_nowd,5,580000,0.74,0.74,0.0,-0.6801933037398684,0.890110982961482,0.0,0.0,58,post
im_nowd,5,580000,0.74,0.74,0.0,-0.6801933037398684,0.890110982961482,0.0,0.0,58,pre
im_nowd,5,590000,0.74,0.74,0.0,-0.7676880330287852,0.9299834230179927,0.0,0.0,59,post
im_nowd,5,590000,0.74,0.74,0.0,-0.7676880330287852,0.9299834230179927,0.0,0.0,59,pre
im_nowd,5,600000,0.74,0.74,0.0,-0.6381702980272752,0.9241480752179808,0.0,0.0,60,post
im_nowd,5,600000,0.74,0.74,0.0,-0.6381702980272752,0.9241480752179808,0.0,0.0,60,pre
im_nowd,5,610000,0.76,0.76,0.0,-0.6647954266438484,0.9183975475497828,0.0,0.0,61,post
im_nowd,5,610000,0.76,0.76,0.0,-0.6647954266438484,0.9183975475497828,0.0,0.0,61,pre
im_nowd,5,620000,0.77,0.77,0.0,-0.5406422986348687,0.988827635177108,0.0,0.0,62,post
im_nowd,5,620000,0.77,0.77,0.0,-0.5406422986348687,0.988827635177108,0.0,0.0,62,pre
im_nowd,5,630000,0.77,0.77,0.0,-0.7934012866748795,0.9782634205370478,0.0,0.0,63,post
im_nowd,5,630000,0.77,0.77,0.0,-0.7934012866748795,0.9782634205370478,0.0,0.0,63,pre
im_nowd,5,640000,0.78,0.78,0.0,-0.5943525164679664,1.013421072643763,0.0,0.0,64,post
im_nowd,5,640000,0.78,0.78,0.0,-0.5943525164679664,1.013421072643763,0.0,0.0,64,pre
im_nowd,5,650000,0.78,0.78,0.0,-0.5698620145915889,1.0368351033777865,0.0,0.0,65,post
im_nowd,5,650000,0.78,0.78,0.0,-0.5698620145915889,1.0368351033777865,0.0,0.0,65,pre
im_nowd,5,660000,0.79,0.79,0.0,-0.6459804484624201,1.04994710053547,0.0,0.0,66,post
im_nowd,5,660000,0.79,0.79,0.0,-0.6459804484624201,1.04994710053547,0.0,0.0,66,pre
im_nowd,5,670000,0.8,0.8,0.0,-0.7464614063708755,1.0590371111742782,0.0,0.0,67,post
im_nowd,5,670000,0.8,0.8,0.0,-0.7464614063708755,1.0590371111742782,0.0,0.0,67,pre
im_nowd,5,680000,0.81,0.81,0.0,-0.6493125499678384,1.1185258533054565,0.0,0.0,68,post
im_nowd,5,680000,0.81,0.81,0.0,-0.6493125499678384,1.1185258533054565,0.0,0.0,68,pre
im_nowd,5,690000,0.81,0.81,0.0,-0.6409308550207578,1.0640468802443166,0.0,0.0,69,post
im_nowd,5,690000,0.81,0.81,0.0,-0.6409308550207578,1.0640468802443166,0.0,0.0,69,pre
im_nowd,5,700000,0.81,0.81,0.0,-0.7487974938274657,1.0863882680004708,0.0,0.0,70,post
im_nowd,5,700000,0.81,0.81,0.0,-0.7487974938274657,1.0863882680004708,0.0,0.0,70,pre
im_nowd,5,710000,0.81,0.81,0.0,-0.7675501329965672,1.1192852933329922,0.0,0.0,71,post
im_nowd,5,710000,0.81,0.81,0.0,-0.7675501329965672,1.1192852933329922,0.0,0.0,71,pre
im_nowd,5,720000,0.82,0.82,0.0,-0.5829397936129984,1.136878405435165,0.0,0.0,72,post
im_nowd,5,720000,0.82,0.82,0.0,-0.5829397936129984,1.136878405435165,0.0,0.0,72,pre
im_nowd,5,730000,0.82,0.82,0.0,-0.6394959497440164,1.1199028092565737,0.0,0.0,73,post
im_nowd,5,730000,0.82,0.82,0.0,-0.6394959497440164,1.1199028092565737,0.0,0.0,73,pre
im_nowd,5,740000,0.83,0.83,0.0,-0.9160341492046878,1.1643762402483884,0.0,0.0,74,post
im_nowd,5,740000,0.83,0.83,0.0,-0.9160341492046878,1.1643762402483884,0.0,0.0,74,pre
im_nowd,5,750000,0.84,0.84,0.0,-1.0078035155139915,1.1000241573162046,0.0,0.0,75,post
im_nowd,5,750000,0.84,0.84,0.0,-1.0078035155139915,1.1000241573162046,0.0,0.0,75,pre
im_nowd,5,760000,0.85,0.85,0.0,-1.1704300246422787,1.0501822458655474,0.0,0.0,76,post
im_nowd,5,760000,0.85,0.85,0.0,-1.1704300246422787,1.0501822458655474,0.0,0.0,76,pre
im_nowd,5,770000,0.87,0.87,0.0,-0.9595891108436034,1.120579726014543,0.0,0.0,77,post
im_nowd,5,770000,0.87,0.87,0.0,-0.9595891108436034,1.120579726014543,0.0,0.0,77,pre
im_nowd,5,780000,0.87,0.87,0.0,-0.9175595200840028,1.1876040051251058,0.0,0.0,78,post
im_nowd,5,780000,0.87,0.87,0.0,-0.9175595200840028,1.1876040051251058,0.0,0.0,78,pre
im_nowd,5,790000,0.87,0.87,0.0,-1.1530735608628129,1.155569250351641,0.0,0.0,79,post
im_nowd,5,790000,0.87,0.87,0.0,-1.1530735608628129,1.155569250351641,0.0,0.0,79,pre
im_nowd,5,800000,0.87,0.87,0.0,-1.011902972287107,1.1755486779612552,0.0,0.0,80,post
im_nowd,5,800000,0.87,0.87,0.0,-1.011902972287107,1.1755486779612552,0.0,0.0,80,pre
im_nowd,5,810000,0.89,0.89,0.0,-0.7424448706196448,1.2131049637979754,0.0,0.0,81,post
im_nowd,5,810000,0.89,0.89,0.0,-0.7424448706196448,1.2131049637979754,0.0,0.0,81,pre
im_nowd,5,820000,0.89,0.89,0.0,-0.9812320846323884,1.1459523791960389,0.0,0.0,82,post
im_nowd,5,820000,0.89,0.89,0.0,-0.9812320846323884,1.1459523791960389,0.0,0.0,82,pre
im_nowd,5,830000,0.89,0.89,0.0,-1.0554562923279247,1.163584471988755,0.0,0.0,83,post
im_nowd,5,830000,0.89,0.89,0.0,-1.0554562923279247,1.163584471988755,0.0,0.0,83,pre
im_nowd,5,840000,0.9,0.9,0.0,-0.9501098354832728,1.1780042394590882,0.0,0.0,84,post
im_nowd,5,840000,0.9,0.9,0.0,-0.9501098354832728,1.1780042394590882,0.0,0.0,84,pre
im_nowd,5,850000,0.9,0.9,0.0,-1.011398895378377,1.1303869563119138,0.0,0.0,85,post
im_nowd,5,850000,0.9,0.9,0.0,-1.011398895378377,1.1303869563119138,0.0,0.0,85,pre
im_nowd,5,860000,0.9,0.9,0.0,-1.0650701025449474,1.110574890317782,0.0,0.0,86,post
im_nowd,5,860000,0.9,0.9,0.0,-1.0650701025449474,1.110574890317782,0.0,0.0,86,pre
im_nowd,5,870000,0.9,0.9,0.0,-1.077011133371828,1.1752455087312177,0.0,0.0,87,post
im_nowd,5,870000,0.9,0.9,0.0,-1.077011133371828,1.1752455087312177,0.0,0.0,87,pre
im_nowd,5,880000,0.9,0.9,0.0,-1.082387349923501,1.1350850200140288,0.0,0.0,88,post
im_nowd,5,880000,0.9,0.9,0.0,-1.082387349923501,1.1350850200140288,0.0,0.0,88,pre
im_nowd,5,890000,0.92,0.92,0.0,-0.6822661964066852,1.3050602602315018,0.0,0.0,89,post
im_nowd,5,890000,0.92,0.92,0.0,-0.6822661964066852,1.3050602602315018,0.0,0.0,89,pre
im_nowd,5,900000,0.93,0.93,0.0,-1.0150212986749831,1.2559857218743695,0.0,0.0,90,post
im_nowd,5,900000,0.93,0.93,0.0,-1.0150212986749831,1.2559857218743695,0.0,0.0,90,pre
im_nowd,5,910000,0.94,0.94,0.0,-0.5265514157566993,1.5365253344030083,0.0,0.0,91,post
im_nowd,5,910000,0.94,0.94,0.0,-0.5265514157566993,1.5365253344030083,0.0,0.0,91,pre
im_nowd,5,920000,0.95,0.95,0.0,-0.6128133260416274,1.6167191840591344,0.0,0.0,92,post
im_nowd,5,920000,0.95,0.95,0.0,-0.6128133260416274,1.6167191840591344,0.0,0.0,92,pre
im_nowd,5,930000,0.95,0.95,0.0,-0.7496716973686686,1.4895806724243923,0.0,0.0,93,post
im_nowd,5,930000,0.95,0.95,0.0,-0.7496716973686686,1.4895806724243923,0.0,0.0,93,pre
im_nowd,5,940000,0.95,0.95,0.0,-0.9144334935319326,1.4658881246547082,0.0,0.0,94,post
im_nowd,5,940000,0.95,0.95,0.0,-0.9144334935319326,1.4658881246547082,0.0,0.0,94,pre
im_nowd,5,950000,0.95,0.95,0.0,-0.8192703579856471,1.5770619829657837,0.0,0.0,95,post
im_nowd,5,950000,0.95,0.95,0.0,-0.8192703579856471,1.5770619829657837,0.0,0.0,95,pre
im_nowd,5,960000,0.95,0.95,0.0,-0.8410151543136447,1.716028607799326,0.0,0.0,96,post
im_nowd,5,960000,0.95,0.95,0.0,-0.8410151543136447,1.716028607799326,0.0,0.0,96,pre
im_nowd,5,970000,0.95,0.95,0.0,-0.4294945155655038,1.662004570310463,0.0,0.0,97,post
im_nowd,5,970000,0.95,0.95,0.0,-0.4294945155655038,1.662004570310463,0.0,0.0,97,pre
im_nowd,5,980000,0.95,0.95,0.0,-0.6294197488588334,1.6238607675942964,0.0,0.0,98,post
im_nowd,5,980000,0.95,0.95,0.0,-0.6294197488588334,1.6238607675942964,0.0,0.0,98,pre
im_nowd,5,990000,0.96,0.96,0.0,-0.5053680091649425,1.630757968024699,0.0,0.0,99,post
im_nowd,5,990000,0.96,0.96,0.0,-0.5053680091649425,1.630757968024699,0.0,0.0,99,pre
im_nowd,5,1000000,0.97,0.97,0.0,0.0606264231224119,1.5024983741909677,0.0,0.0,100,post
im_nowd,5,1000000,0.97,0.97,0.0,0.0606264231224119,1.5024983741909677,0.0,0.0,100,pre
im_nowd,5,1010000,0.97,0.97,0.0,-0.4434591069104999,1.6215072024743338,0.0,0.0,101,post
im_nowd,5,1010000,0.97,0.97,0.0,-0.4434591069104999,1.6215072024743338,0.0,0.0,101,pre
im_nowd,5,1020000,0.97,0.97,0.0,-0.6628828182247549,1.518787224217916,0.0,0.0,102,post
im_nowd,5,1020000,0.97,0.97,0.0,-0.6628828182247549,1.518787224217916,0.0,0.0,102,pre
im_nowd,5,1030000,0.97,0.97,0.0,-1.063115638555294,1.434180672214182,0.0,0.0,103,post
im_nowd,5,1030000,0.97,0.97,0.0,-1.063115638555294,1.434180672214182,0.0,0.0,103,pre
im_nowd,5,1040000,0.97,0.97,0.0,-0.6932716952730666,1.559775368174274,0.0,0.0,104,post
im_nowd,5,1040000,0.97,0.97,0.0,-0.6932716952730666,1.559775368174274,0.0,0.0,104,pre
im_nowd,5,1050000,0.97,0.97,0.0,-0.993485188648822,1.5821851240638587,0.0,0.0,105,post
im_nowd,5,1050000,0.97,0.97,0.0,-0.993485188648822,1.5821851240638587,0.0,0.0,105,pre
im_nowd,5,1060000,0.97,0.97,0.0,-0.7496258053447539,1.8062347591413477,0.0,0.0,106,post
im_nowd,5,1060000,0.97,0.97,0.0,-0.7496258053447539,1.8062347591413477,0.0,0.0,106,pre
im_nowd,5,1070000,0.97,0.97,0.0,-0.9685802432589312,1.6468845737961668,0.0,0.0,107,post
im_nowd,5,1070000,0.97,0.97,0.0,-0.9685802432589312,1.6468845737961668,0.0,0.0,107,pre
im_nowd,5,1080000,0.97,0.97,0.0,-1.1180214981621264,1.6054999918636663,0.0,0.0,108,post
im_nowd,5,1080000,0.97,0.97,0.0,-1.1180214981621264,1.6054999918636663,0.0,0.0,108,pre
im_nowd,5,1090000,0.98,0.98,0.0,-0.2587938722968202,1.381770979019836,0.0,0.0,109,post
im_nowd,5,1090000,0.98,0.98,0.0,-0.2587938722968204,1.381770979019836,0.0,0.0,109,pre
im_nowd,5,1100000,0.99,0.99,0.0,1.713422667017723,0.8205420844186445,0.0,0.0,110,post
im_nowd,5,1100000,0.99,0.99,0.0,1.713422667017723,0.8205420844186445,0.0,0.0,110,pre
im_nowd,5,1110000,0.99,0.99,0.0,1.7230042714727734,0.844170984382591,0.0,0.0,111,post
im_nowd,5,1110000,0.99,0.99,0.0,1.7230042714727734,0.844170984382591,0.0,0.0,111,pre
im_nowd,5,1120000,0.99,0.99,0.0,1.5899640031606133,0.9245577985080596,0.0,0.0,112,post
im_nowd,5,1120000,0.99,0.99,0.0,1.5899640031606133,0.9245577985080596,0.0,0.0,112,pre
im_nowd,5,1130000,0.99,0.99,0.0,1.1818425206641374,0.9275465365636928,0.0,0.0,113,post
im_nowd,5,1130000,0.99,0.99,0.0,1.1818425206641374,0.9275465365636928,0.0,0.0,113,pre
im_nowd,5,1140000,0.99,0.99,0.0,1.329689192108366,0.9490803207184304,0.0,0.0,114,post
im_nowd,5,1140000,0.99,0.99,0.0,1.329689192108366,0.9490803207184304,0.0,0.0,114,pre
im_nowd,5,1150000,0.99,0.99,0.0,1.2283485674781884,1.2556379043192538,0.0,0.0,115,post
im_nowd,5,1150000,0.99,0.99,0.0,1.2283485674781884,1.2556379043192538,0.0,0.0,115,pre
im_nowd,5,1160000,0.99,0.99,0.0,-0.3288385305234105,1.8359271483322763,0.0,0.0,116,post
im_nowd,5,1160000,0.99,0.99,0.0,-0.3288385305234105,1.8359271483322763,0.0,0.0,116,pre
im_nowd,5,1170000,0.99,0.99,0.0,-0.18336025641629,1.7271590293460348,0.0,0.0,117,post
im_nowd,5,1170000,0.99,0.99,0.0,-0.18336025641629,1.7271590293460348,0.0,0.0,117,pre
im_nowd,5,1180000,0.99,0.99,0.0,-0.0494654962435767,1.6989742530416436,0.0,0.0,118,post
im_nowd,5,1180000,0.99,0.99,0.0,-0.0494654962435767,1.6989742530416436,0.0,0.0,118,pre
im_nowd,5,1190000,0.99,0.99,0.0,-0.3143573922420886,1.6917973384566802,0.0,0.0,119,post
im_nowd,5,1190000,0.99,0.99,0.0,-0.3143573922420886,1.6917973384566802,0.0,0.0,119,pre
im_nowd,5,1200000,0.99,0.99,0.0,-0.1597139871741957,1.7872072428805463,0.0,0.0,120,post
im_nowd,5,1200000,0.99,0.99,0.0,-0.1597139871741957,1.7872072428805463,0.0,0.0,120,pre
im_nowd,5,1210000,0.99,0.99,0.0,0.8787931434645004,1.2840592886903726,0.0,0.0,121,post
im_nowd,5,1210000,0.99,0.99,0.0,0.8787931434645004,1.2840592886903726,0.0,0.0,121,pre
im_nowd,5,1220000,0.99,0.99,0.0,1.6681039439553875,0.9765994104931351,0.0,0.0,122,post
im_nowd,5,1220000,0.99,0.99,0.0,1.6681039439553875,0.9765994104931351,0.0,0.0,122,pre
im_nowd,5,1230000,0.99,0.99,0.0,1.3304438577798177,1.1449525179070617,0.0,0.0,123,post
im_nowd,5,1230000,0.99,0.99,0.0,1.3304438577798177,1.1449525179070617,0.0,0.0,123,pre
im_nowd,5,1240000,0.99,0.99,0.0,0.9880529677484692,1.220150739038394,0.0,0.0,124,post
im_nowd,5,1240000,0.99,0.99,0.0,0.9880529677484692,1.220150739038394,0.0,0.0,124,pre
im_nowd,5,1250000,0.99,0.99,0.0,1.4624322266639234,1.1138945584202091,0.0,0.0,125,post
im_nowd,5,1250000,0.99,0.99,0.0,1.4624322266639234,1.1138945584202091,0.0,0.0,125,pre
im_nowd,5,1260000,0.99,0.99,0.0,0.9984992345379302,1.0052033471861508,0.0,0.0,126,post
im_nowd,5,1260000,0.99,0.99,0.0,0.9984992345379302,1.0052033471861508,0.0,0.0,126,pre
im_nowd,5,1270000,0.99,0.99,0.0,1.5560316164895678,1.079865056627602,0.0,0.0,127,post
im_nowd,5,1270000,0.99,0.99,0.0,1.5560316164895678,1.079865056627602,0.0,0.0,127,pre
im_nowd,5,1280000,0.99,0.99,0.0,1.3318605460303925,1.029065853360701,0.0,0.0,128,post
im_nowd,5,1280000,0.99,0.99,0.0,1.3318605460303925,1.029065853360701,0.0,0.0,128,pre
im_nowd,5,1290000,0.99,0.99,0.0,1.6265149452018597,0.9256212487341332,0.0,0.0,129,post
im_nowd,5,1290000,0.99,0.99,0.0,1.6265149452018597,0.9256212487341332,0.0,0.0,129,pre
im_nowd,5,1300000,0.99,0.99,0.0,1.7538618005989652,0.7040544281202777,0.0,0.0,130,post
im_nowd,5,1300000,0.99,0.99,0.0,1.7538618005989652,0.7040544281202777,0.0,0.0,130,pre
im_nowd,5,1310000,0.99,0.99,0.0,0.7458952417800081,1.0026616025216706,0.0,0.0,131,post
im_nowd,5,1310000,0.99,0.99,0.0,0.7458952417800081,1.0026616025216706,0.0,0.0,131,pre
im_nowd,5,1320000,0.99,0.99,0.0,1.5586768540366576,0.7795427410966654,0.0,0.0,132,post
im_nowd,5,1320000,0.99,0.99,0.0,1.5586768540366576,0.7795427410966654,0.0,0.0,132,pre
im_nowd,5,1330000,0.99,0.99,0.0,1.1604050592435025,1.0434695782578558,0.0,0.0,133,post
im_nowd,5,1330000,0.99,0.99,0.0,1.1604050592435025,1.0434695782578558,0.0,0.0,133,pre
im_nowd,5,1340000,0.99,0.99,0.0,1.7899061090739508,0.6209387499633631,0.0,0.0,134,post
im_nowd,5,1340000,0.99,0.99,0.0,1.7899061090739508,0.6209387499633631,0.0,0.0,134,pre
im_nowd,5,1350000,0.99,0.99,0.0,0.6293344983903909,1.21322699955992,0.0,0.0,135,post
im_nowd,5,1350000,0.99,0.99,0.0,0.6293344983903909,1.21322699955992,0.0,0.0,135,pre
im_nowd,5,1360000,0.99,0.99,0.0,0.7416199531257394,1.1987365881486725,0.0,0.0,136,post
im_nowd,5,1360000,0.99,0.99,0.0,0.7416199531257394,1.1987365881486725,0.0,0.0,136,pre
im_nowd,5,1370000,0.99,0.99,0.0,-0.2587882589409397,1.3602992424390954,0.0,0.0,137,post
im_nowd,5,1370000,0.99,0.99,0.0,-0.2587882589409397,1.3602992424390954,0.0,0.0,137,pre
im_nowd,5,1380000,0.99,0.99,0.0,1.5364991999180797,0.9495106709116528,0.0,0.0,138,post
im_nowd,5,1380000,0.99,0.99,0.0,1.5364991999180797,0.9495106709116528,0.0,0.0,138,pre
im_nowd,5,1390000,0.99,0.99,0.0,1.5931509306662062,0.9491716218102336,0.0,0.0,139,post
im_nowd,5,1390000,0.99,0.99,0.0,1.5931509306662062,0.9491716218102336,0.0,0.0,139,pre
im_nowd,5,1400000,0.99,0.99,0.0,1.8947558773826003,0.8475243008383471,0.0,0.0,140,post
im_nowd,5,1400000,0.99,0.99,0.0,1.8947558773826003,0.8475243008383471,0.0,0.0,140,pre
im_nowd,5,1410000,0.99,0.99,0.0,1.6666113812117564,1.0994054223821783,0.0,0.0,141,post
im_nowd,5,1410000,0.99,0.99,0.0,1.6666113812117564,1.0994054223821783,0.0,0.0,141,pre
im_nowd,5,1420000,0.99,0.99,0.0,0.6748385512880324,1.049457976089658,0.0,0.0,142,post
im_nowd,5,1420000,0.99,0.99,0.0,0.6748385512880324,1.049457976089658,0.0,0.0,142,pre
im_nowd,5,1430000,0.99,0.99,0.0,-0.4017264734371316,1.320927705936075,0.0,0.0,143,post
im_nowd,5,1430000,0.99,0.99,0.0,-0.4017264734371316,1.320927705936075,0.0,0.0,143,pre
im_nowd,5,1440000,0.99,0.99,0.0,0.0944629300855315,1.4244445131708996,0.0,0.0,144,post
im_nowd,5,1440000,0.99,0.99,0.0,0.0944629300855315,1.4244445131708996,0.0,0.0,144,pre
im_nowd,5,1450000,0.99,0.99,0.0,-0.9214506280207668,1.382752686543889,0.0,0.0,145,post
im_nowd,5,1450000,0.99,0.99,0.0,-0.9214506280207668,1.382752686543889,0.0,0.0,145,pre
im_nowd,5,1460000,0.99,0.99,0.0,-1.0704971885036376,1.4439110279282208,0.0,0.0,146,post
im_nowd,5,1460000,0.99,0.99,0.0,-1.0704971885036376,1.4439110279282208,0.0,0.0,146,pre
im_nowd,5,1470000,0.99,0.99,0.0,-1.4248279766644636,1.3227085244407155,0.0,0.0,147,post
