step,run_id,dead_frac,dup_frac,sat_frac,eff_rank,stable_rank,wcos_mean,sign_match_mean,sign_clone_frac,drift_sq_W,trC_W,snr_drift,eff_rank_W,top1_frac,stable_rank_W,stable_rank_W_alive,neg_gate_frac,eval_loss
0,A_w100_T10000_centered_lr0.01_s0,0.32,0.0139394,0.31,7.71295,5.12546,0.180499,0.503283,0,10.304,16.1361,0.638569,19.4182,0.101892,9.8143,8.8981,0.32,1.35205
0,A_w100_T10000_centered_lr0.01_s1,0.17,0.0161616,0.15,8.32133,4.95173,0.181989,0.499111,0.00020202,13.7431,30.7635,0.446736,19.4858,0.101473,9.85485,9.48561,0.17,2.31772
0,A_w100_T10000_centered_lr0.01_s2,0.22,0.00505051,0.2,9.59822,5.10632,0.177025,0.50095,0,0.902601,16.1992,0.055719,19.4826,0.090065,11.1031,10.2467,0.22,1.00337
0,A_w100_T10000_centered_lr0.01_s3,0.21,0.0282828,0.2,6.99809,4.9574,0.18021,0.498879,0,3.47559,18.2415,0.190532,19.4476,0.0925671,10.803,9.93625,0.21,1.03575
0,A_w100_T10000_centered_lr0.01_s4,0.32,0.0230303,0.26,6.81365,5.08487,0.180232,0.499202,0,9.62594,50.8494,0.189303,19.4672,0.0928604,10.7689,9.63917,0.32,2.11632
0,A_w100_T10000_centered_lr0.01_s5,0.19,0.00444444,0.17,10.1499,5.22798,0.181438,0.500061,0,0.586329,14.0829,0.0416342,19.4686,0.106151,9.42052,8.73155,0.19,1.12817
0,A_w100_T10000_centered_lr0.01_s6,0.23,0.020404,0.22,7.45227,4.77843,0.183867,0.498556,0,3.47637,51.8259,0.0670779,19.35,0.0992326,10.0773,9.97921,0.23,2.1668
0,A_w100_T10000_centered_lr0.01_s7,0.32,0.0165657,0.3,7.50413,4.7176,0.17787,0.500515,0,1.77635,54.4652,0.0326144,19.5169,0.088441,11.307,9.99018,0.32,2.64962
0,A_w100_T10000_centered_lr0.01_s8,0.21,0.0270707,0.21,6.66466,4.94401,0.184968,0.502475,0,39.1518,51.4673,0.760712,19.4017,0.114352,8.74491,7.37236,0.21,2.99144
0,A_w100_T10000_centered_lr0.01_s9,0.24,0.00666667,0.2,9.8055,5.37026,0.177145,0.498909,0,40.7307,49.5514,0.821987,19.5766,0.0931066,10.7404,9.77072,0.24,4.34725
1000,A_w100_T10000_centered_lr0.01_s0,0.34,0.000808081,0.32,14.0545,5.73486,0.181402,0.504475,0,0.176285,12.9142,0.0136505,19.3944,0.102559,9.75049,8.71379,0.34,0.322291
1000,A_w100_T10000_centered_lr0.01_s1,0.19,0.00363636,0.19,13.1967,5.20438,0.182647,0.498586,0.00020202,0.661881,27.002,0.0245123,19.4758,0.10114,9.88725,9.56954,0.19,0.487683
1000,A_w100_T10000_centered_lr0.01_s2,0.2,0.00242424,0.2,12.504,5.37627,0.178205,0.50096,0,1.61392,5.47272,0.294903,19.445,0.0903006,11.0741,9.9042,0.2,0.166041
1000,A_w100_T10000_centered_lr0.01_s3,0.28,0.00222222,0.25,12.2182,5.47934,0.179609,0.498485,0,2.49971,10.6219,0.235335,19.4362,0.0940751,10.6298,9.22197,0.28,0.320453
1000,A_w100_T10000_centered_lr0.01_s4,0.29,0.00181818,0.28,15.3044,6.25927,0.180544,0.500192,0,1.48311,25.5672,0.0580083,19.4635,0.0964009,10.3733,8.68165,0.29,0.401794
1000,A_w100_T10000_centered_lr0.01_s5,0.19,0.00363636,0.18,14.2658,5.33926,0.182811,0.500626,0,0.376734,11.6053,0.0324622,19.4278,0.108649,9.20392,8.92433,0.19,0.335611
1000,A_w100_T10000_centered_lr0.01_s6,0.25,0.0020202,0.24,14.6698,5.59145,0.183569,0.498838,0,0.635921,39.974,0.0159084,19.3099,0.104669,9.55394,9.15093,0.25,0.491709
1000,A_w100_T10000_centered_lr0.01_s7,0.36,0.00161616,0.36,13.948,4.24899,0.178623,0.501677,0,0.829913,41.3765,0.0200576,19.4778,0.095942,10.423,8.31519,0.36,0.596082
1000,A_w100_T10000_centered_lr0.01_s8,0.22,0.000808081,0.22,14.8701,5.77078,0.186417,0.501909,0.00020202,0.342233,36.9598,0.0092596,19.3368,0.115771,8.63777,7.21432,0.22,0.580726
1000,A_w100_T10000_centered_lr0.01_s9,0.25,0.00161616,0.22,16.6531,6.08457,0.177064,0.50001,0,3.48309,29.8237,0.116789,19.5609,0.0904203,11.0595,9.58541,0.25,0.854334
2000,A_w100_T10000_centered_lr0.01_s0,0.35,0.000808081,0.32,15.5829,6.20499,0.181398,0.505141,0,0.092068,11.129,0.00827281,19.3914,0.102614,9.74528,8.52638,0.35,0.140627
2000,A_w100_T10000_centered_lr0.01_s1,0.2,0.00323232,0.19,14.2766,5.32336,0.182246,0.498091,0.00020202,2.64863,24.0806,0.10999,19.4818,0.100322,9.9679,9.68288,0.2,0.341504
2000,A_w100_T10000_centered_lr0.01_s2,0.21,0.00222222,0.2,13.4594,5.50084,0.178702,0.50095,0,0.141641,3.03597,0.0466542,19.427,0.0909833,10.991,9.74656,0.21,0.0561753
2000,A_w100_T10000_centered_lr0.01_s3,0.28,0.00141414,0.26,13.3019,5.57895,0.180331,0.498515,0,0.408992,8.98729,0.0455078,19.42,0.0949212,10.5351,9.10734,0.28,0.125899
2000,A_w100_T10000_centered_lr0.01_s4,0.29,0.0020202,0.28,16.0281,6.36772,0.180905,0.499848,0,1.6246,17.5097,0.0927828,19.4464,0.0972085,10.2872,8.41381,0.29,0.195543
2000,A_w100_T10000_centered_lr0.01_s5,0.19,0.00323232,0.18,15.534,5.65155,0.183366,0.500657,0,0.313954,10.218,0.0307255,19.4093,0.109427,9.13851,8.87259,0.19,0.19209
2000,A_w100_T10000_centered_lr0.01_s6,0.25,0.00383838,0.24,15.5751,6.15335,0.183477,0.499222,0,3.13073,38.6737,0.0809524,19.2939,0.10369,9.64416,9.23062,0.25,0.30442
2000,A_w100_T10000_centered_lr0.01_s7,0.36,0.00242424,0.36,15.1869,4.74208,0.178857,0.501485,0,6.59515,36.4206,0.181083,19.4674,0.100462,9.95406,7.95451,0.36,0.462283
2000,A_w100_T10000_centered_lr0.01_s8,0.23,0.00181818,0.23,16.0364,6.18564,0.186237,0.501495,0.00020202,0.582611,31.6725,0.0183949,19.322,0.113578,8.80449,7.4622,0.23,0.352263
2000,A_w100_T10000_centered_lr0.01_s9,0.26,0.0030303,0.22,18.3482,6.55681,0.177153,0.500424,0,1.10156,27.2064,0.0404888,19.5565,0.0914535,10.9345,9.81767,0.26,0.368643
3000,A_w100_T10000_centered_lr0.01_s0,0.34,0.000808081,0.33,16.1025,6.30965,0.18145,0.504838,0,1.10251,10.316,0.106874,19.3894,0.103215,9.68847,8.54214,0.34,0.101319
3000,A_w100_T10000_centered_lr0.01_s1,0.19,0.00444444,0.19,15.1612,5.32984,0.181928,0.498313,0,0.599779,21.8785,0.0274141,19.4753,0.0994732,10.053,9.9461,0.19,0.193638
3000,A_w100_T10000_centered_lr0.01_s2,0.2,0.00181818,0.2,13.7444,5.49594,0.178799,0.500576,0,0.0998769,1.9572,0.0510305,19.4225,0.0913075,10.952,9.69338,0.2,0.0295063
