arm,cond,seed,slot,lr,task,hard,n_classes,online_acc,train_acc,test_acc,acc,dead_frac_l1,zeroout_l1,zbar_l1,zsd_l1,zbar_min_l1,mob_l1,eff_rank_l1,dead_frac_l2,zeroout_l2,zbar_l2,zsd_l2,zbar_min_l2,mob_l2,eff_rank_l2,w_norm_l1,w_norm_l2,w_norm_l3
CR,std,0,0,0.0001,1,1,5,0.7306891026,0.8592000008,0.7500000596,0.8592000008,0,0,-0.09388631582,4.936060905,-3.940273285,1,62.45448704,0,0.03500000015,0.08441353589,2.734897137,-9.40358448,1,39.97328095,0.7062217593,0.6112406254,0.6160991788
CR,std,0,0,0.0001,2,0,1,0.9676282051,1,1,1,0,0,-0.6344807148,2.916896343,-6.387328625,1,66.47727016,0,0.1199999973,0.3432364762,1.610952377,-7.999955654,1,32.79619274,0.6860319376,0.6100226045,0.6655990481
CR,std,0,0,0.0001,3,1,5,0.7001602564,0.8459999561,0.6980000138,0.8459999561,0,0,0.09509716928,3.997954607,-3.46698904,1,80.04093146,0,0.03500000015,0.1441377401,2.291589975,-9.117593765,1,55.01009329,0.7620527148,0.6225748658,0.8074842691
CR,std,0,0,0.0001,4,0,1,0.9640625,1,1,1,0,0,-0.1654965132,2.703176737,-7.480252266,1,64.42683609,0,0.1099999994,0.8996037841,2.070438385,-8.123793602,1,29.94647154,0.7470395565,0.6250885725,0.8936760426
CR,std,0,0,0.0001,5,1,5,0.7515224359,0.8723999858,0.7620000243,0.8723999858,0,0,0.123384349,4.002091885,-3.744007349,1,77.52925439,0,0.04499999806,0.1520130336,2.245173931,-11.8506403,1,53.49141747,0.7769471407,0.6245883703,1.048122048
CR,std,0,0,0.0001,6,0,1,0.9655448718,1,1,1,0,0,-0.2695917487,3.372739792,-6.830496311,1,59.46989101,0,0.1299999952,0.1535799056,1.99905014,-11.74396038,1,30.79777298,0.7823911309,0.6208381653,1.119015694
CR,std,0,0,0.0001,7,1,5,0.7440705128,0.8739999533,0.7500000596,0.8739999533,0,0,0.06981511414,5.230946541,-1.837136269,1,79.41710587,0,0.03999999911,-0.1991169751,2.264517546,-15.19495583,1,53.93937482,0.819817245,0.6320721507,1.279607654
CR,std,0,0,0.0001,8,0,1,0.9627003205,1,1,1,0,0,0.254306972,3.123582363,-10.46913528,1,58.78183703,0,0.1400000006,-0.1051750258,1.624154449,-13.05183887,1,25.04328346,0.8013842106,0.6279989481,1.32196033
CR,std,0,0,0.0001,9,1,5,0.577724359,0.7519999743,0.584000051,0.7519999743,0,0,0.08679306507,4.416893482,-2.930943251,1,93.84952097,0,0.0549999997,-0.09346885979,1.767909765,-12.83089256,1,57.76797934,0.8442270756,0.6338732243,1.531973839
CR,std,0,0,0.0001,10,0,1,0.9506009615,1,1,1,0,0,0.3150541186,3.581627131,-4.257545471,1,78.49050041,0,0.1400000006,-0.3249838352,1.672341585,-10.14550018,1,36.64872392,0.8207687736,0.6350831985,1.633051991
CR,std,0,0,0.0001,11,1,5,0.625,0.7748000026,0.6700000167,0.7748000026,0,0,0.002929327311,4.01941824,-3.058452606,1,82.69905151,0,0.07499999553,0.2292009741,1.891217113,-11.96702576,1,49.12375051,0.8380288482,0.6315056682,1.885954618
CR,std,0,0,0.0001,12,0,1,0.9331730769,1,1,1,0,0,0.08557078987,3.344316721,-3.975893497,1,73.52852137,0,0.174999997,-0.04775581509,1.53503716,-10.5118494,1,29.67541663,0.8137908578,0.6289200187,2.010407925
CR,std,0,0,0.0001,13,1,5,0.6513621795,0.8247999549,0.70600003,0.8247999549,0,0,0.1444845945,4.419623852,-4.411862373,1,80.39260903,0,0.06499999762,0.2205593884,1.778904319,-13.07206535,1,47.06831636,0.8508788943,0.6259610057,2.269906044
CR,std,0,0,0.0001,14,0,1,0.9412259615,1,1,1,0,0,-0.312066853,3.827665806,-15.33230495,1,56.02553312,0,0.1700000018,-0.03732785955,1.202490568,-25.73159027,1,17.04339871,0.8216325045,0.6213636994,2.323377371
CR,std,0,0,0.0001,15,1,5,0.5885416667,0.75,0.6320000291,0.75,0,0,0.08112681657,3.694439411,-3.385998249,1,76.82905437,0,0.07499999553,-0.09200065583,1.579863191,-12.66299248,1,39.118073,0.8392624855,0.6218289733,2.570460081
CR,std,0,0,0.0001,16,0,1,0.9199919872,1,1,1,0,0,0.06180591136,3.837022781,-3.479708672,1,73.88596051,0,0.1550000012,-0.3034270108,1.578331828,-11.49876976,1,26.92840536,0.8140061498,0.6158726215,2.685688257
