task,N,N2,D2,cos,w2col,arm,eps,seed,gw2,g2,e2,xi,R,graw,phi2_batch,alive,addgap,S2,rho,phi2_probe,sigma,zbar,posfrac,rad1,rad2,acc,E,E_pred,r_W1b1,r_W2,r_scale
1,1.1708451209346615,1.3781124429761042,1.031880624321912,0.012932123526998476,0.8045105019273856,HM03,-0.03,0,,,,,,,,,,,,,,,,,,,,,,,
2,1.5457305829521841,2.407178859073073,1.152270182852127,-0.04866397714605442,0.8832240561430957,HM03,-0.03,0,,,,,,,,,,,,,,,,,,,,,,,
3,1.8149098934756336,3.326788981746186,1.1065312060307428,-0.05627443925450923,0.9560290323912392,HM03,-0.03,0,,,,,,,,,,,,,,,,,,,,,,,
4,2.0071628542803914,4.080284600004218,0.9813923972264952,-0.06655533448779755,1.0096051486649549,HM03,-0.03,0,,,,,,,,,,,,,,,,,,,,,,,
5,2.157185211714218,4.725944607351022,0.8661391579958726,-0.06300681139909414,1.054778816193256,HM03,-0.03,0,,,,,,,,,,,,,,,,,,,,,,,
6,2.309420161844286,5.413979517397518,0.9135216069591514,-0.0610914385522148,1.1048130156042704,HM03,-0.03,0,,,,,,,,,,,,,,,,,,,,,,,
7,2.4487594033021867,6.074562284793327,0.9422778949036251,-0.06798789378456023,1.1549341040293641,HM03,-0.03,0,,,,,,,,,,,,,,,,,,,,,,,
8,2.5762330049682585,6.718932584724712,0.9223949606976697,-0.06330228040959573,1.194940091770727,HM03,-0.03,0,,,,,,,,,,,,,,,,,,,,,,,
9,2.6822710899841935,7.286262804317005,0.8366082782660352,-0.059325035902264484,1.2307366152692631,HM03,-0.03,0,,,,,,,,,,,,,,,,,,,,,,,
10,2.782237065434458,7.830091666611484,0.845773378966742,-0.06426375363892153,1.2636402368088993,HM03,-0.03,0,,,,,,,,,,,,,,,,,,,,,,,
11,2.895033502320883,8.465670317834434,0.8859392168515967,-0.04951520629134744,1.3098109566311593,HM03,-0.03,0,,,,,,,,,,,,,,,,,,,,,,,
12,2.9971615602955874,9.062016010373208,0.8971353189011263,-0.05842272559795969,1.3371507577812316,HM03,-0.03,0,,,,,,,,,,,,,,,,,,,,,,,
13,3.099610477555613,9.675594817350007,0.9048904829150666,-0.05246687856559517,1.3749272401961772,HM03,-0.03,0,,,,,,,,,,,,,,,,,,,,,,,
14,3.206763946738631,10.343344187261154,0.9844130050082859,-0.055241720130009074,1.407345610941477,HM03,-0.03,0,,,,,,,,,,,,,,,,,,,,,,,
15,3.2999580539138638,10.947235072072003,0.9023495953747492,-0.05268861419420397,1.4396257336160196,HM03,-0.03,0,,,,,,,,,,,,,,,,,,,,,,,
16,3.39834328492625,11.602327407771533,0.9924742594227477,-0.05218707583426561,1.4755865684773442,HM03,-0.03,0,,,,,,,,,,,,,,,,,,,,,,,
17,3.4876544108733674,12.206993991277425,1.0043882990682342,-0.06080946784231541,1.502168184092509,HM03,-0.03,0,,,,,,,,,,,,,,,,,,,,,,,
