task,N,N2,D2,cos,w2col,arm,eps,seed,gw2,g2,e2,xi,R,graw,phi2_batch,alive,addgap,S2,rho,phi2_probe,sigma,zbar,posfrac,rad1,rad2,acc,E,E_pred,r_W1b1,r_W2,r_scale
1,1.13964616878629,1.3047231437318971,0.9610212687523648,0.009695090071173815,0.7567011586280452,HP03,0.03,2,,,,,,,,,,,,,,,,,,,,,,,
2,1.5243464500293666,2.3447207260080574,1.15178298659872,-0.0452398319395231,0.8205586237611462,HP03,0.03,2,,,,,,,,,,,,,,,,,,,,,,,
3,1.7996358840940858,3.28108326052905,1.1072270753844842,-0.0537071575898251,0.8750960859287996,HP03,0.03,2,,,,,,,,,,,,,,,,,,,,,,,
4,2.00412305794169,4.065577257060799,0.9652907182225081,-0.0522984296726176,0.9241626199524029,HP03,0.03,2,,,,,,,,,,,,,,,,,,,,,,,
5,2.170917073738776,4.775600415515002,0.9471390033785141,-0.06547195442792975,0.9695226173864063,HP03,0.03,2,,,,,,,,,,,,,,,,,,,,,,,
6,2.31433114786675,5.427552581608121,0.8975223911191499,-0.062293267881207176,1.0121481088790951,HP03,0.03,2,,,,,,,,,,,,,,,,,,,,,,,
7,2.437683925867786,6.02831531144543,0.8018449348738482,-0.05339858936832876,1.0514225297955457,HP03,0.03,2,,,,,,,,,,,,,,,,,,,,,,,
8,2.5562261811466005,6.620483533761888,0.8611835199309614,-0.062209288697409895,1.091295421743836,HP03,0.03,2,,,,,,,,,,,,,,,,,,,,,,,
9,2.6763600187879524,7.242080602628516,0.8747729335493077,-0.0552628526383108,1.1335118770149595,HP03,0.03,2,,,,,,,,,,,,,,,,,,,,,,,
10,2.781510078457554,7.81780680531495,0.8573083889901127,-0.061381208788465695,1.1653476259143838,HP03,0.03,2,,,,,,,,,,,,,,,,,,,,,,,
11,2.8918284208974363,8.442953353282602,0.8556117432173616,-0.049425787320003335,1.2118448095027827,HP03,0.03,2,,,,,,,,,,,,,,,,,,,,,,,
12,2.993744410910549,9.041843421820447,0.869872106023937,-0.05344734426416389,1.244252820029657,HP03,0.03,2,,,,,,,,,,,,,,,,,,,,,,,
13,3.09897950895127,9.678920683797042,0.9016537670487673,-0.049263933045492474,1.2831300169891438,HP03,0.03,2,,,,,,,,,,,,,,,,,,,,,,,
